Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Andrew Toney,,,PHI,NBA,6.4,78,72,2556,593,1125,581,1087,12,38,390,465,57,136,193,373,70,23,297,251,1588,.527,.534,.316,.532,.839,.597
Gene Banks,,,SAS,NBA,6.2,80,66,2600,424,747,423,741,1,6,200,270,204,378,582,254,105,23,166,256,1049,.568,.571,.167,.568,.741,.606
Brad Davis,,,DAL,NBA,6.2,81,81,2665,345,651,338,613,7,38,199,238,41,146,187,561,94,13,166,218,896,.530,.551,.184,.535,.836,.593
Walter Davis,,,PHO,NBA,6.2,78,70,2546,652,1274,632,1187,20,87,233,270,38,164,202,429,107,12,213,202,1557,.512,.532,.230,.520,.863,.559
Ray Williams,,,NYK,NBA,6.2,76,63,2230,418,939,393,858,25,81,263,318,67,200,267,449,162,26,219,274,1124,.445,.458,.309,.458,.827,.521
Tom Chambers,,,SEA,NBA,6.1,82,44,2570,554,1110,554,1098,0,12,375,469,219,313,532,133,47,51,192,309,1483,.499,.505,.000,.499,.800,.563
Dan Issel,,,DEN,NBA,6.1,76,66,2076,569,1153,565,1134,4,19,364,428,112,401,513,173,60,44,122,182,1506,.493,.498,.211,.495,.850,.561
Bobby Jones,,,PHI,NBA,6.0,75,0,1761,226,432,226,431,0,1,167,213,92,231,323,187,107,103,101,199,619,.523,.524,.000,.523,.784,.589
Ralph Sampson,,,HOU,NBA,6.0,82,82,2693,716,1369,715,1365,1,4,287,434,293,620,913,163,70,197,294,339,1720,.523,.524,.250,.523,.661,.551
Purvis Short,,,GSW,NBA,6.0,79,76,2945,714,1509,692,1437,22,72,353,445,184,254,438,246,103,11,228,252,1803,.473,.482,.306,.480,.793,.529
Jamaal Wilkes,,,LAL,NBA,6.0,75,74,2507,542,1055,540,1047,2,8,208,280,130,210,340,214,72,41,137,205,1294,.514,.516,.250,.515,.743,.549
Lester Conner,,,GSW,NBA,5.9,82,82,2573,360,730,359,724,1,6,186,259,132,173,305,401,162,12,143,176,907,.493,.496,.167,.494,.718,.537
Gus Williams,,,SEA,NBA,5.9,80,80,2818,598,1306,594,1281,4,25,297,396,67,137,204,675,189,25,232,151,1497,.458,.464,.160,.459,.750,.506
James Donaldson,,,SDC,NBA,5.8,82,67,2525,360,604,360,604,0,0,249,327,165,484,649,90,40,139,171,214,969,.596,.596,,.596,.761,.648
Dave Greenwood,,,CHI,NBA,5.7,78,76,2718,369,753,369,752,0,1,213,289,214,572,786,139,67,72,149,265,951,.490,.491,.000,.490,.737,.540
Dennis Johnson,,,BOS,NBA,5.7,80,78,2665,384,878,380,846,4,32,281,330,87,193,280,338,93,57,172,251,1053,.437,.449,.125,.440,.852,.515
Kelly Tripucka,,,DET,NBA,5.7,76,75,2493,595,1296,593,1279,2,17,426,523,119,187,306,228,65,17,190,190,1618,.459,.464,.118,.460,.815,.530
Greg Ballard,,,WSB,NBA,5.6,82,82,2701,510,1061,508,1046,2,15,166,208,140,348,488,290,94,35,142,214,1188,.481,.486,.133,.482,.798,.515
Eddie Johnson,,,KCK,NBA,5.6,82,82,2920,753,1552,733,1488,20,64,268,331,165,290,455,296,76,21,213,266,1794,.485,.493,.313,.492,.810,.528
George Gervin,,,SAS,NBA,5.5,76,76,2584,765,1561,755,1537,10,24,427,507,106,207,313,220,79,47,224,219,1967,.490,.491,.417,.493,.842,.551
Mike Mitchell,,,SAS,NBA,5.5,79,79,2853,779,1597,773,1583,6,14,275,353,188,382,570,93,62,73,141,251,1839,.488,.488,.429,.490,.779,.525
Tree Rollins,,,ATL,NBA,5.5,77,76,2351,274,529,274,529,0,0,118,190,200,393,593,62,35,277,101,297,666,.518,.518,,.518,.621,.544
Norm Nixon,,,SDC,NBA,5.4,82,82,3053,587,1270,576,1224,11,46,206,271,56,147,203,914,94,4,257,180,1391,.462,.471,.239,.467,.760,.501
World B. Free,,,CLE,NBA,5.3,75,71,2375,626,1407,604,1338,22,69,395,504,89,128,217,226,94,8,154,214,1669,.445,.451,.319,.453,.784,.512
Gerald Henderson,,,BOS,NBA,5.3,78,78,2088,376,718,356,661,20,57,136,177,68,79,147,300,117,14,161,209,908,.524,.539,.351,.538,.768,.570
Cliff Levingston,,,DET,NBA,5.3,80,24,1746,229,436,229,433,0,3,125,186,234,311,545,109,44,78,77,281,583,.525,.529,.000,.525,.672,.563
John Long,,,DET,NBA,5.3,82,82,2514,545,1155,544,1150,1,5,243,275,139,150,289,205,93,18,143,199,1334,.472,.473,.200,.472,.884,.523
Orlando Woolridge,,,CHI,NBA,5.3,75,74,2544,570,1086,569,1084,1,2,303,424,130,239,369,136,71,60,188,253,1444,.525,.525,.500,.525,.715,.567
Jerry Sichting,,,IND,NBA,5.2,80,80,2497,397,746,391,726,6,20,117,135,44,127,171,457,90,8,144,179,917,.532,.539,.300,.536,.867,.569
Junior Bridgeman,,,MIL,NBA,5.1,81,10,2431,509,1094,503,1063,6,31,196,243,80,252,332,265,53,14,148,224,1220,.465,.473,.194,.468,.807,.508
Kyle Macy,,,PHO,NBA,5.0,82,45,2402,357,713,334,643,23,70,95,114,49,137,186,353,123,6,116,181,832,.501,.519,.329,.517,.833,.545
LaSalle Thompson,,,KCK,NBA,4.9,80,38,1915,333,637,333,637,0,0,160,223,260,449,709,86,71,145,168,327,826,.523,.523,,.523,.717,.562
Fat Lever,,,POR,NBA,4.8,81,22,2010,313,701,310,686,3,15,159,214,96,122,218,372,135,31,125,178,788,.447,.452,.200,.449,.743,.495
Rick Mahorn,,,WSB,NBA,4.8,82,82,2701,307,605,307,605,0,0,125,192,169,569,738,131,62,123,142,358,739,.507,.507,,.507,.651,.536
Kurt Nimphius,,,DAL,NBA,4.8,82,46,2284,272,523,271,519,1,4,101,162,182,331,513,176,41,144,98,283,646,.520,.522,.250,.521,.623,.544
Kent Benson,,,DET,NBA,4.7,82,58,1734,248,451,248,450,0,1,83,101,117,292,409,130,71,53,79,230,579,.550,.551,.000,.550,.822,.584
Joe Barry Carroll,,,GSW,NBA,4.7,80,80,2962,663,1390,663,1389,0,1,313,433,235,401,636,198,103,142,268,244,1639,.477,.477,.000,.477,.723,.519
Dave Corzine,,,CHI,NBA,4.7,82,82,2674,385,824,382,815,3,9,231,275,169,406,575,202,58,120,175,227,1004,.467,.469,.333,.469,.840,.531
Larry Drew,,,KCK,NBA,4.6,73,73,2363,474,1026,471,1016,3,10,243,313,33,113,146,558,121,10,194,170,1194,.462,.464,.300,.463,.776,.513
Phil Hubbard,,,CLE,NBA,4.6,80,6,1799,321,628,321,627,0,1,221,299,172,208,380,86,71,6,115,244,863,.511,.512,.000,.511,.739,.568
Lewis Lloyd,,,HOU,NBA,4.6,82,82,2578,610,1182,607,1169,3,13,235,298,128,167,295,321,102,44,245,211,1458,.516,.519,.231,.517,.789,.555
Rodney McCray,,,HOU,NBA,4.6,79,36,2081,335,672,334,668,1,4,182,249,173,277,450,176,53,54,120,205,853,.499,.500,.250,.499,.731,.546
Otis Birdsong,,,NJN,NBA,4.5,69,57,2168,583,1147,578,1127,5,20,194,319,74,96,170,266,86,17,170,180,1365,.508,.513,.250,.510,.608,.530
John Drew,,,UTA,NBA,4.5,81,4,1797,511,1067,505,1045,6,22,402,517,146,192,338,135,88,2,192,208,1430,.479,.483,.273,.482,.778,.552
James Edwards,,,PHO,NBA,4.4,72,67,1897,438,817,438,816,0,1,183,254,108,240,348,184,23,30,140,254,1059,.536,.537,.000,.536,.720,.570
Sleepy Floyd,,,GSW,NBA,4.4,77,73,2555,484,1045,476,1000,8,45,315,386,87,184,271,269,103,31,196,216,1291,.463,.476,.178,.467,.816,.531
Al Wood,,,SEA,NBA,4.4,81,81,2236,467,945,464,924,3,21,223,271,94,181,275,166,64,32,126,207,1160,.494,.502,.143,.496,.823,.545
Frank Johnson,,,WSB,NBA,4.3,82,81,2686,392,840,381,797,11,43,187,252,58,126,184,567,96,6,191,174,982,.467,.478,.256,.473,.742,.516
Albert King,,,NJN,NBA,4.3,79,53,2103,465,946,462,924,3,22,232,295,125,263,388,203,91,33,208,258,1165,.492,.500,.136,.493,.786,.541
Allen Leavell,,,HOU,NBA,4.3,82,27,2009,349,731,338,660,11,71,238,286,31,86,117,459,107,12,184,199,947,.477,.512,.155,.485,.832,.553
John Lucas,,,SAS,NBA,4.3,63,39,1807,275,595,256,526,19,69,120,157,23,157,180,673,92,5,147,123,689,.462,.487,.275,.478,.764,.519
Pat Cummings,,,DAL,NBA,4.2,80,80,2492,452,915,452,913,0,2,141,190,151,507,658,158,64,23,146,282,1045,.494,.495,.000,.494,.742,.523
Doc Rivers,,,ATL,NBA,4.2,81,47,1938,250,541,248,529,2,12,255,325,72,148,220,314,127,30,174,286,757,.462,.469,.167,.464,.785,.553
Rory Sparrow,,,NYK,NBA,4.2,79,74,2436,350,738,340,699,10,39,108,131,48,141,189,539,100,8,210,230,818,.474,.486,.256,.481,.824,.514
Mike Woodson,,,KCK,NBA,4.2,71,12,1838,389,816,387,808,2,8,247,302,62,113,175,175,83,28,115,174,1027,.477,.479,.250,.478,.818,.541
Wayne Cooper,,,POR,NBA,4.1,81,38,1662,304,663,304,656,0,7,185,230,176,300,476,76,26,106,110,247,793,.459,.463,.000,.459,.804,.519
T.R. Dunn,,,DEN,NBA,4.1,80,74,2705,174,370,174,369,0,1,106,145,195,379,574,228,173,32,97,233,454,.470,.472,.000,.470,.731,.523
Vinnie Johnson,,,DET,NBA,4.1,82,0,1909,426,901,422,882,4,19,207,275,130,107,237,271,44,19,135,196,1063,.473,.478,.211,.475,.753,.520
Caldwell Jones,,,HOU,NBA,4.1,81,73,2506,318,633,317,630,1,3,164,196,168,414,582,156,46,80,158,335,801,.502,.503,.333,.503,.837,.557
Mark Olberding,,,KCK,NBA,4.1,81,81,2160,249,504,249,503,0,1,261,318,119,326,445,192,50,28,166,291,759,.494,.495,.000,.494,.821,.589
Mike Gminski,,,NJN,NBA,4.0,82,2,1655,237,462,237,459,0,3,147,184,161,272,433,92,37,70,120,162,621,.513,.516,.000,.513,.799,.572
