BOS,.805
TOR,.500
PHI,.488
NJN,.415
NYK,.280
DET,.720
CLE,.549
IND,.439
CHI,.402
MIL,.317
ORL,.634
WAS,.524
ATL,.451
CHA,.390
MIA,.183
UTA,.659
DEN,.610
POR,.500
MIN,.268
SEA,.244
LAL,.695
PHO,.671
GSW,.585
SAC,.463
LAC,.280
NOH,.683
SAS,.683
HOU,.671
DAL,.622
MEM,.268
