Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Ron Johnson,,,TOT,NBA,-0.1,14,,103,13,43,13,43,,,11,17,,,29,2,,,,10,37,.302,.302,,.302,.647,.366
Willie Jones,,,DET,NBA,-0.1,35,,452,78,216,78,216,,,40,63,,,94,63,,,,90,196,.361,.361,,.361,.635,.402
Pickles Kennedy,,,PHW,NBA,-0.1,7,,52,4,21,4,21,,,4,6,,,8,9,,,,6,12,.190,.190,,.190,.667,.254
Cal Ramsey,,,SYR,NBA,-0.1,2,,27,2,11,2,11,,,2,4,,,7,3,,,,7,6,.182,.182,,.182,.500,.235
Ralph Davis,,,CIN,NBA,-0.2,73,,1210,181,451,181,451,,,34,52,,,86,177,,,,127,396,.401,.401,,.401,.654,.418
Joe Ruklick,,,PHW,NBA,-0.2,29,,223,43,120,43,120,,,8,13,,,62,10,,,,38,94,.358,.358,,.358,.615,.374
Charlie Tyra,,,NYK,NBA,-0.2,59,,1404,199,549,199,549,,,120,173,,,394,82,,,,164,518,.362,.362,,.362,.694,.414
Swede Halbrook,,,SYR,NBA,-0.3,79,,1131,155,463,155,463,,,76,140,,,550,31,,,,262,386,.335,.335,,.335,.543,.368
Howie Jolliff,,,LAL,NBA,-0.3,46,,352,46,141,46,141,,,11,23,,,141,16,,,,53,103,.326,.326,,.326,.478,.341
Win Wilfong,,,CIN,NBA,-0.3,62,,717,106,305,106,305,,,72,89,,,147,87,,,,119,284,.348,.348,,.348,.809,.413
Vern Hatton,,,PHW,NBA,-0.5,54,,610,97,304,97,304,,,46,56,,,92,59,,,,59,240,.319,.319,,.319,.821,.365
Chuck Noble,,,DET,NBA,-0.5,75,,1655,196,566,196,566,,,82,115,,,180,287,,,,195,474,.346,.346,,.346,.713,.384
Jim Loscutoff,,,BOS,NBA,-0.9,76,,1153,144,478,144,478,,,49,76,,,291,25,,,,238,337,.301,.301,,.301,.645,.329
Woody Sauldsberry,,,STL,NBA,-2.8,69,,1491,230,768,230,768,,,56,100,,,491,74,,,,197,516,.299,.299,,.299,.560,.318
