Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Wilt Chamberlain,,,PHW,NBA,18.8,79,,3773,1251,2457,1251,2457,,,531,1054,,,2149,148,,,,130,3033,.509,.509,,.509,.504,.519
Bob Pettit,,,STL,NBA,14.9,76,,3027,769,1720,769,1720,,,582,804,,,1540,262,,,,217,2120,.447,.447,,.447,.724,.511
Elgin Baylor,,,LAL,NBA,14.8,73,,3133,931,2166,931,2166,,,676,863,,,1447,371,,,,279,2538,.430,.430,,.430,.783,.498
Oscar Robertson,,,CIN,NBA,13.2,71,,3032,756,1600,756,1600,,,653,794,,,716,690,,,,219,2165,.473,.473,,.473,.822,.555
Bill Russell,,,BOS,NBA,13.0,78,,3458,532,1250,532,1250,,,258,469,,,1868,268,,,,155,1322,.426,.426,,.426,.550,.454
Bailey Howell,,,DET,NBA,11.7,77,,2952,607,1293,607,1293,,,601,798,,,1111,196,,,,297,1815,.469,.469,,.469,.753,.552
Cliff Hagan,,,STL,NBA,10.8,77,,2701,661,1490,661,1490,,,383,467,,,715,381,,,,286,1705,.444,.444,,.444,.820,.503
Paul Arizin,,,PHW,NBA,9.7,79,,2935,650,1529,650,1529,,,532,639,,,681,188,,,,335,1832,.425,.425,,.425,.833,.506
Jack Twyman,,,CIN,NBA,9.6,79,,2920,796,1632,796,1632,,,405,554,,,672,225,,,,279,1997,.488,.488,,.488,.731,.532
Larry Costello,,,SYR,NBA,8.6,75,,2167,407,844,407,844,,,270,338,,,292,413,,,,286,1084,.482,.482,,.482,.799,.546
Clyde Lovellette,,,STL,NBA,8.5,67,,2111,599,1321,599,1321,,,273,329,,,677,172,,,,248,1471,.453,.453,,.453,.830,.502
Dolph Schayes,,,SYR,NBA,8.5,79,,3007,594,1595,594,1595,,,680,783,,,960,296,,,,296,1868,.372,.372,,.372,.868,.482
Sam Jones,,,BOS,NBA,8.1,78,,2028,480,1069,480,1069,,,211,268,,,421,217,,,,148,1171,.449,.449,,.449,.787,.493
Hal Greer,,,SYR,NBA,7.9,79,,2763,623,1381,623,1381,,,305,394,,,455,302,,,,242,1551,.451,.451,,.451,.774,.499
Gene Shue,,,DET,NBA,7.6,78,,3361,650,1545,650,1545,,,465,543,,,334,530,,,,207,1765,.421,.421,,.421,.856,.495
Bob Cousy,,,BOS,NBA,7.2,76,,2468,513,1382,513,1382,,,352,452,,,331,587,,,,196,1378,.371,.371,,.371,.779,.436
Rudy LaRusso,,,LAL,NBA,6.9,79,,2593,416,992,416,992,,,323,409,,,781,135,,,,280,1155,.419,.419,,.419,.790,.493
Tom Gola,,,PHW,NBA,6.8,74,,2712,420,940,420,940,,,210,281,,,692,292,,,,321,1050,.447,.447,,.447,.747,.494
Tom Heinsohn,,,BOS,NBA,6.6,74,,2256,627,1566,627,1566,,,325,424,,,732,141,,,,260,1579,.400,.400,,.400,.767,.450
Jerry West,,,LAL,NBA,6.6,79,,2797,529,1264,529,1264,,,331,497,,,611,333,,,,213,1389,.419,.419,,.419,.666,.468
Frank Ramsey,,,BOS,NBA,6.5,79,,2019,448,1100,448,1100,,,295,354,,,431,146,,,,284,1191,.407,.407,,.407,.833,.474
Dick Barnett,,,SYR,NBA,5.8,78,,2070,540,1194,540,1194,,,240,337,,,283,218,,,,169,1320,.452,.452,,.452,.712,.492
Willie Naulls,,,NYK,NBA,5.7,79,,2976,737,1723,737,1723,,,372,456,,,1055,191,,,,268,1846,.428,.428,,.428,.816,.480
Richie Guerin,,,NYK,NBA,5.4,79,,3023,612,1545,612,1545,,,496,626,,,628,503,,,,310,1720,.396,.396,,.396,.792,.472
Bill Sharman,,,BOS,NBA,5.4,61,,1538,383,908,383,908,,,210,228,,,223,146,,,,127,976,.422,.422,,.422,.921,.484
Dave Gambee,,,SYR,NBA,5.3,79,,2090,397,947,397,947,,,291,352,,,581,101,,,,276,1085,.419,.419,,.419,.827,.492
Lenny Wilkens,,,STL,NBA,4.9,75,,1898,333,783,333,783,,,214,300,,,335,212,,,,215,880,.425,.425,,.425,.713,.481
Guy Rodgers,,,PHW,NBA,4.8,78,,2905,397,1029,397,1029,,,206,300,,,509,677,,,,262,1000,.386,.386,,.386,.687,.431
Dick Garmaker,,,NYK,NBA,4.7,71,,2238,415,943,415,943,,,275,358,,,277,220,,,,240,1105,.440,.440,,.440,.768,.502
Frank Selvy,,,LAL,NBA,4.1,77,,2153,311,767,311,767,,,210,279,,,299,246,,,,219,832,.405,.405,,.405,.753,.468
Kenny Sears,,,NYK,NBA,4.0,52,,1396,241,568,241,568,,,268,325,,,293,102,,,,165,750,.424,.424,,.424,.825,.527
Bob Ferry,,,DET,NBA,3.9,79,,1657,350,776,350,776,,,189,255,,,500,129,,,,205,889,.451,.451,,.451,.741,.500
Red Kerr,,,SYR,NBA,3.9,79,,2676,419,1056,419,1056,,,218,299,,,951,199,,,,230,1056,.397,.397,,.397,.729,.445
Walter Dukes,,,DET,NBA,3.7,73,,2044,286,706,286,706,,,281,400,,,1028,139,,,,313,853,.405,.405,,.405,.703,.484
Wayne Embry,,,CIN,NBA,3.4,79,,2233,458,1015,458,1015,,,221,331,,,864,127,,,,286,1137,.451,.451,,.451,.668,.490
Barney Cable,,,SYR,NBA,3.3,75,,1642,266,574,266,574,,,73,108,,,469,85,,,,246,605,.463,.463,,.463,.676,.487
Tom Hawkins,,,LAL,NBA,3.2,78,,1846,310,719,310,719,,,140,235,,,479,88,,,,209,760,.431,.431,,.431,.596,.462
Larry Foust,,,STL,NBA,3.1,68,,1208,194,489,194,489,,,164,208,,,389,77,,,,185,552,.397,.397,,.397,.788,.475
K.C. Jones,,,BOS,NBA,3.0,78,,1605,203,601,203,601,,,186,280,,,279,253,,,,190,592,.338,.338,,.338,.664,.409
Tom Sanders,,,BOS,NBA,3.0,68,,1084,148,352,148,352,,,67,100,,,385,44,,,,131,363,.420,.420,,.420,.670,.458
Gene Conley,,,BOS,NBA,2.8,75,,1242,183,495,183,495,,,106,153,,,550,40,,,,275,472,.370,.370,,.370,.693,.420
Si Green,,,STL,NBA,2.6,76,,1968,263,718,263,718,,,174,247,,,380,258,,,,234,700,.366,.366,,.366,.704,.423
George Lee,,,DET,NBA,2.6,74,,1735,310,776,310,776,,,276,394,,,490,89,,,,158,896,.399,.399,,.399,.701,.472
Shellie McMillon,,,DET,NBA,2.2,78,,1636,322,752,322,752,,,140,201,,,487,98,,,,238,784,.428,.428,,.428,.697,.466
Al Attles,,,PHW,NBA,1.9,77,,1544,222,543,222,543,,,97,162,,,214,174,,,,235,541,.409,.409,,.409,.599,.440
Hot Rod Hundley,,,LAL,NBA,1.9,79,,2179,323,921,323,921,,,223,296,,,289,350,,,,144,869,.351,.351,,.351,.753,.413
Johnny McCarthy,,,STL,NBA,1.9,79,,2519,266,746,266,746,,,122,226,,,325,430,,,,272,654,.357,.357,,.357,.540,.387
Ray Felix,,,LAL,NBA,1.8,78,,1510,189,508,189,508,,,135,193,,,539,37,,,,302,513,.372,.372,,.372,.699,.433
Johnny Green,,,NYK,NBA,1.7,78,,1784,326,758,326,758,,,145,278,,,838,97,,,,194,797,.430,.430,,.430,.522,.453
Fred LaCour,,,STL,NBA,1.7,55,,722,123,295,123,295,,,63,84,,,178,84,,,,73,309,.417,.417,,.417,.750,.465
Bob Boozer,,,CIN,NBA,1.4,79,,1573,250,603,250,603,,,166,247,,,488,109,,,,193,666,.415,.415,,.415,.672,.468
Al Ferrari,,,STL,NBA,1.4,63,,1031,117,328,117,328,,,95,116,,,115,143,,,,157,329,.357,.357,,.357,.819,.434
Larry Staverman,,,CIN,NBA,1.4,66,,944,111,249,111,249,,,79,93,,,287,86,,,,164,301,.446,.446,,.446,.849,.519
Jim Krebs,,,LAL,NBA,1.3,75,,1655,271,692,271,692,,,75,93,,,456,68,,,,223,617,.392,.392,,.392,.806,.421
Dave Budd,,,NYK,NBA,1.2,61,,1075,156,361,156,361,,,87,134,,,297,45,,,,171,399,.432,.432,,.432,.649,.475
Bob McNeill,,,NYK,NBA,1.2,75,,1387,166,427,166,427,,,105,126,,,123,238,,,,148,437,.389,.389,,.389,.833,.453
Don Ohl,,,DET,NBA,1.2,79,,2172,427,1085,427,1085,,,200,278,,,256,265,,,,224,1054,.394,.394,,.394,.719,.437
Hub Reed,,,CIN,NBA,1.0,75,,1216,156,364,156,364,,,85,122,,,367,69,,,,199,397,.429,.429,,.429,.697,.475
Dave Piontek,,,STL,NBA,0.8,29,,254,47,96,47,96,,,16,31,,,68,19,,,,31,110,.490,.490,,.490,.516,.502
Phil Jordon,,,TOT,NBA,0.6,79,,2064,360,933,360,933,,,206,287,,,674,181,,,,273,926,.386,.386,,.386,.718,.437
Ed Conlin,,,PHW,NBA,0.5,77,,1294,216,599,216,599,,,104,139,,,262,123,,,,153,536,.361,.361,,.361,.748,.406
Jackie Moreland,,,DET,NBA,0.5,64,,1003,191,477,191,477,,,86,132,,,315,52,,,,174,468,.400,.400,,.400,.652,.437
Carl Braun,,,NYK,NBA,0.4,15,,218,37,79,37,79,,,11,14,,,31,48,,,,29,85,.468,.468,,.468,.786,.499
Archie Dees,,,DET,NBA,0.4,28,,308,53,135,53,135,,,39,47,,,94,17,,,,50,145,.393,.393,,.393,.830,.466
Bucky Bockhorn,,,CIN,NBA,0.3,79,,2669,420,1059,420,1059,,,152,208,,,434,338,,,,282,992,.397,.397,,.397,.731,.431
Gene Guarilia,,,BOS,NBA,0.3,25,,209,38,94,38,94,,,3,10,,,71,5,,,,28,79,.404,.404,,.404,.300,.401
Andy Johnson,,,PHW,NBA,0.3,79,,2000,299,834,299,834,,,157,275,,,345,205,,,,249,755,.359,.359,,.359,.571,.395
Jim Palmer,,,NYK,NBA,0.2,55,,688,125,310,125,310,,,44,65,,,179,30,,,,128,294,.403,.403,,.403,.677,.434
Joe Roberts,,,SYR,NBA,0.2,68,,800,130,351,130,351,,,62,104,,,243,43,,,,125,322,.370,.370,,.370,.596,.406
Ernie Beck,,,TOT,NBA,0.1,10,,82,10,29,10,29,,,6,7,,,23,15,,,,10,26,.345,.345,,.345,.857,.405
Slick Leonard,,,LAL,NBA,0.1,55,,600,61,207,61,207,,,71,100,,,70,81,,,,70,193,.295,.295,,.295,.710,.384
Phil Rollins,,,TOT,NBA,0.1,61,,816,109,293,109,293,,,58,88,,,97,123,,,,121,276,.372,.372,,.372,.659,.416
Gary Alcorn,,,LAL,NBA,0.0,20,,174,12,40,12,40,,,7,8,,,50,2,,,,47,31,.300,.300,,.300,.875,.356
Whitey Bell,,,NYK,NBA,0.0,5,,45,7,18,7,18,,,1,3,,,7,1,,,,7,15,.389,.389,,.389,.333,.388
Joe Graboski,,,PHW,NBA,0.0,68,,1011,169,507,169,507,,,127,183,,,262,74,,,,148,465,.333,.333,,.333,.694,.396
Darrall Imhoff,,,NYK,NBA,0.0,62,,994,122,310,122,310,,,49,96,,,296,51,,,,143,293,.394,.394,,.394,.510,.416
Al Bianchi,,,SYR,NBA,-0.1,52,,667,118,342,118,342,,,60,87,,,105,93,,,,137,296,.345,.345,,.345,.690,.389
Mike Farmer,,,TOT,NBA,-0.1,59,,1301,180,461,180,461,,,69,94,,,380,81,,,,130,429,.390,.390,,.390,.734,.427
Jack George,,,NYK,NBA,-0.1,16,,268,31,93,31,93,,,20,30,,,32,39,,,,37,82,.333,.333,,.333,.667,.386
