NJN,.634
BOS,.598
ORL,.537
PHI,.524
WAS,.451
MIA,.439
NYK,.366
DET,.610
CHH,.537
TOR,.512
IND,.512
MIL,.500
ATL,.402
CLE,.354
CHI,.256
SAS,.707
DAL,.695
MIN,.610
UTA,.537
HOU,.341
DEN,.329
MEM,.280
SAC,.744
LAL,.707
POR,.598
SEA,.549
LAC,.476
PHO,.439
GSW,.256
