NYK,.634
PHI,.561
BOS,.512
WSB,.488
NJN,.317
CHH,.244
DET,.768
CLE,.695
ATL,.634
MIL,.598
CHI,.573
IND,.341
UTA,.622
HOU,.549
DEN,.537
DAL,.463
SAS,.256
MIA,.183
LAL,.695
PHO,.671
SEA,.573
GSW,.524
POR,.476
SAC,.329
LAC,.256
