PHI,.683
MIA,.610
NYK,.585
ORL,.524
BOS,.439
NJN,.317
WAS,.232
MIL,.634
TOR,.573
CHH,.561
IND,.500
DET,.390
CLE,.366
ATL,.305
CHI,.183
SAS,.707
UTA,.646
DAL,.646
MIN,.573
HOU,.549
DEN,.488
VAN,.280
LAL,.683
SAC,.671
PHO,.622
POR,.610
SEA,.537
LAC,.378
GSW,.207
