Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Neil Johnston,,,PHW,NBA,13.7,69,,2531,520,1163,520,1163,,,535,648,,,855,203,,,,231,1575,.447,.447,,.447,.826,.544
Dolph Schayes,,,SYR,NBA,12.5,72,,2851,496,1308,496,1308,,,625,691,,,1008,229,,,,219,1617,.379,.379,,.379,.904,.502
Paul Arizin,,,PHW,NBA,12.3,71,,2767,613,1451,613,1451,,,591,713,,,561,150,,,,274,1817,.422,.422,,.422,.829,.515
Bob Pettit,,,STL,NBA,11.6,71,,2491,613,1477,613,1477,,,529,684,,,1037,133,,,,181,1755,.415,.415,,.415,.773,.494
Bill Sharman,,,BOS,NBA,10.4,67,,2403,516,1241,516,1241,,,381,421,,,286,236,,,,188,1413,.416,.416,,.416,.905,.495
George Yardley,,,FTW,NBA,10.0,72,,2691,522,1273,522,1273,,,503,639,,,755,147,,,,231,1547,.410,.410,,.410,.787,.498
Bob Cousy,,,BOS,NBA,8.8,64,,2364,478,1264,478,1264,,,363,442,,,309,478,,,,134,1319,.378,.378,,.378,.821,.452
Jack Twyman,,,ROC,NBA,8.8,72,,2338,449,1023,449,1023,,,276,363,,,354,123,,,,251,1174,.439,.439,,.439,.760,.496
Ed Macauley,,,STL,NBA,8.3,72,,2582,414,987,414,987,,,359,479,,,440,202,,,,206,1187,.419,.419,,.419,.749,.496
Clyde Lovellette,,,MNL,NBA,8.2,69,,2492,574,1348,574,1348,,,286,399,,,932,139,,,,251,1434,.426,.426,,.426,.717,.471
Harry Gallatin,,,NYK,NBA,8.1,72,,1943,332,817,332,817,,,415,519,,,725,85,,,,202,1079,.406,.406,,.406,.800,.516
Kenny Sears,,,NYK,NBA,8.0,72,,2516,343,821,343,821,,,383,485,,,614,101,,,,226,1069,.418,.418,,.418,.790,.517
Dick Garmaker,,,MNL,NBA,7.5,72,,2406,406,1015,406,1015,,,365,435,,,336,190,,,,199,1177,.400,.400,,.400,.839,.488
Tom Heinsohn,,,BOS,NBA,7.1,72,,2150,446,1123,446,1123,,,271,343,,,705,117,,,,304,1163,.397,.397,,.397,.790,.456
Chuck Share,,,STL,NBA,6.7,72,,1673,235,535,235,535,,,269,393,,,642,79,,,,269,739,.439,.439,,.439,.684,.522
Bill Russell,,,BOS,NBA,6.2,48,,1695,277,649,277,649,,,152,309,,,943,88,,,,143,706,.427,.427,,.427,.492,.450
Vern Mikkelsen,,,MNL,NBA,6.1,72,,2198,322,854,322,854,,,342,424,,,630,121,,,,312,986,.377,.377,,.377,.807,.474
Ray Felix,,,NYK,NBA,5.5,72,,1622,295,709,295,709,,,277,371,,,587,36,,,,284,867,.416,.416,,.416,.747,.497
Maurice Stokes,,,ROC,NBA,5.5,72,,2761,434,1249,434,1249,,,256,385,,,1256,331,,,,287,1124,.347,.347,,.347,.665,.396
Red Kerr,,,SYR,NBA,5.4,72,,2191,333,827,333,827,,,225,313,,,807,90,,,,190,891,.403,.403,,.403,.719,.462
Ed Conlin,,,SYR,NBA,4.7,71,,2250,335,896,335,896,,,283,368,,,430,205,,,,170,953,.374,.374,,.374,.769,.450
Larry Foust,,,FTW,NBA,4.7,61,,1533,243,617,243,617,,,273,380,,,555,71,,,,221,759,.394,.394,,.394,.718,.484
Gene Shue,,,FTW,NBA,4.6,72,,2470,273,710,273,710,,,241,316,,,421,238,,,,137,787,.385,.385,,.385,.763,.463
Bob Houbregs,,,FTW,NBA,4.5,60,,1592,253,585,253,585,,,167,234,,,401,113,,,,118,673,.432,.432,,.432,.714,.489
Walter Dukes,,,MNL,NBA,4.2,71,,1866,228,626,228,626,,,264,383,,,794,54,,,,273,720,.364,.364,,.364,.689,.453
Jack Coleman,,,STL,NBA,4.1,72,,2145,316,775,316,775,,,123,161,,,645,159,,,,235,755,.408,.408,,.408,.764,.446
Carl Braun,,,NYK,NBA,3.7,72,,2345,378,993,378,993,,,245,303,,,259,256,,,,195,1001,.381,.381,,.381,.809,.444
Dave Piontek,,,ROC,NBA,3.7,71,,1759,257,637,257,637,,,122,183,,,351,108,,,,141,636,.403,.403,,.403,.667,.443
Larry Costello,,,PHW,NBA,3.4,72,,2111,186,497,186,497,,,175,222,,,323,236,,,,182,547,.374,.374,,.374,.788,.460
Frank Ramsey,,,BOS,NBA,3.3,35,,807,137,349,137,349,,,144,182,,,178,67,,,,113,418,.393,.393,,.393,.791,.487
Andy Phillip,,,BOS,NBA,3.1,67,,1476,105,277,105,277,,,88,137,,,181,168,,,,121,298,.379,.379,,.379,.642,.442
Mel Hutchins,,,FTW,NBA,2.8,72,,2647,369,953,369,953,,,152,206,,,571,210,,,,182,890,.387,.387,,.387,.738,.426
Arnie Risen,,,BOS,NBA,2.7,43,,935,119,307,119,307,,,106,156,,,286,53,,,,163,344,.388,.388,,.388,.679,.458
Ed Kalafat,,,MNL,NBA,2.6,65,,1617,178,507,178,507,,,197,298,,,425,105,,,,243,553,.351,.351,,.351,.661,.433
Johnny McCarthy,,,ROC,NBA,2.6,72,,1560,173,460,173,460,,,130,193,,,201,107,,,,130,476,.376,.376,,.376,.674,.437
Ron Sobie,,,NYK,NBA,2.6,71,,1378,166,442,166,442,,,152,199,,,326,129,,,,158,484,.376,.376,,.376,.764,.457
Dick Hemric,,,BOS,NBA,2.5,67,,1055,109,317,109,317,,,146,210,,,304,42,,,,98,364,.344,.344,,.344,.695,.445
Jack Nichols,,,BOS,NBA,2.5,61,,1372,195,537,195,537,,,108,136,,,374,85,,,,185,498,.363,.363,,.363,.794,.417
Slater Martin,,,TOT,NBA,2.4,66,,2401,244,736,244,736,,,230,291,,,288,269,,,,193,718,.332,.332,,.332,.790,.415
Bob Burrow,,,ROC,NBA,2.3,67,,1028,137,366,137,366,,,130,211,,,293,41,,,,165,404,.374,.374,,.374,.616,.440
Earl Lloyd,,,SYR,NBA,2.2,72,,1965,256,687,256,687,,,134,179,,,435,114,,,,282,646,.373,.373,,.373,.749,.422
Chuck Mencel,,,MNL,NBA,2.2,72,,1848,243,688,243,688,,,179,240,,,237,201,,,,95,665,.353,.353,,.353,.746,.419
Ernie Beck,,,PHW,NBA,2.1,72,,1743,195,508,195,508,,,111,157,,,312,190,,,,155,501,.384,.384,,.384,.707,.434
George Dempsey,,,PHW,NBA,2.1,71,,1147,134,302,134,302,,,55,102,,,251,136,,,,107,323,.444,.444,,.444,.539,.466
Joe Holup,,,SYR,NBA,2.1,71,,1284,160,487,160,487,,,204,253,,,279,84,,,,177,524,.329,.329,,.329,.806,.438
Jim Loscutoff,,,BOS,NBA,2.1,70,,2220,306,888,306,888,,,132,187,,,730,89,,,,244,744,.345,.345,,.345,.706,.383
Dick McGuire,,,NYK,NBA,2.1,72,,1191,140,366,140,366,,,105,163,,,146,222,,,,103,385,.383,.383,,.383,.644,.440
Dick Ricketts,,,ROC,NBA,2.0,72,,2114,299,869,299,869,,,206,297,,,437,127,,,,307,804,.344,.344,,.344,.694,.402
Nat Clifton,,,NYK,NBA,1.8,71,,2231,308,818,308,818,,,146,217,,,557,164,,,,243,762,.377,.377,,.377,.673,.417
Med Park,,,STL,NBA,1.8,66,,1130,118,324,118,324,,,108,146,,,200,94,,,,137,344,.364,.364,,.364,.740,.443
Art Spoelstra,,,ROC,NBA,1.8,69,,1176,217,559,217,559,,,88,120,,,220,56,,,,168,522,.388,.388,,.388,.733,.427
Richie Guerin,,,NYK,NBA,1.7,72,,1793,257,699,257,699,,,181,292,,,334,182,,,,186,695,.368,.368,,.368,.620,.420
Walt Davis,,,PHW,NBA,1.6,65,,1250,178,437,178,437,,,74,106,,,306,52,,,,235,430,.407,.407,,.407,.698,.445
Togo Palazzi,,,TOT,NBA,1.6,63,,1013,210,571,210,571,,,136,175,,,262,49,,,,117,556,.368,.368,,.368,.777,.429
Richie Regan,,,ROC,NBA,1.6,71,,2100,257,780,257,780,,,182,235,,,205,222,,,,179,696,.329,.329,,.329,.774,.394
Dick Schnittker,,,MNL,NBA,1.6,70,,997,113,351,113,351,,,160,193,,,185,52,,,,144,386,.322,.322,,.322,.829,.443
Al Bianchi,,,SYR,NBA,1.5,68,,1577,199,567,199,567,,,165,239,,,227,106,,,,198,563,.351,.351,,.351,.690,.419
Bob Hopkins,,,SYR,NBA,1.4,62,,764,130,343,130,343,,,94,126,,,233,22,,,,106,354,.379,.379,,.379,.746,.444
Billy Kenville,,,FTW,NBA,1.4,71,,1701,204,608,204,608,,,174,218,,,324,172,,,,169,582,.336,.336,,.336,.798,.413
Cliff Hagan,,,STL,NBA,1.3,67,,971,134,371,134,371,,,100,145,,,247,86,,,,165,368,.361,.361,,.361,.690,.423
Slick Leonard,,,MNL,NBA,1.3,72,,1943,303,867,303,867,,,186,241,,,220,169,,,,140,792,.349,.349,,.349,.772,.407
Corky Devlin,,,FTW,NBA,1.2,71,,1242,190,502,190,502,,,97,143,,,146,141,,,,114,477,.378,.378,,.378,.678,.422
Jack George,,,PHW,NBA,1.2,67,,2229,253,750,253,750,,,200,293,,,318,307,,,,165,706,.337,.337,,.337,.683,.402
