Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Gus Johnson,,,BAL,NBA,5.0,73,,2626,620,1377,620,1377,,,271,383,,,855,194,,,,281,1511,.450,.450,,.450,.708,.489
Lou Hudson,,,STL,NBA,4.9,80,,2446,620,1328,620,1328,,,231,327,,,435,95,,,,277,1471,.467,.467,,.467,.706,.500
Dick Barnett,,,NYK,NBA,4.7,67,,1969,454,949,454,949,,,231,295,,,226,161,,,,185,1139,.478,.478,,.478,.783,.528
Richie Guerin,,,STL,NBA,4.7,80,,2275,394,904,394,904,,,304,416,,,192,345,,,,247,1092,.436,.436,,.436,.731,.502
Zelmo Beaty,,,STL,NBA,4.5,48,,1661,328,694,328,694,,,197,260,,,515,60,,,,189,853,.473,.473,,.473,.758,.528
Jeff Mullins,,,SFW,NBA,4.5,77,,1835,421,919,421,919,,,150,214,,,388,226,,,,195,992,.458,.458,,.458,.701,.490
Gail Goodrich,,,LAL,NBA,4.4,77,,1780,352,776,352,776,,,253,337,,,251,210,,,,194,957,.454,.454,,.454,.751,.518
Don Ohl,,,BAL,NBA,4.4,58,,2024,452,1002,452,1002,,,276,354,,,189,168,,,,153,1180,.451,.451,,.451,.780,.510
Joe Strawder,,,DET,NBA,4.3,79,,2156,281,660,281,660,,,188,262,,,791,82,,,,344,750,.426,.426,,.426,.718,.484
Luke Jackson,,,PHI,NBA,4.2,81,,2377,386,882,386,882,,,198,261,,,724,114,,,,276,970,.438,.438,,.438,.759,.487
Wali Jones,,,PHI,NBA,4.0,81,,2249,423,982,423,982,,,223,266,,,265,303,,,,246,1069,.431,.431,,.431,.838,.486
Tom Sanders,,,BOS,NBA,4.0,81,,1926,323,755,323,755,,,178,218,,,439,91,,,,304,824,.428,.428,,.428,.817,.484
Dave Stallworth,,,NYK,NBA,3.9,76,,1889,380,816,380,816,,,229,320,,,472,144,,,,226,989,.466,.466,,.466,.716,.517
K.C. Jones,,,BOS,NBA,3.7,78,,2446,182,459,182,459,,,119,189,,,239,389,,,,273,483,.397,.397,,.397,.630,.445
Eddie Miles,,,DET,NBA,3.7,81,,2419,582,1363,582,1363,,,261,338,,,298,181,,,,216,1425,.427,.427,,.427,.772,.471
Al Attles,,,SFW,NBA,3.5,69,,1764,212,467,212,467,,,88,151,,,321,269,,,,265,512,.454,.454,,.454,.583,.480
Jim King,,,SFW,NBA,3.5,67,,1667,286,685,286,685,,,174,221,,,319,240,,,,193,746,.418,.418,,.418,.787,.477
Erwin Mueller,,,CHI,NBA,3.5,80,,2136,422,957,422,957,,,171,260,,,497,131,,,,223,1015,.441,.441,,.441,.658,.474
John Tresvant,,,DET,NBA,3.5,68,,1553,256,585,256,585,,,164,234,,,483,88,,,,246,676,.438,.438,,.438,.701,.491
Don Nelson,,,BOS,NBA,3.3,79,,1202,227,509,227,509,,,141,190,,,295,65,,,,143,595,.446,.446,,.446,.742,.502
Leroy Ellis,,,BAL,NBA,3.2,81,,2938,496,1166,496,1166,,,211,286,,,970,170,,,,258,1203,.425,.425,,.425,.738,.466
Johnny Egan,,,BAL,NBA,3.1,71,,1743,267,624,267,624,,,185,219,,,180,275,,,,190,719,.428,.428,,.428,.845,.499
Tom Meschery,,,SFW,NBA,3.1,72,,1846,293,706,293,706,,,175,244,,,549,94,,,,264,761,.415,.415,,.415,.717,.468
Tom Van Arsdale,,,DET,NBA,3.1,79,,2134,347,887,347,887,,,272,347,,,341,193,,,,241,966,.391,.391,,.391,.784,.465
Fred Hetzel,,,SFW,NBA,2.9,77,,2123,373,932,373,932,,,192,237,,,639,111,,,,228,938,.400,.400,,.400,.810,.453
Archie Clark,,,LAL,NBA,2.7,76,,1763,331,732,331,732,,,136,192,,,218,205,,,,193,798,.452,.452,,.452,.708,.489
Reggie Harding,,,DET,NBA,2.6,74,,1367,172,383,172,383,,,63,103,,,455,94,,,,164,407,.449,.449,,.449,.612,.475
Larry Costello,,,PHI,NBA,2.5,49,,976,130,293,130,293,,,120,133,,,103,140,,,,141,380,.444,.444,,.444,.902,.541
Kevin Loughery,,,BAL,NBA,2.5,76,,2577,520,1306,520,1306,,,340,412,,,349,288,,,,294,1380,.398,.398,,.398,.825,.464
Jack Marin,,,BAL,NBA,2.5,74,,1323,283,632,283,632,,,145,187,,,313,75,,,,199,711,.448,.448,,.448,.775,.498
Tom Hawkins,,,LAL,NBA,2.4,76,,1798,275,572,275,572,,,82,173,,,434,83,,,,207,632,.481,.481,,.481,.474,.488
Ray Scott,,,TOT,NBA,2.4,72,,2446,458,1144,458,1144,,,256,366,,,760,160,,,,215,1172,.400,.400,,.400,.699,.449
Walt Hazzard,,,LAL,NBA,2.2,79,,1642,301,706,301,706,,,129,177,,,231,323,,,,203,731,.426,.426,,.426,.729,.466
Flynn Robinson,,,CIN,NBA,2.2,76,,1140,274,599,274,599,,,120,154,,,133,110,,,,197,668,.457,.457,,.457,.779,.501
Cazzie Russell,,,NYK,NBA,2.2,77,,1696,344,789,344,789,,,179,228,,,251,187,,,,174,867,.436,.436,,.436,.785,.487
Jim Barnes,,,LAL,NBA,2.1,80,,1398,217,497,217,497,,,128,187,,,450,47,,,,266,562,.437,.437,,.437,.684,.485
Clyde Lee,,,SFW,NBA,2.1,74,,1247,205,503,205,503,,,105,166,,,551,77,,,,168,515,.408,.408,,.408,.633,.447
Rod Thorn,,,STL,NBA,2.1,67,,1166,233,524,233,524,,,125,172,,,160,118,,,,88,591,.445,.445,,.445,.727,.493
Joe Caldwell,,,STL,NBA,2.0,81,,2256,458,1076,458,1076,,,200,308,,,442,166,,,,230,1116,.426,.426,,.426,.649,.461
Dave Gambee,,,PHI,NBA,1.9,63,,757,150,345,150,345,,,107,125,,,197,42,,,,143,407,.435,.435,,.435,.856,.509
Don Kojis,,,CHI,NBA,1.9,78,,1655,329,773,329,773,,,134,222,,,479,70,,,,204,792,.426,.426,,.426,.604,.455
McCoy McLemore,,,CHI,NBA,1.8,79,,1382,258,670,258,670,,,210,272,,,374,62,,,,189,726,.385,.385,,.385,.772,.460
Paul Silas,,,STL,NBA,1.8,77,,1570,207,482,207,482,,,113,213,,,669,74,,,,208,527,.429,.429,,.429,.531,.458
Rudy LaRusso,,,LAL,NBA,1.7,45,,1292,211,509,211,509,,,156,224,,,351,78,,,,149,578,.415,.415,,.415,.696,.476
Ben Warley,,,BAL,NBA,1.7,62,,1037,125,312,125,312,,,134,170,,,325,51,,,,176,384,.401,.401,,.401,.788,.496
Johnny Green,,,BAL,NBA,1.5,61,,948,203,437,203,437,,,96,207,,,394,57,,,,139,502,.465,.465,,.465,.464,.475
Howard Komives,,,NYK,NBA,1.5,65,,2282,402,995,402,995,,,217,253,,,183,401,,,,213,1021,.404,.404,,.404,.858,.461
Jerry Chambers,,,LAL,NBA,1.4,69,,1015,224,496,224,496,,,68,93,,,208,44,,,,143,516,.452,.452,,.452,.731,.481
Jim Washington,,,CHI,NBA,1.3,77,,1475,252,604,252,604,,,88,159,,,468,56,,,,181,592,.417,.417,,.417,.553,.439
Wayne Embry,,,BOS,NBA,1.2,72,,729,147,359,147,359,,,82,144,,,294,42,,,,137,376,.409,.409,,.409,.569,.445
Jon McGlocklin,,,CIN,NBA,1.1,60,,1194,217,493,217,493,,,74,104,,,164,93,,,,84,508,.440,.440,,.440,.712,.471
Mel Counts,,,TOT,NBA,1.0,56,,860,177,419,177,419,,,69,94,,,344,52,,,,183,423,.422,.422,,.422,.734,.459
Connie Dierking,,,CIN,NBA,1.0,77,,1905,291,729,291,729,,,134,180,,,603,158,,,,251,716,.399,.399,,.399,.744,.443
Bob Love,,,CIN,NBA,1.0,66,,1074,173,403,173,403,,,93,147,,,257,49,,,,153,439,.429,.429,,.429,.633,.469
Gerry Ward,,,CHI,NBA,1.0,76,,1042,117,307,117,307,,,87,138,,,179,130,,,,169,321,.381,.381,,.381,.630,.436
Barry Clemens,,,CHI,NBA,0.9,60,,986,186,444,186,444,,,68,90,,,201,39,,,,143,440,.419,.419,,.419,.756,.455
Bob Ferry,,,BAL,NBA,0.9,51,,991,132,315,132,315,,,70,110,,,258,92,,,,97,334,.419,.419,,.419,.636,.460
Gene Tormohlen,,,STL,NBA,0.8,63,,1036,172,403,172,403,,,50,84,,,347,73,,,,177,394,.427,.427,,.427,.595,.448
John Barnhill,,,BAL,NBA,0.7,53,,1214,187,447,187,447,,,66,103,,,157,136,,,,80,440,.418,.418,,.418,.641,.447
Dick Snyder,,,STL,NBA,0.6,55,,676,144,333,144,333,,,46,61,,,91,59,,,,82,334,.432,.432,,.432,.754,.464
Len Chappell,,,TOT,NBA,0.5,73,,708,132,313,132,313,,,53,81,,,189,33,,,,104,317,.422,.422,,.422,.654,.455
Matt Guokas,,,PHI,NBA,0.5,69,,808,79,203,79,203,,,49,81,,,83,105,,,,82,207,.389,.389,,.389,.605,.434
Dorie Murrey,,,DET,NBA,0.5,35,,311,33,82,33,82,,,32,54,,,102,12,,,,57,98,.402,.402,,.402,.593,.463
Bud Olsen,,,SFW,NBA,0.5,40,,348,75,167,75,167,,,23,58,,,103,32,,,,51,173,.449,.449,,.449,.397,.449
Joe Ellis,,,SFW,NBA,0.4,41,,333,67,164,67,164,,,19,25,,,112,27,,,,45,153,.409,.409,,.409,.760,.437
Toby Kimball,,,BOS,NBA,0.4,38,,222,35,97,35,97,,,27,40,,,146,13,,,,42,97,.361,.361,,.361,.675,.423
Chico Vaughn,,,DET,NBA,0.4,51,,680,85,226,85,226,,,50,74,,,67,75,,,,54,220,.376,.376,,.376,.676,.425
John Block,,,LAL,NBA,0.2,22,,118,20,52,20,52,,,24,34,,,45,5,,,,20,64,.385,.385,,.385,.706,.478
Keith Erickson,,,CHI,NBA,0.2,76,,1454,235,641,235,641,,,117,159,,,339,119,,,,199,587,.367,.367,,.367,.736,.413
George Wilson,,,TOT,NBA,0.2,55,,573,85,234,85,234,,,58,86,,,206,15,,,,92,228,.363,.363,,.363,.674,.419
Nate Bowman,,,CHI,NBA,0.1,9,,65,8,21,8,21,,,6,8,,,28,2,,,,18,22,.381,.381,,.381,.750,.449
