Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Robert Parish,,,BOS,NBA,10.5,80,80,2840,596,1045,596,1045,0,0,294,409,342,654,996,175,79,116,200,209,1486,.570,.570,,.570,.719,.607
Dominique Wilkins,,,ATL,NBA,10.4,80,80,2997,814,1756,785,1651,29,105,442,524,256,297,553,211,117,52,181,138,2099,.464,.475,.276,.472,.844,.528
Larry Nance,,,CLE,NBA,10.3,73,72,2526,496,920,496,916,0,4,267,334,156,425,581,159,57,206,117,186,1259,.539,.541,.000,.539,.799,.590
Ron Harper,,,CLE,NBA,10.2,82,82,2851,587,1149,558,1033,29,116,323,430,122,287,409,434,185,74,230,224,1526,.511,.540,.250,.523,.751,.570
Kevin McHale,,,BOS,NBA,10.1,78,74,2876,661,1211,661,1207,0,4,436,533,223,414,637,172,26,97,196,223,1758,.546,.548,.000,.546,.818,.608
James Worthy,,,LAL,NBA,9.7,81,81,2960,702,1282,700,1259,2,23,251,321,169,320,489,288,108,56,182,175,1657,.548,.556,.087,.548,.782,.582
Brad Daugherty,,,CLE,NBA,9.6,78,78,2821,544,1012,543,1009,1,3,386,524,167,551,718,285,63,40,230,175,1475,.538,.538,.333,.538,.737,.594
A.C. Green,,,LAL,NBA,9.4,82,82,2510,401,758,397,741,4,17,282,359,258,481,739,103,94,55,119,172,1088,.529,.536,.235,.532,.786,.594
Tom Chambers,,,PHO,NBA,9.2,81,81,3002,774,1643,746,1557,28,86,509,598,143,541,684,231,87,55,231,271,2085,.471,.479,.326,.480,.851,.547
Fat Lever,,,DEN,NBA,9.2,71,71,2745,558,1221,535,1155,23,66,270,344,187,475,662,559,195,20,157,178,1409,.457,.463,.348,.466,.785,.513
Terry Porter,,,POR,NBA,9.2,81,81,3102,540,1146,461,927,79,219,272,324,85,282,367,770,146,8,248,187,1431,.471,.497,.361,.506,.840,.555
Bill Laimbeer,,,DET,NBA,9.0,81,81,2640,449,900,419,814,30,86,178,212,138,638,776,177,51,100,129,259,1106,.499,.515,.349,.516,.840,.557
Otis Thorpe,,,HOU,NBA,8.7,82,82,3135,521,961,521,959,0,2,328,450,272,515,787,202,82,37,225,259,1370,.542,.543,.000,.542,.729,.591
Doc Rivers,,,ATL,NBA,8.5,76,76,2462,371,816,328,692,43,124,247,287,89,197,286,525,181,40,158,263,1032,.455,.474,.347,.481,.861,.548
Michael Adams,,,DEN,NBA,8.3,77,77,2787,468,1082,302,616,166,466,322,393,71,212,283,490,166,11,180,149,1424,.433,.490,.356,.509,.819,.567
Dennis Rodman,,,DET,NBA,8.1,82,8,2208,316,531,310,505,6,26,97,155,327,445,772,99,55,76,126,292,735,.595,.614,.231,.601,.626,.613
Jack Sikma,,,MIL,NBA,8.1,80,80,2587,360,835,278,619,82,216,266,294,141,482,623,289,85,61,145,300,1068,.431,.449,.380,.480,.905,.554
Derek Harper,,,DAL,NBA,8.0,81,81,2968,538,1127,439,849,99,278,229,284,46,182,228,570,172,41,205,219,1404,.477,.517,.356,.521,.806,.561
Terry Cummings,,,MIL,NBA,7.7,80,78,2824,730,1563,723,1548,7,15,362,460,281,369,650,198,106,72,201,265,1829,.467,.467,.467,.469,.787,.518
Sleepy Floyd,,,HOU,NBA,7.7,82,82,2788,396,893,287,601,109,292,261,309,48,258,306,709,124,11,253,196,1162,.443,.478,.373,.504,.845,.565
Jeff Hornacek,,,PHO,NBA,7.7,78,73,2487,440,889,413,808,27,81,147,178,75,191,266,465,129,8,111,188,1054,.495,.511,.333,.510,.826,.545
Hot Rod Williams,,,CLE,NBA,7.7,82,10,2125,356,700,355,696,1,4,235,314,173,304,477,108,77,134,102,188,948,.509,.510,.250,.509,.748,.566
Adrian Dantley,,,TOT,NBA,7.4,73,67,2422,470,954,470,953,0,1,460,568,117,200,317,171,43,13,163,186,1400,.493,.493,.000,.493,.810,.581
Derrick McKey,,,SEA,NBA,7.4,82,82,2804,487,970,457,881,30,89,301,375,167,297,464,219,105,70,188,264,1305,.502,.519,.337,.518,.803,.575
Mark Jackson,,,NYK,NBA,7.2,72,72,2477,479,1025,398,785,81,240,180,258,106,235,341,619,139,7,226,163,1219,.467,.507,.338,.507,.698,.535
Joe Dumars,,,DET,NBA,7.0,69,67,2408,456,903,442,874,14,29,260,306,57,115,172,390,63,5,178,103,1186,.505,.506,.483,.513,.850,.571
Mike Gminski,,,PHI,NBA,7.0,82,82,2739,556,1166,556,1160,0,6,297,341,213,556,769,138,46,106,129,142,1409,.477,.479,.000,.477,.871,.535
Isiah Thomas,,,DET,NBA,7.0,80,76,2924,569,1227,536,1106,33,121,287,351,49,224,273,663,133,20,298,209,1458,.464,.485,.273,.477,.818,.528
Reggie Lewis,,,BOS,NBA,6.9,81,57,2657,604,1242,601,1220,3,22,284,361,116,261,377,218,124,72,142,258,1495,.486,.493,.136,.488,.787,.534
John Williams,,,WSB,NBA,6.9,82,1,2413,438,940,419,869,19,71,225,290,158,415,573,356,142,70,157,213,1120,.466,.482,.268,.476,.776,.525
Alex English,,,DEN,NBA,6.8,82,82,2990,924,1881,922,1873,2,8,325,379,148,178,326,383,66,12,198,174,2175,.491,.492,.250,.492,.858,.531
Jerome Kersey,,,POR,NBA,6.8,76,76,2716,533,1137,527,1116,6,21,258,372,246,383,629,243,137,84,167,277,1330,.469,.472,.286,.471,.694,.511
Byron Scott,,,LAL,NBA,6.8,74,73,2605,588,1198,511,1005,77,193,195,226,72,230,302,231,114,27,157,181,1448,.491,.508,.399,.523,.863,.558
Danny Ainge,,,TOT,NBA,6.7,73,54,2377,480,1051,364,746,116,305,205,240,71,184,255,402,93,8,145,186,1281,.457,.488,.380,.512,.854,.554
Michael Cage,,,SEA,NBA,6.7,80,71,2536,314,630,314,626,0,4,197,265,276,489,765,126,92,52,124,184,825,.498,.502,.000,.498,.743,.553
Johnny Newman,,,NYK,NBA,6.7,81,80,2336,455,957,358,670,97,287,286,351,93,113,206,162,111,23,153,259,1293,.475,.534,.338,.526,.815,.582
Ricky Pierce,,,MIL,NBA,6.7,75,4,2078,527,1018,519,982,8,36,255,297,82,115,197,156,77,19,112,193,1317,.518,.529,.222,.522,.859,.573
Mark Eaton,,,UTA,NBA,6.6,82,82,2914,188,407,188,407,0,0,132,200,227,616,843,83,40,315,142,290,508,.462,.462,,.462,.660,.513
Thurl Bailey,,,UTA,NBA,6.5,82,3,2777,615,1272,613,1267,2,5,363,440,115,332,447,138,48,91,208,185,1595,.483,.484,.400,.484,.825,.544
Eddie Johnson,,,PHO,NBA,6.5,70,7,2043,608,1224,537,1052,71,172,217,250,91,215,306,162,47,7,122,198,1504,.497,.510,.413,.526,.868,.564
Reggie Miller,,,IND,NBA,6.5,74,70,2536,398,831,300,587,98,244,287,340,73,219,292,227,93,29,143,170,1181,.479,.511,.402,.538,.844,.602
Horace Grant,,,CHI,NBA,6.4,79,79,2809,405,781,405,776,0,5,140,199,240,441,681,168,86,62,128,251,950,.519,.522,.000,.519,.704,.547
Sam Perkins,,,DAL,NBA,6.4,78,77,2860,445,959,438,921,7,38,274,329,235,453,688,127,76,92,141,224,1171,.464,.476,.184,.468,.833,.530
Larry Krystkowiak,,,MIL,NBA,6.3,80,77,2472,362,766,358,754,4,12,289,351,198,412,610,107,93,9,147,219,1017,.473,.475,.333,.475,.823,.552
Lester Conner,,,NJN,NBA,6.2,82,63,2532,309,676,296,639,13,37,212,269,100,255,355,604,181,5,181,132,843,.457,.463,.351,.467,.788,.531
Ed Pinckney,,,TOT,NBA,6.1,80,33,2012,319,622,319,616,0,6,280,350,166,283,449,118,83,66,119,202,918,.513,.518,.000,.513,.800,.591
Rod Higgins,,,GSW,NBA,5.9,81,1,1887,301,633,235,465,66,168,188,229,111,265,376,160,39,42,76,172,856,.476,.505,.393,.528,.821,.583
Vinnie Johnson,,,DET,NBA,5.9,82,21,2073,462,996,449,952,13,44,193,263,109,146,255,242,74,17,105,155,1130,.464,.472,.295,.470,.734,.508
Reggie Theus,,,ATL,NBA,5.9,82,82,2517,497,1067,480,1009,17,58,285,335,86,156,242,387,108,16,194,236,1296,.466,.476,.293,.474,.851,.534
Wayman Tisdale,,,TOT,NBA,5.9,79,35,2434,532,1036,532,1032,0,4,317,410,187,422,609,128,55,52,172,290,1381,.514,.516,.000,.514,.773,.568
Rolando Blackman,,,DAL,NBA,5.7,78,78,2946,594,1249,564,1164,30,85,316,370,70,203,273,288,65,20,165,137,1534,.476,.485,.353,.488,.854,.543
Charles Oakley,,,NYK,NBA,5.7,82,82,2604,426,835,414,787,12,48,197,255,343,518,861,187,104,14,248,270,1061,.510,.526,.250,.517,.773,.560
Vern Fleming,,,IND,NBA,5.6,76,69,2552,419,814,416,791,3,23,243,304,85,225,310,494,77,12,192,212,1084,.515,.526,.130,.517,.799,.572
Mitch Richmond,,,GSW,NBA,5.6,79,79,2717,649,1386,616,1296,33,90,410,506,158,310,468,334,82,13,269,223,1741,.468,.475,.367,.480,.810,.541
Danny Schayes,,,DEN,NBA,5.6,76,64,1918,317,607,314,598,3,9,332,402,142,358,500,105,42,81,160,320,969,.522,.525,.333,.525,.826,.618
Cliff Levingston,,,ATL,NBA,5.5,80,52,2184,300,568,299,563,1,5,133,191,194,304,498,75,97,70,105,270,734,.528,.531,.200,.529,.696,.563
Mark West,,,PHO,NBA,5.5,82,32,2019,243,372,243,372,0,0,108,202,167,384,551,39,35,187,103,273,594,.653,.653,,.653,.535,.644
Tyrone Corbin,,,PHO,NBA,5.4,77,30,1655,245,454,245,452,0,2,141,179,176,222,398,118,82,13,92,222,631,.540,.542,.000,.540,.788,.592
Maurice Cheeks,,,PHI,NBA,5.3,71,70,2298,336,696,335,683,1,13,151,195,39,144,183,554,105,17,116,114,824,.483,.490,.077,.483,.774,.527
Xavier McDaniel,,,SEA,NBA,5.3,82,10,2385,677,1385,666,1349,11,36,312,426,177,256,433,134,84,40,210,231,1677,.489,.494,.306,.493,.732,.533
Mychal Thompson,,,LAL,NBA,5.2,80,8,1994,291,521,291,520,0,1,156,230,157,310,467,48,58,59,97,224,738,.559,.560,.000,.559,.678,.593
Buck Williams,,,NJN,NBA,5.2,74,72,2446,373,702,373,699,0,3,213,320,249,447,696,78,61,36,142,223,959,.531,.534,.000,.531,.666,.569
Benoit Benjamin,,,LAC,NBA,5.1,79,62,2585,491,907,491,905,0,2,317,426,164,532,696,157,57,221,237,221,1299,.541,.543,.000,.541,.744,.593
Armen Gilliam,,,PHO,NBA,5.1,74,60,2120,468,930,468,930,0,0,240,323,165,376,541,52,54,27,140,176,1176,.503,.503,,.503,.743,.548
Wayne Cooper,,,DEN,NBA,5.0,79,72,1864,220,444,219,440,1,4,79,106,212,407,619,78,36,211,73,302,520,.495,.498,.250,.497,.745,.530
Sidney Moncrief,,,MIL,NBA,5.0,62,50,1594,261,532,236,459,25,73,205,237,46,126,172,188,65,13,94,114,752,.491,.514,.342,.514,.865,.591
Willie Anderson,,,SAS,NBA,4.9,81,79,2738,640,1285,636,1264,4,21,224,289,152,265,417,372,150,62,261,295,1508,.498,.503,.190,.500,.775,.534
Jay Humphries,,,MIL,NBA,4.9,73,50,2220,345,714,320,620,25,94,129,158,70,119,189,405,142,5,160,187,844,.483,.516,.266,.501,.816,.539
Bernard King,,,WSB,NBA,4.9,81,81,2559,654,1371,649,1341,5,30,361,441,133,251,384,294,64,13,227,219,1674,.477,.484,.167,.479,.819,.535
Kevin Duckworth,,,POR,NBA,4.8,79,79,2662,554,1161,554,1159,0,2,324,428,246,389,635,60,56,49,200,300,1432,.477,.478,.000,.477,.757,.531
Paul Pressey,,,MIL,NBA,4.8,67,62,2170,307,648,295,593,12,55,187,241,73,189,262,439,119,44,184,221,813,.474,.497,.218,.483,.776,.539
Harold Pressley,,,SAC,NBA,4.8,80,36,2257,383,873,264,578,119,295,96,123,216,269,485,174,93,76,124,215,981,.439,.457,.403,.507,.780,.529
Kurt Rambis,,,CHH,NBA,4.8,75,75,2233,325,627,325,624,0,3,182,248,269,434,703,159,100,57,148,208,832,.518,.521,.000,.518,.734,.565
Craig Ehlo,,,CLE,NBA,4.6,82,4,1867,249,524,210,424,39,100,71,117,100,195,295,266,110,19,116,161,608,.475,.495,.390,.512,.607,.528
Grant Long,,,MIA,NBA,4.6,82,73,2435,336,692,336,687,0,5,304,406,240,306,546,149,122,48,201,337,976,.486,.489,.000,.486,.749,.561
Rick Mahorn,,,DET,NBA,4.6,72,61,1795,203,393,203,391,0,2,116,155,141,355,496,59,40,66,97,206,522,.517,.519,.000,.517,.748,.566
Trent Tucker,,,NYK,NBA,4.6,81,24,1824,263,579,145,283,118,296,43,55,55,121,176,132,88,6,59,163,687,.454,.512,.399,.556,.782,.569
Mark Aguirre,,,TOT,NBA,4.5,80,76,2597,586,1270,535,1096,51,174,288,393,146,240,386,278,45,36,208,229,1511,.461,.488,.293,.481,.733,.524
Winston Garland,,,GSW,NBA,4.5,79,79,2661,466,1074,456,1031,10,43,203,251,101,227,328,505,175,14,187,216,1145,.434,.442,.233,.439,.809,.483
Ron Anderson,,,PHI,NBA,4.4,82,12,2618,566,1152,564,1141,2,11,196,229,167,239,406,139,71,23,126,166,1330,.491,.494,.182,.492,.856,.531
Michael Cooper,,,LAL,NBA,4.4,80,13,1943,213,494,133,284,80,210,81,93,33,158,191,314,72,32,94,186,587,.431,.468,.381,.512,.871,.549
James Donaldson,,,DAL,NBA,4.4,53,53,1746,193,337,193,337,0,0,95,124,158,412,570,38,24,81,83,111,481,.573,.573,,.573,.766,.614
Roy Hinson,,,NJN,NBA,4.4,82,39,2542,495,1027,495,1025,0,2,318,420,152,370,522,71,34,121,165,298,1308,.482,.483,.000,.482,.757,.540
Nate McMillan,,,SEA,NBA,4.4,75,74,2341,199,485,184,415,15,70,119,189,143,245,388,696,156,42,211,236,532,.410,.443,.214,.426,.630,.468
Alvin Robertson,,,SAS,NBA,4.4,65,65,2287,465,962,456,917,9,45,183,253,157,227,384,393,197,36,231,259,1122,.483,.497,.200,.488,.723,.523
Detlef Schrempf,,,TOT,NBA,4.4,69,13,1850,274,578,267,543,7,35,273,350,126,269,395,179,53,19,133,220,828,.474,.492,.200,.480,.780,.566
LaSalle Thompson,,,TOT,NBA,4.4,76,71,2329,416,850,416,849,0,1,227,281,224,494,718,81,79,94,179,285,1059,.489,.490,.000,.489,.808,.544
