Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
James Worthy,,,LAL,NBA,7.5,80,76,2696,610,1066,610,1059,0,7,190,245,169,342,511,201,87,67,198,196,1410,.572,.576,.000,.572,.776,.601
Brad Davis,,,DAL,NBA,7.4,82,82,2539,310,614,263,499,47,115,158,178,39,154,193,581,91,10,123,219,825,.505,.527,.409,.543,.888,.596
Rolando Blackman,,,DAL,NBA,7.3,81,80,2834,625,1230,619,1210,6,20,342,413,107,193,300,289,61,16,162,96,1598,.508,.512,.300,.511,.828,.566
Mark Aguirre,,,DAL,NBA,7.2,80,79,2699,794,1569,767,1484,27,85,440,580,188,289,477,249,60,24,253,250,2055,.506,.517,.318,.515,.759,.563
Johnny Moore,,,SAS,NBA,7.2,82,82,2689,416,910,391,821,25,89,189,248,94,284,378,816,229,18,236,247,1046,.457,.476,.281,.471,.762,.513
Bernard King,,,NYK,NBA,7.1,55,55,2063,691,1303,690,1293,1,10,426,552,114,203,317,204,71,15,204,191,1809,.530,.534,.100,.531,.772,.585
Byron Scott,,,LAL,NBA,6.9,81,65,2305,541,1003,515,943,26,60,187,228,57,153,210,244,100,17,138,197,1295,.539,.546,.433,.552,.820,.587
Alvan Adams,,,PHO,NBA,6.8,82,69,2136,476,915,476,915,0,0,250,283,153,347,500,308,115,48,197,254,1202,.520,.520,,.520,.883,.578
Rickey Green,,,UTA,NBA,6.7,77,77,2431,381,798,375,778,6,20,232,267,37,152,189,597,132,3,177,131,1000,.477,.482,.300,.481,.869,.546
Danny Ainge,,,BOS,NBA,6.6,75,73,2564,419,792,404,736,15,56,118,136,76,192,268,399,122,6,149,228,971,.529,.549,.268,.539,.868,.570
Jim Paxson,,,POR,NBA,6.5,68,57,2253,508,988,502,949,6,39,196,248,69,153,222,264,101,5,108,115,1218,.514,.529,.154,.517,.790,.555
Jay Vincent,,,DAL,NBA,6.5,79,47,2543,545,1138,545,1134,0,4,351,420,185,519,704,169,48,22,170,226,1441,.479,.481,.000,.479,.836,.545
Dennis Johnson,,,BOS,NBA,6.4,80,77,2976,493,1066,486,1040,7,26,261,306,91,226,317,543,96,39,212,224,1254,.462,.467,.269,.466,.853,.522
Doc Rivers,,,ATL,NBA,6.3,69,58,2126,334,701,319,665,15,36,291,378,66,148,214,410,163,53,176,250,974,.476,.480,.417,.487,.770,.561
Ralph Sampson,,,HOU,NBA,6.2,82,82,3086,753,1499,753,1493,0,6,303,448,227,626,853,224,81,168,326,306,1809,.502,.504,.000,.502,.676,.533
Purvis Short,,,GSW,NBA,6.2,78,77,3081,819,1780,772,1630,47,150,501,613,157,241,398,234,116,27,241,255,2186,.460,.474,.313,.473,.817,.533
Mike Gminski,,,NJN,NBA,6.1,81,54,2418,380,818,380,817,0,1,276,328,229,404,633,158,38,92,136,135,1036,.465,.465,.000,.465,.841,.538
Clark Kellogg,,,IND,NBA,6.1,77,65,2449,562,1112,555,1098,7,14,301,396,224,500,724,244,86,26,231,247,1432,.505,.505,.500,.509,.760,.557
Mychal Thompson,,,POR,NBA,6.1,79,55,2616,572,1111,572,1111,0,0,307,449,211,407,618,205,78,104,231,216,1451,.515,.515,,.515,.684,.554
Greg Ballard,,,WSB,NBA,6.0,82,77,2664,469,978,455,932,14,46,120,151,150,381,531,208,100,33,106,221,1072,.480,.488,.304,.487,.795,.513
World B. Free,,,CLE,NBA,6.0,71,50,2249,609,1328,538,1135,71,193,308,411,61,150,211,320,75,16,139,163,1597,.459,.474,.368,.485,.749,.529
Craig Hodges,,,MIL,NBA,6.0,82,63,2496,359,732,312,597,47,135,106,130,74,112,186,349,96,1,135,262,871,.490,.523,.348,.523,.815,.552
Mike Mitchell,,,SAS,NBA,6.0,82,82,2853,775,1558,770,1535,5,23,269,346,145,272,417,151,61,27,144,219,1824,.497,.502,.217,.499,.777,.533
Tom Chambers,,,SEA,NBA,5.9,81,60,2923,629,1302,623,1280,6,22,475,571,164,415,579,209,70,57,260,312,1739,.483,.487,.273,.485,.832,.560
Sam Perkins,,,DAL,NBA,5.8,82,42,2317,347,736,338,700,9,36,200,244,189,416,605,135,63,63,102,236,903,.471,.483,.250,.478,.820,.535
Sam Bowie,,,POR,NBA,5.7,76,62,2216,299,557,299,557,0,0,160,225,207,449,656,215,55,203,172,278,758,.537,.537,,.537,.711,.578
Phil Hubbard,,,CLE,NBA,5.7,76,55,2249,415,822,415,818,0,4,371,494,214,265,479,114,81,9,178,258,1201,.505,.507,.000,.505,.751,.578
Jeff Malone,,,WSB,NBA,5.7,76,61,2613,605,1213,590,1141,15,72,211,250,60,146,206,184,52,9,107,176,1436,.499,.517,.208,.505,.844,.543
Gene Banks,,,SAS,NBA,5.6,82,41,2091,289,493,288,490,1,3,199,257,133,312,445,234,65,13,140,220,778,.586,.588,.333,.587,.774,.642
Andrew Toney,,,PHI,NBA,5.5,70,65,2237,450,914,411,809,39,105,306,355,35,142,177,363,65,24,224,211,1245,.492,.508,.371,.514,.862,.582
Thurl Bailey,,,UTA,NBA,5.4,80,68,2481,507,1034,506,1033,1,1,197,234,153,372,525,138,51,105,152,215,1212,.490,.490,1.000,.491,.842,.533
Mark Eaton,,,UTA,NBA,5.4,82,82,2813,302,673,302,673,0,0,190,267,207,720,927,124,36,456,206,312,794,.449,.449,,.449,.712,.502
Derek Harper,,,DAL,NBA,5.4,82,1,2218,329,633,308,572,21,61,111,154,47,152,199,360,144,37,123,194,790,.520,.538,.344,.536,.721,.564
Eddie Johnson,,,KCK,NBA,5.3,82,81,3029,769,1565,756,1511,13,54,325,373,151,256,407,273,83,22,225,237,1876,.491,.500,.241,.496,.871,.542
Alton Lister,,,MIL,NBA,5.3,81,80,2091,322,598,322,597,0,1,154,262,219,428,647,127,49,167,183,287,798,.538,.539,.000,.538,.588,.559
LaSalle Thompson,,,KCK,NBA,5.3,82,77,2458,369,695,369,695,0,0,227,315,274,580,854,130,98,128,202,328,965,.531,.531,,.531,.721,.579
Fat Lever,,,DEN,NBA,5.2,82,82,2559,424,985,418,961,6,24,197,256,147,264,411,613,202,30,203,226,1051,.430,.435,.250,.434,.770,.479
Gus Williams,,,WSB,NBA,5.1,79,78,2960,638,1483,587,1307,51,176,251,346,72,123,195,608,178,32,213,159,1578,.430,.449,.290,.447,.725,.482
James Donaldson,,,LAC,NBA,5.0,82,58,2392,351,551,351,551,0,0,227,303,168,500,668,48,28,130,206,217,929,.637,.637,,.637,.749,.679
Roy Hinson,,,CLE,NBA,5.0,76,75,2344,465,925,465,922,0,3,271,376,186,410,596,68,51,173,171,311,1201,.503,.504,.000,.503,.721,.551
Steve Stipanovich,,,IND,NBA,5.0,82,66,2315,414,871,413,860,1,11,297,372,141,473,614,199,71,78,184,265,1126,.475,.480,.091,.476,.798,.544
Darnell Valentine,,,POR,NBA,5.0,75,59,2278,321,679,321,677,0,2,230,290,54,165,219,522,143,5,194,189,872,.473,.474,.000,.473,.793,.541
Bobby Jones,,,PHI,NBA,4.8,80,8,1633,207,385,207,381,0,4,186,216,105,192,297,155,84,50,118,183,600,.538,.543,.000,.538,.861,.625
Louis Orr,,,NYK,NBA,4.8,79,31,2452,372,766,371,756,1,10,262,334,171,220,391,134,100,27,138,195,1007,.486,.491,.100,.486,.784,.552
Cliff Levingston,,,ATL,NBA,4.7,74,53,2017,291,552,291,550,0,2,145,222,230,336,566,104,70,69,133,231,727,.527,.529,.000,.527,.653,.560
Lewis Lloyd,,,HOU,NBA,4.7,82,58,2128,457,869,455,861,2,8,161,220,98,133,231,280,73,28,177,196,1077,.526,.528,.250,.527,.732,.558
Larry Smith,,,GSW,NBA,4.7,80,78,2497,366,690,366,690,0,0,155,256,405,464,869,96,78,54,160,285,887,.530,.530,,.530,.605,.553
John Bagley,,,CLE,NBA,4.6,81,65,2401,338,693,335,667,3,26,125,167,54,237,291,697,129,5,207,132,804,.488,.502,.115,.490,.749,.524
Michael Cooper,,,LAL,NBA,4.6,82,20,2189,276,593,241,470,35,123,115,133,56,199,255,429,93,49,156,208,702,.465,.513,.285,.495,.865,.539
George Gervin,,,SAS,NBA,4.6,72,69,2091,600,1182,600,1172,0,10,324,384,79,155,234,178,66,48,198,208,1524,.508,.512,.000,.508,.844,.564
Kyle Macy,,,PHO,NBA,4.6,65,52,2018,282,582,259,497,23,85,127,140,33,146,179,380,85,3,111,128,714,.485,.521,.271,.504,.907,.555
Cedric Maxwell,,,BOS,NBA,4.6,57,51,1495,201,377,201,375,0,2,231,278,98,144,242,102,36,15,98,140,633,.533,.536,.000,.533,.831,.634
Reggie Theus,,,KCK,NBA,4.6,82,80,2543,501,1029,496,991,5,38,334,387,106,164,270,656,95,18,307,250,1341,.487,.501,.132,.489,.863,.559
Terry Tyler,,,DET,NBA,4.5,82,53,2004,422,855,422,847,0,8,106,148,148,275,423,63,49,90,76,192,950,.494,.498,.000,.494,.716,.516
T.R. Dunn,,,DEN,NBA,4.4,81,81,2290,175,358,175,356,0,2,84,116,169,216,385,153,140,14,65,213,434,.489,.492,.000,.489,.724,.531
Dan Issel,,,DEN,NBA,4.3,77,9,1684,363,791,362,784,1,7,257,319,80,251,331,137,65,31,93,171,984,.459,.462,.143,.460,.806,.528
Rory Sparrow,,,NYK,NBA,4.3,79,41,2292,326,662,319,631,7,31,122,141,38,131,169,557,81,9,150,200,781,.492,.506,.226,.498,.865,.539
Otis Birdsong,,,NJN,NBA,4.2,56,45,1842,495,968,491,947,4,21,161,259,60,88,148,232,84,7,117,145,1155,.511,.518,.190,.513,.622,.534
Eddie Johnson,,,ATL,NBA,4.2,73,66,2367,453,946,431,874,22,72,265,332,38,154,192,566,43,7,244,184,1193,.479,.493,.306,.490,.798,.546
Vinnie Johnson,,,DET,NBA,4.2,82,16,2093,428,942,423,915,5,27,190,247,134,118,252,325,71,20,135,205,1051,.454,.462,.185,.457,.769,.500
Kelly Tripucka,,,DET,NBA,4.2,55,43,1675,396,831,394,826,2,5,255,288,66,152,218,135,49,14,118,118,1049,.477,.477,.400,.478,.885,.548
Al Wood,,,SEA,NBA,4.2,80,79,2545,515,1061,508,1028,7,33,166,214,99,180,279,236,84,52,120,187,1203,.485,.494,.212,.489,.776,.521
Mike Woodson,,,KCK,NBA,4.2,78,3,1998,530,1068,525,1047,5,21,264,330,69,129,198,143,117,28,139,216,1329,.496,.501,.238,.499,.800,.548
Mark Olberding,,,KCK,NBA,4.1,81,62,2277,265,528,265,525,0,3,293,352,139,374,513,243,56,11,185,298,823,.502,.505,.000,.502,.832,.603
Kurt Rambis,,,LAL,NBA,4.1,82,46,1617,181,327,181,327,0,0,68,103,164,364,528,69,82,47,97,211,430,.554,.554,,.554,.660,.577
Otis Thorpe,,,KCK,NBA,4.0,82,23,1918,411,685,411,683,0,2,230,371,187,369,556,111,34,37,187,256,1052,.600,.602,.000,.600,.620,.620
Darren Daye,,,WSB,NBA,3.8,80,8,1573,258,504,257,497,1,7,178,249,93,179,272,240,53,19,134,164,695,.512,.517,.143,.513,.715,.566
Tim McCormick,,,SEA,NBA,3.8,78,27,1584,269,483,269,482,0,1,188,263,146,252,398,78,18,33,114,207,726,.557,.558,.000,.557,.715,.606
Tree Rollins,,,ATL,NBA,3.8,70,60,1750,186,339,186,339,0,0,67,93,113,329,442,52,35,167,80,213,439,.549,.549,,.549,.720,.578
James Edwards,,,PHO,NBA,3.7,70,58,1787,384,766,384,763,0,3,276,370,95,292,387,153,26,52,162,237,1044,.501,.503,.000,.501,.746,.562
