Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Larry Jones,,,DNR,ABA,10.6,75,,3027,625,1441,584,1276,41,165,579,732,143,248,391,426,,,237,228,1870,.434,.458,.248,.448,.791,.530
Jimmy Jones,,,NOB,ABA,10.5,70,,2513,533,1072,531,1063,2,9,380,469,85,230,315,340,,,275,238,1448,.497,.500,.222,.498,.810,.566
Billy Cunningham,,,PHI,NBA,10.3,81,,3194,802,1710,802,1710,,,510,700,,,1101,352,,,,331,2114,.469,.469,,.469,.729,.524
Connie Hawkins,,,PHO,NBA,10.2,81,,3312,709,1447,709,1447,,,577,741,,,846,391,,,,287,1995,.490,.490,,.490,.779,.563
Goose Ligon,,,KEN,ABA,9.9,84,,3130,507,1000,507,998,0,2,287,445,399,695,1094,190,,,206,360,1301,.507,.508,.000,.507,.645,.544
Chet Walker,,,CHI,NBA,9.8,78,,2726,596,1249,596,1249,,,483,568,,,604,192,,,,203,1675,.477,.477,,.477,.850,.559
Donnie Freeman,,,MMF,ABA,9.7,79,,3164,766,1684,761,1665,5,19,626,762,132,268,400,291,,,190,253,2163,.455,.457,.263,.456,.822,.536
Donald Sidle,,,MMF,ABA,9.7,84,,3493,639,1320,638,1314,1,6,469,634,432,650,1082,129,,,250,272,1748,.484,.486,.167,.484,.740,.547
Flynn Robinson,,,MIL,NBA,9.3,81,,2762,663,1391,663,1391,,,439,489,,,263,449,,,,254,1765,.477,.477,,.477,.898,.549
Dick Van Arsdale,,,PHO,NBA,9.0,77,,2966,592,1166,592,1166,,,459,575,,,264,338,,,,282,1643,.508,.508,,.508,.798,.579
Happy Hairston,,,TOT,NBA,8.8,70,,2427,483,973,483,973,,,326,413,,,775,121,,,,230,1292,.496,.496,,.496,.789,.559
Glen Combs,,,DLC,ABA,8.6,84,,3260,640,1474,510,1104,130,370,458,548,61,228,289,342,,,294,265,1868,.434,.462,.351,.478,.836,.545
Mel Daniels,,,INA,ABA,8.6,83,,3039,613,1295,613,1293,0,2,330,489,423,1039,1462,131,,,307,309,1556,.473,.474,.000,.473,.675,.515
Bob Love,,,CHI,NBA,8.6,82,,3123,640,1373,640,1373,,,442,525,,,712,148,,,,260,1722,.466,.466,,.466,.842,.537
Louie Dampier,,,KEN,ABA,8.5,82,,3353,743,1864,545,1316,198,548,447,538,83,227,310,447,,,274,235,2131,.399,.414,.361,.452,.831,.507
Elvin Hayes,,,SDR,NBA,8.5,82,,3665,914,2020,914,2020,,,428,622,,,1386,162,,,,270,2256,.452,.452,,.452,.688,.492
Johnny Green,,,CIN,NBA,8.4,78,,2278,481,860,481,860,,,254,429,,,841,112,,,,268,1216,.559,.559,,.559,.592,.580
Jack Marin,,,BAL,NBA,8.3,82,,2947,666,1363,666,1363,,,286,339,,,537,217,,,,248,1618,.489,.489,,.489,.844,.535
Earl Monroe,,,BAL,NBA,8.3,82,,3051,695,1557,695,1557,,,532,641,,,257,402,,,,258,1922,.446,.446,,.446,.830,.523
Don Nelson,,,BOS,NBA,8.3,82,,2224,461,920,461,920,,,337,435,,,601,148,,,,238,1259,.501,.501,,.501,.775,.566
Darrall Imhoff,,,PHI,NBA,8.2,79,,2474,430,796,430,796,,,215,331,,,754,211,,,,294,1075,.540,.540,,.540,.650,.571
Jon McGlocklin,,,MIL,NBA,8.2,82,,2966,639,1206,639,1206,,,169,198,,,252,303,,,,164,1447,.530,.530,,.530,.854,.559
Bob Netolicky,,,INA,ABA,8.2,82,,3222,673,1393,671,1386,2,7,343,502,337,539,876,123,,,185,206,1691,.483,.484,.286,.484,.683,.524
Bob Verga,,,CAR,ABA,8.2,82,,3411,867,1984,801,1769,66,215,458,565,176,254,430,290,,,313,268,2258,.437,.453,.307,.454,.811,.506
Byron Beck,,,DNR,ABA,8.1,79,,2454,440,841,440,839,0,2,137,174,250,514,764,112,,,137,293,1017,.523,.524,.000,.523,.787,.554
Archie Clark,,,PHI,NBA,8.1,76,,2772,594,1198,594,1198,,,311,396,,,301,380,,,,201,1499,.496,.496,,.496,.785,.546
Warren Davis,,,TOT,ABA,8.1,80,,2647,428,861,427,858,1,3,304,418,278,629,907,244,,,274,300,1161,.497,.498,.333,.498,.727,.556
John Beasley,,,DLC,ABA,8.0,84,,3066,626,1254,623,1246,3,8,284,347,303,703,1006,132,,,175,278,1539,.499,.500,.375,.500,.818,.547
Darel Carrier,,,KEN,ABA,8.0,77,,2805,608,1458,503,1178,105,280,454,509,44,205,249,212,,,213,268,1775,.417,.427,.375,.453,.892,.528
Joe Caldwell,,,ATL,NBA,7.9,82,,2857,674,1329,674,1329,,,379,551,,,407,287,,,,255,1727,.507,.507,,.507,.688,.549
Mike Lewis,,,PTP,ABA,7.9,78,,2698,499,1006,499,1006,0,0,269,356,370,684,1054,268,,,242,306,1267,.496,.496,,.496,.756,.545
Jerry Lucas,,,TOT,NBA,7.9,67,,2420,405,799,405,799,,,200,255,,,951,175,,,,164,1010,.507,.507,,.507,.784,.554
Rick Barry,,,WSA,ABA,7.8,52,,1849,517,1036,509,997,8,39,400,463,130,233,363,178,,,184,174,1442,.499,.511,.205,.503,.864,.582
Elgin Baylor,,,LAL,NBA,7.8,54,,2213,511,1051,511,1051,,,276,357,,,559,292,,,,132,1298,.486,.486,,.486,.773,.537
Mack Calvin,,,LAS,ABA,7.7,84,,2955,441,1047,438,1022,3,25,529,642,95,199,294,478,,,261,289,1414,.421,.429,.120,.423,.824,.532
Gene Littles,,,CAR,ABA,7.7,82,,2832,414,817,414,814,0,3,197,254,154,261,415,282,,,157,255,1025,.507,.509,.000,.507,.776,.552
Manny Leaks,,,DLC,ABA,7.3,84,,3086,636,1287,636,1285,0,2,305,428,427,620,1047,100,,,181,283,1577,.494,.495,.000,.494,.713,.534
Steve Jones,,,NOB,ABA,7.1,84,,3116,689,1558,674,1492,15,66,412,495,142,246,388,195,,,251,290,1805,.442,.452,.227,.447,.832,.508
Trooper Washington,,,TOT,ABA,6.9,81,,2353,320,582,316,574,4,8,155,240,312,510,822,196,,,177,285,799,.550,.551,.500,.553,.646,.581
Dick Barnett,,,NYK,NBA,6.8,82,,2772,494,1039,494,1039,,,232,325,,,221,298,,,,220,1220,.475,.475,,.475,.714,.516
Jeff Mullins,,,SFW,NBA,6.8,74,,2861,656,1426,656,1426,,,320,378,,,382,360,,,,240,1632,.460,.460,,.460,.847,.512
Cincinnatus Powell,,,DLC,ABA,6.8,76,,2624,562,1200,560,1188,2,12,402,519,193,489,682,192,,,251,250,1528,.468,.471,.167,.469,.775,.535
Gail Goodrich,,,PHO,NBA,6.7,81,,3234,568,1251,568,1251,,,488,604,,,340,605,,,,251,1624,.454,.454,,.454,.808,.535
Willie Wise,,,LAS,ABA,6.7,82,,2709,483,1014,479,997,4,17,278,427,283,669,952,204,,,186,301,1248,.476,.480,.235,.478,.651,.519
Bill Bridges,,,ATL,NBA,6.6,82,,3269,443,932,443,932,,,331,451,,,1181,345,,,,292,1217,.475,.475,,.475,.734,.538
Dave DeBusschere,,,NYK,NBA,6.6,79,,2627,488,1082,488,1082,,,176,256,,,790,194,,,,244,1152,.451,.451,,.451,.688,.482
Bill Melchionni,,,NYA,ABA,6.5,80,,3157,479,1030,474,1002,5,28,255,311,66,164,230,457,,,186,282,1218,.465,.473,.179,.467,.820,.522
John Brisker,,,PTP,ABA,6.3,77,,2173,627,1361,593,1245,34,116,329,398,198,243,441,133,,,203,236,1617,.461,.476,.293,.473,.827,.526
Hal Greer,,,PHI,NBA,6.2,80,,3024,705,1551,705,1551,,,352,432,,,376,405,,,,300,1762,.455,.455,,.455,.815,.506
Dick Snyder,,,TOT,NBA,6.2,82,,2437,456,863,456,863,,,169,208,,,323,342,,,,277,1081,.528,.528,,.528,.813,.566
Jimmy Walker,,,DET,NBA,6.2,81,,2869,666,1394,666,1394,,,355,440,,,242,248,,,,203,1687,.478,.478,,.478,.807,.531
Clem Haskins,,,CHI,NBA,6.1,82,,3214,668,1486,668,1486,,,332,424,,,378,624,,,,237,1668,.450,.450,,.450,.783,.499
Bob Dandridge,,,MIL,NBA,6.0,81,,2461,434,895,434,895,,,199,264,,,625,292,,,,279,1067,.485,.485,,.485,.754,.528
Freddie Lewis,,,INA,ABA,6.0,81,,2877,448,1065,401,888,47,177,383,485,118,159,277,289,,,190,294,1326,.421,.452,.266,.443,.790,.519
Bob Boozer,,,SEA,NBA,5.9,82,,2549,493,1005,493,1005,,,263,320,,,717,110,,,,237,1249,.491,.491,,.491,.822,.545
Gus Johnson,,,BAL,NBA,5.9,78,,2919,578,1282,578,1282,,,197,272,,,1086,264,,,,269,1353,.451,.451,,.451,.724,.483
Julian Hammond,,,DNR,ABA,5.7,69,,1847,329,660,329,659,0,1,169,243,204,267,471,109,,,158,183,827,.498,.499,.000,.498,.695,.539
Gene Moore,,,KEN,ABA,5.7,83,,2613,630,1390,628,1386,2,4,209,311,345,657,1002,188,,,304,382,1471,.453,.453,.500,.454,.672,.482
Jim Fox,,,PHO,NBA,5.6,81,,2041,413,788,413,788,,,218,283,,,570,93,,,,261,1044,.524,.524,,.524,.770,.572
Gerald Govan,,,NOB,ABA,5.6,84,,3701,422,1044,421,1033,1,11,208,285,285,932,1217,385,,,272,273,1053,.404,.408,.091,.405,.730,.450
Greg Smith,,,MIL,NBA,5.5,82,,2368,339,664,339,664,,,125,174,,,712,156,,,,304,803,.511,.511,,.511,.718,.542
Jim Washington,,,PHI,NBA,5.5,79,,2459,401,842,401,842,,,204,273,,,734,104,,,,262,1006,.476,.476,,.476,.747,.523
Jim Barnett,,,SDR,NBA,5.4,80,,2105,450,998,450,998,,,289,366,,,305,287,,,,222,1189,.451,.451,,.451,.790,.513
Dave Bing,,,DET,NBA,5.3,70,,2334,575,1295,575,1295,,,454,580,,,299,418,,,,196,1604,.444,.444,,.444,.783,.517
Doug Moe,,,CAR,ABA,5.2,80,,2671,535,1254,527,1220,8,34,304,399,142,295,437,425,,,265,282,1382,.427,.432,.235,.430,.762,.483
Bob Rule,,,SEA,NBA,5.2,80,,2959,789,1705,789,1705,,,387,542,,,825,144,,,,278,1965,.463,.463,,.463,.714,.506
Cazzie Russell,,,NYK,NBA,5.2,78,,1563,385,773,385,773,,,124,160,,,236,135,,,,137,894,.498,.498,,.498,.775,.530
John Block,,,SDR,NBA,5.1,82,,2152,453,1025,453,1025,,,287,367,,,609,137,,,,275,1193,.442,.442,,.442,.782,.503
Larry Brown,,,WSA,ABA,5.1,82,,2766,376,854,366,815,10,39,362,439,52,194,246,580,,,356,257,1124,.440,.449,.256,.446,.825,.537
Ed Johnson,,,NYA,ABA,5.1,74,,2486,405,848,404,846,1,2,226,404,328,551,879,88,,,218,305,1037,.478,.478,.500,.478,.559,.505
Walt Hazzard,,,ATL,NBA,5.0,82,,2757,493,1056,493,1056,,,267,330,,,329,561,,,,264,1253,.467,.467,,.467,.809,.522
Tom Van Arsdale,,,CIN,NBA,5.0,71,,2544,620,1376,620,1376,,,381,492,,,463,155,,,,247,1621,.451,.451,,.451,.774,.509
Walt Bellamy,,,TOT,NBA,4.9,79,,2028,351,671,351,671,,,215,373,,,707,143,,,,260,917,.523,.523,,.523,.576,.549
Bill Bradley,,,NYK,NBA,4.9,67,,2098,413,897,413,897,,,145,176,,,239,268,,,,219,971,.460,.460,,.460,.824,.498
Les Hunter,,,NYA,ABA,4.9,79,,2859,486,1122,480,1081,6,41,317,432,234,439,673,215,,,297,335,1295,.433,.444,.146,.436,.734,.493
Arvesta Kelly,,,PTP,ABA,4.9,70,,2391,384,778,363,704,21,74,168,257,122,145,267,226,,,209,195,957,.494,.516,.284,.507,.654,.537
Lenny Wilkens,,,SEA,NBA,4.9,75,,2802,448,1066,448,1066,,,438,556,,,378,683,,,,212,1334,.420,.420,,.420,.788,.509
Terry Dischinger,,,DET,NBA,4.8,75,,1754,342,650,342,650,,,174,241,,,369,106,,,,213,858,.526,.526,,.526,.722,.567
Stu Lantz,,,SDR,NBA,4.7,82,,2471,455,1027,455,1027,,,278,361,,,255,287,,,,238,1188,.443,.443,,.443,.770,.501
Randolph Mahaffey,,,CAR,ABA,4.7,84,,2558,367,821,367,817,0,4,194,283,212,469,681,164,,,240,275,928,.447,.449,.000,.447,.686,.491
Craig Raymond,,,TOT,ABA,4.7,80,,2356,386,812,386,811,0,1,190,304,146,650,796,154,,,247,274,962,.475,.476,.000,.475,.625,.509
Arthur Becker,,,INA,ABA,4.6,82,,1504,309,593,309,592,0,1,111,137,110,269,379,45,,,61,249,729,.521,.522,.000,.521,.810,.558
George Stone,,,LAS,ABA,4.6,83,,2639,512,1194,447,988,65,206,239,306,165,386,551,145,,,155,280,1328,.429,.452,.316,.456,.781,.500
Walter Simon,,,NYA,ABA,4.5,81,,2696,454,1030,453,1010,1,20,253,338,152,322,474,294,,,197,296,1162,.441,.449,.050,.441,.749,.493
Tom Boerwinkle,,,CHI,NBA,4.4,81,,2335,348,775,348,775,,,150,226,,,1016,229,,,,255,846,.449,.449,,.449,.664,.484
Tom Meschery,,,SEA,NBA,4.4,80,,2294,394,818,394,818,,,196,248,,,666,157,,,,317,984,.482,.482,,.482,.790,.531
Rich Niemann,,,TOT,TOT,4.4,69,,1484,287,606,287,606,0,0,143,194,171,392,569,89,,,141,229,717,.474,.474,,.474,.737,.519
Ron Williams,,,SFW,NBA,4.4,80,,2435,452,1046,452,1046,,,277,337,,,190,424,,,,287,1181,.432,.432,,.432,.822,.494
