Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Spencer Haywood,,,DNR,ABA,17.1,84,,3808,986,1998,986,1987,0,11,547,705,533,1104,1637,190,,,253,221,2519,.493,.496,.000,.493,.776,.546
Jerry West,,,LAL,NBA,15.2,74,,3106,831,1673,831,1673,,,647,785,,,338,554,,,,160,2309,.497,.497,,.497,.824,.572
Walt Frazier,,,NYK,NBA,15.0,77,,3040,600,1158,600,1158,,,409,547,,,465,629,,,,203,1609,.518,.518,,.518,.748,.575
Willis Reed,,,NYK,NBA,14.6,81,,3089,702,1385,702,1385,,,351,464,,,1126,161,,,,287,1755,.507,.507,,.507,.756,.552
Kareem Abdul-Jabbar,,,MIL,NBA,13.8,82,,3534,938,1810,938,1810,,,485,743,,,1190,337,,,,283,2361,.518,.518,,.518,.653,.552
Roger Brown,,,INA,ABA,13.3,84,,3495,719,1444,679,1324,40,120,457,562,178,442,620,392,,,229,308,1935,.498,.513,.333,.512,.813,.572
Oscar Robertson,,,CIN,NBA,11.4,69,,2865,647,1267,647,1267,,,454,561,,,422,558,,,,175,1748,.511,.511,,.511,.809,.577
Lou Hudson,,,ATL,NBA,11.1,80,,3091,830,1564,830,1564,,,371,450,,,373,276,,,,225,2031,.531,.531,,.531,.824,.576
Wes Unseld,,,BAL,NBA,11.1,82,,3234,526,1015,526,1015,,,273,428,,,1370,291,,,,250,1325,.518,.518,,.518,.638,.551
Levern Tart,,,NYA,ABA,10.9,80,,3210,756,1528,745,1493,11,35,412,526,252,294,546,264,,,248,268,1935,.495,.499,.314,.498,.783,.550
Red Robbins,,,NOB,ABA,10.7,82,,3266,525,1091,518,1068,7,23,285,366,427,905,1332,182,,,148,251,1342,.481,.485,.304,.484,.779,.536
John Havlicek,,,BOS,NBA,10.6,81,,3369,736,1585,736,1585,,,488,578,,,635,550,,,,211,1960,.464,.464,,.464,.844,.533
