Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Hal Greer,,,PHI,NBA,9.9,82,,3311,732,1595,732,1595,,,432,543,,,435,414,,,,294,1896,.459,.459,,.459,.796,.517
Chet Walker,,,PHI,NBA,9.8,82,,2753,554,1145,554,1145,,,369,459,,,640,144,,,,244,1477,.484,.484,,.484,.804,.548
Elvin Hayes,,,SDR,NBA,9.6,82,,3695,930,2082,930,2082,,,467,746,,,1406,113,,,,266,2327,.447,.447,,.447,.626,.483
Louie Dampier,,,KEN,ABA,9.5,78,,3326,713,1696,514,1144,199,552,308,380,76,223,299,456,,,251,156,1933,.420,.449,.361,.479,.811,.519
Jerry Lucas,,,CIN,NBA,9.5,74,,3075,555,1007,555,1007,,,247,327,,,1360,306,,,,206,1357,.551,.551,,.551,.755,.590
Billy Cunningham,,,PHI,NBA,9.0,82,,3345,739,1736,739,1736,,,556,754,,,1050,287,,,,329,2034,.426,.426,,.426,.737,.492
Lenny Wilkens,,,SEA,NBA,9.0,82,,3463,644,1462,644,1462,,,547,710,,,511,674,,,,294,1835,.440,.440,,.440,.770,.517
Earl Monroe,,,BAL,NBA,8.8,80,,3075,809,1837,809,1837,,,447,582,,,280,392,,,,261,2065,.440,.440,,.440,.768,.493
Mel Daniels,,,INA,ABA,8.6,76,,2934,712,1496,712,1492,0,4,400,662,383,873,1256,116,,,272,276,1824,.476,.477,.000,.476,.604,.510
Rick Barry,,,OAK,ABA,8.5,35,,1361,392,767,389,757,3,10,403,454,82,247,329,136,,,141,124,1190,.511,.514,.300,.513,.888,.615
Elgin Baylor,,,LAL,NBA,8.5,76,,3064,730,1632,730,1632,,,421,567,,,805,408,,,,204,1881,.447,.447,,.447,.743,.500
Jack Marin,,,BAL,NBA,8.5,82,,2710,505,1109,505,1109,,,292,352,,,608,231,,,,275,1302,.455,.455,,.455,.830,.515
Zelmo Beaty,,,ATL,NBA,8.4,72,,2578,588,1251,588,1251,,,370,506,,,798,131,,,,272,1546,.470,.470,,.470,.731,.525
Don Kojis,,,SDR,NBA,8.3,81,,3130,687,1582,687,1582,,,446,596,,,776,214,,,,303,1820,.434,.434,,.434,.748,.493
Bob Netolicky,,,INA,ABA,8.3,78,,2721,583,1145,583,1140,0,5,306,491,313,485,798,87,,,178,231,1472,.509,.511,.000,.509,.623,.541
Trooper Washington,,,MNP,ABA,8.3,69,,2625,421,839,421,833,0,6,190,316,367,501,868,178,,,190,239,1032,.502,.505,.000,.502,.601,.528
John Beasley,,,DLC,ABA,8.1,78,,3050,585,1200,582,1190,3,10,332,402,248,582,830,110,,,136,259,1505,.488,.489,.300,.489,.826,.547
Gary Bradds,,,OAK,ABA,8.0,75,,2249,517,1041,516,1034,1,7,364,444,198,379,577,88,,,175,244,1399,.497,.499,.143,.497,.820,.566
Kevin Loughery,,,BAL,NBA,8.0,80,,3135,717,1636,717,1636,,,372,463,,,266,384,,,,299,1806,.438,.438,,.438,.803,.491
Jon McGlocklin,,,MIL,NBA,7.9,80,,2888,662,1358,662,1358,,,246,292,,,343,312,,,,186,1570,.487,.487,,.487,.842,.528
Dick Barnett,,,NYK,NBA,7.8,82,,2953,565,1220,565,1220,,,312,403,,,251,291,,,,239,1442,.463,.463,,.463,.774,.516
Darel Carrier,,,KEN,ABA,7.8,73,,2858,559,1376,434,1046,125,330,447,545,75,208,283,214,,,213,227,1690,.406,.415,.379,.452,.820,.523
Bob Rule,,,SEA,NBA,7.8,82,,3104,776,1655,776,1655,,,413,606,,,941,141,,,,322,1965,.469,.469,,.469,.682,.511
Freddie Lewis,,,INA,ABA,7.6,78,,3055,572,1300,550,1217,22,83,419,510,119,255,374,346,,,224,289,1585,.440,.452,.265,.448,.822,.520
Don Nelson,,,BOS,NBA,7.5,82,,1773,374,771,374,771,,,201,259,,,458,92,,,,198,949,.485,.485,,.485,.776,.536
Jim Eakins,,,OAK,ABA,7.4,78,,1671,351,646,351,645,0,1,309,430,224,339,563,53,,,141,234,1011,.543,.544,.000,.543,.719,.605
John Havlicek,,,BOS,NBA,7.3,82,,3174,692,1709,692,1709,,,387,496,,,570,441,,,,247,1771,.405,.405,,.405,.780,.459
Bill McGill,,,DNR,ABA,7.1,78,,1760,411,745,411,745,0,0,180,264,145,315,460,102,,,149,289,1002,.552,.552,,.552,.682,.582
Happy Hairston,,,DET,NBA,7.0,81,,2889,530,1131,530,1131,,,404,553,,,959,109,,,,255,1464,.469,.469,,.469,.731,.533
Red Robbins,,,NOB,ABA,7.0,76,,2736,456,1035,449,1006,7,29,291,361,368,656,1024,142,,,121,200,1210,.441,.446,.241,.444,.806,.507
Skip Thoren,,,MMF,ABA,7.0,78,,2645,532,1100,532,1098,0,2,241,392,391,655,1046,195,,,180,324,1305,.484,.485,.000,.484,.615,.513
Bill Bridges,,,ATL,NBA,6.7,80,,2930,351,775,351,775,,,239,353,,,1132,298,,,,290,941,.453,.453,,.453,.677,.506
Joe Caldwell,,,ATL,NBA,6.7,81,,2720,561,1106,561,1106,,,159,296,,,303,320,,,,231,1281,.507,.507,,.507,.537,.518
Flynn Robinson,,,TOT,NBA,6.7,83,,2616,625,1442,625,1442,,,412,491,,,306,377,,,,261,1662,.433,.433,,.433,.839,.501
Julian Hammond,,,DNR,ABA,6.6,78,,2335,329,601,329,601,0,0,165,253,266,334,600,124,,,152,213,823,.547,.547,,.547,.652,.578
Goose Ligon,,,KEN,ABA,6.5,75,,2815,391,879,390,874,1,5,337,510,328,491,819,172,,,193,312,1120,.445,.446,.200,.445,.661,.508
Nate Thurmond,,,SFW,NBA,6.5,71,,3208,571,1394,571,1394,,,382,621,,,1402,253,,,,171,1524,.410,.410,,.410,.615,.457
Byron Beck,,,DNR,ABA,6.4,71,,2289,423,843,421,840,2,3,182,238,272,507,779,77,,,92,248,1030,.502,.501,.667,.503,.765,.543
Cincinnatus Powell,,,DLC,ABA,6.4,75,,2573,555,1179,553,1172,2,7,342,470,203,468,671,173,,,212,275,1454,.471,.472,.286,.472,.728,.525
Jerry Sloan,,,CHI,NBA,6.4,78,,2939,488,1170,488,1170,,,333,447,,,619,276,,,,313,1309,.417,.417,,.417,.745,.479
Rudy LaRusso,,,SFW,NBA,6.3,75,,2782,553,1349,553,1349,,,444,559,,,624,159,,,,268,1550,.410,.410,,.410,.794,.486
Archie Clark,,,PHI,NBA,6.2,82,,2144,444,928,444,928,,,219,314,,,265,296,,,,188,1107,.478,.478,,.478,.697,.519
Art Heyman,,,MNP,ABA,6.2,71,,2362,350,832,313,714,37,118,285,409,223,271,494,217,,,163,195,1022,.421,.438,.314,.443,.697,.505
Ron Boone,,,DLC,ABA,5.9,78,,2682,520,1197,518,1182,2,15,436,537,155,239,394,279,,,355,303,1478,.434,.438,.133,.435,.812,.516
Ronald Franz,,,NOB,ABA,5.9,73,,2195,381,850,370,819,11,31,286,388,163,355,518,189,,,174,233,1059,.448,.452,.355,.455,.737,.519
Darrall Imhoff,,,PHI,NBA,5.9,82,,2360,279,593,279,593,,,194,325,,,792,218,,,,310,752,.470,.470,,.470,.597,.511
Larry Brown,,,OAK,ABA,5.8,77,,2381,308,706,300,671,8,35,301,379,62,173,235,544,,,331,230,925,.436,.447,.229,.442,.794,.530
Warren Davis,,,LAS,ABA,5.8,78,,2406,356,711,356,709,0,2,282,433,254,523,777,129,,,183,269,994,.501,.502,.000,.501,.651,.551
Warren Jabali,,,OAK,ABA,5.8,71,,2545,573,1276,562,1232,11,44,373,545,255,433,688,252,,,307,263,1530,.449,.456,.250,.453,.684,.505
Les Hunter,,,MMF,ABA,5.6,77,,2537,476,1073,476,1068,0,5,335,448,267,476,743,127,,,220,311,1287,.444,.446,.000,.444,.748,.507
Steve Jones,,,NOB,ABA,5.6,78,,3024,576,1372,524,1221,52,151,348,437,149,244,393,226,,,192,280,1552,.420,.429,.344,.439,.796,.496
Donald Sidle,,,MMF,ABA,5.6,77,,1984,305,656,305,652,0,4,321,450,223,328,551,73,,,142,212,931,.465,.468,.000,.465,.713,.545
Larry Siegfried,,,BOS,NBA,5.6,79,,2560,392,1031,392,1031,,,336,389,,,282,370,,,,222,1120,.380,.380,,.380,.864,.466
Dick Van Arsdale,,,PHO,NBA,5.6,80,,3388,612,1386,612,1386,,,454,644,,,548,385,,,,245,1678,.442,.442,,.442,.705,.503
John Block,,,SDR,NBA,5.5,78,,2489,448,1061,448,1061,,,299,400,,,703,141,,,,249,1195,.422,.422,,.422,.748,.483
Arthur Becker,,,HSM,ABA,5.4,78,,2429,423,888,423,885,0,3,200,240,175,422,597,103,,,156,304,1046,.476,.478,.000,.476,.833,.526
Tom Sanders,,,BOS,NBA,5.4,82,,2184,364,847,364,847,,,187,255,,,574,110,,,,293,915,.430,.430,,.430,.733,.477
Jim Washington,,,CHI,NBA,5.4,80,,2705,440,1023,440,1023,,,241,356,,,847,104,,,,226,1121,.430,.430,,.430,.677,.475
Clem Haskins,,,CHI,NBA,5.3,79,,2874,537,1275,537,1275,,,282,361,,,359,306,,,,230,1356,.421,.421,,.421,.781,.473
Willie Somerset,,,TOT,ABA,5.3,74,,3118,619,1510,583,1371,36,139,484,583,141,191,332,280,,,215,261,1758,.410,.425,.259,.422,.830,.498
Dave DeBusschere,,,TOT,NBA,5.2,76,,2943,506,1140,506,1140,,,229,328,,,888,191,,,,290,1241,.444,.444,,.444,.698,.483
Henry Logan,,,OAK,ABA,5.2,76,,1751,339,694,338,690,1,4,268,382,105,182,287,185,,,188,226,947,.488,.490,.250,.489,.702,.549
Glen Combs,,,DLC,ABA,5.1,72,,2241,364,868,280,635,84,233,300,394,63,132,195,165,,,158,218,1112,.419,.441,.361,.468,.761,.534
Gus Johnson,,,BAL,NBA,5.1,49,,1671,359,782,359,782,,,160,223,,,568,97,,,,176,878,.459,.459,,.459,.717,.499
Gene Moore,,,KEN,ABA,5.0,76,,2026,417,920,417,918,0,2,204,290,318,499,817,90,,,160,311,1038,.453,.454,.000,.453,.703,.495
Sam Jones,,,BOS,NBA,4.9,70,,1820,496,1103,496,1103,,,148,189,,,265,182,,,,121,1140,.450,.450,,.450,.783,.481
Bob Warren,,,LAS,ABA,4.9,76,,2045,285,645,254,556,31,89,297,385,147,202,349,155,,,175,252,898,.442,.457,.348,.466,.771,.551
Jim Barnett,,,SDR,NBA,4.8,80,,2346,465,1093,465,1093,,,233,310,,,362,339,,,,240,1163,.425,.425,,.425,.752,.473
Doug Moe,,,OAK,ABA,4.8,75,,2528,529,1227,524,1213,5,14,360,444,249,365,614,151,,,181,266,1423,.431,.432,.357,.433,.811,.500
Tom Van Arsdale,,,CIN,NBA,4.8,77,,3059,547,1233,547,1233,,,398,533,,,356,208,,,,300,1492,.444,.444,,.444,.747,.508
Bill Bradley,,,NYK,NBA,4.7,82,,2413,407,948,407,948,,,206,253,,,350,302,,,,295,1020,.429,.429,,.429,.814,.481
Len Chappell,,,MIL,NBA,4.7,80,,2207,459,1011,459,1011,,,250,339,,,637,95,,,,247,1168,.454,.454,,.454,.737,.503
Tom Meschery,,,SEA,NBA,4.6,82,,2673,462,1019,462,1019,,,220,299,,,822,194,,,,304,1144,.453,.453,,.453,.736,.497
Willie Murrell,,,MMF,ABA,4.6,75,,2493,476,1019,472,1001,4,18,191,269,186,380,566,103,,,159,239,1147,.467,.472,.222,.469,.710,.504
Dave Bing,,,DET,NBA,4.5,77,,3039,678,1594,678,1594,,,444,623,,,382,546,,,,256,1800,.425,.425,,.425,.713,.482
Fred Hetzel,,,TOT,NBA,4.5,84,,2276,456,1047,456,1047,,,299,357,,,613,112,,,,287,1211,.436,.436,,.436,.838,.503
Ray Scott,,,BAL,NBA,4.5,82,,2168,386,929,386,929,,,195,257,,,722,133,,,,212,967,.416,.416,,.416,.759,.464
George Stone,,,LAS,ABA,4.5,74,,2199,437,964,409,890,28,74,261,337,155,349,504,57,,,124,254,1163,.453,.460,.378,.468,.774,.523
Mel Counts,,,LAL,NBA,4.3,77,,1866,390,867,390,867,,,178,221,,,600,109,,,,223,958,.450,.450,,.450,.805,.497
Wayne Hightower,,,DNR,ABA,4.2,67,,2318,311,762,311,760,0,2,311,426,155,486,641,203,,,176,241,933,.408,.409,.000,.408,.730,.491
Stephen Chubin,,,TOT,ABA,4.1,77,,2097,344,875,341,848,3,27,386,472,140,151,291,354,,,286,287,1077,.393,.402,.111,.395,.818,.497
Cazzie Russell,,,NYK,NBA,4.1,50,,1645,362,804,362,804,,,191,240,,,209,115,,,,140,915,.450,.450,,.450,.796,.503
Wali Jones,,,PHI,NBA,4.0,81,,2340,432,1005,432,1005,,,207,256,,,251,292,,,,280,1071,.430,.430,,.430,.809,.479
