Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
John Havlicek,,,BOS,NBA,7.4,76,,2598,504,1121,504,1121,,,281,333,116,198,314,278,97,29,,204,1289,.450,.450,,.450,.844,.508
Jo Jo White,,,BOS,NBA,7.4,82,,3257,670,1492,670,1492,,,212,253,61,252,313,445,107,20,,183,1552,.449,.449,,.449,.838,.484
Rudy Tomjanovich,,,HOU,NBA,7.3,79,,2912,622,1202,622,1202,,,221,288,167,499,666,188,42,19,,206,1465,.517,.517,,.517,.767,.551
Alvan Adams,,,PHO,NBA,7.2,80,,2656,629,1341,629,1341,,,261,355,215,512,727,450,121,116,,274,1519,.469,.469,,.469,.735,.507
Earl Monroe,,,NYK,NBA,7.2,76,,2889,647,1354,647,1354,,,280,356,48,225,273,304,111,22,,209,1574,.478,.478,,.478,.787,.521
Paul Silas,,,BOS,NBA,7.2,81,,2662,315,740,315,740,,,236,333,365,660,1025,203,56,33,,227,866,.426,.426,,.426,.709,.488
Jim Cleamons,,,CLE,NBA,7.1,82,,2835,413,887,413,887,,,174,218,124,230,354,428,124,20,,214,1000,.466,.466,,.466,.798,.509
Pete Maravich,,,NOJ,NBA,7.1,62,,2373,604,1316,604,1316,,,396,488,46,254,300,332,87,23,,197,1604,.459,.459,,.459,.811,.524
Sidney Wicks,,,POR,NBA,7.1,79,,3044,580,1201,580,1201,,,345,512,245,467,712,244,77,53,,250,1505,.483,.483,,.483,.674,.528
Clifford Ray,,,GSW,NBA,7.0,82,,2184,212,404,212,404,,,140,230,270,506,776,149,78,83,,247,564,.525,.525,,.525,.609,.558
Walt Frazier,,,NYK,NBA,6.8,59,,2427,470,969,470,969,,,186,226,79,321,400,351,106,9,,163,1126,.485,.485,,.485,.823,.527
Spencer Haywood,,,NYK,NBA,6.8,78,,2892,605,1360,605,1360,,,339,448,234,644,878,92,53,80,,255,1549,.445,.445,,.445,.757,.497
Kim Hughes,,,NYA,ABA,6.8,84,,2162,300,566,300,566,0,0,92,202,341,434,775,55,98,120,102,292,692,.530,.530,,.530,.455,.528
Campy Russell,,,CLE,NBA,6.7,82,,1961,483,1003,483,1003,,,266,344,134,211,345,107,69,10,,231,1232,.482,.482,,.482,.773,.534
John Shumate,,,TOT,NBA,6.5,75,,1976,332,592,332,592,,,212,326,143,411,554,127,82,34,,159,876,.561,.561,,.561,.650,.596
Charlie Scott,,,BOS,NBA,6.4,82,,2913,588,1309,588,1309,,,267,335,106,252,358,341,103,24,,356,1443,.449,.449,,.449,.797,.495
Dave Bing,,,WSB,NBA,6.3,82,,2945,497,1113,497,1113,,,332,422,94,143,237,492,118,23,,262,1326,.447,.447,,.447,.787,.511
Tom Boerwinkle,,,CHI,NBA,6.3,74,,2045,265,530,265,530,,,118,177,263,529,792,283,47,52,,263,648,.500,.500,,.500,.667,.533
Ralph Simpson,,,DNA,ABA,6.3,84,,3121,619,1211,615,1187,4,24,273,350,121,333,454,597,153,23,360,183,1515,.511,.518,.167,.513,.780,.555
Ron Boone,,,TOT,ABA,6.2,78,,2961,713,1467,697,1424,16,43,277,318,115,204,319,387,154,15,276,243,1719,.486,.489,.372,.491,.871,.535
Caldwell Jones,,,TOT,ABA,6.2,76,,2674,423,900,423,893,0,7,140,186,246,607,853,147,81,218,166,321,986,.470,.474,.000,.470,.753,.502
Larry Kenon,,,SAA,ABA,6.2,81,,2920,647,1344,647,1343,0,1,221,283,287,610,897,151,91,43,243,165,1515,.481,.482,.000,.481,.781,.516
Curtis Rowe,,,DET,NBA,6.2,80,,2998,514,1098,514,1098,,,252,342,231,466,697,183,47,45,,209,1280,.468,.468,,.468,.737,.513
Dick Snyder,,,CLE,NBA,6.2,82,,2274,441,881,441,881,,,155,188,50,148,198,220,59,33,,215,1037,.501,.501,,.501,.824,.538
Jim Chones,,,CLE,NBA,6.0,82,,2741,563,1258,563,1258,,,172,260,197,542,739,163,42,93,,241,1298,.448,.448,,.448,.662,.473
Louie Dampier,,,KEN,ABA,6.0,82,,2835,455,949,423,862,32,87,126,146,35,124,159,467,60,46,148,141,1068,.479,.491,.368,.496,.863,.527
Curtis Perry,,,PHO,NBA,6.0,71,,2353,386,776,386,776,,,175,239,197,487,684,182,84,66,,269,947,.497,.497,,.497,.732,.537
Lou Hudson,,,ATL,NBA,5.9,81,,2558,569,1205,569,1205,,,237,291,104,196,300,214,124,17,,241,1375,.472,.472,,.472,.814,.516
Wil Jones,,,KEN,ABA,5.4,83,,2635,483,1015,480,1009,3,6,158,204,243,382,625,209,84,54,200,326,1127,.476,.476,.500,.477,.775,.510
Jimmy Walker,,,KCK,NBA,5.2,73,,2490,459,950,459,950,,,231,267,49,128,177,176,87,14,,186,1149,.483,.483,,.483,.865,.538
Gail Goodrich,,,LAL,NBA,5.1,75,,2646,583,1321,583,1321,,,293,346,94,120,214,421,123,17,,238,1459,.441,.441,,.441,.847,.495
Mark Olberding,,,TOT,ABA,5.1,81,,2055,302,607,302,607,0,0,191,247,184,346,530,142,50,37,141,249,795,.498,.498,,.498,.773,.555
George Johnson,,,GSW,NBA,5.0,82,,1745,165,341,165,341,,,70,104,200,427,627,82,51,174,,275,400,.484,.484,,.484,.673,.517
Sam Lacey,,,KCK,NBA,5.0,81,,3083,409,1019,409,1019,,,217,286,218,806,1024,378,132,134,,286,1035,.401,.401,,.401,.759,.452
Otto Moore,,,NOJ,NBA,5.0,81,,2407,293,672,293,672,,,144,226,162,631,793,216,85,136,,250,730,.436,.436,,.436,.637,.473
Brian Winters,,,MIL,NBA,5.0,78,,2795,618,1333,618,1333,,,180,217,66,183,249,366,124,25,,240,1416,.464,.464,,.464,.829,.496
Al Skinner,,,NYA,ABA,4.9,83,,2082,330,702,328,694,2,8,203,241,96,211,307,280,91,50,169,252,865,.470,.473,.250,.472,.842,.535
Scott Wedman,,,KCK,NBA,4.9,82,,2968,538,1181,538,1181,,,191,245,199,407,606,199,103,36,,280,1267,.456,.456,,.456,.780,.492
Ollie Johnson,,,KCK,NBA,4.8,81,,2150,348,678,348,678,,,125,149,116,241,357,146,67,42,,217,821,.513,.513,,.513,.839,.552
Rich Kelley,,,NOJ,NBA,4.8,75,,1346,184,379,184,379,,,159,205,193,335,528,155,52,60,,209,527,.485,.485,,.485,.776,.562
Kevin Kunnert,,,HOU,NBA,4.8,80,,2335,465,954,465,954,,,102,156,267,520,787,155,57,105,,315,1032,.487,.487,,.487,.654,.505
Larry Steele,,,POR,NBA,4.8,81,,2382,322,651,322,651,,,154,203,77,215,292,324,170,19,,289,798,.495,.495,,.495,.759,.539
Brian Taylor,,,NYA,ABA,4.8,54,,1733,354,724,322,648,32,76,164,207,70,92,162,204,125,22,153,138,904,.489,.497,.421,.511,.792,.555
Maurice Lucas,,,TOT,ABA,4.7,86,,2861,620,1346,617,1328,3,18,217,283,297,673,970,224,75,57,298,332,1460,.461,.465,.167,.462,.767,.496
Lloyd Neal,,,POR,NBA,4.7,68,,2320,435,904,435,904,,,186,268,145,440,585,118,53,107,,254,1056,.481,.481,,.481,.694,.517
Slick Watts,,,SEA,NBA,4.7,82,,2776,433,1015,433,1015,,,199,344,112,253,365,661,261,16,,270,1065,.427,.427,,.427,.578,.457
Chuck Williams,,,DNA,ABA,4.7,79,,2529,339,660,339,656,0,4,188,231,41,169,210,375,115,7,180,215,866,.514,.517,.000,.514,.814,.569
Charles Dudley,,,GSW,NBA,4.6,82,,1456,182,345,182,345,,,157,245,112,157,269,239,77,2,,170,521,.528,.528,,.528,.641,.575
Geoff Petrie,,,POR,NBA,4.6,72,,2557,543,1177,543,1177,,,277,334,38,130,168,330,82,5,,194,1363,.461,.461,,.461,.829,.515
M.L. Carr,,,SSL,ABA,4.5,74,,2174,380,786,371,762,9,24,137,206,171,288,459,224,127,44,162,225,906,.483,.487,.375,.489,.665,.517
Gar Heard,,,TOT,NBA,4.5,86,,2747,392,901,392,901,,,158,248,247,622,869,190,117,96,,303,942,.435,.435,,.435,.637,.466
Bob Love,,,CHI,NBA,4.5,76,,2823,543,1391,543,1391,,,362,452,191,319,510,145,63,10,,233,1448,.390,.390,,.390,.801,.455
Ed Ratleff,,,HOU,NBA,4.5,72,,2401,314,647,314,647,,,168,206,107,272,379,260,114,37,,234,796,.485,.485,,.485,.816,.540
Byron Beck,,,DNA,ABA,4.4,80,,1586,334,646,329,635,5,11,97,116,123,231,354,116,48,20,91,192,770,.517,.518,.455,.521,.836,.552
John Gianelli,,,NYK,NBA,4.4,82,,2332,325,687,325,687,,,114,160,187,365,552,115,25,62,,194,764,.473,.473,,.473,.713,.504
Ron Behagen,,,NOJ,NBA,4.3,66,,1733,308,691,308,691,,,144,179,190,363,553,139,67,26,,222,760,.446,.446,,.446,.804,.494
Larry McNeill,,,KCK,NBA,4.3,82,,1613,295,610,295,610,,,207,273,157,353,510,72,51,32,,244,797,.484,.484,,.484,.758,.546
Truck Robinson,,,WSB,NBA,4.3,82,,2055,354,779,354,779,,,211,314,139,418,557,113,42,107,,239,919,.454,.454,,.454,.672,.501
Cornell Warner,,,LAL,NBA,4.3,81,,2512,251,524,251,524,,,89,128,223,499,722,106,55,46,,283,591,.479,.479,,.479,.695,.509
Nate Williams,,,NOJ,NBA,4.3,81,,1935,421,948,421,948,,,197,239,135,225,360,107,109,17,,253,1039,.444,.444,,.444,.824,.493
Darnell Hillman,,,INA,ABA,4.2,74,,2166,375,828,374,824,1,4,243,336,248,422,670,147,80,80,196,306,994,.453,.454,.250,.454,.723,.509
Eric Money,,,DET,NBA,4.2,80,,2267,449,947,449,947,,,145,180,77,130,207,338,137,11,,243,1043,.474,.474,,.474,.806,.508
