Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Kareem Abdul-Jabbar,,,LAL,NBA,14.4,80,,3157,777,1347,777,1347,,,349,474,207,818,1025,431,76,316,282,230,1903,.577,.577,,.577,.736,.612
Moses Malone,,,HOU,NBA,14.1,82,,3390,716,1325,716,1325,,,599,811,587,857,1444,147,79,119,326,223,2031,.540,.540,,.540,.739,.604
Artis Gilmore,,,CHI,NBA,12.7,82,,3265,753,1310,753,1310,,,434,587,293,750,1043,274,50,156,310,280,1940,.575,.575,,.575,.739,.619
Marques Johnson,,,MIL,NBA,12.2,77,,2779,820,1491,820,1491,,,332,437,212,374,586,234,116,89,170,186,1972,.550,.550,,.550,.760,.586
Cedric Maxwell,,,BOS,NBA,11.7,80,,2969,472,808,472,808,,,574,716,272,519,791,228,98,74,273,266,1518,.584,.584,,.584,.802,.676
George Gervin,,,SAS,NBA,11.4,80,,2888,947,1749,947,1749,,,471,570,142,258,400,219,137,91,286,275,2365,.541,.541,,.541,.826,.591
Tom Owens,,,POR,NBA,10.4,82,,2791,600,1095,600,1095,,,320,403,263,477,740,301,59,58,247,329,1520,.548,.548,,.548,.794,.597
Paul Westphal,,,PHO,NBA,10.4,81,,2641,801,1496,801,1496,,,339,405,35,124,159,529,111,26,232,159,1941,.535,.535,,.535,.837,.580
World B. Free,,,SDC,NBA,10.1,78,,2954,795,1653,795,1653,,,654,865,127,174,301,340,111,35,297,253,2244,.481,.481,,.481,.756,.552
Dan Issel,,,DEN,NBA,9.8,81,,2742,532,1030,532,1030,,,316,419,240,498,738,255,61,46,171,233,1380,.517,.517,,.517,.754,.568
Norm Nixon,,,LAL,NBA,9.6,82,,3145,623,1149,623,1149,,,158,204,48,183,231,737,201,17,231,250,1404,.542,.542,,.542,.775,.567
David Thompson,,,DEN,NBA,9.5,76,,2670,693,1353,693,1353,,,439,583,109,165,274,225,70,82,186,180,1825,.512,.512,,.512,.753,.567
Walter Davis,,,PHO,NBA,9.4,79,,2437,764,1362,764,1362,,,340,409,111,262,373,339,147,26,293,250,1868,.561,.561,,.561,.831,.606
Elvin Hayes,,,WSB,NBA,9.4,82,,3105,720,1477,720,1477,,,349,534,312,682,994,143,75,190,235,308,1789,.487,.487,,.487,.654,.523
John Drew,,,ATL,NBA,8.9,79,,2410,650,1375,650,1375,,,495,677,225,297,522,119,128,16,211,332,1795,.473,.473,,.473,.731,.536
Otis Birdsong,,,KCK,NBA,8.8,82,,2839,741,1456,741,1456,,,296,408,176,178,354,281,125,17,200,255,1778,.509,.509,,.509,.725,.544
Larry Kenon,,,SAS,NBA,8.8,81,,2947,748,1484,748,1484,,,295,349,260,530,790,335,154,19,300,192,1791,.504,.504,,.504,.845,.547
Jack Sikma,,,SEA,NBA,8.8,82,,2958,476,1034,476,1034,,,329,404,232,781,1013,261,82,67,253,295,1281,.460,.460,,.460,.814,.529
Bob Dandridge,,,WSB,NBA,8.7,78,,2629,629,1260,629,1260,,,331,401,109,338,447,365,71,57,222,259,1589,.499,.499,,.499,.825,.553
Dan Roundfield,,,ATL,NBA,8.7,80,,2539,462,916,462,916,,,300,420,326,539,865,131,87,176,209,358,1224,.504,.504,,.504,.714,.556
Wes Unseld,,,WSB,NBA,8.7,77,,2406,346,600,346,600,,,151,235,274,556,830,315,71,37,156,204,843,.577,.577,,.577,.643,.599
Rich Kelley,,,NOJ,NBA,8.6,80,,2705,440,870,440,870,,,373,458,303,723,1026,285,126,166,288,309,1253,.506,.506,,.506,.814,.585
Scott Wedman,,,KCK,NBA,8.6,73,,2498,561,1050,561,1050,,,216,271,135,251,386,144,76,30,106,239,1338,.534,.534,,.534,.797,.572
Gus Williams,,,SEA,NBA,8.3,76,,2266,606,1224,606,1224,,,245,316,111,134,245,307,158,29,190,162,1457,.495,.495,,.495,.775,.534
M.L. Carr,,,DET,NBA,7.9,80,,3207,587,1143,587,1143,,,323,435,219,370,589,262,197,46,255,279,1497,.514,.514,,.514,.743,.561
Julius Erving,,,PHI,NBA,7.9,78,,2802,715,1455,715,1455,,,373,501,198,366,564,357,133,100,315,207,1803,.491,.491,,.491,.745,.538
John Lucas,,,GSW,NBA,7.9,82,,3095,530,1146,530,1146,,,264,321,65,182,247,762,152,9,255,229,1324,.462,.462,,.462,.822,.514
Bobby Jones,,,PHI,NBA,7.7,80,,2304,378,704,378,704,,,209,277,199,332,531,201,107,96,165,245,965,.537,.537,,.537,.755,.584
Alvan Adams,,,PHO,NBA,7.6,77,,2364,569,1073,569,1073,,,231,289,220,485,705,360,110,63,279,246,1369,.530,.530,,.530,.799,.570
James Edwards,,,IND,NBA,7.1,82,,2546,534,1065,534,1065,,,298,441,179,514,693,92,60,109,162,363,1366,.501,.501,,.501,.676,.542
George McGinnis,,,DEN,NBA,7.1,76,,2552,603,1273,603,1273,,,509,765,256,608,864,283,129,52,346,321,1715,.474,.474,,.474,.665,.533
Robert Parish,,,GSW,NBA,7.1,76,,2411,554,1110,554,1110,,,196,281,265,651,916,115,100,217,233,303,1304,.499,.499,,.499,.698,.529
Alex English,,,IND,NBA,7.0,81,,2696,563,1102,563,1102,,,173,230,253,402,655,271,70,78,196,214,1299,.511,.511,,.511,.752,.540
Sonny Parker,,,GSW,NBA,7.0,79,,2893,512,1019,512,1019,,,175,222,164,280,444,291,144,33,193,187,1199,.502,.502,,.502,.788,.537
Bill Robinzine,,,KCK,NBA,6.9,82,,2179,459,837,459,837,,,180,246,218,420,638,104,105,15,179,367,1098,.548,.548,,.548,.732,.581
Kermit Washington,,,SDC,NBA,6.9,82,,2764,350,623,350,623,,,227,330,296,504,800,125,85,121,185,317,927,.562,.562,,.562,.688,.603
Jamaal Wilkes,,,LAL,NBA,6.9,82,,2915,626,1242,626,1242,,,272,362,164,445,609,227,134,27,224,275,1524,.504,.504,,.504,.751,.544
Calvin Murphy,,,HOU,NBA,6.8,82,,2941,707,1424,707,1424,,,246,265,78,95,173,351,117,6,187,288,1660,.496,.496,,.496,.928,.539
Campy Russell,,,CLE,NBA,6.7,74,,2859,603,1268,603,1268,,,417,523,147,356,503,348,98,25,259,222,1623,.476,.476,,.476,.797,.542
Dennis Johnson,,,SEA,NBA,6.6,80,,2717,482,1110,482,1110,,,306,392,146,228,374,280,100,97,191,209,1270,.434,.434,,.434,.781,.495
Bernard King,,,NJN,NBA,6.5,82,,2859,710,1359,710,1359,,,349,619,251,418,669,295,118,39,323,326,1769,.522,.522,,.522,.564,.542
Sam Lacey,,,KCK,NBA,6.5,82,,2627,350,697,350,697,,,167,226,179,523,702,430,106,141,245,309,867,.502,.502,,.502,.739,.544
Kent Benson,,,MIL,NBA,6.4,82,,2132,413,798,413,798,,,180,245,187,397,584,204,89,81,156,280,1006,.518,.518,,.518,.735,.555
Tree Rollins,,,ATL,NBA,6.4,81,,1900,297,555,297,555,,,89,141,219,369,588,49,46,254,87,328,683,.535,.535,,.535,.631,.553
Eddie Johnson,,,ATL,NBA,6.3,78,,2413,501,982,501,982,,,243,292,65,105,170,360,121,11,213,241,1245,.510,.510,,.510,.832,.561
Maurice Lucas,,,POR,NBA,6.2,69,,2462,568,1208,568,1208,,,270,345,192,524,716,215,66,81,233,254,1406,.470,.470,,.470,.783,.517
Kevin Porter,,,DET,NBA,6.2,82,,3064,534,1110,534,1110,,,192,266,62,147,209,1099,158,5,337,302,1260,.481,.481,,.481,.722,.513
Rudy Tomjanovich,,,HOU,NBA,6.2,74,,2641,620,1200,620,1200,,,168,221,170,402,572,137,44,18,138,186,1408,.517,.517,,.517,.760,.543
Mitch Kupchak,,,WSB,NBA,5.9,66,,1604,369,685,369,685,,,223,300,152,278,430,88,23,23,120,141,961,.539,.539,,.539,.743,.588
Bob Lanier,,,DET,NBA,5.9,53,,1835,489,950,489,950,,,275,367,164,330,494,140,50,75,175,181,1253,.515,.515,,.515,.749,.564
Bob McAdoo,,,TOT,NBA,5.8,60,,2231,596,1127,596,1127,,,295,450,130,390,520,168,74,67,217,189,1487,.529,.529,,.529,.656,.561
Randy Smith,,,SDC,NBA,5.8,82,,3111,693,1523,693,1523,,,292,359,102,193,295,395,177,5,255,177,1678,.455,.455,,.455,.813,.499
Adrian Dantley,,,LAL,NBA,5.7,60,,1775,374,733,374,733,,,292,342,131,211,342,138,63,12,155,162,1040,.510,.510,,.510,.854,.589
Phil Ford,,,KCK,NBA,5.7,79,,2723,467,1004,467,1004,,,326,401,33,149,182,681,174,6,323,245,1260,.465,.465,,.465,.813,.534
Toby Knight,,,NYK,NBA,5.7,82,,2667,609,1174,609,1174,,,145,206,201,347,548,124,61,60,163,309,1363,.519,.519,,.519,.704,.539
James Silas,,,SAS,NBA,5.7,79,,2171,466,922,466,922,,,334,402,35,148,183,273,76,20,199,215,1266,.505,.505,,.505,.831,.576
Tom Boswell,,,DEN,NBA,5.6,79,,2201,321,603,321,603,,,198,284,248,290,538,242,50,51,185,263,840,.532,.532,,.532,.697,.577
Ron Brewer,,,POR,NBA,5.6,81,,2454,434,878,434,878,,,210,256,88,141,229,165,102,79,153,181,1078,.494,.494,,.494,.820,.544
Junior Bridgeman,,,MIL,NBA,5.5,82,,1963,540,1067,540,1067,,,189,228,113,184,297,163,88,41,138,184,1269,.506,.506,,.506,.829,.544
Swen Nater,,,SDC,NBA,5.5,79,,2006,357,627,357,627,,,132,165,218,483,701,140,38,29,170,244,846,.569,.569,,.569,.800,.605
Don Buse,,,PHO,NBA,5.4,82,,2544,285,576,285,576,,,70,91,44,173,217,356,156,18,96,149,640,.495,.495,,.495,.769,.519
Steve Hawes,,,ATL,NBA,5.4,81,,2205,372,756,372,756,,,108,132,190,401,591,184,79,47,145,264,852,.492,.492,,.492,.818,.523
Terry Tyler,,,DET,NBA,5.4,82,,2560,456,946,456,946,,,144,219,211,437,648,89,104,201,141,254,1056,.482,.482,,.482,.658,.507
Mike Bantom,,,IND,NBA,5.2,81,,2528,482,1036,482,1036,,,227,338,225,425,650,223,99,62,193,316,1191,.465,.465,,.465,.672,.503
Fred Brown,,,SEA,NBA,5.2,77,,1961,446,951,446,951,,,183,206,38,134,172,260,119,23,164,142,1075,.469,.469,,.469,.888,.516
Johnny Davis,,,IND,NBA,5.2,79,,2971,565,1240,565,1240,,,314,396,70,121,191,453,95,22,214,177,1444,.456,.456,,.456,.793,.511
Phil Smith,,,GSW,NBA,5.2,59,,2288,489,977,489,977,,,194,255,48,164,212,261,101,23,170,159,1172,.501,.501,,.501,.761,.538
Billy Paultz,,,SAS,NBA,5.1,79,,2122,399,758,399,758,,,114,194,169,456,625,178,35,125,157,204,912,.526,.526,,.526,.588,.541
Truck Robinson,,,TOT,NBA,5.1,69,,2537,566,1152,566,1152,,,324,462,195,607,802,113,46,75,233,206,1456,.491,.491,,.491,.701,.537
