Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Lonnie Shelton,,,SEA,NBA,5.1,76,,2158,446,859,446,859,,,131,189,182,286,468,110,76,75,188,266,1023,.519,.519,,.519,.693,.543
Dave Twardzik,,,POR,NBA,5.1,64,,1570,203,381,203,381,,,261,299,39,80,119,176,84,4,127,185,667,.533,.533,,.533,.873,.651
John Williamson,,,NJN,NBA,5.1,74,,2451,635,1367,635,1367,,,373,437,53,143,196,255,89,12,233,215,1643,.465,.465,,.465,.854,.527
Austin Carr,,,CLE,NBA,5.0,82,,2714,551,1161,551,1161,,,292,358,155,135,290,217,77,14,175,210,1394,.475,.475,,.475,.816,.529
Caldwell Jones,,,PHI,NBA,5.0,78,,2171,302,637,302,637,,,121,162,177,570,747,151,39,157,156,303,725,.474,.474,,.474,.747,.512
Maurice Cheeks,,,PHI,NBA,4.9,82,,2409,292,572,292,572,,,101,140,63,191,254,431,174,12,193,198,685,.510,.510,,.510,.721,.541
Jim McElroy,,,NOJ,NBA,4.9,79,,2698,539,1097,539,1097,,,259,340,61,154,215,453,148,49,237,183,1337,.491,.491,,.491,.762,.536
Steve Mix,,,PHI,NBA,4.9,74,,1269,265,493,265,493,,,161,201,109,184,293,121,57,16,100,112,691,.538,.538,,.538,.801,.594
Dave Cowens,,,BOS,NBA,4.8,68,,2517,488,1010,488,1010,,,151,187,152,500,652,242,76,51,174,263,1127,.483,.483,,.483,.807,.516
Darryl Dawkins,,,PHI,NBA,4.6,78,,2035,430,831,430,831,,,158,235,123,508,631,128,32,143,197,295,1018,.517,.517,,.517,.672,.545
Tom Henderson,,,WSB,NBA,4.5,70,,2081,299,641,299,641,,,156,195,51,112,163,419,87,10,148,123,754,.466,.466,,.466,.800,.519
Robert Reid,,,HOU,NBA,4.5,82,,2259,382,777,382,777,,,131,186,129,354,483,230,75,48,131,302,895,.492,.492,,.492,.704,.521
Alvin Scott,,,PHO,NBA,4.4,81,,1737,212,396,212,396,,,120,168,104,256,360,126,80,62,99,139,544,.535,.535,,.535,.714,.579
Mychal Thompson,,,POR,NBA,4.4,73,,2144,460,938,460,938,,,154,269,198,406,604,176,67,134,205,270,1074,.490,.490,,.490,.572,.508
Ernie Grunfeld,,,MIL,NBA,4.3,82,,1778,326,661,326,661,,,191,251,124,236,360,216,58,15,141,220,843,.493,.493,,.493,.761,.546
Spencer Haywood,,,TOT,NBA,4.3,68,,2361,595,1205,595,1205,,,231,292,172,361,533,127,40,82,200,236,1421,.494,.494,,.494,.791,.533
Ricky Sobers,,,IND,NBA,4.3,81,,2825,553,1194,553,1194,,,298,338,118,183,301,450,138,23,304,315,1404,.463,.463,,.463,.882,.523
Rick Barry,,,HOU,NBA,4.2,80,,2566,461,1000,461,1000,,,160,169,40,237,277,502,95,38,198,195,1082,.461,.461,,.461,.947,.504
Doug Collins,,,PHI,NBA,4.2,47,,1595,358,717,358,717,,,201,247,36,87,123,191,52,20,131,139,917,.499,.499,,.499,.814,.555
Armond Hill,,,ATL,NBA,4.2,82,,2527,296,682,296,682,,,246,288,41,123,164,480,102,16,202,292,838,.434,.434,,.434,.854,.518
Mark Olberding,,,SAS,NBA,4.2,80,,1885,261,551,261,551,,,233,290,96,333,429,211,53,18,163,282,755,.474,.474,,.474,.803,.556
Brian Winters,,,MIL,NBA,4.2,79,,2575,662,1343,662,1343,,,237,277,48,129,177,383,83,40,257,243,1561,.493,.493,,.493,.856,.533
Coby Dietrick,,,SAS,NBA,4.1,76,,1487,209,400,209,400,,,79,99,88,227,315,198,72,38,92,206,497,.523,.523,,.523,.798,.560
Greg Ballard,,,WSB,NBA,3.9,82,,1552,260,559,260,559,,,119,172,143,307,450,116,58,30,97,167,639,.465,.465,,.465,.692,.503
Paul Silas,,,SEA,NBA,3.9,82,,1957,170,402,170,402,,,116,194,259,316,575,115,31,19,98,177,456,.423,.423,,.423,.598,.468
Ray Williams,,,NYK,NBA,3.9,81,,2370,575,1257,575,1257,,,251,313,104,187,291,504,128,19,285,274,1401,.457,.457,,.457,.802,.502
Mike Green,,,SAS,NBA,3.8,76,,1641,235,477,235,477,,,101,144,131,223,354,116,37,122,89,230,571,.493,.493,,.493,.701,.528
Wilbur Holland,,,CHI,NBA,3.8,82,,2483,445,940,445,940,,,141,176,78,176,254,330,122,12,185,240,1031,.473,.473,,.473,.801,.507
Clifford Ray,,,GSW,NBA,3.8,82,,1917,231,439,231,439,,,106,190,213,395,608,136,47,50,153,264,568,.526,.526,,.526,.558,.543
Tom Abernethy,,,GSW,NBA,3.7,70,,1219,176,342,176,342,,,70,94,74,142,216,79,39,13,32,133,422,.515,.515,,.515,.745,.550
Henry Bibby,,,PHI,NBA,3.7,82,,2538,368,869,368,869,,,266,335,72,172,244,371,72,7,197,199,1002,.423,.423,,.423,.794,.493
