Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Dolph Schayes,,,SYR,NBA,13.7,72,,2918,581,1458,581,1458,,,629,696,,,1022,224,,,,244,1791,.398,.398,,.398,.904,.508
George Yardley,,,DET,NBA,12.3,72,,2843,673,1624,673,1624,,,655,808,,,768,97,,,,226,2001,.414,.414,,.414,.811,.505
Neil Johnston,,,PHW,NBA,11.3,71,,2408,473,1102,473,1102,,,442,540,,,790,166,,,,233,1388,.429,.429,,.429,.819,.518
Bill Russell,,,BOS,NBA,11.3,69,,2640,456,1032,456,1032,,,230,443,,,1564,202,,,,181,1142,.442,.442,,.442,.519,.465
Bob Pettit,,,STL,NBA,11.0,70,,2528,581,1418,581,1418,,,557,744,,,1216,157,,,,222,1719,.410,.410,,.410,.749,.492
Clyde Lovellette,,,CIN,NBA,10.1,71,,2589,679,1540,679,1540,,,301,405,,,862,134,,,,236,1659,.441,.441,,.441,.743,.483
Cliff Hagan,,,STL,NBA,10.0,70,,2190,503,1135,503,1135,,,385,501,,,707,175,,,,267,1391,.443,.443,,.443,.768,.513
Frank Ramsey,,,BOS,NBA,10.0,69,,2047,377,900,377,900,,,383,472,,,504,167,,,,245,1137,.419,.419,,.419,.811,.513
Kenny Sears,,,NYK,NBA,10.0,72,,2685,445,1014,445,1014,,,452,550,,,785,126,,,,251,1342,.439,.439,,.439,.822,.534
Jack Twyman,,,CIN,NBA,9.3,72,,2178,465,1028,465,1028,,,307,396,,,464,110,,,,224,1237,.452,.452,,.452,.775,.514
Larry Costello,,,SYR,NBA,9.2,72,,2746,378,888,378,888,,,320,378,,,378,317,,,,246,1076,.426,.426,,.426,.847,.510
Bill Sharman,,,BOS,NBA,8.7,63,,2214,550,1297,550,1297,,,302,338,,,295,167,,,,156,1402,.424,.424,,.424,.893,.485
Paul Arizin,,,PHW,NBA,7.7,68,,2377,483,1229,483,1229,,,440,544,,,503,135,,,,235,1406,.393,.393,,.393,.809,.479
Carl Braun,,,NYK,NBA,7.6,71,,2475,426,1018,426,1018,,,321,378,,,330,393,,,,183,1173,.418,.418,,.418,.849,.495
Tom Gola,,,PHW,NBA,7.1,59,,2126,295,711,295,711,,,223,299,,,639,327,,,,225,813,.415,.415,,.415,.746,.482
Vern Mikkelsen,,,MNL,NBA,6.5,72,,2390,439,1070,439,1070,,,370,471,,,805,166,,,,299,1248,.410,.410,,.410,.786,.489
Larry Foust,,,MNL,NBA,6.4,72,,2200,391,982,391,982,,,428,566,,,876,108,,,,299,1210,.398,.398,,.398,.756,.491
Ed Macauley,,,STL,NBA,6.3,72,,1908,376,879,376,879,,,267,369,,,478,143,,,,156,1019,.428,.428,,.428,.724,.489
Harry Gallatin,,,DET,NBA,6.1,72,,1990,340,898,340,898,,,392,498,,,749,86,,,,217,1072,.379,.379,,.379,.787,.480
Tom Heinsohn,,,BOS,NBA,6.0,69,,2206,468,1226,468,1226,,,294,394,,,705,125,,,,274,1230,.382,.382,,.382,.746,.439
Ray Felix,,,NYK,NBA,5.8,72,,1709,304,688,304,688,,,271,389,,,747,52,,,,283,879,.442,.442,,.442,.697,.512
Red Kerr,,,SYR,NBA,5.8,72,,2384,407,1020,407,1020,,,280,422,,,963,88,,,,197,1094,.399,.399,,.399,.664,.454
Bob Cousy,,,BOS,NBA,5.4,65,,2222,445,1262,445,1262,,,277,326,,,322,463,,,,136,1167,.353,.353,,.353,.850,.415
Willie Naulls,,,NYK,NBA,4.6,68,,2369,472,1189,472,1189,,,284,344,,,799,97,,,,220,1228,.397,.397,,.397,.826,.458
Gene Shue,,,DET,NBA,4.6,63,,2333,353,919,353,919,,,276,327,,,333,172,,,,150,982,.384,.384,,.384,.844,.462
Maurice Stokes,,,CIN,NBA,4.5,63,,2460,414,1181,414,1181,,,238,333,,,1142,403,,,,226,1066,.351,.351,,.351,.715,.402
Dick Garmaker,,,MNL,NBA,4.4,68,,2216,390,988,390,988,,,314,411,,,365,183,,,,190,1094,.395,.395,,.395,.764,.468
Ernie Beck,,,PHW,NBA,4.3,71,,1974,272,683,272,683,,,170,203,,,307,190,,,,173,714,.398,.398,,.398,.837,.462
Ed Conlin,,,SYR,NBA,4.3,60,,1871,343,877,343,877,,,215,270,,,436,133,,,,168,901,.391,.391,,.391,.796,.452
Chuck Share,,,STL,NBA,4.2,72,,1824,216,545,216,545,,,190,293,,,749,130,,,,279,622,.396,.396,,.396,.648,.461
Dick McGuire,,,DET,NBA,4.0,69,,2311,203,544,203,544,,,150,225,,,291,454,,,,178,556,.373,.373,,.373,.667,.432
Ron Sobie,,,NYK,NBA,3.6,55,,1399,217,539,217,539,,,196,239,,,263,125,,,,147,630,.403,.403,,.403,.820,.489
Richie Guerin,,,NYK,NBA,3.5,63,,2368,344,973,344,973,,,353,511,,,489,317,,,,202,1041,.354,.354,,.354,.691,.435
Jack George,,,PHW,NBA,3.4,72,,1910,232,627,232,627,,,178,242,,,288,234,,,,140,642,.370,.370,,.370,.736,.438
George King,,,CIN,NBA,3.0,63,,2272,235,645,235,645,,,140,227,,,306,337,,,,124,610,.364,.364,,.364,.617,.409
Jim Paxson,,,CIN,NBA,2.8,67,,1795,225,639,225,639,,,209,285,,,350,139,,,,183,659,.352,.352,,.352,.733,.431
Bob Hopkins,,,SYR,NBA,2.7,69,,1224,221,554,221,554,,,123,161,,,392,45,,,,162,565,.399,.399,,.399,.764,.452
Jack Coleman,,,STL,NBA,2.6,72,,1506,231,560,231,560,,,84,131,,,485,117,,,,169,546,.413,.413,,.413,.641,.442
