Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Walter Dukes,,,DET,NBA,0.5,62,,913,83,255,83,255,,,101,137,,,360,55,,,,183,267,.325,.325,,.325,.737,.423
Ben Warley,,,SYR,NBA,0.5,26,,206,50,111,50,111,,,25,35,,,86,4,,,,42,125,.450,.450,,.450,.714,.494
Hot Rod Hundley,,,LAL,NBA,0.4,65,,785,88,262,88,262,,,84,119,,,106,151,,,,81,260,.336,.336,,.336,.706,.414
Jim Loscutoff,,,BOS,NBA,0.3,63,,607,94,251,94,251,,,22,42,,,157,25,,,,126,210,.375,.375,,.375,.524,.390
Porter Meriwether,,,SYR,NBA,0.2,31,,268,48,122,48,122,,,23,33,,,29,43,,,,19,119,.393,.393,,.393,.697,.436
Gary Phillips,,,SFW,NBA,0.2,75,,1801,256,643,256,643,,,97,152,,,225,137,,,,185,609,.398,.398,,.398,.638,.429
Cleveland Buckner,,,NYK,NBA,0.1,6,,27,5,10,5,10,,,2,4,,,4,5,,,,6,12,.500,.500,,.500,.500,.510
Danny Doyle,,,DET,NBA,0.1,4,,25,6,12,6,12,,,4,5,,,8,3,,,,4,16,.500,.500,,.500,.800,.563
Bob Duffy,,,STL,NBA,0.1,42,,435,66,174,66,174,,,22,39,,,39,83,,,,42,154,.379,.379,,.379,.564,.403
Jack Foley,,,TOT,NBA,0.1,11,,83,20,51,20,51,,,13,15,,,16,5,,,,8,53,.392,.392,,.392,.867,.460
Howie Montgomery,,,SFW,NBA,0.1,20,,364,65,153,65,153,,,14,23,,,69,21,,,,35,144,.425,.425,,.425,.609,.441
Gene Tormohlen,,,STL,NBA,0.1,7,,47,5,10,5,10,,,2,10,,,15,5,,,,11,12,.500,.500,,.500,.200,.417
Johnny Egan,,,DET,NBA,0.0,46,,752,110,296,110,296,,,53,69,,,59,114,,,,70,273,.372,.372,,.372,.768,.418
Al Ferrari,,,CHZ,NBA,0.0,18,,138,12,37,12,37,,,14,17,,,12,14,,,,21,38,.324,.324,,.324,.824,.427
Dave Gunther,,,SFW,NBA,0.0,1,,5,1,2,1,2,,,0,0,,,3,3,,,,1,2,.500,.500,,.500,,.500
Ron Horn,,,LAL,NBA,0.0,28,,289,27,82,27,82,,,20,29,,,71,10,,,,46,74,.329,.329,,.329,.690,.390
Joe Roberts,,,SYR,NBA,0.0,33,,466,73,196,73,196,,,35,51,,,155,16,,,,66,181,.372,.372,,.372,.686,.414
Jeff Slade,,,CHZ,NBA,0.0,3,,20,2,5,2,5,,,0,1,,,7,0,,,,3,4,.400,.400,,.400,.000,.368
Joe Buckhalter,,,CIN,NBA,-0.1,2,,12,0,5,0,5,,,2,2,,,3,0,,,,1,2,.000,.000,,.000,1.000,.170
Gene Conley,,,NYK,NBA,-0.1,70,,1544,254,651,254,651,,,122,186,,,469,70,,,,263,630,.390,.390,,.390,.656,.430
Dave Fedor,,,SFW,NBA,-0.1,7,,27,3,10,3,10,,,0,1,,,6,1,,,,4,6,.300,.300,,.300,.000,.287
Maury King,,,CHZ,NBA,-0.1,37,,954,94,241,94,241,,,28,34,,,102,142,,,,87,216,.390,.390,,.390,.824,.422
Fred LaCour,,,SFW,NBA,-0.1,16,,171,28,73,28,73,,,9,16,,,24,19,,,,27,65,.384,.384,,.384,.563,.406
Ted Luckenbill,,,SFW,NBA,-0.1,20,,201,26,68,26,68,,,9,20,,,56,8,,,,34,61,.382,.382,,.382,.450,.397
