Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Jerry Sloan,,,CHI,NBA,6.8,77,,2860,412,921,412,921,,,194,273,150,406,556,149,183,10,,273,1018,.447,.447,,.447,.711,.489
Jim Fox,,,SEA,NBA,6.6,78,,2179,322,673,322,673,,,241,293,244,470,714,227,56,21,,247,885,.478,.478,,.478,.823,.552
Rich Jones,,,SAA,ABA,6.6,78,,2843,510,1175,497,1129,13,46,186,241,170,411,581,268,70,13,145,273,1219,.434,.440,.283,.440,.772,.476
Zaid Abdul-Aziz,,,HOU,NBA,6.5,79,,2459,336,732,336,732,,,193,240,259,664,923,166,80,104,,227,865,.459,.459,,.459,.804,.516
Roger Brown,,,INA,ABA,6.5,82,,2527,379,829,323,674,56,155,155,200,112,278,390,232,56,60,125,248,969,.457,.479,.361,.491,.775,.528
Lenny Wilkens,,,CLE,NBA,6.5,74,,2483,462,994,462,994,,,289,361,80,197,277,522,97,17,,165,1213,.465,.465,,.465,.801,.526
Fred Brown,,,SEA,NBA,6.4,82,,2501,578,1226,578,1226,,,195,226,114,287,401,414,136,18,,276,1351,.471,.471,,.471,.863,.510
Curtis Rowe,,,DET,NBA,6.1,82,,2499,380,769,380,769,,,118,169,167,348,515,136,49,36,,177,878,.494,.494,,.494,.698,.521
Neal Walk,,,PHO,NBA,6.1,82,,2549,573,1245,573,1245,,,235,297,235,602,837,331,73,57,,255,1381,.460,.460,,.460,.791,.502
Dick Snyder,,,SEA,NBA,6.0,74,,2670,572,1189,572,1189,,,194,224,90,216,306,265,90,26,,257,1338,.481,.481,,.481,.866,.520
Nate Thurmond,,,GSW,NBA,6.0,62,,2463,308,694,308,694,,,191,287,249,629,878,165,41,179,,179,807,.444,.444,,.444,.666,.492
Byron Beck,,,DNR,ABA,5.9,82,,1979,425,823,425,822,0,1,120,141,164,253,417,76,48,8,83,233,970,.516,.517,.000,.516,.851,.548
Ron Boone,,,UTS,ABA,5.9,84,,3098,587,1188,581,1162,6,26,300,343,157,278,435,417,123,22,316,289,1480,.494,.500,.231,.497,.875,.553
Larry Kenon,,,NYA,ABA,5.9,84,,2908,589,1274,589,1273,0,1,156,222,375,587,962,112,79,19,250,251,1334,.462,.463,.000,.462,.703,.486
Don Nelson,,,BOS,NBA,5.9,82,,1748,364,717,364,717,,,215,273,90,255,345,162,19,13,,189,943,.508,.508,,.508,.788,.563
Oscar Robertson,,,MIL,NBA,5.9,70,,2477,338,772,338,772,,,212,254,71,208,279,446,77,4,,132,888,.438,.438,,.438,.835,.502
Elmore Smith,,,LAL,NBA,5.9,81,,2922,434,949,434,949,,,147,249,204,702,906,150,71,393,,309,1015,.457,.457,,.457,.590,.479
Don Chaney,,,BOS,NBA,5.8,81,,2258,348,750,348,750,,,149,180,210,168,378,176,83,62,,247,845,.464,.464,,.464,.828,.510
Jim Chones,,,CAR,ABA,5.8,83,,2387,535,1017,535,1015,0,2,155,252,191,454,645,118,59,131,206,347,1225,.526,.527,.000,.526,.615,.543
Leroy Ellis,,,PHI,NBA,5.8,81,,2831,326,722,326,722,,,147,196,292,598,890,189,86,87,,224,799,.452,.452,,.452,.750,.494
Bob Love,,,CHI,NBA,5.8,82,,3292,731,1752,731,1752,,,323,395,183,309,492,130,84,28,,221,1785,.417,.417,,.417,.818,.463
Randy Smith,,,BUF,NBA,5.7,82,,2745,531,1079,531,1079,,,205,288,87,228,315,383,203,4,,261,1267,.492,.492,,.492,.712,.525
Butch Beard,,,GSW,NBA,5.6,79,,2134,316,617,316,617,,,173,234,136,253,389,300,105,9,,241,805,.512,.512,,.512,.739,.559
Phil Jackson,,,NYK,NBA,5.6,82,,2050,361,757,361,757,,,191,246,123,355,478,134,42,67,,277,913,.477,.477,,.477,.776,.528
Jeff Mullins,,,GSW,NBA,5.6,77,,2498,541,1144,541,1144,,,168,192,86,190,276,305,69,22,,214,1250,.473,.473,,.473,.875,.509
Sidney Wicks,,,POR,NBA,5.6,75,,2853,685,1492,685,1492,,,314,412,196,488,684,326,90,63,,214,1684,.459,.459,,.459,.762,.503
Randy Denton,,,MMT,ABA,5.5,79,,2218,447,902,447,899,0,3,156,197,255,522,777,152,55,35,164,225,1050,.496,.497,.000,.496,.792,.531
Walt Bellamy,,,ATL,NBA,5.4,77,,2440,389,801,389,801,,,233,383,264,476,740,189,52,48,,232,1011,.486,.486,,.486,.608,.521
Austin Carr,,,CLE,NBA,5.4,81,,3100,748,1682,748,1682,,,279,326,139,150,289,305,92,14,,189,1775,.445,.445,,.445,.856,.486
Mel Daniels,,,INA,ABA,5.4,78,,2539,492,1117,492,1117,0,0,217,287,251,655,906,122,56,92,215,283,1201,.440,.440,,.440,.756,.483
Geoff Petrie,,,POR,NBA,5.4,73,,2800,740,1537,740,1537,,,291,341,64,144,208,315,84,15,,199,1771,.481,.481,,.481,.853,.525
Curtis Perry,,,MIL,NBA,5.3,81,,2386,325,729,325,729,,,78,134,242,461,703,183,104,97,,301,728,.446,.446,,.446,.582,.462
Brian Taylor,,,NYA,ABA,5.3,75,,2505,363,762,355,733,8,29,100,143,92,122,214,341,154,22,164,192,834,.476,.484,.276,.482,.699,.506
Mike Newlin,,,HOU,NBA,5.2,76,,2591,510,1139,510,1139,,,380,444,77,185,262,363,87,9,,259,1400,.448,.448,,.448,.856,.525
Kevin Porter,,,CAP,NBA,5.2,81,,2339,477,997,477,997,,,180,249,79,100,179,469,95,9,,319,1134,.478,.478,,.478,.723,.512
Norm Van Lier,,,CHI,NBA,5.2,80,,2863,427,1051,427,1051,,,288,370,114,263,377,548,162,7,,282,1142,.406,.406,,.406,.778,.470
Gar Heard,,,BUF,NBA,5.0,81,,2889,524,1205,524,1205,,,191,294,270,677,947,180,136,230,,300,1239,.435,.435,,.435,.650,.464
Dean Meminger,,,NYK,NBA,5.0,78,,2079,274,539,274,539,,,103,160,125,156,281,162,62,8,,161,651,.508,.508,,.508,.644,.534
Jim Price,,,LAL,NBA,5.0,82,,2628,538,1197,538,1197,,,187,234,120,258,378,369,157,29,,229,1263,.449,.449,,.449,.799,.486
Don Kojis,,,KCO,NBA,4.8,77,,2091,400,836,400,836,,,210,272,126,257,383,110,77,15,,157,1010,.478,.478,,.478,.772,.528
John Roche,,,TOT,ABA,4.8,84,,2180,397,829,361,724,36,105,148,177,34,88,122,363,57,15,184,157,978,.479,.499,.343,.501,.836,.539
Jimmy Walker,,,TOT,NBA,4.8,75,,2958,582,1240,582,1240,,,273,333,39,165,204,307,81,9,,170,1437,.469,.469,,.469,.820,.518
Mike Gale,,,TOT,ABA,4.7,80,,2495,314,720,312,703,2,17,105,140,107,261,368,324,167,81,178,242,735,.436,.444,.118,.438,.750,.470
Mike Green,,,DNR,ABA,4.7,79,,1648,367,799,366,797,1,2,169,226,225,359,584,64,47,126,128,191,904,.459,.459,.500,.460,.748,.503
Jim Washington,,,ATL,NBA,4.7,73,,2519,297,612,297,612,,,134,196,207,528,735,156,49,74,,249,728,.485,.485,,.485,.684,.521
Goo Kennedy,,,SAA,ABA,4.5,76,,1440,194,352,194,352,0,0,60,87,121,266,387,83,59,15,79,240,448,.551,.551,,.551,.690,.574
Don Buse,,,INA,ABA,4.4,77,,1877,170,427,134,320,36,107,48,70,85,169,254,258,146,20,75,109,424,.398,.419,.336,.440,.686,.463
Joe Caldwell,,,CAR,ABA,4.4,79,,2654,502,1027,499,1010,3,17,128,258,177,235,412,350,170,35,242,255,1135,.489,.494,.176,.490,.496,.498
George Carter,,,VIR,ABA,4.4,80,,2815,561,1329,529,1236,32,93,392,466,189,346,535,136,67,12,229,308,1546,.422,.428,.344,.434,.841,.504
Coby Dietrick,,,SAA,ABA,4.4,84,,2142,251,569,251,566,0,3,81,114,200,332,532,253,89,50,151,285,583,.441,.443,.000,.441,.711,.471
