BOS,.720
PHI,.549
WSB,.512
NJN,.293
NYK,.293
ATL,.695
DET,.634
MIL,.610
IND,.500
CHI,.488
CLE,.378
DAL,.671
UTA,.537
HOU,.512
DEN,.451
SAC,.354
SAS,.341
LAL,.793
POR,.598
GSW,.512
SEA,.476
PHO,.439
LAC,.146
