Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Bob Love,,,CHI,NBA,9.9,81,,3482,765,1710,765,1710,,,513,619,,,690,185,,,,259,2043,.447,.447,,.447,.829,.515
Bob Dandridge,,,MIL,NBA,9.5,79,,2862,594,1167,594,1167,,,264,376,,,632,277,,,,287,1452,.509,.509,,.509,.702,.545
Johnny Green,,,CIN,NBA,9.5,75,,2147,502,855,502,855,,,248,402,,,656,89,,,,233,1252,.587,.587,,.587,.617,.607
Tom Boerwinkle,,,CHI,NBA,9.0,82,,2370,357,736,357,736,,,168,232,,,1133,397,,,,275,882,.485,.485,,.485,.724,.526
Jon McGlocklin,,,MIL,NBA,8.9,82,,2891,574,1073,574,1073,,,144,167,,,223,305,,,,189,1292,.535,.535,,.535,.862,.563
Larry Jones,,,FLO,ABA,8.8,84,,3611,764,1636,719,1512,45,124,471,587,177,276,453,390,,,247,269,2044,.467,.476,.363,.481,.802,.540
Glen Combs,,,TOT,ABA,8.7,86,,3204,610,1372,533,1162,77,210,448,546,77,215,292,361,,,256,286,1745,.445,.459,.367,.473,.821,.541
Connie Hawkins,,,PHO,NBA,8.6,71,,2662,512,1181,512,1181,,,457,560,,,643,322,,,,197,1481,.434,.434,,.434,.816,.519
Mack Calvin,,,FLO,ABA,8.5,81,,3394,744,1728,727,1669,17,59,696,805,107,176,283,619,,,356,263,2201,.431,.436,.288,.435,.865,.529
John Brisker,,,PTC,ABA,8.2,79,,3089,898,1972,809,1708,89,264,430,519,299,467,766,226,,,320,273,2315,.455,.474,.337,.478,.829,.526
Steve Jones,,,MMP,ABA,8.2,83,,2923,732,1556,692,1448,40,108,332,400,113,186,299,182,,,180,234,1836,.470,.478,.370,.483,.830,.530
Jeff Mullins,,,SFW,NBA,8.2,75,,2909,630,1308,630,1308,,,302,358,,,341,332,,,,246,1562,.482,.482,,.482,.844,.533
Rick Barry,,,NYA,ABA,8.1,59,,2502,632,1348,613,1262,19,86,451,507,105,296,401,294,,,202,205,1734,.469,.486,.221,.476,.890,.552
Calvin Murphy,,,SDR,NBA,8.0,82,,2020,471,1029,471,1029,,,356,434,,,245,329,,,,263,1298,.458,.458,,.458,.820,.532
Lou Hudson,,,ATL,NBA,7.9,76,,3113,829,1713,829,1713,,,381,502,,,386,257,,,,186,2039,.484,.484,,.484,.759,.527
Bob Kauffman,,,BUF,NBA,7.9,78,,2778,616,1309,616,1309,,,359,485,,,837,354,,,,263,1591,.471,.471,,.471,.740,.523
Elvin Hayes,,,SDR,NBA,7.8,82,,3633,948,2215,948,2215,,,454,676,,,1362,186,,,,225,2350,.428,.428,,.428,.672,.468
Donnie Freeman,,,TOT,ABA,7.6,66,,2414,596,1235,596,1228,0,7,367,459,148,176,324,332,,,173,192,1559,.483,.485,.000,.483,.800,.542
Mike Lewis,,,PTC,ABA,7.5,83,,2741,420,825,420,825,0,0,235,306,435,778,1213,268,,,238,332,1075,.509,.509,,.509,.768,.560
Jack Marin,,,BAL,NBA,7.5,82,,2920,626,1360,626,1360,,,290,342,,,513,217,,,,261,1542,.460,.460,,.460,.848,.510
Bob Netolicky,,,INA,ABA,7.5,82,,3137,651,1305,649,1297,2,8,237,333,267,507,774,104,,,138,192,1541,.499,.500,.250,.500,.712,.531
Willie Wise,,,UTS,ABA,7.5,82,,2676,491,1059,486,1042,5,17,312,467,307,500,807,204,,,179,297,1299,.464,.466,.294,.466,.668,.514
Don Nelson,,,BOS,NBA,7.4,82,,2254,412,881,412,881,,,317,426,,,565,153,,,,232,1141,.468,.468,,.468,.744,.534
George Lehmann,,,CAR,ABA,7.3,83,,2918,535,1186,381,804,154,382,214,256,53,150,203,464,,,309,221,1438,.451,.474,.403,.516,.836,.554
Larry Cannon,,,DNR,ABA,7.2,80,,3097,751,1722,733,1653,18,69,606,763,207,126,333,414,,,346,237,2126,.436,.443,.261,.441,.794,.517
Happy Hairston,,,LAL,NBA,7.2,80,,2921,574,1233,574,1233,,,337,431,,,797,168,,,,256,1485,.466,.466,,.466,.782,.522
Gus Johnson,,,BAL,NBA,7.2,66,,2538,494,1090,494,1090,,,214,290,,,1128,192,,,,227,1202,.453,.453,,.453,.738,.494
Freddie Lewis,,,INA,ABA,7.2,81,,3034,547,1241,488,1047,59,194,372,461,169,167,336,433,,,202,249,1525,.441,.466,.304,.465,.807,.528
Charlie Scott,,,VIR,ABA,7.2,84,,3185,902,1947,886,1882,16,65,456,611,150,288,438,472,,,319,298,2276,.463,.471,.246,.467,.746,.514
Nate Thurmond,,,SFW,NBA,7.2,82,,3351,623,1401,623,1401,,,395,541,,,1128,257,,,,192,1641,.445,.445,,.445,.730,.501
Earl Monroe,,,BAL,NBA,7.1,81,,2843,663,1501,663,1501,,,406,506,,,213,354,,,,220,1732,.442,.442,,.442,.802,.502
Billy Paultz,,,NYA,ABA,7.0,83,,2758,510,973,510,971,0,2,201,269,239,701,940,160,,,206,274,1221,.524,.525,.000,.524,.747,.559
Cincinnatus Powell,,,KEN,ABA,7.0,81,,2933,578,1173,574,1157,4,16,302,398,311,579,890,255,,,235,323,1462,.493,.496,.250,.494,.759,.542
Red Robbins,,,UTS,ABA,6.9,82,,2995,396,908,385,864,11,44,227,272,303,673,976,178,,,127,203,1030,.436,.446,.250,.442,.835,.501
John Beasley,,,TEX,ABA,6.8,83,,2691,532,1070,516,1012,16,58,236,285,303,462,765,147,,,109,206,1316,.497,.510,.276,.505,.828,.550
Greg Smith,,,MIL,NBA,6.8,82,,2428,409,799,409,799,,,141,213,,,589,227,,,,284,959,.512,.512,,.512,.662,.537
Julian Hammond,,,DNR,ABA,6.7,83,,2082,435,834,435,834,0,0,273,375,238,285,523,97,,,180,189,1143,.522,.522,,.522,.728,.572
Paul Silas,,,PHO,NBA,6.7,81,,2944,338,789,338,789,,,285,416,,,1015,247,,,,227,961,.428,.428,,.428,.685,.494
Jim Washington,,,PHI,NBA,6.7,78,,2501,395,829,395,829,,,259,340,,,747,97,,,,258,1049,.476,.476,,.476,.762,.536
Jo Jo White,,,BOS,NBA,6.7,75,,2787,693,1494,693,1494,,,215,269,,,376,361,,,,255,1601,.464,.464,,.464,.799,.496
Jim Eakins,,,VIR,ABA,6.6,84,,2235,332,645,332,645,0,0,242,319,222,556,778,160,,,145,282,906,.515,.515,,.515,.759,.577
George Carter,,,VIR,ABA,6.4,81,,2721,594,1255,594,1254,0,1,346,437,215,435,650,157,,,183,290,1534,.473,.474,.000,.473,.792,.530
Dave Cowens,,,BOS,NBA,6.4,81,,3076,550,1302,550,1302,,,273,373,,,1216,228,,,,350,1373,.422,.422,,.422,.732,.468
Gail Goodrich,,,LAL,NBA,6.4,79,,2808,558,1174,558,1174,,,264,343,,,260,380,,,,258,1380,.475,.475,,.475,.770,.521
Clem Haskins,,,PHO,NBA,6.4,82,,2764,562,1277,562,1277,,,338,431,,,324,383,,,,207,1462,.440,.440,,.440,.784,.498
Neil Johnson,,,VIR,ABA,6.3,78,,1838,398,758,398,756,0,2,194,259,268,400,668,179,,,163,295,990,.525,.526,.000,.525,.749,.568
Goose Ligon,,,KEN,ABA,6.3,84,,2753,429,795,429,789,0,6,214,391,312,677,989,211,,,167,331,1072,.540,.544,.000,.540,.547,.554
Walt Bellamy,,,ATL,NBA,6.2,82,,2908,433,879,433,879,,,336,556,,,1060,230,,,,271,1202,.493,.493,,.493,.604,.535
Dave DeBusschere,,,NYK,NBA,6.2,81,,2891,523,1243,523,1243,,,217,312,,,901,220,,,,237,1263,.421,.421,,.421,.696,.458
Pete Maravich,,,ATL,NBA,6.2,81,,2926,738,1613,738,1613,,,404,505,,,298,355,,,,238,1880,.458,.458,,.458,.800,.512
Geoff Petrie,,,POR,NBA,6.2,82,,3032,784,1770,784,1770,,,463,600,,,280,390,,,,196,2031,.443,.443,,.443,.772,.499
Jim Fox,,,CHI,NBA,6.1,82,,1628,280,611,280,611,,,239,321,,,598,196,,,,213,799,.458,.458,,.458,.745,.531
Bill Keller,,,INA,ABA,6.1,83,,2490,417,980,333,750,84,230,267,308,81,159,240,437,,,196,170,1185,.426,.444,.365,.468,.867,.531
Don May,,,BUF,NBA,6.1,76,,2666,629,1336,629,1336,,,277,350,,,567,150,,,,219,1535,.471,.471,,.471,.791,.515
Ron Williams,,,SFW,NBA,6.1,82,,2809,426,977,426,977,,,331,392,,,244,480,,,,301,1183,.436,.436,,.436,.844,.515
Wil Jones,,,MMP,ABA,6.0,84,,2234,390,811,389,798,1,13,174,258,309,371,680,152,,,135,249,955,.481,.487,.077,.482,.674,.516
Jerry Sloan,,,CHI,NBA,6.0,80,,3140,592,1342,592,1342,,,278,389,,,701,281,,,,289,1462,.441,.441,,.441,.715,.483
Norm Van Lier,,,CIN,NBA,6.0,82,,3324,478,1138,478,1138,,,359,440,,,583,832,,,,343,1315,.420,.420,,.420,.816,.494
Don Chaney,,,BOS,NBA,5.9,81,,2289,348,766,348,766,,,234,313,,,463,235,,,,288,930,.454,.454,,.454,.748,.515
Terry Dischinger,,,DET,NBA,5.9,65,,1855,304,568,304,568,,,161,211,,,339,113,,,,189,769,.535,.535,,.535,.763,.582
Donald Sidle,,,TOT,ABA,5.9,84,,2151,425,851,423,842,2,9,241,331,286,349,635,97,,,156,233,1093,.499,.502,.222,.501,.728,.548
Lenny Wilkens,,,SEA,NBA,5.7,71,,2641,471,1125,471,1125,,,461,574,,,319,654,,,,201,1403,.419,.419,,.419,.803,.509
George Thompson,,,PTC,ABA,5.6,82,,2470,575,1220,552,1130,23,90,347,485,129,162,291,207,,,198,217,1520,.471,.488,.256,.481,.715,.530
Dick Barnett,,,NYK,NBA,5.5,82,,2843,540,1184,540,1184,,,193,278,,,238,225,,,,232,1273,.456,.456,,.456,.694,.487
Tom Van Arsdale,,,CIN,NBA,5.5,82,,3146,749,1642,749,1642,,,377,523,,,499,181,,,,294,1875,.456,.456,,.456,.721,.501
Bill Bradley,,,NYK,NBA,5.4,78,,2300,413,912,413,912,,,144,175,,,260,280,,,,245,970,.453,.453,,.453,.823,.490
Walt Hazzard,,,ATL,NBA,5.4,82,,2877,517,1126,517,1126,,,315,415,,,300,514,,,,276,1349,.459,.459,,.459,.759,.515
Byron Beck,,,DNR,ABA,5.3,84,,2849,490,1033,486,1019,4,14,158,182,280,604,884,177,,,160,273,1142,.474,.477,.286,.476,.868,.513
Stan McKenzie,,,POR,NBA,5.3,82,,2290,398,902,398,902,,,331,396,,,309,235,,,,238,1127,.441,.441,,.441,.836,.524
Bob Lanier,,,DET,NBA,5.2,82,,2017,504,1108,504,1108,,,273,376,,,665,146,,,,272,1281,.455,.455,,.455,.726,.503
Manny Leaks,,,TOT,ABA,5.2,80,,2614,510,1080,510,1079,0,1,279,381,317,538,855,104,,,170,211,1299,.472,.473,.000,.472,.732,.521
Tiny Archibald,,,CIN,NBA,5.1,82,,2867,486,1095,486,1095,,,336,444,,,242,450,,,,218,1308,.444,.444,,.444,.757,.507
Ron Boone,,,TOT,ABA,5.1,86,,2476,610,1395,561,1257,49,138,278,357,222,342,564,256,,,272,298,1547,.437,.446,.355,.455,.779,.498
Hal Greer,,,PHI,NBA,5.1,81,,3060,591,1371,591,1371,,,326,405,,,364,369,,,,289,1508,.431,.431,,.431,.805,.487
Neal Walk,,,PHO,NBA,5.1,82,,2033,426,945,426,945,,,205,268,,,674,117,,,,282,1057,.451,.451,,.451,.765,.497
Jimmy Walker,,,DET,NBA,5.1,79,,2765,524,1201,524,1201,,,344,414,,,207,268,,,,173,1392,.436,.436,,.436,.831,.503
Louie Dampier,,,KEN,ABA,5.0,84,,3221,566,1353,463,1073,103,280,320,376,73,224,297,460,,,244,213,1555,.418,.432,.368,.456,.851,.512
Bailey Howell,,,PHI,NBA,5.0,82,,1589,324,686,324,686,,,230,315,,,441,115,,,,234,878,.472,.472,,.472,.730,.532
Mike Barrett,,,VIR,ABA,4.9,84,,2754,458,988,430,885,28,103,208,274,130,142,272,425,,,255,202,1152,.464,.486,.272,.478,.759,.520
