MIA,.671
NYK,.524
NJN,.524
WAS,.512
ORL,.500
BOS,.439
PHI,.378
CHI,.756
IND,.707
CHH,.622
ATL,.610
CLE,.573
DET,.451
MIL,.439
TOR,.195
UTA,.756
SAS,.683
MIN,.549
HOU,.500
DAL,.244
VAN,.232
DEN,.134
SEA,.744
LAL,.744
PHO,.683
POR,.561
SAC,.329
GSW,.232
LAC,.207
