BOS,.622
NYK,.622
NJN,.488
MIA,.463
PHI,.427
WSB,.305
ORL,.256
CHI,.817
CLE,.695
DET,.585
IND,.488
ATL,.463
MIL,.378
CHH,.378
UTA,.671
SAS,.573
HOU,.512
DEN,.293
DAL,.268
MIN,.183
POR,.695
GSW,.671
PHO,.646
SEA,.573
LAC,.549
LAL,.524
SAC,.354
