Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Michael Jordan,,,CHI,NBA,16.9,82,82,3281,1098,2279,1086,2213,12,66,833,972,166,264,430,377,236,125,272,237,3041,.482,.491,.182,.484,.857,.562
Magic Johnson,,,LAL,NBA,15.9,80,80,2904,683,1308,675,1269,8,39,535,631,122,382,504,977,138,36,300,168,1909,.522,.532,.205,.525,.848,.602
Larry Bird,,,BOS,NBA,15.2,74,73,3005,786,1497,696,1272,90,225,414,455,124,558,682,566,135,70,240,185,2076,.525,.547,.400,.555,.910,.612
Kevin McHale,,,BOS,NBA,14.8,77,77,3060,790,1307,790,1303,0,4,428,512,247,516,763,198,38,172,197,240,2008,.604,.606,.000,.604,.836,.655
Dominique Wilkins,,,ATL,NBA,12.2,79,79,2969,828,1787,797,1681,31,106,607,742,210,284,494,261,117,51,215,149,2294,.463,.474,.292,.472,.818,.543
Charles Barkley,,,PHI,NBA,12.0,68,62,2740,557,937,536,833,21,104,429,564,390,604,994,331,119,104,322,252,1564,.594,.643,.202,.606,.761,.660
Hakeem Olajuwon,,,HOU,NBA,10.9,75,75,2760,677,1332,676,1327,1,5,400,570,315,543,858,220,140,254,228,294,1755,.508,.509,.200,.509,.702,.554
Kiki Vandeweghe,,,POR,NBA,10.8,79,79,3029,808,1545,769,1464,39,81,467,527,86,165,251,220,52,17,139,137,2122,.523,.525,.481,.536,.886,.597
Bill Laimbeer,,,DET,NBA,10.5,82,82,2854,506,1010,500,989,6,21,245,274,243,712,955,151,72,69,120,283,1263,.501,.506,.286,.504,.894,.559
James Donaldson,,,DAL,NBA,10.4,82,82,3028,311,531,311,531,0,0,267,329,295,678,973,63,51,136,104,191,889,.586,.586,,.586,.812,.658
Adrian Dantley,,,DET,NBA,10.3,81,81,2736,601,1126,600,1120,1,6,539,664,104,228,332,162,63,7,181,193,1742,.534,.536,.167,.534,.812,.614
Clyde Drexler,,,POR,NBA,10.3,82,82,3114,707,1408,696,1361,11,47,357,470,227,291,518,566,204,71,253,281,1782,.502,.511,.234,.506,.760,.552
Doc Rivers,,,ATL,NBA,10.3,82,82,2590,342,758,338,737,4,21,365,441,83,216,299,823,171,30,217,287,1053,.451,.459,.190,.454,.828,.553
Larry Nance,,,PHO,NBA,10.2,69,67,2569,585,1062,584,1057,1,5,381,493,188,411,599,233,86,148,149,223,1552,.551,.553,.200,.551,.773,.607
Sleepy Floyd,,,GSW,NBA,10.0,82,82,3064,503,1030,430,840,73,190,462,537,56,212,268,848,146,18,280,199,1541,.488,.512,.384,.524,.860,.608
Fat Lever,,,DEN,NBA,9.7,82,82,3054,643,1370,621,1278,22,92,244,312,216,513,729,654,201,34,167,219,1552,.469,.486,.239,.477,.782,.515
Derek Harper,,,DAL,NBA,9.4,77,76,2556,497,993,421,781,76,212,160,234,51,148,199,609,167,25,138,195,1230,.501,.539,.358,.539,.684,.561
Moses Malone,,,WSB,NBA,9.4,73,70,2488,595,1311,595,1300,0,11,570,692,340,484,824,120,59,92,202,139,1760,.454,.458,.000,.454,.824,.545
Rodney McCray,,,HOU,NBA,9.4,81,81,3136,432,783,432,774,0,9,306,393,190,388,578,434,88,53,208,172,1170,.552,.558,.000,.552,.779,.612
Ricky Pierce,,,MIL,NBA,9.4,79,31,2505,575,1077,572,1049,3,28,387,440,117,149,266,144,64,24,120,222,1540,.534,.545,.107,.535,.880,.606
Dale Ellis,,,SEA,NBA,9.3,82,76,3073,785,1520,699,1280,86,240,385,489,187,260,447,238,104,32,238,267,2041,.516,.546,.358,.545,.787,.588
James Worthy,,,LAL,NBA,9.3,82,82,2819,651,1207,651,1194,0,13,292,389,158,308,466,226,108,83,168,206,1594,.539,.545,.000,.539,.751,.578
Robert Parish,,,BOS,NBA,9.2,80,80,2995,588,1057,588,1056,0,1,227,309,254,597,851,173,64,144,191,266,1403,.556,.557,.000,.556,.735,.588
Steve Stipanovich,,,IND,NBA,9.0,81,81,2761,382,760,381,756,1,4,307,367,184,486,670,180,106,97,130,304,1072,.503,.504,.250,.503,.837,.582
Otis Thorpe,,,SAC,NBA,9.0,82,82,2956,567,1050,567,1047,0,3,413,543,259,560,819,201,46,60,189,292,1547,.540,.542,.000,.540,.761,.600
Mark Aguirre,,,DAL,NBA,8.9,80,80,2663,787,1590,734,1440,53,150,429,557,181,246,427,254,84,30,217,243,2056,.495,.510,.353,.512,.770,.560
Terry Cummings,,,MIL,NBA,8.8,82,77,2770,729,1426,729,1423,0,3,249,376,214,486,700,229,129,81,172,296,1707,.511,.512,.000,.511,.662,.536
Kevin Willis,,,ATL,NBA,8.6,81,81,2626,538,1003,537,999,1,4,227,320,321,528,849,62,65,61,173,313,1304,.536,.538,.250,.537,.709,.570
Alex English,,,DEN,NBA,8.1,82,82,3085,965,1920,961,1905,4,15,411,487,146,198,344,422,73,21,214,216,2345,.503,.504,.267,.504,.844,.549
Rolando Blackman,,,DAL,NBA,8.0,80,80,2758,626,1264,621,1249,5,15,419,474,96,182,278,266,64,21,174,142,1676,.495,.497,.333,.497,.884,.569
