Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Larry Bird,BOS,.768,15.7,80,77,3161,918,1760,862,1629,56,131,403,457,164,678,842,531,129,98,248,208,2295,.522,.529,.427,.882
Michael Jordan,CHI,.463,14.0,82,82,3144,837,1625,828,1573,9,52,630,746,167,367,534,481,196,69,291,285,2313,.515,.526,.173,.845
Magic Johnson,LAL,.756,12.7,77,77,2781,504,899,497,862,7,37,391,464,90,386,476,968,113,25,305,155,1406,.561,.577,.189,.843
Moses Malone,PHI,.707,11.9,79,79,2957,602,1284,602,1282,0,2,737,904,385,646,1031,130,67,123,286,216,1941,.469,.470,.000,.815
Kareem Abdul-Jabbar,LAL,.756,11.2,79,79,2630,723,1207,723,1206,0,1,289,395,162,460,622,249,63,162,197,238,1735,.599,.600,.000,.732
Sidney Moncrief,MIL,.720,11.2,73,72,2734,561,1162,552,1129,9,33,454,548,149,242,391,382,117,39,184,197,1585,.483,.489,.273,.828
Isiah Thomas,DET,.561,11.2,81,81,3089,646,1410,617,1297,29,113,399,493,114,247,361,1123,187,25,302,288,1720,.458,.476,.257,.809
Kevin McHale,BOS,.768,11.0,79,31,2653,605,1062,605,1056,0,6,355,467,229,483,712,141,28,120,157,234,1565,.570,.573,.000,.760
Terry Cummings,MIL,.720,10.7,79,78,2722,759,1532,759,1531,0,1,343,463,244,472,716,228,117,67,190,264,1861,.495,.496,.000,.741
Artis Gilmore,SAS,.500,10.5,81,81,2756,532,854,532,852,0,2,484,646,231,615,846,131,40,173,241,306,1548,.623,.624,.000,.749
Calvin Natt,DEN,.634,10.2,78,76,2657,685,1255,685,1252,0,3,447,564,209,401,610,238,75,33,190,182,1817,.546,.547,.000,.793
Hakeem Olajuwon,HOU,.585,10.2,82,82,2914,677,1258,677,1258,0,0,338,551,440,534,974,111,99,220,234,344,1692,.538,.538,,.613
Bill Laimbeer,DET,.561,9.8,82,82,2892,595,1177,591,1159,4,18,244,306,295,718,1013,154,69,71,129,308,1438,.506,.510,.222,.797
Paul Pressey,MIL,.720,9.6,80,80,2876,480,928,473,908,7,20,317,418,149,280,429,543,129,56,247,258,1284,.517,.521,.350,.758
Maurice Cheeks,PHI,.707,9.0,78,78,2616,422,741,416,715,6,26,175,199,54,163,217,497,169,24,155,184,1025,.570,.582,.231,.879
Robert Parish,BOS,.768,9.0,79,78,2850,551,1016,551,1016,0,0,292,393,263,577,840,125,56,101,186,223,1394,.542,.542,,.743
Orlando Woolridge,CHI,.463,9.0,77,76,2816,679,1225,679,1220,0,5,409,521,158,277,435,135,58,38,178,185,1767,.554,.557,.000,.785
Alex English,DEN,.634,8.9,81,81,2924,939,1812,938,1807,1,5,383,462,203,255,458,344,101,46,251,259,2262,.518,.519,.200,.829
Micheal Ray Richardson,NJN,.512,8.7,82,82,3127,690,1470,661,1355,29,115,240,313,156,301,457,669,243,22,249,277,1649,.469,.488,.252,.767
Rodney McCray,HOU,.585,8.5,82,82,3001,476,890,476,884,0,6,231,313,201,338,539,355,90,75,178,215,1183,.535,.538,.000,.738
Kiki Vandeweghe,POR,.512,8.4,72,69,2502,618,1158,607,1125,11,33,369,412,74,154,228,106,37,22,116,116,1616,.534,.540,.333,.896
Jack Sikma,SEA,.378,8.3,68,68,2402,461,943,459,933,2,10,335,393,164,559,723,285,83,91,160,239,1259,.489,.492,.200,.852
Adrian Dantley,UTA,.500,8.0,55,46,1971,512,964,512,964,0,0,438,545,148,175,323,186,57,8,171,133,1462,.531,.531,,.804
Derek Smith,LAC,.378,8.0,80,80,2762,682,1271,679,1252,3,19,400,504,174,253,427,216,77,52,230,317,1767,.537,.542,.158,.794
Larry Nance,PHO,.439,7.9,61,55,2202,515,877,514,875,1,2,180,254,195,341,536,159,88,104,136,185,1211,.587,.587,.500,.709
Buck Williams,NJN,.512,7.7,82,82,3182,577,1089,576,1085,1,4,336,538,323,682,1005,167,63,110,238,293,1491,.530,.531,.250,.625
Julius Erving,PHI,.707,7.6,78,78,2535,610,1236,607,1222,3,14,338,442,172,242,414,233,135,109,208,199,1561,.494,.497,.214,.765
Dominique Wilkins,ATL,.415,7.6,81,81,3023,853,1891,828,1810,25,81,486,603,226,331,557,200,135,54,225,170,2217,.451,.457,.309,.806
Charles Barkley,PHI,.707,7.5,82,60,2347,427,783,426,777,1,6,293,400,266,437,703,155,95,80,209,301,1148,.545,.548,.167,.733
Clyde Drexler,POR,.512,7.5,80,43,2555,573,1161,565,1124,8,37,223,294,217,259,476,441,177,68,223,265,1377,.494,.503,.216,.759
James Worthy,LAL,.756,7.5,80,76,2696,610,1066,610,1059,0,7,190,245,169,342,511,201,87,67,198,196,1410,.572,.576,.000,.776
Brad Davis,DAL,.537,7.4,82,82,2539,310,614,263,499,47,115,158,178,39,154,193,581,91,10,123,219,825,.505,.527,.409,.888
Rolando Blackman,DAL,.537,7.3,81,80,2834,625,1230,619,1210,6,20,342,413,107,193,300,289,61,16,162,96,1598,.508,.512,.300,.828
Mark Aguirre,DAL,.537,7.2,80,79,2699,794,1569,767,1484,27,85,440,580,188,289,477,249,60,24,253,250,2055,.506,.517,.318,.759
Johnny Moore,SAS,.500,7.2,82,82,2689,416,910,391,821,25,89,189,248,94,284,378,816,229,18,236,247,1046,.457,.476,.281,.762
Bernard King,NYK,.293,7.1,55,55,2063,691,1303,690,1293,1,10,426,552,114,203,317,204,71,15,204,191,1809,.530,.534,.100,.772
Byron Scott,LAL,.756,6.9,81,65,2305,541,1003,515,943,26,60,187,228,57,153,210,244,100,17,138,197,1295,.539,.546,.433,.820
Alvan Adams,PHO,.439,6.8,82,69,2136,476,915,476,915,0,0,250,283,153,347,500,308,115,48,197,254,1202,.520,.520,,.883
Rickey Green,UTA,.500,6.7,77,77,2431,381,798,375,778,6,20,232,267,37,152,189,597,132,3,177,131,1000,.477,.482,.300,.869
Danny Ainge,BOS,.768,6.6,75,73,2564,419,792,404,736,15,56,118,136,76,192,268,399,122,6,149,228,971,.529,.549,.268,.868
Jim Paxson,POR,.512,6.5,68,57,2253,508,988,502,949,6,39,196,248,69,153,222,264,101,5,108,115,1218,.514,.529,.154,.790
Jay Vincent,DAL,.537,6.5,79,47,2543,545,1138,545,1134,0,4,351,420,185,519,704,169,48,22,170,226,1441,.479,.481,.000,.836
Dennis Johnson,BOS,.768,6.4,80,77,2976,493,1066,486,1040,7,26,261,306,91,226,317,543,96,39,212,224,1254,.462,.467,.269,.853
Doc Rivers,ATL,.415,6.3,69,58,2126,334,701,319,665,15,36,291,378,66,148,214,410,163,53,176,250,974,.476,.480,.417,.770
