Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Neil Johnston,PHW,.514,13.7,69,,2531,520,1163,520,1163,,,535,648,,,855,203,,,,231,1575,.447,.447,,.826
Dolph Schayes,SYR,.528,12.5,72,,2851,496,1308,496,1308,,,625,691,,,1008,229,,,,219,1617,.379,.379,,.904
Paul Arizin,PHW,.514,12.3,71,,2767,613,1451,613,1451,,,591,713,,,561,150,,,,274,1817,.422,.422,,.829
Bob Pettit,STL,.472,11.6,71,,2491,613,1477,613,1477,,,529,684,,,1037,133,,,,181,1755,.415,.415,,.773
Bill Sharman,BOS,.611,10.4,67,,2403,516,1241,516,1241,,,381,421,,,286,236,,,,188,1413,.416,.416,,.905
George Yardley,FTW,.472,10.0,72,,2691,522,1273,522,1273,,,503,639,,,755,147,,,,231,1547,.410,.410,,.787
Bob Cousy,BOS,.611,8.8,64,,2364,478,1264,478,1264,,,363,442,,,309,478,,,,134,1319,.378,.378,,.821
Jack Twyman,ROC,.431,8.8,72,,2338,449,1023,449,1023,,,276,363,,,354,123,,,,251,1174,.439,.439,,.760
Ed Macauley,STL,.472,8.3,72,,2582,414,987,414,987,,,359,479,,,440,202,,,,206,1187,.419,.419,,.749
Clyde Lovellette,MNL,.472,8.2,69,,2492,574,1348,574,1348,,,286,399,,,932,139,,,,251,1434,.426,.426,,.717
Harry Gallatin,NYK,.500,8.1,72,,1943,332,817,332,817,,,415,519,,,725,85,,,,202,1079,.406,.406,,.800
Kenny Sears,NYK,.500,8.0,72,,2516,343,821,343,821,,,383,485,,,614,101,,,,226,1069,.418,.418,,.790
Dick Garmaker,MNL,.472,7.5,72,,2406,406,1015,406,1015,,,365,435,,,336,190,,,,199,1177,.400,.400,,.839
Tom Heinsohn,BOS,.611,7.1,72,,2150,446,1123,446,1123,,,271,343,,,705,117,,,,304,1163,.397,.397,,.790
Chuck Share,STL,.472,6.7,72,,1673,235,535,235,535,,,269,393,,,642,79,,,,269,739,.439,.439,,.684
Bill Russell,BOS,.611,6.2,48,,1695,277,649,277,649,,,152,309,,,943,88,,,,143,706,.427,.427,,.492
