Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
LeBron James,CLE,.744,18.5,76,76,2966,768,1528,639,1141,129,387,593,773,71,483,554,651,125,77,261,119,2258,.503,.560,.333,.767
Kevin Durant,OKC,.610,16.1,82,82,3239,794,1668,666,1317,128,351,756,840,105,518,623,231,112,84,271,171,2472,.476,.506,.365,.900
Dwight Howard,ORL,.720,13.2,82,82,2843,510,834,510,827,0,7,483,816,284,798,1082,144,75,228,274,287,1503,.612,.617,.000,.592
Dwyane Wade,MIA,.573,13.0,77,77,2792,719,1511,646,1268,73,243,534,702,107,266,373,501,142,82,252,181,2045,.476,.509,.300,.761
Dirk Nowitzki,DAL,.671,12.3,81,80,3039,720,1496,669,1375,51,121,536,586,80,540,620,218,70,79,149,208,2027,.481,.487,.421,.915
Gerald Wallace,CHA,.537,11.5,76,76,3119,456,943,404,803,52,140,422,544,150,612,762,161,117,83,178,194,1386,.484,.503,.371,.776
Pau Gasol,LAL,.695,11.0,65,65,2403,452,844,452,839,0,5,286,362,243,491,734,218,37,113,143,152,1190,.536,.539,.000,.790
Tim Duncan,SAS,.610,10.9,78,77,2438,561,1082,559,1071,2,11,271,374,221,567,788,246,45,117,140,152,1395,.518,.522,.182,.725
Al Horford,ATL,.646,10.9,81,81,2845,467,847,466,846,1,1,213,270,236,563,799,189,59,91,122,225,1148,.551,.551,1.000,.789
Nene Hilario,DEN,.646,10.8,82,82,2755,421,717,421,715,0,2,293,416,166,461,627,203,115,82,125,281,1135,.587,.589,.000,.704
Amar'e Stoudemire,PHO,.659,10.7,82,82,2838,704,1264,703,1258,1,6,487,632,230,502,732,82,52,83,213,281,1896,.557,.559,.167,.771
David Lee,NYK,.354,10.3,81,81,3019,686,1258,686,1250,0,8,268,330,228,721,949,295,85,40,189,257,1640,.545,.549,.000,.812
Deron Williams,UTA,.646,10.3,76,76,2802,494,1053,398,794,96,259,335,418,50,253,303,798,96,16,252,208,1419,.469,.501,.371,.801
Carlos Boozer,UTA,.646,9.9,78,78,2673,617,1098,617,1098,0,0,285,384,181,693,874,247,84,36,212,270,1519,.562,.562,,.742
Steve Nash,PHO,.659,9.9,81,81,2660,499,985,375,694,124,291,211,225,34,234,268,892,42,12,295,108,1333,.507,.540,.426,.938
Manu Ginobili,SAS,.610,9.7,75,21,2150,398,903,266,553,132,350,309,355,68,216,284,370,103,24,154,154,1237,.441,.481,.377,.870
Zach Randolph,MEM,.488,9.7,81,81,3051,652,1336,637,1284,15,52,362,465,330,620,950,149,80,34,174,226,1681,.488,.496,.288,.778
Chris Bosh,TOR,.488,9.6,70,70,2526,600,1158,592,1136,8,22,470,590,205,554,759,166,43,68,169,170,1678,.518,.521,.364,.797
Rajon Rondo,BOS,.610,9.6,81,81,2963,459,904,442,824,17,80,175,282,100,260,360,794,189,11,246,198,1110,.508,.536,.213,.621
Chauncey Billups,DEN,.646,9.5,73,73,2490,402,962,245,555,157,407,466,512,25,203,228,409,82,9,177,153,1427,.418,.441,.386,.910
Kobe Bryant,LAL,.695,9.4,73,73,2835,716,1569,617,1268,99,301,439,541,78,313,391,365,113,20,233,187,1970,.456,.487,.329,.811
Josh Smith,ATL,.646,9.3,81,81,2871,504,999,504,992,0,7,261,422,223,482,705,342,130,172,198,240,1269,.505,.508,.000,.618
Brandon Roy,POR,.610,9.1,65,65,2419,491,1038,418,817,73,221,343,440,73,212,285,305,61,16,129,136,1398,.473,.512,.330,.780
Jason Kidd,DAL,.671,8.9,80,80,2881,284,671,108,257,176,414,80,99,48,397,445,724,145,35,195,142,824,.423,.420,.425,.808
LaMarcus Aldridge,POR,.610,8.8,78,78,2922,579,1169,574,1153,5,16,230,304,192,435,627,160,67,48,104,231,1393,.495,.498,.313,.757
Marc Gasol,MEM,.488,8.4,69,69,2469,378,651,378,650,0,1,252,376,208,432,640,165,69,109,135,254,1008,.581,.582,.000,.670
Joe Johnson,ATL,.646,8.4,76,76,2886,635,1386,506,1036,129,350,220,269,74,279,353,369,82,5,145,145,1619,.458,.488,.369,.818
Paul Pierce,BOS,.610,8.3,71,71,2411,409,867,300,604,109,263,369,433,39,271,310,218,84,31,166,196,1296,.472,.497,.414,.852
Anderson Varejao,CLE,.744,8.1,76,7,2166,267,467,266,462,1,5,116,175,189,389,578,87,71,67,67,223,651,.572,.576,.200,.663
Ray Allen,BOS,.610,7.9,80,80,2819,464,973,319,574,145,399,231,253,45,208,253,210,64,25,129,182,1304,.477,.556,.363,.913
Carmelo Anthony,DEN,.646,7.9,69,69,2634,688,1502,629,1315,59,187,508,612,152,302,454,222,88,30,209,225,1943,.458,.478,.316,.830
Brook Lopez,NJN,.146,7.9,82,82,3027,563,1129,563,1127,0,2,416,509,270,439,709,187,55,139,204,251,1542,.499,.500,.000,.817
Andrew Bynum,LAL,.695,7.8,65,65,1977,392,688,392,687,0,1,193,261,177,364,541,68,35,94,115,193,977,.570,.571,.000,.739
Troy Murphy,IND,.390,7.8,72,69,2344,384,813,256,480,128,333,154,193,129,608,737,150,72,34,100,175,1050,.472,.533,.384,.798
Carl Landry,TOT,,7.7,80,29,2469,499,931,498,928,1,3,344,427,188,280,468,66,55,63,136,234,1343,.536,.537,.333,.806
Lamar Odom,LAL,.695,7.7,82,38,2585,342,739,284,557,58,182,140,202,184,618,802,267,75,59,150,227,882,.463,.510,.319,.693
Andrew Bogut,MIL,.561,7.5,69,69,2229,473,910,473,908,0,2,149,237,208,493,701,127,39,175,131,222,1095,.520,.521,.000,.629
