Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Kareem Abdul-Jabbar,LAL,.732,14.8,82,,3143,835,1383,835,1382,0,1,364,476,190,696,886,371,81,280,297,216,2034,.604,.604,.000,.765
Julius Erving,PHI,.720,12.5,78,,2812,838,1614,834,1594,4,20,420,534,215,361,576,355,170,140,284,208,2100,.519,.523,.200,.787
Cedric Maxwell,BOS,.744,12.2,80,80,2744,457,750,457,750,0,0,436,554,284,420,704,199,76,61,230,266,1350,.609,.609,,.787
Moses Malone,HOU,.500,11.9,82,,3140,778,1549,778,1543,0,6,563,783,573,617,1190,147,80,107,300,210,2119,.502,.504,.000,.719
Gus Williams,SEA,.683,11.6,82,,2969,739,1533,732,1497,7,36,331,420,127,148,275,397,200,37,181,160,1816,.482,.489,.194,.788
Dan Issel,DEN,.366,11.5,82,,2938,715,1416,711,1404,4,12,517,667,236,483,719,198,88,54,163,190,1951,.505,.506,.333,.775
Marques Johnson,MIL,.598,11.5,77,,2686,689,1267,687,1258,2,9,291,368,217,349,566,273,100,70,185,173,1671,.544,.546,.222,.791
Larry Bird,BOS,.744,11.2,82,82,2955,693,1463,635,1320,58,143,301,360,216,636,852,370,143,53,263,279,1745,.474,.481,.406,.836
George Gervin,SAS,.500,10.6,78,,2934,1024,1940,992,1838,32,102,505,593,154,249,403,202,110,79,254,208,2585,.528,.540,.314,.852
Adrian Dantley,UTA,.293,10.5,68,,2674,730,1267,730,1265,0,2,443,526,183,333,516,191,96,14,233,211,1903,.576,.577,.000,.842
Magic Johnson,LAL,.732,10.5,77,,2795,503,949,496,918,7,31,374,462,166,430,596,563,187,41,305,218,1387,.530,.540,.226,.810
Paul Westphal,PHO,.671,10.5,82,,2665,692,1317,666,1224,26,93,382,443,46,141,187,416,119,35,207,162,1792,.525,.544,.280,.862
