Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Kareem Abdul-Jabbar,MIL,.720,18.4,81,,3548,948,1759,948,1759,,,295,420,287,891,1178,386,112,283,,238,2191,.539,.539,,.702
Julius Erving,NYA,,16.5,84,,3398,914,1785,897,1742,17,43,454,593,263,636,899,434,190,204,341,270,2299,.512,.515,.395,.766
Bob McAdoo,BUF,.512,15.3,74,,3185,901,1647,901,1647,,,459,579,281,836,1117,170,88,246,,252,2261,.547,.547,,.793
Bob Lanier,DET,.634,14.4,81,,3047,748,1483,748,1483,,,326,409,269,805,1074,343,110,247,,273,1822,.504,.504,,.797
Dan Issel,KEN,,13.8,83,,3347,829,1726,826,1709,3,17,457,581,346,501,847,137,69,32,171,199,2118,.480,.483,.176,.787
Rudy Tomjanovich,HOU,.390,12.8,80,,3227,788,1470,788,1470,,,385,454,230,487,717,250,89,66,,230,1961,.536,.536,,.848
Artis Gilmore,KEN,,12.7,84,,3502,621,1260,621,1257,0,3,326,489,478,1060,1538,329,57,287,319,302,1568,.493,.494,.000,.667
Walt Frazier,NYK,.598,10.9,80,,3338,674,1429,674,1429,,,295,352,120,416,536,551,161,15,,212,1643,.472,.472,,.838
Elvin Hayes,CAP,.573,10.6,81,,3602,689,1627,689,1627,,,357,495,354,1109,1463,163,86,240,,252,1735,.423,.423,,.721
Chet Walker,CHI,.659,10.6,82,,2661,572,1178,572,1178,,,439,502,131,275,406,200,68,4,,201,1583,.486,.486,,.875
Willie Wise,UTS,,10.5,82,,3292,714,1458,712,1442,2,16,396,501,170,453,623,302,118,43,202,246,1826,.490,.494,.125,.790
Rick Barry,GSW,.537,10.4,80,,2918,796,1746,796,1746,,,417,464,103,437,540,484,169,40,,265,2009,.456,.456,,.899
George McGinnis,INA,,10.1,80,,3266,789,1686,784,1652,5,34,488,715,422,775,1197,267,159,40,393,325,2071,.468,.475,.147,.683
John Havlicek,BOS,.683,9.7,76,,3091,685,1502,685,1502,,,346,416,138,349,487,447,95,32,,196,1716,.456,.456,,.832
Spencer Haywood,SEA,.439,9.7,75,,3039,694,1520,694,1520,,,373,458,318,689,1007,240,65,106,,198,1761,.457,.457,,.814
