Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Wilt Chamberlain,PHW,.582,18.8,79,,3773,1251,2457,1251,2457,,,531,1054,,,2149,148,,,,130,3033,.509,.509,,.504
Bob Pettit,STL,.646,14.9,76,,3027,769,1720,769,1720,,,582,804,,,1540,262,,,,217,2120,.447,.447,,.724
Elgin Baylor,LAL,.456,14.8,73,,3133,931,2166,931,2166,,,676,863,,,1447,371,,,,279,2538,.430,.430,,.783
Oscar Robertson,CIN,.418,13.2,71,,3032,756,1600,756,1600,,,653,794,,,716,690,,,,219,2165,.473,.473,,.822
Bill Russell,BOS,.722,13.0,78,,3458,532,1250,532,1250,,,258,469,,,1868,268,,,,155,1322,.426,.426,,.550
Bailey Howell,DET,.430,11.7,77,,2952,607,1293,607,1293,,,601,798,,,1111,196,,,,297,1815,.469,.469,,.753
Cliff Hagan,STL,.646,10.8,77,,2701,661,1490,661,1490,,,383,467,,,715,381,,,,286,1705,.444,.444,,.820
Paul Arizin,PHW,.582,9.7,79,,2935,650,1529,650,1529,,,532,639,,,681,188,,,,335,1832,.425,.425,,.833
Jack Twyman,CIN,.418,9.6,79,,2920,796,1632,796,1632,,,405,554,,,672,225,,,,279,1997,.488,.488,,.731
Larry Costello,SYR,.481,8.6,75,,2167,407,844,407,844,,,270,338,,,292,413,,,,286,1084,.482,.482,,.799
Clyde Lovellette,STL,.646,8.5,67,,2111,599,1321,599,1321,,,273,329,,,677,172,,,,248,1471,.453,.453,,.830
Dolph Schayes,SYR,.481,8.5,79,,3007,594,1595,594,1595,,,680,783,,,960,296,,,,296,1868,.372,.372,,.868
Sam Jones,BOS,.722,8.1,78,,2028,480,1069,480,1069,,,211,268,,,421,217,,,,148,1171,.449,.449,,.787
Hal Greer,SYR,.481,7.9,79,,2763,623,1381,623,1381,,,305,394,,,455,302,,,,242,1551,.451,.451,,.774
Gene Shue,DET,.430,7.6,78,,3361,650,1545,650,1545,,,465,543,,,334,530,,,,207,1765,.421,.421,,.856
Bob Cousy,BOS,.722,7.2,76,,2468,513,1382,513,1382,,,352,452,,,331,587,,,,196,1378,.371,.371,,.779
Rudy LaRusso,LAL,.456,6.9,79,,2593,416,992,416,992,,,323,409,,,781,135,,,,280,1155,.419,.419,,.790
Tom Gola,PHW,.582,6.8,74,,2712,420,940,420,940,,,210,281,,,692,292,,,,321,1050,.447,.447,,.747
Tom Heinsohn,BOS,.722,6.6,74,,2256,627,1566,627,1566,,,325,424,,,732,141,,,,260,1579,.400,.400,,.767
Jerry West,LAL,.456,6.6,79,,2797,529,1264,529,1264,,,331,497,,,611,333,,,,213,1389,.419,.419,,.666
Frank Ramsey,BOS,.722,6.5,79,,2019,448,1100,448,1100,,,295,354,,,431,146,,,,284,1191,.407,.407,,.833
Dick Barnett,SYR,.481,5.8,78,,2070,540,1194,540,1194,,,240,337,,,283,218,,,,169,1320,.452,.452,,.712
Willie Naulls,NYK,.266,5.7,79,,2976,737,1723,737,1723,,,372,456,,,1055,191,,,,268,1846,.428,.428,,.816
Richie Guerin,NYK,.266,5.4,79,,3023,612,1545,612,1545,,,496,626,,,628,503,,,,310,1720,.396,.396,,.792
Bill Sharman,BOS,.722,5.4,61,,1538,383,908,383,908,,,210,228,,,223,146,,,,127,976,.422,.422,,.921
Dave Gambee,SYR,.481,5.3,79,,2090,397,947,397,947,,,291,352,,,581,101,,,,276,1085,.419,.419,,.827
Lenny Wilkens,STL,.646,4.9,75,,1898,333,783,333,783,,,214,300,,,335,212,,,,215,880,.425,.425,,.713
Guy Rodgers,PHW,.582,4.8,78,,2905,397,1029,397,1029,,,206,300,,,509,677,,,,262,1000,.386,.386,,.687
Dick Garmaker,NYK,.266,4.7,71,,2238,415,943,415,943,,,275,358,,,277,220,,,,240,1105,.440,.440,,.768
Frank Selvy,LAL,.456,4.1,77,,2153,311,767,311,767,,,210,279,,,299,246,,,,219,832,.405,.405,,.753
Kenny Sears,NYK,.266,4.0,52,,1396,241,568,241,568,,,268,325,,,293,102,,,,165,750,.424,.424,,.825
Bob Ferry,DET,.430,3.9,79,,1657,350,776,350,776,,,189,255,,,500,129,,,,205,889,.451,.451,,.741
Red Kerr,SYR,.481,3.9,79,,2676,419,1056,419,1056,,,218,299,,,951,199,,,,230,1056,.397,.397,,.729
Walter Dukes,DET,.430,3.7,73,,2044,286,706,286,706,,,281,400,,,1028,139,,,,313,853,.405,.405,,.703
Wayne Embry,CIN,.418,3.4,79,,2233,458,1015,458,1015,,,221,331,,,864,127,,,,286,1137,.451,.451,,.668
Barney Cable,SYR,.481,3.3,75,,1642,266,574,266,574,,,73,108,,,469,85,,,,246,605,.463,.463,,.676
Tom Hawkins,LAL,.456,3.2,78,,1846,310,719,310,719,,,140,235,,,479,88,,,,209,760,.431,.431,,.596
Larry Foust,STL,.646,3.1,68,,1208,194,489,194,489,,,164,208,,,389,77,,,,185,552,.397,.397,,.788
K.C. Jones,BOS,.722,3.0,78,,1605,203,601,203,601,,,186,280,,,279,253,,,,190,592,.338,.338,,.664
Tom Sanders,BOS,.722,3.0,68,,1084,148,352,148,352,,,67,100,,,385,44,,,,131,363,.420,.420,,.670
Gene Conley,BOS,.722,2.8,75,,1242,183,495,183,495,,,106,153,,,550,40,,,,275,472,.370,.370,,.693
Si Green,STL,.646,2.6,76,,1968,263,718,263,718,,,174,247,,,380,258,,,,234,700,.366,.366,,.704
George Lee,DET,.430,2.6,74,,1735,310,776,310,776,,,276,394,,,490,89,,,,158,896,.399,.399,,.701
Shellie McMillon,DET,.430,2.2,78,,1636,322,752,322,752,,,140,201,,,487,98,,,,238,784,.428,.428,,.697
Al Attles,PHW,.582,1.9,77,,1544,222,543,222,543,,,97,162,,,214,174,,,,235,541,.409,.409,,.599
Hot Rod Hundley,LAL,.456,1.9,79,,2179,323,921,323,921,,,223,296,,,289,350,,,,144,869,.351,.351,,.753
Johnny McCarthy,STL,.646,1.9,79,,2519,266,746,266,746,,,122,226,,,325,430,,,,272,654,.357,.357,,.540
Ray Felix,LAL,.456,1.8,78,,1510,189,508,189,508,,,135,193,,,539,37,,,,302,513,.372,.372,,.699
Johnny Green,NYK,.266,1.7,78,,1784,326,758,326,758,,,145,278,,,838,97,,,,194,797,.430,.430,,.522
Fred LaCour,STL,.646,1.7,55,,722,123,295,123,295,,,63,84,,,178,84,,,,73,309,.417,.417,,.750
Bob Boozer,CIN,.418,1.4,79,,1573,250,603,250,603,,,166,247,,,488,109,,,,193,666,.415,.415,,.672
Al Ferrari,STL,.646,1.4,63,,1031,117,328,117,328,,,95,116,,,115,143,,,,157,329,.357,.357,,.819
Larry Staverman,CIN,.418,1.4,66,,944,111,249,111,249,,,79,93,,,287,86,,,,164,301,.446,.446,,.849
Jim Krebs,LAL,.456,1.3,75,,1655,271,692,271,692,,,75,93,,,456,68,,,,223,617,.392,.392,,.806
