Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Michael Jordan,CHI,.841,18.3,82,82,3106,920,1892,809,1595,111,297,480,576,113,369,482,352,140,44,166,156,2431,.486,.507,.374,.833
Karl Malone,UTA,.780,16.7,82,82,2998,864,1571,864,1558,0,13,521,690,193,616,809,368,113,48,233,217,2249,.550,.555,.000,.755
Grant Hill,DET,.659,14.6,80,80,3147,625,1259,615,1226,10,33,450,633,123,598,721,583,144,48,259,186,1710,.496,.502,.303,.711
John Stockton,UTA,.780,13.6,82,82,2896,416,759,340,579,76,180,275,325,45,183,228,860,166,15,248,194,1183,.548,.587,.422,.846
Scottie Pippen,CHI,.841,13.1,82,82,3095,648,1366,492,942,156,424,204,291,160,371,531,467,154,45,214,213,1656,.474,.522,.368,.701
Tim Hardaway,MIA,.744,12.9,81,81,3136,575,1384,372,794,203,590,291,364,49,228,277,695,151,9,230,165,1644,.415,.469,.344,.799
Gary Payton,SEA,.695,12.9,82,82,3213,706,1482,587,1102,119,380,254,355,106,272,378,583,197,13,215,208,1785,.476,.533,.313,.715
Mookie Blaylock,ATL,.683,12.5,78,78,3056,501,1159,280,555,221,604,131,174,114,299,413,463,212,20,185,141,1354,.432,.505,.366,.753
Kenny Anderson,POR,.598,12.4,82,81,3081,485,1137,353,771,132,366,334,435,91,272,363,584,162,15,193,222,1436,.427,.458,.361,.768
Reggie Miller,IND,.476,12.3,81,81,2966,552,1244,323,708,229,536,418,475,53,233,286,273,75,25,166,172,1751,.444,.456,.427,.880
Kevin Johnson,PHO,.488,11.7,70,70,2658,441,890,352,688,89,202,439,515,54,199,253,653,102,12,217,141,1410,.496,.512,.441,.852
Christian Laettner,ATL,.683,11.6,82,82,3140,548,1128,517,1040,31,88,359,440,212,508,720,223,102,64,218,277,1486,.486,.497,.352,.816
Anthony Mason,CHH,.659,11.4,73,73,3143,433,825,432,822,1,3,319,428,186,643,829,414,76,33,165,202,1186,.525,.526,.333,.745
Dikembe Mutombo,ATL,.683,11.3,80,80,2973,380,721,380,721,0,0,306,434,268,661,929,110,49,264,186,249,1066,.527,.527,,.705
Hersey Hawkins,SEA,.695,10.9,82,82,2755,369,795,226,440,143,355,258,295,92,228,320,250,159,12,130,146,1139,.464,.514,.403,.875
Terrell Brandon,CLE,.512,10.8,78,78,2868,575,1313,474,1042,101,271,268,297,48,253,301,490,138,30,178,177,1519,.438,.455,.373,.902
Glen Rice,CHH,.659,10.8,79,78,3362,722,1513,515,1073,207,440,464,535,67,251,318,160,72,26,177,190,2115,.477,.480,.470,.867
Mitch Richmond,SAC,.415,10.8,81,81,3125,717,1578,513,1101,204,477,457,531,59,260,319,338,118,24,237,211,2095,.454,.466,.428,.861
Jeff Hornacek,UTA,.780,10.2,82,82,2592,413,856,341,661,72,195,293,326,60,181,241,361,124,26,134,188,1191,.482,.516,.369,.899
Shawn Kemp,SEA,.695,10.0,81,75,2750,526,1032,514,999,12,33,452,609,275,532,807,156,125,81,280,320,1516,.510,.515,.364,.742
Tyrone Hill,CLE,.512,9.9,74,70,2582,357,595,357,594,0,1,241,381,259,477,736,92,63,30,147,268,955,.600,.601,.000,.633
Patrick Ewing,NYK,.695,9.8,78,78,2887,655,1342,653,1333,2,9,439,582,175,659,834,156,69,189,269,250,1751,.488,.490,.222,.754
Eddie Jones,LAL,.683,9.6,80,80,2998,473,1081,321,692,152,389,276,337,90,236,326,270,189,49,169,226,1374,.438,.464,.391,.819
Charles Barkley,HOU,.695,9.4,53,53,2009,335,692,277,487,58,205,288,415,212,504,716,248,69,25,151,153,1016,.484,.569,.283,.694
Chris Webber,WSB,.537,9.3,72,72,2806,604,1167,544,1016,60,151,177,313,238,505,743,331,122,137,230,258,1445,.518,.535,.397,.565
Hakeem Olajuwon,HOU,.695,9.1,78,78,2852,727,1426,722,1410,5,16,351,446,173,543,716,236,117,173,281,249,1810,.510,.512,.313,.787
Steve Smith,ATL,.683,9.1,72,72,2818,491,1145,361,757,130,388,333,393,90,148,238,305,62,23,176,173,1445,.429,.477,.335,.847
Mario Elie,HOU,.695,8.9,78,77,2687,291,585,171,299,120,286,207,231,60,175,235,310,92,12,135,200,909,.497,.572,.420,.896
Chris Mills,CLE,.512,8.9,80,79,3167,405,894,319,674,86,220,176,209,118,379,497,198,86,41,120,222,1072,.453,.473,.391,.842
Charles Oakley,NYK,.695,8.9,80,80,2873,339,694,334,675,5,19,181,224,246,535,781,221,111,21,171,305,864,.488,.495,.263,.808
Joe Dumars,DET,.659,8.8,79,79,2923,385,875,219,491,166,384,222,256,38,153,191,318,57,1,128,97,1158,.440,.446,.432,.867
Kendall Gill,NJN,.317,8.8,82,81,3199,644,1453,570,1233,74,220,427,536,183,316,499,326,154,46,218,225,1789,.443,.462,.336,.797
