Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Kurt Thomas,NYK,.585,8.2,77,29,2125,314,614,313,611,1,3,171,210,172,343,515,63,61,69,99,287,800,.511,.512,.333,.814
Dikembe Mutombo,TOT,,8.1,75,75,2591,269,556,269,556,0,0,211,291,307,708,1015,76,29,203,144,204,749,.484,.484,,.725
P.J. Brown,CHH,.561,8.0,80,79,2811,249,561,249,557,0,4,178,209,257,485,742,127,78,92,108,260,676,.444,.447,.000,.852
Rashard Lewis,SEA,.537,8.0,78,78,2720,426,887,303,602,123,285,176,213,143,398,541,125,91,45,129,191,1151,.480,.503,.432,.826
Andre Miller,CLE,.366,8.0,82,82,2848,452,999,435,935,17,64,375,450,94,266,360,657,119,28,265,229,1296,.452,.465,.266,.833
Eddie Jones,MIA,.610,7.9,63,58,2282,388,871,298,633,90,238,228,270,75,217,292,171,110,58,135,183,1094,.445,.471,.378,.844
Bo Outlaw,ORL,.524,7.9,80,69,2534,226,368,225,366,1,2,129,225,211,408,619,225,105,137,141,241,582,.614,.615,.500,.573
Stephon Marbury,NJN,.317,7.8,67,67,2557,563,1277,453,942,110,335,362,458,53,152,205,506,79,5,197,150,1598,.441,.481,.328,.790
Antonio McDyess,DEN,.488,7.8,70,70,2555,577,1165,577,1165,0,0,304,434,240,605,845,146,43,102,162,220,1458,.495,.495,,.700
David Wesley,CHH,.561,7.6,82,82,3106,523,1239,426,981,97,258,271,339,64,160,224,361,128,16,171,220,1414,.422,.434,.376,.799
Allan Houston,NYK,.585,7.5,78,78,2858,542,1208,446,956,96,252,279,307,20,263,283,173,52,10,161,190,1459,.449,.467,.381,.909
Vlade Divac,SAC,.671,7.4,81,81,2420,364,755,360,741,4,14,242,350,207,466,673,231,87,93,192,242,974,.482,.486,.286,.691
Wally Szczerbiak,MIN,.573,7.4,82,82,2856,469,920,443,843,26,77,181,208,133,314,447,260,59,33,138,226,1145,.510,.526,.338,.870
Jamal Mashburn,CHH,.561,7.3,76,76,2989,573,1388,470,1099,103,289,279,364,92,484,576,411,85,13,211,185,1528,.413,.428,.356,.766
Jalen Rose,IND,.500,7.3,72,72,2943,567,1242,508,1068,59,174,285,344,37,322,359,435,65,43,211,230,1478,.457,.476,.339,.828
Travis Best,IND,.500,7.2,77,21,2457,347,788,310,691,37,97,187,226,38,184,222,473,110,11,127,246,918,.440,.449,.381,.827
Antonio Davis,TOR,.573,7.2,78,77,2729,375,866,375,865,0,1,319,423,274,513,787,106,22,151,135,230,1069,.433,.434,.000,.754
Ben Wallace,DET,.390,7.0,80,80,2760,215,439,214,435,1,4,80,238,303,749,1052,123,107,186,117,192,511,.490,.492,.250,.336
Jeff McInnis,LAC,.378,6.9,81,81,2831,432,933,380,789,52,144,130,161,41,179,220,447,75,7,113,199,1046,.463,.482,.361,.807
Raef LaFrentz,DEN,.488,6.8,78,74,2457,387,812,336,673,51,139,183,262,173,434,607,107,37,206,97,290,1008,.477,.499,.367,.698
Bryon Russell,UTA,.646,6.8,78,46,2473,308,700,213,470,95,230,222,285,94,236,330,160,96,20,113,229,933,.440,.453,.413,.779
Antawn Jamison,GSW,.207,6.7,82,82,3394,800,1812,738,1607,62,205,382,534,280,435,715,164,114,28,199,225,2044,.442,.459,.302,.715
Glenn Robinson,MIL,.634,6.7,76,74,2813,684,1460,629,1276,55,184,251,306,124,402,526,252,86,62,219,191,1674,.468,.493,.299,.820
Damon Stoudamire,POR,.610,6.7,82,82,2655,406,935,324,716,82,219,172,207,69,234,303,468,106,8,191,202,1066,.434,.453,.374,.831
Antonio Daniels,SAS,.707,6.6,79,23,2060,275,588,201,405,74,183,121,156,26,137,163,304,61,14,109,120,745,.468,.496,.404,.776
Dale Davis,POR,.610,6.6,81,43,2162,242,487,242,483,0,4,96,152,233,373,606,103,44,76,67,199,580,.497,.501,.000,.632
Antoine Walker,BOS,.439,6.6,81,81,3396,711,1720,490,1117,221,603,249,348,151,568,719,445,138,49,301,251,1892,.413,.439,.367,.716
Horace Grant,LAL,.683,6.5,77,77,2390,263,569,263,566,0,3,131,169,220,325,545,121,51,61,48,181,657,.462,.465,.000,.775
George Lynch,PHI,.683,6.5,82,80,2649,274,616,259,559,15,57,123,171,200,390,590,139,99,30,109,222,686,.445,.463,.263,.719
Lamar Odom,LAC,.378,6.5,76,74,2836,481,1046,401,793,80,253,262,386,110,482,592,392,74,122,264,236,1304,.460,.506,.316,.679
Jason Terry,ATL,.305,6.5,82,77,3089,596,1367,472,1053,124,314,303,358,42,227,269,403,104,12,239,204,1619,.436,.448,.395,.846
Elden Campbell,CHH,.561,6.4,78,78,2337,367,834,367,828,0,6,288,406,157,451,608,104,60,140,144,280,1022,.440,.443,.000,.709
Tim Hardaway,MIA,.610,6.4,77,77,2613,408,1042,219,525,189,517,145,181,26,178,204,483,90,6,189,155,1150,.392,.417,.366,.801
Jermaine O'Neal,IND,.500,6.4,81,80,2641,404,868,404,863,0,5,233,388,249,545,794,98,49,228,161,280,1041,.465,.468,.000,.601
Nick Van Exel,DEN,.488,6.4,71,70,2688,460,1112,325,754,135,358,204,249,44,197,241,600,61,18,165,109,1259,.414,.431,.377,.819
Shawn Bradley,DAL,.646,6.3,82,35,2001,219,447,218,441,1,6,140,178,160,448,608,38,36,228,88,256,579,.490,.494,.167,.787
Elton Brand,CHI,.183,6.1,74,74,2906,578,1215,578,1213,0,2,334,472,285,461,746,240,71,118,219,243,1490,.476,.477,.000,.708
Fred Hoiberg,CHI,.183,5.9,74,37,2247,217,495,114,245,103,250,136,157,21,287,308,263,98,12,74,155,673,.438,.465,.412,.866
Mark Jackson,TOT,,5.9,83,82,2588,244,583,174,376,70,207,73,93,63,242,305,661,84,7,175,139,631,.419,.463,.338,.785
Aaron McKie,PHI,.683,5.9,76,33,2394,338,714,285,544,53,170,149,194,33,278,311,377,106,8,203,178,878,.473,.524,.312,.768
Bonzi Wells,POR,.610,5.9,75,46,1995,387,726,370,676,17,50,159,240,120,247,367,208,94,20,169,203,950,.533,.547,.340,.663
Brent Barry,SEA,.537,5.8,67,20,1778,198,401,89,172,109,229,84,103,33,178,211,225,80,14,86,126,589,.494,.517,.476,.816
Glen Rice,NYK,.585,5.7,75,25,2212,331,752,249,541,82,211,155,182,61,246,307,89,41,13,96,179,899,.440,.460,.389,.852
Tyrone Hill,PHI,.683,5.5,76,75,2363,278,587,278,586,0,1,172,273,239,448,687,48,37,27,127,242,728,.474,.474,.000,.630
Ruben Patterson,SEA,.537,5.5,76,22,2059,370,749,368,713,2,36,246,361,183,199,382,161,103,45,155,176,988,.494,.516,.056,.681
Eric Piatkowski,LAC,.378,5.5,81,40,2144,291,672,171,375,120,297,158,181,54,187,241,96,46,19,76,123,860,.433,.456,.404,.873
Tim Thomas,MIL,.634,5.5,76,16,2086,326,758,219,498,107,260,195,253,79,234,313,138,78,45,114,194,954,.430,.440,.412,.771
Scot Pollard,SAC,.671,5.4,77,8,1658,185,395,185,393,0,2,128,171,173,292,465,47,48,97,66,206,498,.468,.471,.000,.749
Terry Porter,SAS,.707,5.4,80,42,1678,197,440,110,235,87,205,92,116,24,177,201,251,52,11,104,88,573,.448,.468,.424,.793
Clifford Robinson,PHO,.622,5.4,82,82,2751,501,1186,411,937,90,249,253,357,105,229,334,237,87,82,186,258,1345,.422,.439,.361,.709
Alvin Williams,TOR,.573,5.4,82,34,2394,330,767,297,659,33,108,109,145,50,162,212,407,123,26,103,171,802,.430,.451,.306,.752
Mike Bibby,VAN,.280,5.3,82,82,3190,525,1157,417,872,108,285,143,188,47,257,304,685,107,12,248,148,1301,.454,.478,.379,.761
Mike Miller,ORL,.524,5.3,82,62,2390,368,845,220,481,148,364,91,128,66,261,327,140,51,19,97,200,975,.436,.457,.407,.711
LaPhonso Ellis,MIN,.573,5.2,82,5,1948,298,642,291,620,7,22,169,214,199,295,494,93,67,74,108,290,772,.464,.469,.318,.790
Theo Ratliff,PHI,.683,5.2,50,50,1800,228,457,228,457,0,0,165,217,125,288,413,58,30,187,126,165,621,.499,.499,,.760
Aaron Williams,NJN,.317,5.2,82,25,2336,297,650,297,648,0,2,244,310,211,379,590,88,59,113,132,319,838,.457,.458,.000,.787
Rick Fox,LAL,.683,5.1,82,77,2291,287,646,169,346,118,300,95,122,80,245,325,262,70,29,136,225,787,.444,.488,.393,.779
Ervin Johnson,MIL,.634,5.1,82,19,1981,108,198,108,198,0,0,50,93,205,408,613,40,44,97,47,257,266,.545,.545,,.538
Scottie Pippen,POR,.610,5.1,64,60,2133,269,596,205,410,64,186,119,161,70,263,333,294,94,35,154,158,721,.451,.500,.344,.739
Latrell Sprewell,NYK,.585,5.1,77,77,3017,524,1219,483,1084,41,135,275,351,49,298,347,269,106,28,218,159,1364,.430,.446,.304,.783
Hakeem Olajuwon,HOU,.549,5.0,58,55,1545,283,568,283,567,0,1,123,198,124,307,431,72,70,88,81,141,689,.498,.499,.000,.621
Bryant Stith,BOS,.439,4.8,78,74,2504,245,611,154,369,91,242,175,207,65,219,284,168,93,14,90,182,756,.401,.417,.376,.845
