Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Michael Jordan,CHI,.573,19.8,81,81,3255,966,1795,939,1697,27,98,674,793,149,503,652,650,234,65,290,247,2633,.538,.553,.276,.850
Charles Barkley,PHI,.561,16.1,79,79,3088,700,1208,665,1046,35,162,602,799,403,583,986,325,126,67,254,262,2037,.579,.636,.216,.753
Magic Johnson,LAL,.695,16.1,77,77,2886,579,1137,520,949,59,188,513,563,111,496,607,988,138,22,312,172,1730,.509,.548,.314,.911
John Stockton,UTA,.622,15.6,82,82,3171,497,923,481,857,16,66,390,452,83,165,248,1118,263,14,308,241,1400,.538,.561,.242,.863
Karl Malone,UTA,.622,15.2,80,80,3126,809,1559,804,1543,5,16,703,918,259,594,853,219,144,70,285,286,2326,.519,.521,.313,.766
Clyde Drexler,POR,.476,12.6,78,78,3064,829,1672,802,1568,27,104,438,548,289,326,615,450,213,54,250,269,2123,.496,.511,.260,.799
Hakeem Olajuwon,HOU,.549,12.4,82,82,3024,790,1556,790,1546,0,10,454,652,338,767,1105,149,213,282,275,329,2034,.508,.511,.000,.696
Kevin Johnson,PHO,.671,12.2,81,81,3179,570,1128,568,1106,2,22,508,576,46,294,340,991,135,24,322,226,1650,.505,.514,.091,.882
Mark Price,CLE,.695,11.3,75,74,2728,529,1006,436,795,93,211,263,292,48,178,226,631,115,7,212,98,1414,.526,.548,.441,.901
Patrick Ewing,NYK,.634,10.9,80,80,2896,727,1282,727,1276,0,6,361,484,213,527,740,188,117,281,266,311,1815,.567,.570,.000,.746
Dale Ellis,SEA,.573,10.8,82,82,3190,857,1710,695,1371,162,339,377,462,156,186,342,164,108,22,218,197,2253,.501,.507,.478,.816
Moses Malone,ATL,.634,10.7,81,80,2878,538,1096,538,1084,0,12,561,711,386,570,956,112,79,100,245,154,1637,.491,.496,.000,.789
Chris Mullin,GSW,.524,10.6,82,82,3093,830,1630,807,1530,23,100,493,553,152,331,483,415,176,39,296,178,2176,.509,.527,.230,.892
Robert Parish,BOS,.512,10.5,80,80,2840,596,1045,596,1045,0,0,294,409,342,654,996,175,79,116,200,209,1486,.570,.570,,.719
Dominique Wilkins,ATL,.634,10.4,80,80,2997,814,1756,785,1651,29,105,442,524,256,297,553,211,117,52,181,138,2099,.464,.475,.276,.844
Larry Nance,CLE,.695,10.3,73,72,2526,496,920,496,916,0,4,267,334,156,425,581,159,57,206,117,186,1259,.539,.541,.000,.799
Ron Harper,CLE,.695,10.2,82,82,2851,587,1149,558,1033,29,116,323,430,122,287,409,434,185,74,230,224,1526,.511,.540,.250,.751
Kevin McHale,BOS,.512,10.1,78,74,2876,661,1211,661,1207,0,4,436,533,223,414,637,172,26,97,196,223,1758,.546,.548,.000,.818
James Worthy,LAL,.695,9.7,81,81,2960,702,1282,700,1259,2,23,251,321,169,320,489,288,108,56,182,175,1657,.548,.556,.087,.782
Brad Daugherty,CLE,.695,9.6,78,78,2821,544,1012,543,1009,1,3,386,524,167,551,718,285,63,40,230,175,1475,.538,.538,.333,.737
A.C. Green,LAL,.695,9.4,82,82,2510,401,758,397,741,4,17,282,359,258,481,739,103,94,55,119,172,1088,.529,.536,.235,.786
Tom Chambers,PHO,.671,9.2,81,81,3002,774,1643,746,1557,28,86,509,598,143,541,684,231,87,55,231,271,2085,.471,.479,.326,.851
Fat Lever,DEN,.537,9.2,71,71,2745,558,1221,535,1155,23,66,270,344,187,475,662,559,195,20,157,178,1409,.457,.463,.348,.785
Terry Porter,POR,.476,9.2,81,81,3102,540,1146,461,927,79,219,272,324,85,282,367,770,146,8,248,187,1431,.471,.497,.361,.840
Bill Laimbeer,DET,.768,9.0,81,81,2640,449,900,419,814,30,86,178,212,138,638,776,177,51,100,129,259,1106,.499,.515,.349,.840
Otis Thorpe,HOU,.549,8.7,82,82,3135,521,961,521,959,0,2,328,450,272,515,787,202,82,37,225,259,1370,.542,.543,.000,.729
Doc Rivers,ATL,.634,8.5,76,76,2462,371,816,328,692,43,124,247,287,89,197,286,525,181,40,158,263,1032,.455,.474,.347,.861
Michael Adams,DEN,.537,8.3,77,77,2787,468,1082,302,616,166,466,322,393,71,212,283,490,166,11,180,149,1424,.433,.490,.356,.819
Dennis Rodman,DET,.768,8.1,82,8,2208,316,531,310,505,6,26,97,155,327,445,772,99,55,76,126,292,735,.595,.614,.231,.626
Jack Sikma,MIL,.598,8.1,80,80,2587,360,835,278,619,82,216,266,294,141,482,623,289,85,61,145,300,1068,.431,.449,.380,.905
Derek Harper,DAL,.463,8.0,81,81,2968,538,1127,439,849,99,278,229,284,46,182,228,570,172,41,205,219,1404,.477,.517,.356,.806
Terry Cummings,MIL,.598,7.7,80,78,2824,730,1563,723,1548,7,15,362,460,281,369,650,198,106,72,201,265,1829,.467,.467,.467,.787
Sleepy Floyd,HOU,.549,7.7,82,82,2788,396,893,287,601,109,292,261,309,48,258,306,709,124,11,253,196,1162,.443,.478,.373,.845
Jeff Hornacek,PHO,.671,7.7,78,73,2487,440,889,413,808,27,81,147,178,75,191,266,465,129,8,111,188,1054,.495,.511,.333,.826
Hot Rod Williams,CLE,.695,7.7,82,10,2125,356,700,355,696,1,4,235,314,173,304,477,108,77,134,102,188,948,.509,.510,.250,.748
Adrian Dantley,TOT,,7.4,73,67,2422,470,954,470,953,0,1,460,568,117,200,317,171,43,13,163,186,1400,.493,.493,.000,.810
Derrick McKey,SEA,.573,7.4,82,82,2804,487,970,457,881,30,89,301,375,167,297,464,219,105,70,188,264,1305,.502,.519,.337,.803
Mark Jackson,NYK,.634,7.2,72,72,2477,479,1025,398,785,81,240,180,258,106,235,341,619,139,7,226,163,1219,.467,.507,.338,.698
Joe Dumars,DET,.768,7.0,69,67,2408,456,903,442,874,14,29,260,306,57,115,172,390,63,5,178,103,1186,.505,.506,.483,.850
Mike Gminski,PHI,.561,7.0,82,82,2739,556,1166,556,1160,0,6,297,341,213,556,769,138,46,106,129,142,1409,.477,.479,.000,.871
Isiah Thomas,DET,.768,7.0,80,76,2924,569,1227,536,1106,33,121,287,351,49,224,273,663,133,20,298,209,1458,.464,.485,.273,.818
Reggie Lewis,BOS,.512,6.9,81,57,2657,604,1242,601,1220,3,22,284,361,116,261,377,218,124,72,142,258,1495,.486,.493,.136,.787
John Williams,WSB,.488,6.9,82,1,2413,438,940,419,869,19,71,225,290,158,415,573,356,142,70,157,213,1120,.466,.482,.268,.776
Alex English,DEN,.537,6.8,82,82,2990,924,1881,922,1873,2,8,325,379,148,178,326,383,66,12,198,174,2175,.491,.492,.250,.858
Jerome Kersey,POR,.476,6.8,76,76,2716,533,1137,527,1116,6,21,258,372,246,383,629,243,137,84,167,277,1330,.469,.472,.286,.694
Byron Scott,LAL,.695,6.8,74,73,2605,588,1198,511,1005,77,193,195,226,72,230,302,231,114,27,157,181,1448,.491,.508,.399,.863
Danny Ainge,TOT,,6.7,73,54,2377,480,1051,364,746,116,305,205,240,71,184,255,402,93,8,145,186,1281,.457,.488,.380,.854
Michael Cage,SEA,.573,6.7,80,71,2536,314,630,314,626,0,4,197,265,276,489,765,126,92,52,124,184,825,.498,.502,.000,.743
Johnny Newman,NYK,.634,6.7,81,80,2336,455,957,358,670,97,287,286,351,93,113,206,162,111,23,153,259,1293,.475,.534,.338,.815
Ricky Pierce,MIL,.598,6.7,75,4,2078,527,1018,519,982,8,36,255,297,82,115,197,156,77,19,112,193,1317,.518,.529,.222,.859
Mark Eaton,UTA,.622,6.6,82,82,2914,188,407,188,407,0,0,132,200,227,616,843,83,40,315,142,290,508,.462,.462,,.660
Thurl Bailey,UTA,.622,6.5,82,3,2777,615,1272,613,1267,2,5,363,440,115,332,447,138,48,91,208,185,1595,.483,.484,.400,.825
