Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Kevin Garnett,MIN,.707,18.3,82,82,3231,804,1611,793,1568,11,43,368,465,245,894,1139,409,120,178,212,202,1987,.499,.506,.256,.791
Peja Stojakovic,SAC,.671,13.5,81,81,3264,665,1386,425,832,240,554,394,425,91,417,508,173,108,14,153,159,1964,.480,.511,.433,.927
Tim Duncan,SAS,.695,13.1,69,68,2527,592,1181,590,1169,2,12,352,588,227,632,859,213,62,185,183,164,1538,.501,.505,.167,.599
Sam Cassell,MIN,.707,12.1,81,81,2838,620,1270,546,1084,74,186,289,331,44,227,271,592,102,18,220,247,1603,.488,.504,.398,.873
Andrei Kirilenko,UTA,.512,11.6,78,78,2895,412,931,344,730,68,201,392,496,226,403,629,244,150,215,215,174,1284,.443,.471,.338,.790
Dirk Nowitzki,DAL,.634,11.5,77,77,2915,605,1310,506,1020,99,290,371,423,90,580,670,207,92,104,135,216,1680,.462,.496,.341,.877
Yao Ming,HOU,.549,11.4,82,82,2692,535,1025,535,1023,0,2,361,446,197,538,735,122,22,156,204,273,1431,.522,.523,.000,.809
Chauncey Billups,DET,.659,11.3,78,78,2758,392,996,262,661,130,335,404,460,35,241,276,446,84,8,189,177,1318,.394,.396,.388,.878
Richard Jefferson,NJN,.573,11.0,82,82,3133,555,1115,507,983,48,132,357,468,109,355,464,315,92,28,198,224,1515,.498,.516,.364,.763
Kobe Bryant,LAL,.683,10.7,65,64,2447,516,1178,445,961,71,217,454,533,103,256,359,330,112,28,171,176,1557,.438,.463,.327,.852
Donyell Marshall,TOT,,10.4,82,74,2988,470,1020,339,695,131,325,134,182,210,598,808,122,93,124,117,247,1205,.461,.488,.403,.736
Ben Wallace,DET,.659,10.2,81,81,3050,315,748,314,740,1,8,142,290,324,682,1006,138,143,246,123,162,773,.421,.424,.125,.490
Brad Miller,SAC,.671,10.0,72,53,2621,373,731,361,693,12,38,256,329,191,552,743,312,68,86,144,247,1014,.510,.521,.316,.778
James Posey,MEM,.610,10.0,82,82,2451,368,770,256,480,112,290,278,335,92,311,403,122,137,40,112,248,1126,.478,.533,.386,.830
Shaquille O'Neal,LAL,.683,9.9,67,67,2464,554,948,554,948,0,0,331,676,246,523,769,196,34,166,195,225,1439,.584,.584,,.490
