Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Shane Battier,MEM,.598,9.1,81,81,2839,303,621,238,456,65,165,147,208,164,265,429,136,92,114,90,223,818,.488,.522,.394,.707
Brad Miller,SAC,.537,9.1,79,79,2923,434,877,400,789,34,88,280,338,122,493,615,374,61,62,180,234,1182,.495,.507,.386,.828
Boris Diaw,PHO,.659,8.9,81,70,2874,449,853,441,823,8,30,174,238,159,399,558,503,58,85,189,260,1080,.526,.536,.267,.731
Rasheed Wallace,DET,.780,8.9,80,80,2780,459,1067,304,633,155,434,136,183,90,457,547,182,82,130,85,232,1209,.430,.480,.357,.743
Manu Ginobili,SAS,.768,8.8,65,56,1813,309,669,226,452,83,217,280,360,42,188,230,235,101,26,121,156,981,.462,.500,.382,.778
Zydrunas Ilgauskas,CLE,.610,8.7,78,78,2283,450,889,450,884,0,5,317,380,245,346,591,91,38,136,155,280,1217,.506,.509,.000,.834
Dwight Howard,ORL,.439,8.6,82,81,3021,468,881,468,879,0,2,356,598,288,734,1022,125,65,115,217,277,1292,.531,.532,.000,.595
Yao Ming,HOU,.415,8.6,57,57,1949,467,900,467,899,0,1,337,395,148,433,581,85,30,94,147,195,1271,.519,.519,.000,.853
Mike Bibby,SAC,.537,8.4,82,82,3167,597,1382,405,885,192,497,342,403,29,211,240,444,82,10,199,169,1728,.432,.458,.386,.849
Rashard Lewis,SEA,.427,8.3,78,77,2876,538,1151,396,781,142,370,350,428,111,279,390,182,102,50,141,191,1568,.467,.507,.384,.818
Antawn Jamison,WAS,.512,8.2,82,80,3288,660,1494,513,1121,147,373,217,297,167,598,765,158,90,12,137,189,1684,.442,.458,.394,.731
Peja Stojakovic,TOT,,8.0,71,71,2601,445,1018,283,614,162,404,238,260,79,336,415,136,45,10,103,171,1290,.437,.461,.401,.915
Wally Szczerbiak,TOT,,8.0,72,71,2729,493,1012,391,757,102,255,278,310,77,236,313,213,40,19,136,150,1366,.487,.517,.400,.897
Andrei Kirilenko,UTA,.500,7.9,69,63,2604,336,730,300,613,36,117,346,495,161,391,552,299,102,220,203,162,1054,.460,.489,.308,.699
Sam Cassell,LAC,.573,7.6,78,75,2653,493,1112,423,922,70,190,289,335,40,247,287,491,74,11,175,225,1345,.443,.459,.368,.863
Richard Hamilton,DET,.780,7.6,80,80,2825,649,1322,594,1202,55,120,256,303,84,172,256,275,52,16,173,207,1609,.491,.494,.458,.845
Kirk Hinrich,CHI,.500,7.6,81,81,2955,451,1078,325,737,126,341,256,314,29,259,288,514,94,21,188,251,1284,.418,.441,.370,.815
Mike James,TOR,.329,7.6,79,79,2925,576,1228,407,846,169,382,283,338,45,217,262,460,72,3,206,214,1604,.469,.481,.442,.837
Hedo Turkoglu,ORL,.439,7.6,78,59,2615,398,877,284,594,114,283,255,296,70,263,333,216,70,21,130,234,1165,.454,.478,.403,.861
Andre Iguodala,PHI,.463,7.5,82,82,3086,344,688,288,530,56,158,263,349,117,364,481,255,135,21,153,198,1007,.500,.543,.354,.754
Mike Miller,MEM,.598,7.4,74,9,2268,354,760,216,421,138,339,168,210,42,355,397,200,52,27,140,173,1014,.466,.513,.407,.800
David West,NOK,.463,7.4,74,74,2526,530,1036,527,1025,3,11,199,236,168,380,548,92,61,64,105,214,1262,.512,.514,.273,.843
Jason Richardson,GSW,.415,7.3,75,75,2877,641,1438,458,961,183,477,276,410,105,333,438,232,97,37,167,206,1741,.446,.477,.384,.673
Eddie Jones,MEM,.598,7.2,75,75,2437,292,722,159,348,133,374,168,215,35,244,279,177,131,27,93,201,885,.404,.457,.356,.781
Udonis Haslem,MIA,.634,7.0,81,80,2491,300,591,300,589,0,2,157,199,167,467,634,95,50,17,80,216,757,.508,.509,.000,.789
Tayshaun Prince,DET,.780,7.0,82,82,2898,455,999,391,816,64,183,182,238,104,242,346,186,62,39,91,96,1156,.455,.479,.350,.765
Raja Bell,PHO,.659,6.8,79,79,2959,425,930,228,484,197,446,115,146,44,209,253,207,76,22,89,248,1162,.457,.471,.442,.788
Josh Howard,DAL,.732,6.7,59,58,1915,350,743,323,680,27,63,196,267,123,248,371,111,68,26,79,167,923,.471,.475,.429,.734
Andres Nocioni,CHI,.500,6.7,82,43,2239,383,831,290,593,93,238,204,242,89,411,500,117,40,52,120,252,1063,.461,.489,.391,.843
Drew Gooden,CLE,.610,6.6,79,79,2174,334,652,333,649,1,3,176,258,237,428,665,56,52,49,106,190,845,.512,.513,.333,.682
Luol Deng,CHI,.500,6.5,78,56,2604,442,954,421,876,21,78,207,276,127,389,516,147,72,50,105,128,1112,.463,.481,.269,.750
Troy Murphy,GSW,.415,6.5,74,74,2516,363,838,305,657,58,181,251,319,195,548,743,101,47,26,108,191,1035,.433,.464,.320,.787
Gerald Wallace,CHA,.317,6.4,55,52,1895,317,589,303,539,14,50,188,306,123,289,412,96,138,115,99,150,836,.538,.562,.280,.614
Caron Butler,WAS,.512,6.3,75,54,2708,494,1086,453,966,41,120,289,332,114,352,466,186,127,18,175,238,1318,.455,.469,.342,.870
Shareef Abdur-Rahim,SAC,.537,6.2,72,30,1961,332,632,327,610,5,22,218,278,106,251,357,149,48,42,108,227,887,.525,.536,.227,.784
Bruce Bowen,SAS,.768,6.2,82,82,2755,232,536,128,291,104,245,51,84,35,285,320,126,79,30,67,191,619,.433,.440,.424,.607
Andre Miller,DEN,.537,6.2,82,82,2937,404,872,399,845,5,27,313,424,92,259,351,674,106,18,256,213,1126,.463,.472,.185,.738
Shaquille O'Neal,MIA,.634,6.2,59,58,1806,480,800,480,800,0,0,221,471,172,369,541,113,23,104,168,230,1181,.600,.600,,.469
Chris Kaman,LAC,.573,6.1,78,78,2560,369,706,369,704,0,2,194,252,187,563,750,79,45,108,176,269,932,.523,.524,.000,.770
Joe Johnson,ATL,.317,6.0,82,82,3340,632,1395,504,1035,128,360,261,330,98,237,335,536,103,31,267,187,1653,.453,.487,.356,.791
Morris Peterson,TOR,.329,5.9,82,77,3140,478,1096,301,648,177,448,241,294,65,316,381,190,104,15,126,223,1374,.436,.465,.395,.820
Derek Fisher,GSW,.415,5.8,82,36,2589,364,887,247,592,117,295,244,293,36,175,211,352,125,8,156,237,1089,.410,.417,.397,.833
Smush Parker,LAL,.549,5.8,82,82,2773,348,779,228,451,120,328,125,180,37,234,271,302,140,16,147,213,941,.447,.506,.366,.694
Josh Childress,ATL,.317,5.7,74,10,2249,278,504,246,439,32,65,154,201,134,253,387,131,86,39,101,184,742,.552,.560,.492,.766
Jeff Foster,IND,.500,5.7,63,37,1581,138,250,138,246,0,4,96,159,224,350,574,50,41,27,64,191,372,.552,.561,.000,.604
Delonte West,BOS,.402,5.7,71,71,2418,333,684,249,466,84,218,86,101,57,232,289,329,84,46,133,197,836,.487,.534,.385,.851
Andrew Bogut,MIL,.488,5.5,82,77,2348,323,606,323,603,0,3,122,194,189,384,573,192,49,68,125,259,768,.533,.536,.000,.629
Marcus Camby,DEN,.537,5.5,56,54,1857,302,649,301,638,1,11,111,156,132,536,668,115,79,184,92,158,716,.465,.472,.091,.712
Kevin Martin,SAC,.537,5.5,72,41,1913,262,546,196,367,66,179,188,222,58,203,261,97,55,9,81,138,778,.480,.534,.369,.847
Kenny Thomas,SAC,.537,5.5,82,55,2293,305,604,305,603,0,1,138,204,199,419,618,168,72,39,135,196,748,.505,.506,.000,.676
Tyson Chandler,CHI,.500,5.4,79,50,2121,160,283,160,282,0,1,97,193,265,449,714,81,41,104,123,298,417,.565,.567,.000,.503
Nenad Krstic,NJN,.598,5.4,80,80,2469,447,881,446,877,1,4,185,265,182,331,513,88,32,63,133,297,1080,.507,.509,.250,.698
Antonio Daniels,WAS,.512,5.3,80,17,2283,230,550,207,449,23,101,284,336,19,153,172,284,52,8,89,96,767,.418,.461,.228,.845
Cuttino Mobley,LAC,.573,5.3,79,74,2979,429,1008,346,763,83,245,229,273,50,291,341,238,93,36,145,208,1170,.426,.453,.339,.839
Bobby Simmons,MIL,.488,5.3,75,74,2538,366,808,261,558,105,250,165,200,91,242,333,172,86,21,123,254,1002,.453,.468,.420,.825
Chris Duhon,CHI,.500,5.2,74,38,2155,215,538,115,260,100,278,117,143,28,192,220,373,70,3,117,152,647,.400,.442,.360,.818
Danny Granger,IND,.500,5.1,78,17,1765,221,478,191,385,30,93,115,148,131,253,384,90,58,62,80,211,587,.462,.496,.323,.777
Ricky Davis,TOT,,5.0,78,78,3207,584,1304,511,1062,73,242,275,345,65,286,351,394,91,17,213,190,1516,.448,.481,.302,.797
Michael Finley,SAS,.768,5.0,77,18,2038,286,695,176,416,110,279,98,115,31,216,247,116,37,7,62,97,780,.412,.423,.394,.852
Brevin Knight,CHA,.317,4.9,69,67,2351,308,772,305,759,3,13,252,314,35,188,223,610,157,4,164,202,871,.399,.402,.231,.803
Jameer Nelson,ORL,.439,4.9,62,33,1784,347,719,277,554,70,165,141,181,39,141,180,302,70,9,148,174,905,.483,.500,.424,.779
Jermaine O'Neal,IND,.500,4.9,51,47,1802,380,805,377,795,3,10,261,368,102,374,476,133,27,117,151,177,1024,.472,.474,.300,.709
Erick Dampier,DAL,.732,4.8,82,36,1934,171,347,171,347,0,0,127,215,273,367,640,51,27,106,115,263,469,.493,.493,,.591
Alonzo Mourning,MIA,.634,4.8,65,20,1302,188,315,188,314,0,1,133,224,125,234,359,11,13,173,79,177,509,.597,.599,.000,.594
Jason Williams,MIA,.634,4.8,59,56,1874,268,606,161,318,107,288,85,98,6,133,139,287,53,5,100,101,728,.442,.506,.372,.867
Matt Harpring,UTA,.500,4.7,71,32,1944,322,678,308,639,14,39,227,313,158,210,368,98,59,14,109,202,885,.475,.482,.359,.725
Primoz Brezec,CHA,.317,4.6,79,79,2165,409,791,409,789,0,2,164,224,181,259,440,45,19,32,85,227,982,.517,.518,.000,.732
Kyle Korver,PHI,.463,4.6,82,43,2563,327,761,143,323,184,438,101,119,27,243,270,163,65,26,98,224,939,.430,.443,.420,.849
Antonio McDyess,DET,.780,4.6,82,0,1733,285,560,285,558,0,2,68,122,156,280,436,90,46,48,76,220,638,.509,.511,.000,.557
Brian Cook,LAL,.549,4.5,81,46,1535,261,511,225,427,36,84,84,101,88,186,274,74,37,32,61,205,642,.511,.527,.429,.832
Jamal Crawford,NYK,.280,4.5,79,27,2555,366,879,265,586,101,293,295,357,36,212,248,301,87,15,175,150,1128,.416,.452,.345,.826
Anthony Johnson,IND,.500,4.5,75,53,1981,267,603,216,448,51,155,106,141,31,137,168,324,63,22,115,132,691,.443,.482,.329,.752
Nazr Mohammed,SAS,.768,4.5,80,30,1389,190,377,190,377,0,0,113,144,163,255,418,40,21,49,91,220,493,.504,.504,,.785
