Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Reggie Theus,CHI,.341,6.5,82,81,2856,749,1567,728,1476,21,91,434,542,91,209,300,484,143,17,321,281,1953,.478,.493,.231,.801
Bobby Jones,PHI,.793,6.4,74,0,1749,250,460,250,459,0,1,165,208,102,242,344,142,85,91,109,199,665,.543,.545,.000,.793
Kyle Macy,PHO,.646,6.4,82,9,1836,328,634,305,558,23,76,129,148,41,124,165,278,64,8,90,130,808,.517,.547,.303,.872
Rick Mahorn,WSB,.512,6.2,82,82,3023,376,768,376,765,0,3,146,254,171,608,779,115,86,148,170,335,898,.490,.492,.000,.575
Darwin Cook,NJN,.598,6.0,82,47,2625,443,986,435,948,8,38,186,242,73,167,240,448,194,48,238,213,1080,.449,.459,.211,.769
Jay Vincent,DAL,.463,6.0,81,73,2726,622,1272,622,1269,0,3,269,343,217,375,592,212,70,45,188,295,1513,.489,.490,.000,.784
Billy Knight,IND,.244,5.8,80,54,2262,512,984,509,965,3,19,343,408,152,172,324,192,66,8,193,143,1370,.520,.527,.158,.841
Terry Tyler,DET,.451,5.8,82,56,2543,421,880,419,865,2,15,146,196,180,360,540,157,103,160,120,221,990,.478,.484,.133,.745
Dominique Wilkins,ATL,.524,5.8,82,82,2697,601,1220,599,1209,2,11,230,337,226,252,478,129,84,63,180,210,1434,.493,.495,.182,.682
Rolando Blackman,DAL,.463,5.7,75,62,2349,513,1042,510,1027,3,15,297,381,108,185,293,185,37,29,118,116,1326,.492,.497,.200,.780
World B. Free,TOT,,5.7,73,69,2638,649,1423,634,1378,15,45,430,583,92,109,201,290,97,15,209,241,1743,.456,.460,.333,.738
Albert King,NJN,.598,5.7,79,75,2447,582,1226,576,1203,6,23,176,227,157,299,456,291,95,41,245,278,1346,.475,.479,.261,.775
David Thompson,SEA,.585,5.4,75,64,2155,445,925,443,915,2,10,298,380,96,174,270,222,47,33,163,142,1190,.481,.484,.200,.784
Mychal Thompson,POR,.561,5.4,80,80,3017,505,1033,505,1032,0,1,249,401,183,570,753,380,68,110,281,213,1259,.489,.489,.000,.621
Danny Ainge,BOS,.683,5.2,80,76,2048,357,720,352,691,5,29,72,97,83,131,214,251,109,6,98,259,791,.496,.509,.172,.742
Otis Birdsong,NJN,.598,5.2,62,54,1885,426,834,424,828,2,6,82,145,53,97,150,239,85,16,114,155,936,.511,.512,.333,.566
Michael Cooper,LAL,.707,5.2,82,3,2148,266,497,261,476,5,21,102,130,82,192,274,315,115,50,128,208,639,.535,.548,.238,.785
Purvis Short,GSW,.366,5.2,67,57,2397,589,1209,585,1194,4,15,255,308,145,209,354,228,94,14,194,242,1437,.487,.490,.267,.828
Kenny Carr,POR,.561,5.1,82,26,2331,362,717,360,711,2,6,255,366,182,407,589,116,62,42,185,306,981,.505,.506,.333,.697
James Donaldson,SEA,.585,5.1,82,11,1789,289,496,289,496,0,0,150,218,131,370,501,97,19,101,132,171,728,.583,.583,,.688
James Worthy,LAL,.707,5.1,77,1,1970,447,772,446,768,1,4,138,221,157,242,399,132,91,64,178,221,1033,.579,.581,.250,.624
Ben Poquette,UTA,.366,5.0,75,50,2331,329,697,328,692,1,5,166,221,155,366,521,168,64,116,100,264,825,.472,.474,.200,.751
Junior Bridgeman,MIL,.622,4.8,70,5,1855,421,856,420,843,1,13,164,196,44,202,246,207,40,9,122,155,1007,.492,.498,.077,.837
Lonnie Shelton,SEA,.585,4.8,82,79,2572,437,915,436,909,1,6,141,187,158,337,495,237,75,72,172,310,1016,.478,.480,.167,.754
Michael Brooks,SDC,.305,4.7,82,26,2457,402,830,397,815,5,15,193,277,239,282,521,262,112,39,177,297,1002,.484,.487,.333,.697
Ed Nealy,KCK,.549,4.7,82,61,1643,147,247,147,247,0,0,70,114,170,315,485,62,68,12,51,247,364,.595,.595,,.614
T.R. Dunn,DEN,.549,4.4,82,80,2640,254,527,254,526,0,1,119,163,231,384,615,189,147,25,113,218,627,.482,.483,.000,.730
Steve Johnson,KCK,.549,4.4,79,21,1544,371,595,371,595,0,0,186,324,140,258,398,95,40,83,180,323,928,.624,.624,,.574
Fat Lever,POR,.561,4.4,81,45,2020,256,594,251,579,5,15,116,159,85,140,225,426,153,15,137,179,633,.431,.434,.333,.730
Cliff Robinson,CLE,.280,4.4,77,75,2601,587,1230,587,1225,0,5,213,301,190,666,856,145,61,58,224,272,1387,.477,.479,.000,.708
Tom Chambers,SDC,.305,4.3,79,79,2665,519,1099,519,1091,0,8,353,488,218,301,519,192,79,57,234,333,1391,.472,.476,.000,.723
Adrian Dantley,UTA,.366,4.3,22,22,887,233,402,233,402,0,0,210,248,58,82,140,105,20,0,81,62,676,.580,.580,,.847
Mike Gminski,NJN,.598,4.3,80,1,1255,213,426,213,425,0,1,175,225,154,228,382,61,35,116,126,118,601,.500,.501,.000,.778
Clemon Johnson,TOT,,4.3,83,11,1914,299,581,299,580,0,1,111,180,190,334,524,139,67,92,124,221,709,.515,.516,.000,.617
Kurt Rambis,LAL,.707,4.3,78,77,1806,235,413,235,411,0,2,114,166,164,367,531,90,105,63,145,233,584,.569,.572,.000,.687
Rory Sparrow,TOT,,4.2,81,58,2428,392,810,387,788,5,22,147,199,61,169,230,397,107,5,197,255,936,.484,.491,.227,.739
Danny Vranes,SEA,.585,4.2,82,73,2054,226,429,226,428,0,1,115,209,177,248,425,120,53,49,102,254,567,.527,.528,.000,.550
Mickey Johnson,TOT,,4.1,78,16,2053,391,921,388,885,3,36,312,380,163,331,494,255,82,46,238,288,1097,.425,.438,.083,.821
Dave Corzine,CHI,.341,4.0,82,71,2496,457,920,457,918,0,2,232,322,243,474,717,154,47,109,228,242,1146,.497,.498,.000,.720
Pat Cummings,DAL,.463,4.0,81,71,2317,433,878,433,877,0,1,148,196,225,443,668,144,57,35,162,296,1014,.493,.494,.000,.755
Darryl Dawkins,NJN,.598,4.0,81,81,2093,401,669,401,669,0,0,166,257,127,293,420,114,67,152,281,379,968,.599,.599,,.646
Trent Tucker,NYK,.537,4.0,78,59,1830,299,647,285,617,14,30,43,64,75,141,216,195,56,6,70,235,655,.462,.462,.467,.672
Marvin Webster,NYK,.537,4.0,82,0,1472,168,331,168,330,0,1,106,180,176,267,443,49,35,131,102,210,442,.508,.509,.000,.589
Bill Garnett,DAL,.463,3.9,75,13,1411,170,319,170,316,0,3,129,174,141,265,406,103,48,70,81,245,469,.533,.538,.000,.741
Greg Kelser,SEA,.585,3.9,80,9,1507,247,450,247,447,0,3,173,257,158,245,403,97,52,35,149,243,667,.549,.553,.000,.673
Norm Nixon,LAL,.707,3.9,79,79,2711,533,1123,533,1110,0,13,125,168,61,144,205,566,104,4,237,176,1191,.475,.480,.000,.744
Rod Higgins,CHI,.341,3.8,82,42,2196,313,698,300,657,13,41,209,264,159,207,366,175,66,65,127,248,848,.448,.457,.317,.792
Allen Leavell,HOU,.171,3.8,79,76,2602,439,1059,397,884,42,175,247,297,64,131,195,530,165,14,198,215,1167,.415,.449,.240,.832
Alton Lister,MIL,.622,3.8,80,37,1885,272,514,272,514,0,0,130,242,168,400,568,111,50,177,186,328,674,.529,.529,,.537
Joe Meriweather,KCK,.549,3.8,78,74,1706,258,453,258,453,0,0,102,163,150,274,424,64,47,86,118,285,618,.570,.570,,.626
