Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
James Harden,HOU,.688,12.4,64,64,2335,526,1188,317,607,209,581,594,699,72,436,508,721,93,28,370,168,1855,.443,.522,.360,.850
Kevin Durant,GSW,.825,11.4,59,59,1980,528,983,416,687,112,296,326,372,38,447,485,284,64,97,133,112,1494,.537,.606,.378,.876
Kawhi Leonard,SAS,.790,11.3,57,57,1923,500,1025,386,730,114,295,386,431,66,274,340,195,107,40,116,90,1500,.488,.529,.386,.896
Rudy Gobert,UTA,.625,10.8,64,64,2143,293,455,293,454,0,1,245,369,246,572,818,69,43,161,120,194,831,.644,.645,.000,.664
Isaiah Thomas,BOS,.625,10.2,60,60,2058,548,1191,354,684,194,507,481,530,33,129,162,371,52,7,162,133,1771,.460,.518,.383,.908
Jimmy Butler,CHI,.492,9.9,57,56,2095,416,933,350,738,66,195,462,530,95,261,356,291,109,17,121,93,1360,.446,.474,.338,.872
Giannis Antetokounmpo,MIL,.468,9.8,61,61,2162,510,961,469,814,41,147,354,450,111,413,524,332,104,119,183,197,1415,.531,.576,.279,.787
LeBron James,CLE,.677,9.8,57,57,2144,553,1027,450,768,103,259,274,401,71,397,468,503,76,34,239,101,1483,.538,.586,.398,.683
Kyle Lowry,TOR,.587,9.4,56,56,2111,403,870,218,426,185,444,284,344,47,219,266,386,81,18,158,163,1275,.463,.512,.417,.826
Russell Westbrook,OKC,.556,9.4,63,63,2194,640,1527,496,1100,144,427,570,679,111,558,669,633,102,23,344,149,1994,.419,.451,.337,.839
Stephen Curry,GSW,.825,9.3,62,62,2081,520,1124,274,508,246,616,258,284,44,232,276,391,110,11,182,142,1544,.463,.539,.399,.908
Karl-Anthony Towns,MIN,.403,9.1,62,62,2274,577,1096,508,896,69,200,265,323,227,533,760,178,41,88,168,186,1488,.526,.567,.345,.820
Anthony Davis,NOP,.391,8.7,60,60,2184,613,1226,582,1123,31,103,431,539,138,569,707,131,74,140,156,141,1688,.500,.518,.301,.800
Gordon Hayward,UTA,.625,8.7,57,57,1975,419,900,306,606,113,294,310,362,36,277,313,200,57,15,105,92,1261,.466,.505,.384,.856
DeAndre Jordan,LAC,.603,8.3,63,63,1984,307,439,307,438,0,1,156,327,225,627,852,72,41,105,98,167,770,.699,.701,.000,.477
Otto Porter,WAS,.607,7.8,61,61,2063,327,626,203,352,124,274,82,101,81,322,403,94,96,35,40,151,860,.522,.577,.453,.812
Mike Conley,MEM,.563,7.4,52,51,1723,341,752,216,450,125,302,238,283,27,158,185,323,67,16,113,96,1045,.453,.480,.414,.841
Chris Paul,LAC,.603,7.2,42,42,1313,246,528,161,322,85,206,161,186,28,190,218,395,91,6,101,106,738,.466,.500,.413,.866
Nikola Jokic,DEN,.460,7.1,55,41,1488,354,609,320,517,34,92,134,166,169,338,507,251,41,44,120,163,876,.581,.619,.370,.807
DeMarcus Cousins,TOT,,7.0,61,61,2090,548,1215,445,920,103,295,459,592,132,539,671,289,84,78,230,229,1658,.451,.484,.349,.775
Marc Gasol,MEM,.563,7.0,61,61,2099,454,979,367,755,87,224,250,300,53,321,374,269,56,87,134,143,1245,.464,.486,.388,.833
Draymond Green,GSW,.825,7.0,60,60,1971,218,506,150,299,68,207,112,162,80,405,485,434,128,85,143,179,616,.431,.502,.329,.691
Kyrie Irving,CLE,.677,6.8,55,55,1933,511,1087,377,743,134,344,227,250,39,142,181,324,69,18,147,115,1383,.470,.507,.390,.908
Kemba Walker,CHO,.444,6.8,62,62,2148,501,1113,324,677,177,436,247,292,39,217,256,340,73,17,141,100,1426,.450,.479,.406,.846
Dwight Howard,ATL,.540,6.7,58,58,1707,297,465,297,463,0,2,175,327,243,506,749,75,54,72,126,169,769,.639,.641,.000,.535
Bradley Beal,WAS,.607,6.6,57,57,1980,464,965,300,553,164,412,211,258,39,131,170,207,61,14,114,129,1303,.481,.542,.398,.818
