Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Archie Clark,PHI,.671,6.2,82,,2144,444,928,444,928,,,219,314,,,265,296,,,,188,1107,.478,.478,,.697
Art Heyman,MNP,,6.2,71,,2362,350,832,313,714,37,118,285,409,223,271,494,217,,,163,195,1022,.421,.438,.314,.697
Ron Boone,DLC,,5.9,78,,2682,520,1197,518,1182,2,15,436,537,155,239,394,279,,,355,303,1478,.434,.438,.133,.812
Ronald Franz,NOB,,5.9,73,,2195,381,850,370,819,11,31,286,388,163,355,518,189,,,174,233,1059,.448,.452,.355,.737
Darrall Imhoff,PHI,.671,5.9,82,,2360,279,593,279,593,,,194,325,,,792,218,,,,310,752,.470,.470,,.597
Larry Brown,OAK,,5.8,77,,2381,308,706,300,671,8,35,301,379,62,173,235,544,,,331,230,925,.436,.447,.229,.794
Warren Davis,LAS,,5.8,78,,2406,356,711,356,709,0,2,282,433,254,523,777,129,,,183,269,994,.501,.502,.000,.651
Warren Jabali,OAK,,5.8,71,,2545,573,1276,562,1232,11,44,373,545,255,433,688,252,,,307,263,1530,.449,.456,.250,.684
Les Hunter,MMF,,5.6,77,,2537,476,1073,476,1068,0,5,335,448,267,476,743,127,,,220,311,1287,.444,.446,.000,.748
Steve Jones,NOB,,5.6,78,,3024,576,1372,524,1221,52,151,348,437,149,244,393,226,,,192,280,1552,.420,.429,.344,.796
Donald Sidle,MMF,,5.6,77,,1984,305,656,305,652,0,4,321,450,223,328,551,73,,,142,212,931,.465,.468,.000,.713
Larry Siegfried,BOS,.585,5.6,79,,2560,392,1031,392,1031,,,336,389,,,282,370,,,,222,1120,.380,.380,,.864
Dick Van Arsdale,PHO,.195,5.6,80,,3388,612,1386,612,1386,,,454,644,,,548,385,,,,245,1678,.442,.442,,.705
John Block,SDR,.451,5.5,78,,2489,448,1061,448,1061,,,299,400,,,703,141,,,,249,1195,.422,.422,,.748
Arthur Becker,HSM,,5.4,78,,2429,423,888,423,885,0,3,200,240,175,422,597,103,,,156,304,1046,.476,.478,.000,.833
Tom Sanders,BOS,.585,5.4,82,,2184,364,847,364,847,,,187,255,,,574,110,,,,293,915,.430,.430,,.733
Jim Washington,CHI,.402,5.4,80,,2705,440,1023,440,1023,,,241,356,,,847,104,,,,226,1121,.430,.430,,.677
Clem Haskins,CHI,.402,5.3,79,,2874,537,1275,537,1275,,,282,361,,,359,306,,,,230,1356,.421,.421,,.781
Willie Somerset,TOT,,5.3,74,,3118,619,1510,583,1371,36,139,484,583,141,191,332,280,,,215,261,1758,.410,.425,.259,.830
Dave DeBusschere,TOT,,5.2,76,,2943,506,1140,506,1140,,,229,328,,,888,191,,,,290,1241,.444,.444,,.698
Henry Logan,OAK,,5.2,76,,1751,339,694,338,690,1,4,268,382,105,182,287,185,,,188,226,947,.488,.490,.250,.702
Glen Combs,DLC,,5.1,72,,2241,364,868,280,635,84,233,300,394,63,132,195,165,,,158,218,1112,.419,.441,.361,.761
Gus Johnson,BAL,.695,5.1,49,,1671,359,782,359,782,,,160,223,,,568,97,,,,176,878,.459,.459,,.717
Gene Moore,KEN,,5.0,76,,2026,417,920,417,918,0,2,204,290,318,499,817,90,,,160,311,1038,.453,.454,.000,.703
Sam Jones,BOS,.585,4.9,70,,1820,496,1103,496,1103,,,148,189,,,265,182,,,,121,1140,.450,.450,,.783
Bob Warren,LAS,,4.9,76,,2045,285,645,254,556,31,89,297,385,147,202,349,155,,,175,252,898,.442,.457,.348,.771
Jim Barnett,SDR,.451,4.8,80,,2346,465,1093,465,1093,,,233,310,,,362,339,,,,240,1163,.425,.425,,.752
Doug Moe,OAK,,4.8,75,,2528,529,1227,524,1213,5,14,360,444,249,365,614,151,,,181,266,1423,.431,.432,.357,.811
Tom Van Arsdale,CIN,.500,4.8,77,,3059,547,1233,547,1233,,,398,533,,,356,208,,,,300,1492,.444,.444,,.747
Bill Bradley,NYK,.659,4.7,82,,2413,407,948,407,948,,,206,253,,,350,302,,,,295,1020,.429,.429,,.814
Len Chappell,MIL,.329,4.7,80,,2207,459,1011,459,1011,,,250,339,,,637,95,,,,247,1168,.454,.454,,.737
Tom Meschery,SEA,.366,4.6,82,,2673,462,1019,462,1019,,,220,299,,,822,194,,,,304,1144,.453,.453,,.736
Willie Murrell,MMF,,4.6,75,,2493,476,1019,472,1001,4,18,191,269,186,380,566,103,,,159,239,1147,.467,.472,.222,.710
Dave Bing,DET,.390,4.5,77,,3039,678,1594,678,1594,,,444,623,,,382,546,,,,256,1800,.425,.425,,.713
Fred Hetzel,TOT,,4.5,84,,2276,456,1047,456,1047,,,299,357,,,613,112,,,,287,1211,.436,.436,,.838
Ray Scott,BAL,.695,4.5,82,,2168,386,929,386,929,,,195,257,,,722,133,,,,212,967,.416,.416,,.759
George Stone,LAS,,4.5,74,,2199,437,964,409,890,28,74,261,337,155,349,504,57,,,124,254,1163,.453,.460,.378,.774
Mel Counts,LAL,.671,4.3,77,,1866,390,867,390,867,,,178,221,,,600,109,,,,223,958,.450,.450,,.805
Wayne Hightower,DNR,,4.2,67,,2318,311,762,311,760,0,2,311,426,155,486,641,203,,,176,241,933,.408,.409,.000,.730
Stephen Chubin,TOT,,4.1,77,,2097,344,875,341,848,3,27,386,472,140,151,291,354,,,286,287,1077,.393,.402,.111,.818
Cazzie Russell,NYK,.659,4.1,50,,1645,362,804,362,804,,,191,240,,,209,115,,,,140,915,.450,.450,,.796
Wali Jones,PHI,.671,4.0,81,,2340,432,1005,432,1005,,,207,256,,,251,292,,,,280,1071,.430,.430,,.809
