Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Tom Gola,NYK,.375,1.7,74,,1127,122,271,122,271,,,82,105,,,289,191,,,,207,326,.450,.450,,.781
Gus Johnson,BAL,.475,1.6,41,,1284,273,661,273,661,,,131,178,,,546,114,,,,136,677,.413,.413,,.736
Wayne Embry,CIN,.563,1.5,80,,1882,232,564,232,564,,,141,234,,,525,81,,,,287,605,.411,.411,,.603
Jerry Sloan,BAL,.475,1.4,59,,952,120,289,120,289,,,98,139,,,230,110,,,,176,338,.415,.415,,.705
Gene Tormohlen,STL,.450,1.4,71,,775,144,324,144,324,,,54,82,,,314,60,,,,138,342,.444,.444,,.659
Tom Van Arsdale,DET,.275,1.4,79,,2041,312,834,312,834,,,209,290,,,309,205,,,,251,833,.374,.374,,.721
Gene Wiley,LAL,.563,1.3,67,,1386,123,289,123,289,,,43,76,,,490,63,,,,171,289,.426,.426,,.566
Bob Ferry,BAL,.475,1.2,66,,1229,188,457,188,457,,,105,157,,,334,111,,,,134,481,.411,.411,,.669
John Barnhill,TOT,,1.1,76,,1617,243,606,243,606,,,113,184,,,203,196,,,,134,599,.401,.401,,.614
Howard Komives,NYK,.375,1.0,80,,2612,436,1116,436,1116,,,241,280,,,281,425,,,,278,1113,.391,.391,,.861
Bill Buntin,DET,.275,0.9,42,,713,118,299,118,299,,,88,143,,,252,36,,,,119,324,.395,.395,,.615
Jon McGlocklin,CIN,.563,0.9,72,,852,153,363,153,363,,,62,79,,,133,88,,,,77,368,.421,.421,,.785
Wali Jones,PHI,.688,0.8,80,,2196,296,799,296,799,,,128,172,,,169,273,,,,250,720,.370,.370,,.744
Chico Vaughn,TOT,,0.8,56,,1219,182,474,182,474,,,106,144,,,109,140,,,,99,470,.384,.384,,.736
Gail Goodrich,LAL,.563,0.7,65,,1008,203,503,203,503,,,103,149,,,130,103,,,,103,509,.404,.404,,.691
Don Kojis,DET,.275,0.7,60,,783,182,439,182,439,,,76,141,,,260,42,,,,94,440,.415,.415,,.539
Ben Warley,TOT,,0.6,57,,773,116,284,116,284,,,64,97,,,217,25,,,,129,296,.408,.408,,.660
Donnie Butcher,DET,.275,0.5,15,,285,45,96,45,96,,,18,34,,,33,30,,,,40,108,.469,.469,,.529
Connie Dierking,CIN,.563,0.5,57,,782,134,322,134,322,,,50,82,,,245,43,,,,113,318,.416,.416,,.610
Fred Hetzel,SFW,.438,0.5,56,,722,160,401,160,401,,,63,92,,,290,27,,,,121,383,.399,.399,,.685
Paul Silas,STL,.450,0.5,46,,586,70,173,70,173,,,35,61,,,236,22,,,,72,175,.405,.405,,.574
Jim Washington,STL,.450,0.5,65,,1104,158,393,158,393,,,68,120,,,353,43,,,,176,384,.402,.402,,.567
Bud Olsen,TOT,,0.4,59,,602,81,193,81,193,,,39,88,,,192,20,,,,81,201,.420,.420,,.443
Gerry Ward,PHI,.688,0.4,66,,838,67,189,67,189,,,39,60,,,89,80,,,,163,173,.354,.354,,.650
John Thompson,BOS,.675,0.3,10,,72,14,30,14,30,,,4,6,,,30,3,,,,15,32,.467,.467,,.667
Al Bianchi,PHI,.688,0.2,78,,1312,214,560,214,560,,,66,98,,,134,134,,,,232,494,.382,.382,,.673
Ron Bonham,BOS,.675,0.2,39,,312,76,207,76,207,,,52,61,,,35,11,,,,29,204,.367,.367,,.852
Len Chappell,NYK,.375,0.1,46,,545,100,238,100,238,,,46,78,,,127,26,,,,64,246,.420,.420,,.590
Barry Clemens,NYK,.375,0.1,70,,877,161,391,161,391,,,54,78,,,183,67,,,,113,376,.412,.412,,.692
Mike Farmer,STL,.450,0.1,9,,79,13,30,13,30,,,4,5,,,18,6,,,,10,30,.433,.433,,.800
Si Green,BOS,.675,0.1,10,,92,12,31,12,31,,,8,16,,,11,9,,,,16,32,.387,.387,,.500
Willie Somerset,BAL,.475,0.1,8,,98,18,43,18,43,,,9,11,,,15,9,,,,21,45,.419,.419,,.818
George Wilson,CIN,.563,0.1,47,,276,54,138,54,138,,,27,42,,,98,17,,,,56,135,.391,.391,,.643
Gary Bradds,BAL,.475,0.0,3,,15,2,6,2,6,,,3,4,,,8,1,,,,1,7,.333,.333,,.750
Jesse Branson,PHI,.688,0.0,5,,14,1,6,1,6,,,3,4,,,9,1,,,,4,5,.167,.167,,.750
Art Heyman,TOT,,0.0,17,,120,18,52,18,52,,,14,22,,,17,11,,,,23,50,.346,.346,,.636
Wayne Hightower,BAL,.475,0.0,24,,460,63,186,63,186,,,57,78,,,131,35,,,,61,183,.339,.339,,.731
Tom Thacker,CIN,.563,0.0,50,,478,84,207,84,207,,,15,38,,,119,61,,,,85,183,.406,.406,,.395
Ron Watts,BOS,.675,0.0,1,,3,1,2,1,2,,,0,0,,,1,1,,,,1,2,.500,.500,,
