Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Wilt Chamberlain,PHI,.688,21.4,79,,3737,1074,1990,1074,1990,,,501,976,,,1943,414,,,,171,2649,.540,.540,,.513
Jerry West,LAL,.563,17.1,79,,3218,818,1731,818,1731,,,840,977,,,562,480,,,,243,2476,.473,.473,,.860
Oscar Robertson,CIN,.563,16.9,76,,3493,818,1723,818,1723,,,742,881,,,586,847,,,,227,2378,.475,.475,,.842
Bill Russell,BOS,.675,11.7,78,,3386,391,943,391,943,,,223,405,,,1779,371,,,,221,1005,.415,.415,,.551
Rick Barry,SFW,.438,10.4,80,,2990,745,1698,745,1698,,,569,660,,,850,173,,,,297,2059,.439,.439,,.862
Zelmo Beaty,STL,.450,10.3,80,,3072,616,1301,616,1301,,,424,559,,,1086,125,,,,344,1656,.473,.473,,.758
Sam Jones,BOS,.675,10.0,67,,2155,626,1335,626,1335,,,325,407,,,347,216,,,,170,1577,.469,.469,,.799
Walt Bellamy,TOT,,9.5,80,,3352,695,1373,695,1373,,,430,689,,,1254,235,,,,294,1820,.506,.506,,.624
Hal Greer,PHI,.688,9.5,80,,3326,703,1580,703,1580,,,413,514,,,473,384,,,,315,1819,.445,.445,,.804
Bailey Howell,BAL,.475,8.7,78,,2328,481,986,481,986,,,402,551,,,773,155,,,,306,1364,.488,.488,,.730
Jerry Lucas,CIN,.563,8.1,79,,3517,690,1523,690,1523,,,317,403,,,1668,213,,,,274,1697,.453,.453,,.787
Dick Barnett,NYK,.375,8.0,75,,2589,631,1344,631,1344,,,467,605,,,310,259,,,,235,1729,.469,.469,,.772
Chet Walker,PHI,.688,7.8,80,,2603,443,982,443,982,,,335,468,,,636,201,,,,238,1221,.451,.451,,.716
Lenny Wilkens,STL,.450,7.6,69,,2692,411,954,411,954,,,422,532,,,322,429,,,,248,1244,.431,.431,,.793
Rudy LaRusso,LAL,.563,7.0,76,,2316,410,897,410,897,,,350,445,,,660,165,,,,261,1170,.457,.457,,.787
K.C. Jones,BOS,.675,6.6,80,,2710,240,619,240,619,,,209,303,,,304,503,,,,243,689,.388,.388,,.690
Eddie Miles,DET,.275,6.0,80,,2788,634,1418,634,1418,,,298,402,,,302,221,,,,203,1566,.447,.447,,.741
Bob Boozer,LAL,.563,5.8,78,,1847,365,754,365,754,,,225,289,,,548,87,,,,196,955,.484,.484,,.779
Larry Siegfried,BOS,.675,5.8,71,,1675,349,825,349,825,,,274,311,,,196,165,,,,157,972,.423,.423,,.881
Richie Guerin,STL,.450,5.7,80,,2363,414,998,414,998,,,362,446,,,314,388,,,,256,1190,.415,.415,,.812
Al Attles,SFW,.438,5.6,79,,2053,364,724,364,724,,,154,252,,,322,225,,,,265,882,.503,.503,,.611
Johnny Green,TOT,,5.6,79,,1645,358,668,358,668,,,202,388,,,645,107,,,,183,918,.536,.536,,.521
Tom Sanders,BOS,.675,5.5,72,,1896,349,816,349,816,,,211,276,,,508,90,,,,317,909,.428,.428,,.764
Don Nelson,BOS,.675,5.4,75,,1765,271,618,271,618,,,223,326,,,403,79,,,,187,765,.439,.439,,.684
Happy Hairston,CIN,.563,5.3,72,,1794,398,814,398,814,,,220,321,,,546,44,,,,216,1016,.489,.489,,.685
Ray Scott,DET,.275,5.3,79,,2652,544,1309,544,1309,,,323,435,,,755,238,,,,209,1411,.416,.416,,.743
Tom Meschery,SFW,.438,5.2,80,,2383,401,895,401,895,,,224,293,,,716,81,,,,285,1026,.448,.448,,.765
Don Ohl,BAL,.475,5.1,73,,2645,593,1334,593,1334,,,316,430,,,280,290,,,,208,1502,.445,.445,,.735
Billy Cunningham,PHI,.688,5.0,80,,2134,431,1011,431,1011,,,281,443,,,599,207,,,,301,1143,.426,.426,,.634
Walt Hazzard,LAL,.563,4.5,80,,2198,458,1003,458,1003,,,182,257,,,219,393,,,,224,1098,.457,.457,,.708
Adrian Smith,CIN,.563,4.4,80,,2982,531,1310,531,1310,,,408,480,,,287,256,,,,276,1470,.405,.405,,.850
John Havlicek,BOS,.675,4.3,71,,2175,530,1328,530,1328,,,274,349,,,423,210,,,,158,1334,.399,.399,,.785
Nate Thurmond,SFW,.438,4.3,73,,2891,454,1119,454,1119,,,280,428,,,1312,111,,,,223,1188,.406,.406,,.654
Paul Neumann,SFW,.438,4.0,66,,1729,343,817,343,817,,,265,317,,,208,184,,,,174,951,.420,.420,,.836
Bill Bridges,STL,.450,3.9,78,,2677,377,927,377,927,,,257,364,,,951,208,,,,333,1011,.407,.407,,.706
Dave DeBusschere,DET,.275,3.7,79,,2696,524,1284,524,1284,,,249,378,,,916,209,,,,252,1297,.408,.408,,.659
Cliff Hagan,STL,.450,3.7,74,,1851,419,942,419,942,,,176,206,,,234,164,,,,177,1014,.445,.445,,.854
Dave Stallworth,NYK,.375,3.7,80,,1893,373,820,373,820,,,258,376,,,492,186,,,,237,1004,.455,.455,,.686
Johnny Egan,TOT,,3.6,76,,1644,259,574,259,574,,,173,227,,,183,273,,,,167,691,.451,.451,,.762
Luke Jackson,PHI,.688,3.6,79,,1966,246,614,246,614,,,158,214,,,676,132,,,,216,650,.401,.401,,.738
Kevin Loughery,BAL,.475,3.6,74,,2455,526,1264,526,1264,,,297,358,,,227,356,,,,273,1349,.416,.416,,.830
Willis Reed,NYK,.375,3.6,76,,2537,438,1009,438,1009,,,302,399,,,883,91,,,,323,1178,.434,.434,,.757
Joe Strawder,DET,.275,3.6,79,,2180,250,613,250,613,,,176,256,,,820,78,,,,305,676,.408,.408,,.688
Joe Caldwell,TOT,,3.3,79,,1857,411,938,411,938,,,179,254,,,436,126,,,,203,1001,.438,.438,,.705
Red Kerr,BAL,.475,3.1,71,,1770,286,692,286,692,,,209,272,,,586,225,,,,148,781,.413,.413,,.768
Jim Barnes,TOT,,2.9,73,,2191,348,818,348,818,,,212,310,,,755,94,,,,283,908,.425,.425,,.684
Mel Counts,BOS,.675,2.9,67,,1021,221,549,221,549,,,120,145,,,432,50,,,,207,562,.403,.403,,.828
Leroy Ellis,LAL,.563,2.8,80,,2219,393,927,393,927,,,186,256,,,735,74,,,,232,972,.424,.424,,.727
McCoy McLemore,SFW,.438,2.7,80,,1467,225,528,225,528,,,142,191,,,488,55,,,,197,592,.426,.426,,.743
John Tresvant,TOT,,2.7,61,,969,171,400,171,400,,,142,190,,,364,72,,,,179,484,.428,.428,,.747
Elgin Baylor,LAL,.563,2.6,65,,1975,415,1034,415,1034,,,249,337,,,621,224,,,,157,1079,.401,.401,,.739
Dick Van Arsdale,NYK,.375,2.6,79,,2289,359,838,359,838,,,251,351,,,376,184,,,,235,969,.428,.428,,.715
Tom Hawkins,CIN,.563,2.5,79,,2126,273,604,273,604,,,116,209,,,575,99,,,,274,662,.452,.452,,.555
Jim King,LAL,.563,2.3,76,,1499,238,545,238,545,,,94,115,,,204,223,,,,181,570,.437,.437,,.817
Guy Rodgers,SFW,.438,2.3,79,,2902,586,1571,586,1571,,,296,407,,,421,846,,,,241,1468,.373,.373,,.727
Rod Thorn,TOT,,2.3,73,,1739,306,728,306,728,,,168,236,,,210,145,,,,144,780,.420,.420,,.712
Dave Gambee,PHI,.688,2.2,72,,1068,168,437,168,437,,,159,187,,,273,71,,,,189,495,.384,.384,,.850
Darrall Imhoff,LAL,.563,2.1,77,,1413,151,337,151,337,,,77,136,,,509,113,,,,234,379,.448,.448,,.566
Em Bryant,NYK,.375,2.0,71,,1193,212,449,212,449,,,74,101,,,170,216,,,,215,498,.472,.472,,.733
Willie Naulls,BOS,.675,1.8,71,,1433,328,815,328,815,,,104,131,,,319,72,,,,197,760,.402,.402,,.794
Jack Twyman,CIN,.563,1.8,73,,943,224,498,224,498,,,95,117,,,168,60,,,,122,543,.450,.450,,.812
