Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Stephen Curry,GSW,.890,17.9,79,79,2700,805,1598,403,712,402,886,363,400,68,362,430,527,169,15,262,161,2375,.504,.566,.454,.908
Kevin Durant,OKC,.671,14.5,72,72,2578,698,1381,512,900,186,481,447,498,45,544,589,361,69,85,250,137,2029,.505,.569,.387,.898
Russell Westbrook,OKC,.671,14.0,80,80,2750,656,1444,555,1103,101,341,465,573,145,481,626,834,163,20,342,200,1878,.454,.503,.296,.812
Kawhi Leonard,SAS,.817,13.7,72,72,2380,551,1090,422,799,129,291,292,334,95,398,493,186,128,71,105,133,1523,.506,.528,.443,.874
LeBron James,CLE,.695,13.6,76,76,2709,737,1416,650,1134,87,282,359,491,111,454,565,514,104,49,249,143,1920,.520,.573,.309,.731
James Harden,HOU,.500,13.3,82,82,3125,710,1617,474,960,236,657,720,837,63,438,501,612,139,51,374,229,2376,.439,.494,.359,.860
Chris Paul,LAC,.646,12.7,74,74,2420,515,1114,393,785,122,329,294,328,39,271,310,738,152,13,194,185,1446,.462,.501,.371,.896
Kyle Lowry,TOR,.683,11.6,77,77,2851,512,1198,300,651,212,547,398,491,55,310,365,494,158,34,225,211,1634,.427,.461,.388,.811
DeAndre Jordan,LAC,.646,11.5,77,77,2598,357,508,357,507,0,1,266,619,267,792,1059,90,51,177,107,207,980,.703,.704,.000,.430
Draymond Green,GSW,.890,11.1,81,81,2808,401,819,301,561,100,258,229,329,134,635,769,598,119,113,259,240,1131,.490,.537,.388,.696
Hassan Whiteside,MIA,.585,10.3,73,43,2125,413,682,413,682,0,0,214,329,238,627,865,30,44,269,137,201,1040,.606,.606,,.650
LaMarcus Aldridge,SAS,.817,10.1,74,74,2261,536,1045,536,1029,0,16,259,302,176,456,632,110,38,81,99,151,1331,.513,.521,.000,.858
Paul Millsap,ATL,.585,10.1,81,81,2647,501,1066,427,834,74,232,309,408,198,534,732,265,147,139,191,237,1385,.470,.512,.319,.757
DeMar DeRozan,TOR,.683,9.9,78,78,2804,614,1377,567,1238,47,139,555,653,64,285,349,315,81,21,175,167,1830,.446,.458,.338,.850
