Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Kareem Abdul-Jabbar,LAL,.646,17.8,82,,3016,888,1533,888,1533,,,376,536,266,824,1090,319,101,261,,262,2152,.579,.579,,.701
Artis Gilmore,CHI,.537,12.2,82,,2877,570,1091,570,1091,,,387,586,313,757,1070,199,44,203,,266,1527,.522,.522,,.660
Elvin Hayes,WSB,.585,12.1,82,,3364,760,1516,760,1516,,,422,614,289,740,1029,158,87,220,,312,1942,.501,.501,,.687
Julius Erving,PHI,.610,11.5,82,,2940,685,1373,685,1373,,,400,515,192,503,695,306,159,113,,251,1770,.499,.499,,.777
Bobby Jones,DEN,.610,11.0,82,,2419,501,879,501,879,,,236,329,174,504,678,264,186,162,,238,1238,.570,.570,,.717
Dan Issel,DEN,.610,10.9,79,,2507,660,1282,660,1282,,,445,558,211,485,696,177,91,29,,246,1765,.515,.515,,.797
Billy Knight,IND,.439,10.7,78,,3117,831,1687,831,1687,,,413,506,223,359,582,260,117,19,,197,2075,.493,.493,,.816
David Thompson,DEN,.610,10.7,82,,3001,824,1626,824,1626,,,477,623,138,196,334,337,114,53,,236,2125,.507,.507,,.766
George Gervin,SAS,.537,10.5,82,,2705,726,1335,726,1335,,,443,532,134,320,454,238,105,104,,286,1895,.544,.544,,.833
Rudy Tomjanovich,HOU,.598,10.4,81,,3130,733,1437,733,1437,,,287,342,172,512,684,172,57,27,,198,1753,.510,.510,,.839
Bob Lanier,DET,.537,10.3,64,,2446,678,1269,678,1269,,,260,318,200,545,745,214,70,126,,174,1616,.534,.534,,.818
Bill Walton,POR,.598,10.2,65,,2264,491,930,491,930,,,228,327,211,723,934,245,66,211,,174,1210,.528,.528,,.697
Adrian Dantley,BUF,.366,9.8,77,,2816,544,1046,544,1046,,,476,582,251,336,587,144,91,15,,215,1564,.520,.520,,.818
Bob McAdoo,TOT,,9.6,72,,2798,740,1445,740,1445,,,381,516,199,727,926,205,77,99,,262,1861,.512,.512,,.738
Paul Westphal,PHO,.415,9.6,81,,2600,682,1317,682,1317,,,362,439,57,133,190,459,134,21,,171,1726,.518,.518,,.825
Larry Kenon,SAS,.537,9.5,78,,2936,706,1435,706,1435,,,293,356,282,597,879,229,167,60,,190,1705,.492,.492,,.823
Maurice Lucas,POR,.598,8.7,79,,2863,632,1357,632,1357,,,335,438,271,628,899,229,83,56,,294,1599,.466,.466,,.765
Moses Malone,TOT,,8.7,82,,2506,389,810,389,810,,,305,440,437,635,1072,89,67,181,,275,1083,.480,.480,,.693
George McGinnis,PHI,.610,8.6,79,,2769,659,1439,659,1439,,,372,546,324,587,911,302,163,37,,299,1690,.458,.458,,.681
Mickey Johnson,CHI,.537,8.5,81,,2847,538,1205,538,1205,,,324,407,297,531,828,195,103,64,,315,1400,.446,.446,,.796
Rick Barry,GSW,.561,8.4,79,,2904,682,1551,682,1551,,,359,392,73,349,422,475,172,58,,194,1723,.440,.440,,.916
Ron Boone,KCK,.488,8.1,82,,3021,747,1577,747,1577,,,324,384,128,193,321,338,119,19,,258,1818,.474,.474,,.844
John Drew,ATL,.378,7.9,74,,2688,689,1416,689,1416,,,412,577,280,395,675,133,102,29,,275,1790,.487,.487,,.714
Brian Taylor,KCK,.488,7.9,72,,2488,501,995,501,995,,,225,275,88,150,238,320,199,16,,206,1227,.504,.504,,.818
Earl Monroe,NYK,.488,7.8,77,,2656,613,1185,613,1185,,,307,366,45,178,223,366,91,23,,197,1533,.517,.517,,.839
Calvin Murphy,HOU,.598,7.7,82,,2764,596,1216,596,1216,,,272,307,54,118,172,386,144,8,,281,1464,.490,.490,,.886
Dave Twardzik,POR,.598,7.5,74,,1937,263,430,263,430,,,239,284,75,127,202,247,128,15,,228,765,.612,.612,,.842
Bob Gross,POR,.598,7.4,82,,2232,376,711,376,711,,,183,215,173,221,394,242,107,57,,255,935,.529,.529,,.851
Truck Robinson,TOT,,7.3,77,,2777,574,1200,574,1200,,,314,430,252,576,828,142,66,38,,253,1462,.478,.478,,.730
Jamaal Wilkes,GSW,.561,7.3,76,,2579,548,1147,548,1147,,,247,310,155,423,578,211,127,16,,222,1343,.478,.478,,.797
