Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Michael Jordan,CHI,.671,19.0,82,82,3197,1034,1964,942,1719,92,245,593,699,143,422,565,519,227,54,247,241,2753,.526,.548,.376,.848
Charles Barkley,PHI,.646,17.3,79,79,3085,706,1177,686,1085,20,92,557,744,361,548,909,307,148,50,243,250,1989,.600,.632,.217,.749
Magic Johnson,LAL,.768,16.5,79,79,2937,546,1138,440,862,106,276,567,637,128,394,522,907,132,34,289,167,1765,.480,.510,.384,.890
Karl Malone,UTA,.671,15.9,82,82,3122,914,1627,898,1584,16,43,696,913,232,679,911,226,121,50,304,259,2540,.562,.567,.372,.762
David Robinson,SAS,.683,15.1,82,81,3002,690,1300,690,1298,0,2,613,837,303,680,983,164,138,319,257,259,1993,.531,.532,.000,.732
John Stockton,UTA,.671,14.4,78,78,2915,472,918,425,805,47,113,354,432,57,149,206,1134,207,18,272,233,1345,.514,.528,.416,.819
Patrick Ewing,NYK,.549,13.5,82,82,3165,922,1673,921,1669,1,4,502,648,235,658,893,182,78,327,278,325,2347,.551,.552,.250,.775
Reggie Miller,IND,.512,12.1,82,82,3192,661,1287,511,925,150,362,544,627,95,200,295,311,110,18,222,175,2016,.514,.552,.414,.868
Terry Porter,POR,.720,11.7,80,80,2781,448,969,359,731,89,238,421,472,59,213,272,726,151,4,245,150,1406,.462,.491,.374,.892
Clyde Drexler,POR,.720,11.6,73,73,2683,670,1357,640,1251,30,106,333,430,208,299,507,432,145,51,191,222,1703,.494,.512,.283,.774
Kevin Johnson,PHO,.659,11.6,74,74,2782,578,1159,570,1118,8,41,501,598,42,228,270,846,95,14,263,143,1665,.499,.510,.195,.838
Tom Chambers,PHO,.659,11.2,81,81,3046,810,1617,786,1531,24,86,557,647,121,450,571,190,88,47,218,260,2201,.501,.513,.279,.861
Hakeem Olajuwon,HOU,.500,11.2,82,82,3124,806,1609,805,1603,1,6,382,536,299,850,1149,234,174,376,316,314,1995,.501,.502,.167,.713
Kevin McHale,BOS,.634,11.1,82,25,2722,648,1181,625,1112,23,69,393,440,201,476,677,172,30,157,183,250,1712,.549,.562,.333,.893
Dominique Wilkins,ATL,.500,11.1,80,79,2888,810,1672,751,1489,59,183,459,569,217,304,521,200,126,47,174,141,2138,.484,.504,.322,.807
James Worthy,LAL,.768,10.6,80,80,2960,711,1298,696,1249,15,49,248,317,160,318,478,288,99,49,160,190,1685,.548,.557,.306,.782
Chris Mullin,GSW,.451,10.2,78,78,2830,682,1272,595,1038,87,234,505,568,130,333,463,319,123,45,239,142,1956,.536,.573,.372,.889
Bill Laimbeer,DET,.720,10.1,81,81,2675,380,785,323,627,57,158,164,192,166,614,780,171,57,84,98,278,981,.484,.515,.361,.854
Mark Price,CLE,.512,10.1,73,73,2706,489,1066,337,692,152,374,300,338,66,185,251,666,114,5,214,89,1430,.459,.487,.406,.888
Derek Harper,DAL,.573,9.9,82,82,3007,567,1161,478,921,89,240,250,315,54,190,244,609,187,26,207,224,1473,.488,.519,.371,.794
Larry Bird,BOS,.634,9.5,75,75,2944,718,1517,653,1322,65,195,319,343,90,622,712,562,106,61,243,173,1820,.473,.494,.333,.930
Charles Smith,LAC,.366,9.4,78,76,2732,595,1145,594,1133,1,12,454,572,177,347,524,114,86,119,162,294,1645,.520,.524,.083,.794
Dennis Rodman,DET,.720,9.3,82,43,2377,288,496,287,487,1,9,142,217,336,456,792,72,52,60,90,276,719,.581,.589,.111,.654
Jerome Kersey,POR,.720,8.8,82,82,2843,519,1085,516,1065,3,20,269,390,251,439,690,188,121,63,144,304,1310,.478,.485,.150,.690
Fat Lever,DEN,.524,8.8,79,79,2832,568,1283,532,1196,36,87,271,337,230,504,734,517,168,13,156,172,1443,.443,.445,.414,.804
Terry Cummings,SAS,.683,8.7,81,78,2821,728,1532,709,1473,19,59,343,440,226,451,677,219,110,52,202,286,1818,.475,.481,.322,.780
Joe Dumars,DET,.720,8.7,75,71,2578,508,1058,486,1003,22,55,297,330,60,152,212,368,63,2,145,129,1335,.480,.485,.400,.900
Jeff Hornacek,PHO,.659,8.7,67,60,2278,483,901,443,803,40,98,173,202,86,227,313,337,117,14,125,144,1179,.536,.552,.408,.856
Buck Williams,POR,.720,8.7,82,82,2801,413,754,413,753,0,1,288,408,250,550,800,116,69,39,168,285,1114,.548,.548,.000,.706
Hot Rod Williams,CLE,.512,8.7,82,29,2776,528,1070,528,1070,0,0,325,440,220,443,663,168,86,167,143,214,1381,.493,.493,,.739
Otis Thorpe,HOU,.500,8.5,82,82,2947,547,998,547,988,0,10,307,446,258,476,734,261,66,24,229,270,1401,.548,.554,.000,.688
Mark West,PHO,.659,8.2,82,79,2399,331,530,331,530,0,0,199,288,212,516,728,45,36,184,126,277,861,.625,.625,,.691
Sam Perkins,DAL,.573,8.1,76,70,2668,435,883,429,855,6,28,330,424,209,363,572,175,88,64,148,225,1206,.493,.502,.214,.778
Detlef Schrempf,IND,.512,8.1,78,18,2573,424,822,407,774,17,48,402,490,149,471,620,247,59,16,180,271,1267,.516,.526,.354,.820
Horace Grant,CHI,.671,8.0,80,80,2753,446,853,446,853,0,0,179,256,236,393,629,227,92,84,110,230,1071,.523,.523,,.699
Hersey Hawkins,PHI,.646,8.0,82,82,2856,522,1136,438,936,84,200,387,436,85,219,304,261,130,28,185,217,1515,.460,.468,.420,.888
Rodney McCray,SAC,.280,7.9,82,82,3238,537,1043,526,1001,11,42,273,348,192,477,669,377,60,70,174,176,1358,.515,.525,.262,.784
Robert Parish,BOS,.634,7.8,79,78,2396,505,871,505,871,0,0,233,312,259,537,796,103,38,69,169,189,1243,.580,.580,,.747
A.C. Green,LAL,.768,7.7,82,82,2709,385,806,372,760,13,46,278,370,262,450,712,90,66,50,116,207,1061,.478,.489,.283,.751
Moses Malone,ATL,.500,7.7,81,81,2735,517,1077,516,1068,1,9,493,631,364,448,812,130,47,84,232,158,1528,.480,.483,.111,.781
Jay Humphries,MIL,.537,7.6,81,81,2818,496,1005,475,935,21,70,224,285,80,189,269,472,156,11,151,253,1237,.494,.508,.300,.786
Alvin Robertson,MIL,.537,7.5,81,81,2599,476,946,472,920,4,26,197,266,230,329,559,445,207,17,217,280,1153,.503,.513,.154,.741
Maurice Cheeks,TOT,,7.1,81,62,2519,307,609,303,593,4,16,171,202,50,190,240,453,124,10,121,78,789,.504,.511,.250,.847
Wayman Tisdale,SAC,.280,7.0,79,79,2937,726,1383,726,1377,0,6,306,391,185,410,595,108,54,54,153,251,1758,.525,.527,.000,.783
Michael Adams,DEN,.524,6.9,79,74,2690,398,989,240,557,158,432,267,314,49,176,225,495,121,3,141,133,1221,.402,.431,.366,.850
Rolando Blackman,DAL,.573,6.8,80,80,2934,626,1256,613,1213,13,43,287,340,88,192,280,289,77,21,174,128,1552,.498,.505,.302,.844
Michael Cage,SEA,.500,6.8,82,82,2595,325,645,325,645,0,0,148,212,306,515,821,70,79,45,94,232,798,.504,.504,,.698
Tyrone Corbin,MIN,.268,6.8,82,80,3011,521,1083,521,1072,0,11,161,209,219,385,604,216,175,41,143,288,1203,.481,.486,.000,.770
Muggsy Bogues,CHH,.232,6.7,81,65,2743,326,664,321,638,5,26,106,134,48,159,207,867,166,3,146,168,763,.491,.503,.192,.791
Vern Fleming,IND,.512,6.7,82,82,2876,467,919,455,885,12,34,230,294,118,204,322,610,92,10,206,213,1176,.508,.514,.353,.782
Reggie Lewis,BOS,.634,6.7,79,54,2522,540,1089,536,1074,4,15,256,317,109,238,347,225,88,63,120,216,1340,.496,.499,.267,.808
Isiah Thomas,DET,.720,6.7,81,81,2993,579,1322,537,1186,42,136,292,377,74,234,308,765,139,19,322,206,1492,.438,.453,.309,.775
Rik Smits,IND,.512,6.6,82,82,2404,515,967,515,966,0,1,241,297,135,377,512,142,45,169,143,328,1271,.533,.533,.000,.811
Willie Anderson,SAS,.683,6.5,82,81,2788,532,1082,525,1056,7,26,217,290,115,257,372,364,111,58,198,252,1288,.492,.497,.269,.748
Craig Ehlo,CLE,.512,6.5,81,64,2894,436,940,332,692,104,248,126,185,147,292,439,371,126,23,161,226,1102,.464,.480,.419,.681
Larry Nance,CLE,.512,6.5,62,53,2065,412,807,411,806,1,1,186,239,162,354,516,161,54,122,110,185,1011,.511,.510,1.000,.778
Johnny Dawkins,PHI,.646,6.4,81,81,2865,465,950,443,884,22,66,210,244,48,199,247,601,121,9,214,159,1162,.489,.501,.333,.861
Dale Ellis,SEA,.500,6.4,55,49,2033,502,1011,406,755,96,256,193,236,90,148,238,110,59,7,119,124,1293,.497,.538,.375,.818
Sleepy Floyd,HOU,.500,6.3,82,73,2630,362,803,273,569,89,234,187,232,46,152,198,600,94,11,204,159,1000,.451,.480,.380,.806
Derrick McKey,SEA,.500,6.3,80,80,2748,468,949,465,926,3,23,315,403,170,319,489,187,87,81,192,247,1254,.493,.502,.130,.782
Darrell Walker,WSB,.378,6.3,81,81,2883,316,696,314,675,2,21,138,201,173,541,714,652,139,30,173,220,772,.454,.465,.095,.687
Buck Johnson,HOU,.500,6.2,82,82,2832,504,1019,502,1002,2,17,205,270,113,268,381,252,104,62,167,321,1215,.495,.501,.118,.759
Tod Murphy,MIN,.268,6.1,82,59,2493,260,552,244,509,16,43,144,203,207,357,564,106,76,60,61,229,680,.471,.479,.372,.709
John Salley,DET,.720,6.1,82,12,1914,209,408,208,404,1,4,174,244,154,285,439,67,51,153,97,282,593,.512,.515,.250,.713
Mike Gminski,PHI,.646,6.0,81,81,2659,458,1002,455,985,3,17,193,235,196,491,687,128,43,102,98,136,1112,.457,.462,.176,.821
Charles Oakley,NYK,.549,6.0,61,61,2196,336,641,336,638,0,3,217,285,258,469,727,146,64,16,165,220,889,.524,.527,.000,.761
Byron Scott,LAL,.768,6.0,77,77,2593,472,1005,379,785,93,220,160,209,51,191,242,274,77,31,122,180,1197,.470,.483,.423,.766
Ricky Pierce,MIL,.537,5.8,59,0,1709,503,987,457,854,46,133,307,366,64,103,167,133,50,7,129,158,1359,.510,.535,.346,.839
Mark Aguirre,DET,.720,5.7,78,40,2005,438,898,407,805,31,93,192,254,117,188,305,145,34,19,121,201,1099,.488,.506,.333,.756
Scottie Pippen,CHI,.671,5.7,82,82,3148,562,1150,534,1038,28,112,199,295,150,397,547,444,211,101,278,298,1351,.489,.514,.250,.675
James Edwards,DET,.720,5.6,82,70,2283,462,928,462,925,0,3,265,354,112,233,345,63,23,37,133,295,1189,.498,.499,.000,.749
Bernard King,WSB,.378,5.5,82,82,2687,711,1459,708,1436,3,23,412,513,129,275,404,376,51,7,248,230,1837,.487,.493,.130,.803
Dan Majerle,PHO,.659,5.5,73,23,2244,296,698,277,618,19,80,198,260,144,286,430,188,100,32,82,177,809,.424,.448,.238,.762
Benoit Benjamin,LAC,.366,5.4,71,58,2313,362,688,362,687,0,1,235,321,156,501,657,159,59,187,187,217,959,.526,.527,.000,.732
Xavier McDaniel,SEA,.500,5.4,69,67,2432,611,1233,606,1216,5,17,244,333,165,282,447,171,73,36,187,231,1471,.496,.498,.294,.733
Chuck Person,IND,.512,5.4,77,73,2714,605,1242,511,989,94,253,211,270,126,319,445,230,53,20,170,217,1515,.487,.517,.372,.781
Mitchell Wiggins,HOU,.500,5.4,66,52,1852,416,853,416,850,0,3,192,237,133,153,286,104,85,1,87,165,1024,.488,.489,.000,.810
Tony Campbell,MIN,.268,5.3,82,81,3164,723,1581,714,1527,9,54,448,569,209,242,451,213,111,31,251,260,1903,.457,.468,.167,.787
Mark Eaton,UTA,.671,5.3,82,82,2281,158,300,158,300,0,0,79,118,171,430,601,39,33,201,75,238,395,.527,.527,,.669
Rick Mahorn,PHI,.646,5.3,75,66,2271,313,630,311,621,2,9,183,256,167,401,568,98,44,103,104,251,811,.497,.501,.222,.715
Danny Manning,LAC,.366,5.3,71,42,2269,440,826,440,821,0,5,274,370,142,280,422,187,91,39,188,261,1154,.533,.536,.000,.741
Jeff Malone,WSB,.378,5.2,75,74,2567,781,1592,780,1586,1,6,257,293,54,152,206,243,48,6,125,116,1820,.491,.492,.167,.877
Blair Rasmussen,DEN,.524,5.2,81,55,1995,445,895,445,894,0,1,111,134,174,420,594,82,40,104,75,300,1001,.497,.498,.000,.828
Mitch Richmond,GSW,.451,5.2,78,78,2799,640,1287,606,1192,34,95,406,469,98,262,360,223,98,24,201,210,1720,.497,.508,.358,.866
Alex English,DEN,.524,5.1,80,80,2211,635,1293,633,1288,2,5,161,183,119,167,286,225,51,23,93,130,1433,.491,.491,.400,.880
Sam Mitchell,MIN,.268,5.1,80,30,2414,372,834,372,825,0,9,268,349,180,282,462,89,66,54,96,301,1012,.446,.451,.000,.768
Vlade Divac,LAL,.768,5.0,82,5,1611,274,549,274,544,0,5,153,216,167,345,512,75,79,114,110,240,701,.499,.504,.000,.708
Rod Higgins,GSW,.451,5.0,82,22,1993,304,632,237,439,67,193,234,285,120,302,422,129,47,53,93,184,909,.481,.540,.347,.821
Jack Sikma,MIL,.537,5.0,71,70,2250,344,827,276,628,68,199,230,260,109,383,492,229,76,48,139,244,986,.416,.439,.342,.885
Nate McMillan,SEA,.500,4.9,82,69,2338,207,438,196,407,11,31,98,153,127,276,403,598,140,37,187,289,523,.473,.482,.355,.641
Danny Ainge,SAC,.280,4.8,75,68,2727,506,1154,398,865,108,289,222,267,69,257,326,453,113,18,185,238,1342,.438,.460,.374,.831
Kevin Duckworth,POR,.720,4.8,82,82,2462,548,1146,548,1146,0,0,231,312,184,325,509,91,36,34,171,271,1327,.478,.478,,.740
John Paxson,CHI,.671,4.8,82,82,2365,365,708,332,616,33,92,56,68,27,92,119,335,83,6,85,176,819,.516,.539,.359,.824
Orlando Woolridge,LAL,.768,4.8,62,2,1421,306,550,306,545,0,5,176,240,49,136,185,96,39,46,73,160,788,.556,.561,.000,.733
Sam Bowie,NJN,.207,4.7,68,54,2207,347,834,337,803,10,31,294,379,206,484,690,91,38,121,125,211,998,.416,.420,.323,.776
Mychal Thompson,LAL,.768,4.7,70,70,1883,281,562,281,562,0,0,144,204,173,304,477,43,33,73,79,207,706,.500,.500,,.706
Kevin Willis,ATL,.500,4.7,81,51,2273,418,805,416,798,2,7,168,246,253,392,645,57,63,47,144,259,1006,.519,.521,.286,.683
Thurl Bailey,UTA,.671,4.6,82,33,2583,470,977,470,969,0,8,222,285,116,294,410,137,32,100,139,175,1162,.481,.485,.000,.779
