Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Leroy Ellis,BAL,.247,3.2,81,,2938,496,1166,496,1166,,,211,286,,,970,170,,,,258,1203,.425,.425,,.738
Johnny Egan,BAL,.247,3.1,71,,1743,267,624,267,624,,,185,219,,,180,275,,,,190,719,.428,.428,,.845
Tom Meschery,SFW,.543,3.1,72,,1846,293,706,293,706,,,175,244,,,549,94,,,,264,761,.415,.415,,.717
Tom Van Arsdale,DET,.370,3.1,79,,2134,347,887,347,887,,,272,347,,,341,193,,,,241,966,.391,.391,,.784
Fred Hetzel,SFW,.543,2.9,77,,2123,373,932,373,932,,,192,237,,,639,111,,,,228,938,.400,.400,,.810
Archie Clark,LAL,.444,2.7,76,,1763,331,732,331,732,,,136,192,,,218,205,,,,193,798,.452,.452,,.708
Reggie Harding,DET,.370,2.6,74,,1367,172,383,172,383,,,63,103,,,455,94,,,,164,407,.449,.449,,.612
Larry Costello,PHI,.840,2.5,49,,976,130,293,130,293,,,120,133,,,103,140,,,,141,380,.444,.444,,.902
Kevin Loughery,BAL,.247,2.5,76,,2577,520,1306,520,1306,,,340,412,,,349,288,,,,294,1380,.398,.398,,.825
Jack Marin,BAL,.247,2.5,74,,1323,283,632,283,632,,,145,187,,,313,75,,,,199,711,.448,.448,,.775
Tom Hawkins,LAL,.444,2.4,76,,1798,275,572,275,572,,,82,173,,,434,83,,,,207,632,.481,.481,,.474
Ray Scott,TOT,,2.4,72,,2446,458,1144,458,1144,,,256,366,,,760,160,,,,215,1172,.400,.400,,.699
Walt Hazzard,LAL,.444,2.2,79,,1642,301,706,301,706,,,129,177,,,231,323,,,,203,731,.426,.426,,.729
Flynn Robinson,CIN,.481,2.2,76,,1140,274,599,274,599,,,120,154,,,133,110,,,,197,668,.457,.457,,.779
Cazzie Russell,NYK,.444,2.2,77,,1696,344,789,344,789,,,179,228,,,251,187,,,,174,867,.436,.436,,.785
Jim Barnes,LAL,.444,2.1,80,,1398,217,497,217,497,,,128,187,,,450,47,,,,266,562,.437,.437,,.684
Clyde Lee,SFW,.543,2.1,74,,1247,205,503,205,503,,,105,166,,,551,77,,,,168,515,.408,.408,,.633
Rod Thorn,STL,.481,2.1,67,,1166,233,524,233,524,,,125,172,,,160,118,,,,88,591,.445,.445,,.727
Joe Caldwell,STL,.481,2.0,81,,2256,458,1076,458,1076,,,200,308,,,442,166,,,,230,1116,.426,.426,,.649
Dave Gambee,PHI,.840,1.9,63,,757,150,345,150,345,,,107,125,,,197,42,,,,143,407,.435,.435,,.856
Don Kojis,CHI,.407,1.9,78,,1655,329,773,329,773,,,134,222,,,479,70,,,,204,792,.426,.426,,.604
McCoy McLemore,CHI,.407,1.8,79,,1382,258,670,258,670,,,210,272,,,374,62,,,,189,726,.385,.385,,.772
Paul Silas,STL,.481,1.8,77,,1570,207,482,207,482,,,113,213,,,669,74,,,,208,527,.429,.429,,.531
Rudy LaRusso,LAL,.444,1.7,45,,1292,211,509,211,509,,,156,224,,,351,78,,,,149,578,.415,.415,,.696
Ben Warley,BAL,.247,1.7,62,,1037,125,312,125,312,,,134,170,,,325,51,,,,176,384,.401,.401,,.788
Johnny Green,BAL,.247,1.5,61,,948,203,437,203,437,,,96,207,,,394,57,,,,139,502,.465,.465,,.464
Howard Komives,NYK,.444,1.5,65,,2282,402,995,402,995,,,217,253,,,183,401,,,,213,1021,.404,.404,,.858
Jerry Chambers,LAL,.444,1.4,69,,1015,224,496,224,496,,,68,93,,,208,44,,,,143,516,.452,.452,,.731
Jim Washington,CHI,.407,1.3,77,,1475,252,604,252,604,,,88,159,,,468,56,,,,181,592,.417,.417,,.553
Wayne Embry,BOS,.741,1.2,72,,729,147,359,147,359,,,82,144,,,294,42,,,,137,376,.409,.409,,.569
Jon McGlocklin,CIN,.481,1.1,60,,1194,217,493,217,493,,,74,104,,,164,93,,,,84,508,.440,.440,,.712
Mel Counts,TOT,,1.0,56,,860,177,419,177,419,,,69,94,,,344,52,,,,183,423,.422,.422,,.734
Connie Dierking,CIN,.481,1.0,77,,1905,291,729,291,729,,,134,180,,,603,158,,,,251,716,.399,.399,,.744
Bob Love,CIN,.481,1.0,66,,1074,173,403,173,403,,,93,147,,,257,49,,,,153,439,.429,.429,,.633
Gerry Ward,CHI,.407,1.0,76,,1042,117,307,117,307,,,87,138,,,179,130,,,,169,321,.381,.381,,.630
Barry Clemens,CHI,.407,0.9,60,,986,186,444,186,444,,,68,90,,,201,39,,,,143,440,.419,.419,,.756
Bob Ferry,BAL,.247,0.9,51,,991,132,315,132,315,,,70,110,,,258,92,,,,97,334,.419,.419,,.636
Gene Tormohlen,STL,.481,0.8,63,,1036,172,403,172,403,,,50,84,,,347,73,,,,177,394,.427,.427,,.595
John Barnhill,BAL,.247,0.7,53,,1214,187,447,187,447,,,66,103,,,157,136,,,,80,440,.418,.418,,.641
Dick Snyder,STL,.481,0.6,55,,676,144,333,144,333,,,46,61,,,91,59,,,,82,334,.432,.432,,.754
Len Chappell,TOT,,0.5,73,,708,132,313,132,313,,,53,81,,,189,33,,,,104,317,.422,.422,,.654
Matt Guokas,PHI,.840,0.5,69,,808,79,203,79,203,,,49,81,,,83,105,,,,82,207,.389,.389,,.605
Dorie Murrey,DET,.370,0.5,35,,311,33,82,33,82,,,32,54,,,102,12,,,,57,98,.402,.402,,.593
Bud Olsen,SFW,.543,0.5,40,,348,75,167,75,167,,,23,58,,,103,32,,,,51,173,.449,.449,,.397
Joe Ellis,SFW,.543,0.4,41,,333,67,164,67,164,,,19,25,,,112,27,,,,45,153,.409,.409,,.760
Toby Kimball,BOS,.741,0.4,38,,222,35,97,35,97,,,27,40,,,146,13,,,,42,97,.361,.361,,.675
Chico Vaughn,DET,.370,0.4,51,,680,85,226,85,226,,,50,74,,,67,75,,,,54,220,.376,.376,,.676
John Block,LAL,.444,0.2,22,,118,20,52,20,52,,,24,34,,,45,5,,,,20,64,.385,.385,,.706
Keith Erickson,CHI,.407,0.2,76,,1454,235,641,235,641,,,117,159,,,339,119,,,,199,587,.367,.367,,.736
George Wilson,TOT,,0.2,55,,573,85,234,85,234,,,58,86,,,206,15,,,,92,228,.363,.363,,.674
Nate Bowman,CHI,.407,0.1,9,,65,8,21,8,21,,,6,8,,,28,2,,,,18,22,.381,.381,,.750
