Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Spencer Haywood,DNR,,17.1,84,,3808,986,1998,986,1987,0,11,547,705,533,1104,1637,190,,,253,221,2519,.493,.496,.000,.776
Jerry West,LAL,.561,15.2,74,,3106,831,1673,831,1673,,,647,785,,,338,554,,,,160,2309,.497,.497,,.824
Walt Frazier,NYK,.732,15.0,77,,3040,600,1158,600,1158,,,409,547,,,465,629,,,,203,1609,.518,.518,,.748
Willis Reed,NYK,.732,14.6,81,,3089,702,1385,702,1385,,,351,464,,,1126,161,,,,287,1755,.507,.507,,.756
Kareem Abdul-Jabbar,MIL,.683,13.8,82,,3534,938,1810,938,1810,,,485,743,,,1190,337,,,,283,2361,.518,.518,,.653
Roger Brown,INA,,13.3,84,,3495,719,1444,679,1324,40,120,457,562,178,442,620,392,,,229,308,1935,.498,.513,.333,.813
Oscar Robertson,CIN,.439,11.4,69,,2865,647,1267,647,1267,,,454,561,,,422,558,,,,175,1748,.511,.511,,.809
Lou Hudson,ATL,.585,11.1,80,,3091,830,1564,830,1564,,,371,450,,,373,276,,,,225,2031,.531,.531,,.824
Wes Unseld,BAL,.610,11.1,82,,3234,526,1015,526,1015,,,273,428,,,1370,291,,,,250,1325,.518,.518,,.638
Levern Tart,NYA,,10.9,80,,3210,756,1528,745,1493,11,35,412,526,252,294,546,264,,,248,268,1935,.495,.499,.314,.783
Red Robbins,NOB,,10.7,82,,3266,525,1091,518,1068,7,23,285,366,427,905,1332,182,,,148,251,1342,.481,.485,.304,.779
John Havlicek,BOS,.415,10.6,81,,3369,736,1585,736,1585,,,488,578,,,635,550,,,,211,1960,.464,.464,,.844
Larry Jones,DNR,,10.6,75,,3027,625,1441,584,1276,41,165,579,732,143,248,391,426,,,237,228,1870,.434,.458,.248,.791
Jimmy Jones,NOB,,10.5,70,,2513,533,1072,531,1063,2,9,380,469,85,230,315,340,,,275,238,1448,.497,.500,.222,.810
Billy Cunningham,PHI,.512,10.3,81,,3194,802,1710,802,1710,,,510,700,,,1101,352,,,,331,2114,.469,.469,,.729
Connie Hawkins,PHO,.476,10.2,81,,3312,709,1447,709,1447,,,577,741,,,846,391,,,,287,1995,.490,.490,,.779
Goose Ligon,KEN,,9.9,84,,3130,507,1000,507,998,0,2,287,445,399,695,1094,190,,,206,360,1301,.507,.508,.000,.645
Chet Walker,CHI,.476,9.8,78,,2726,596,1249,596,1249,,,483,568,,,604,192,,,,203,1675,.477,.477,,.850
Donnie Freeman,MMF,,9.7,79,,3164,766,1684,761,1665,5,19,626,762,132,268,400,291,,,190,253,2163,.455,.457,.263,.822
Donald Sidle,MMF,,9.7,84,,3493,639,1320,638,1314,1,6,469,634,432,650,1082,129,,,250,272,1748,.484,.486,.167,.740
Flynn Robinson,MIL,.683,9.3,81,,2762,663,1391,663,1391,,,439,489,,,263,449,,,,254,1765,.477,.477,,.898
Dick Van Arsdale,PHO,.476,9.0,77,,2966,592,1166,592,1166,,,459,575,,,264,338,,,,282,1643,.508,.508,,.798
Happy Hairston,TOT,,8.8,70,,2427,483,973,483,973,,,326,413,,,775,121,,,,230,1292,.496,.496,,.789
Glen Combs,DLC,,8.6,84,,3260,640,1474,510,1104,130,370,458,548,61,228,289,342,,,294,265,1868,.434,.462,.351,.836
Mel Daniels,INA,,8.6,83,,3039,613,1295,613,1293,0,2,330,489,423,1039,1462,131,,,307,309,1556,.473,.474,.000,.675
Bob Love,CHI,.476,8.6,82,,3123,640,1373,640,1373,,,442,525,,,712,148,,,,260,1722,.466,.466,,.842
Louie Dampier,KEN,,8.5,82,,3353,743,1864,545,1316,198,548,447,538,83,227,310,447,,,274,235,2131,.399,.414,.361,.831
Elvin Hayes,SDR,.329,8.5,82,,3665,914,2020,914,2020,,,428,622,,,1386,162,,,,270,2256,.452,.452,,.688
Johnny Green,CIN,.439,8.4,78,,2278,481,860,481,860,,,254,429,,,841,112,,,,268,1216,.559,.559,,.592
Jack Marin,BAL,.610,8.3,82,,2947,666,1363,666,1363,,,286,339,,,537,217,,,,248,1618,.489,.489,,.844
Earl Monroe,BAL,.610,8.3,82,,3051,695,1557,695,1557,,,532,641,,,257,402,,,,258,1922,.446,.446,,.830
Don Nelson,BOS,.415,8.3,82,,2224,461,920,461,920,,,337,435,,,601,148,,,,238,1259,.501,.501,,.775
Darrall Imhoff,PHI,.512,8.2,79,,2474,430,796,430,796,,,215,331,,,754,211,,,,294,1075,.540,.540,,.650
Jon McGlocklin,MIL,.683,8.2,82,,2966,639,1206,639,1206,,,169,198,,,252,303,,,,164,1447,.530,.530,,.854
Bob Netolicky,INA,,8.2,82,,3222,673,1393,671,1386,2,7,343,502,337,539,876,123,,,185,206,1691,.483,.484,.286,.683
Bob Verga,CAR,,8.2,82,,3411,867,1984,801,1769,66,215,458,565,176,254,430,290,,,313,268,2258,.437,.453,.307,.811
Byron Beck,DNR,,8.1,79,,2454,440,841,440,839,0,2,137,174,250,514,764,112,,,137,293,1017,.523,.524,.000,.787
Archie Clark,PHI,.512,8.1,76,,2772,594,1198,594,1198,,,311,396,,,301,380,,,,201,1499,.496,.496,,.785
Warren Davis,TOT,,8.1,80,,2647,428,861,427,858,1,3,304,418,278,629,907,244,,,274,300,1161,.497,.498,.333,.727
John Beasley,DLC,,8.0,84,,3066,626,1254,623,1246,3,8,284,347,303,703,1006,132,,,175,278,1539,.499,.500,.375,.818
Darel Carrier,KEN,,8.0,77,,2805,608,1458,503,1178,105,280,454,509,44,205,249,212,,,213,268,1775,.417,.427,.375,.892
Joe Caldwell,ATL,.585,7.9,82,,2857,674,1329,674,1329,,,379,551,,,407,287,,,,255,1727,.507,.507,,.688
Mike Lewis,PTP,,7.9,78,,2698,499,1006,499,1006,0,0,269,356,370,684,1054,268,,,242,306,1267,.496,.496,,.756
Jerry Lucas,TOT,,7.9,67,,2420,405,799,405,799,,,200,255,,,951,175,,,,164,1010,.507,.507,,.784
Rick Barry,WSA,,7.8,52,,1849,517,1036,509,997,8,39,400,463,130,233,363,178,,,184,174,1442,.499,.511,.205,.864
Elgin Baylor,LAL,.561,7.8,54,,2213,511,1051,511,1051,,,276,357,,,559,292,,,,132,1298,.486,.486,,.773
Mack Calvin,LAS,,7.7,84,,2955,441,1047,438,1022,3,25,529,642,95,199,294,478,,,261,289,1414,.421,.429,.120,.824
Gene Littles,CAR,,7.7,82,,2832,414,817,414,814,0,3,197,254,154,261,415,282,,,157,255,1025,.507,.509,.000,.776
Manny Leaks,DLC,,7.3,84,,3086,636,1287,636,1285,0,2,305,428,427,620,1047,100,,,181,283,1577,.494,.495,.000,.713
Steve Jones,NOB,,7.1,84,,3116,689,1558,674,1492,15,66,412,495,142,246,388,195,,,251,290,1805,.442,.452,.227,.832
Trooper Washington,TOT,,6.9,81,,2353,320,582,316,574,4,8,155,240,312,510,822,196,,,177,285,799,.550,.551,.500,.646
Dick Barnett,NYK,.732,6.8,82,,2772,494,1039,494,1039,,,232,325,,,221,298,,,,220,1220,.475,.475,,.714
Jeff Mullins,SFW,.366,6.8,74,,2861,656,1426,656,1426,,,320,378,,,382,360,,,,240,1632,.460,.460,,.847
Cincinnatus Powell,DLC,,6.8,76,,2624,562,1200,560,1188,2,12,402,519,193,489,682,192,,,251,250,1528,.468,.471,.167,.775
Gail Goodrich,PHO,.476,6.7,81,,3234,568,1251,568,1251,,,488,604,,,340,605,,,,251,1624,.454,.454,,.808
Willie Wise,LAS,,6.7,82,,2709,483,1014,479,997,4,17,278,427,283,669,952,204,,,186,301,1248,.476,.480,.235,.651
Bill Bridges,ATL,.585,6.6,82,,3269,443,932,443,932,,,331,451,,,1181,345,,,,292,1217,.475,.475,,.734
Dave DeBusschere,NYK,.732,6.6,79,,2627,488,1082,488,1082,,,176,256,,,790,194,,,,244,1152,.451,.451,,.688
Bill Melchionni,NYA,,6.5,80,,3157,479,1030,474,1002,5,28,255,311,66,164,230,457,,,186,282,1218,.465,.473,.179,.820
John Brisker,PTP,,6.3,77,,2173,627,1361,593,1245,34,116,329,398,198,243,441,133,,,203,236,1617,.461,.476,.293,.827
Hal Greer,PHI,.512,6.2,80,,3024,705,1551,705,1551,,,352,432,,,376,405,,,,300,1762,.455,.455,,.815
Dick Snyder,TOT,,6.2,82,,2437,456,863,456,863,,,169,208,,,323,342,,,,277,1081,.528,.528,,.813
Jimmy Walker,DET,.378,6.2,81,,2869,666,1394,666,1394,,,355,440,,,242,248,,,,203,1687,.478,.478,,.807
Clem Haskins,CHI,.476,6.1,82,,3214,668,1486,668,1486,,,332,424,,,378,624,,,,237,1668,.450,.450,,.783
Bob Dandridge,MIL,.683,6.0,81,,2461,434,895,434,895,,,199,264,,,625,292,,,,279,1067,.485,.485,,.754
Freddie Lewis,INA,,6.0,81,,2877,448,1065,401,888,47,177,383,485,118,159,277,289,,,190,294,1326,.421,.452,.266,.790
Bob Boozer,SEA,.439,5.9,82,,2549,493,1005,493,1005,,,263,320,,,717,110,,,,237,1249,.491,.491,,.822
Gus Johnson,BAL,.610,5.9,78,,2919,578,1282,578,1282,,,197,272,,,1086,264,,,,269,1353,.451,.451,,.724
Julian Hammond,DNR,,5.7,69,,1847,329,660,329,659,0,1,169,243,204,267,471,109,,,158,183,827,.498,.499,.000,.695
Gene Moore,KEN,,5.7,83,,2613,630,1390,628,1386,2,4,209,311,345,657,1002,188,,,304,382,1471,.453,.453,.500,.672
Jim Fox,PHO,.476,5.6,81,,2041,413,788,413,788,,,218,283,,,570,93,,,,261,1044,.524,.524,,.770
Gerald Govan,NOB,,5.6,84,,3701,422,1044,421,1033,1,11,208,285,285,932,1217,385,,,272,273,1053,.404,.408,.091,.730
Greg Smith,MIL,.683,5.5,82,,2368,339,664,339,664,,,125,174,,,712,156,,,,304,803,.511,.511,,.718
Jim Washington,PHI,.512,5.5,79,,2459,401,842,401,842,,,204,273,,,734,104,,,,262,1006,.476,.476,,.747
Jim Barnett,SDR,.329,5.4,80,,2105,450,998,450,998,,,289,366,,,305,287,,,,222,1189,.451,.451,,.790
Dave Bing,DET,.378,5.3,70,,2334,575,1295,575,1295,,,454,580,,,299,418,,,,196,1604,.444,.444,,.783
Doug Moe,CAR,,5.2,80,,2671,535,1254,527,1220,8,34,304,399,142,295,437,425,,,265,282,1382,.427,.432,.235,.762
Bob Rule,SEA,.439,5.2,80,,2959,789,1705,789,1705,,,387,542,,,825,144,,,,278,1965,.463,.463,,.714
Cazzie Russell,NYK,.732,5.2,78,,1563,385,773,385,773,,,124,160,,,236,135,,,,137,894,.498,.498,,.775
John Block,SDR,.329,5.1,82,,2152,453,1025,453,1025,,,287,367,,,609,137,,,,275,1193,.442,.442,,.782
Larry Brown,WSA,,5.1,82,,2766,376,854,366,815,10,39,362,439,52,194,246,580,,,356,257,1124,.440,.449,.256,.825
Ed Johnson,NYA,,5.1,74,,2486,405,848,404,846,1,2,226,404,328,551,879,88,,,218,305,1037,.478,.478,.500,.559
Walt Hazzard,ATL,.585,5.0,82,,2757,493,1056,493,1056,,,267,330,,,329,561,,,,264,1253,.467,.467,,.809
Tom Van Arsdale,CIN,.439,5.0,71,,2544,620,1376,620,1376,,,381,492,,,463,155,,,,247,1621,.451,.451,,.774
Walt Bellamy,TOT,,4.9,79,,2028,351,671,351,671,,,215,373,,,707,143,,,,260,917,.523,.523,,.576
Bill Bradley,NYK,.732,4.9,67,,2098,413,897,413,897,,,145,176,,,239,268,,,,219,971,.460,.460,,.824
Les Hunter,NYA,,4.9,79,,2859,486,1122,480,1081,6,41,317,432,234,439,673,215,,,297,335,1295,.433,.444,.146,.734
Arvesta Kelly,PTP,,4.9,70,,2391,384,778,363,704,21,74,168,257,122,145,267,226,,,209,195,957,.494,.516,.284,.654
Lenny Wilkens,SEA,.439,4.9,75,,2802,448,1066,448,1066,,,438,556,,,378,683,,,,212,1334,.420,.420,,.788
Terry Dischinger,DET,.378,4.8,75,,1754,342,650,342,650,,,174,241,,,369,106,,,,213,858,.526,.526,,.722
Stu Lantz,SDR,.329,4.7,82,,2471,455,1027,455,1027,,,278,361,,,255,287,,,,238,1188,.443,.443,,.770
Randolph Mahaffey,CAR,,4.7,84,,2558,367,821,367,817,0,4,194,283,212,469,681,164,,,240,275,928,.447,.449,.000,.686
Craig Raymond,TOT,,4.7,80,,2356,386,812,386,811,0,1,190,304,146,650,796,154,,,247,274,962,.475,.476,.000,.625
Arthur Becker,INA,,4.6,82,,1504,309,593,309,592,0,1,111,137,110,269,379,45,,,61,249,729,.521,.522,.000,.810
George Stone,LAS,,4.6,83,,2639,512,1194,447,988,65,206,239,306,165,386,551,145,,,155,280,1328,.429,.452,.316,.781
Walter Simon,NYA,,4.5,81,,2696,454,1030,453,1010,1,20,253,338,152,322,474,294,,,197,296,1162,.441,.449,.050,.749
Tom Boerwinkle,CHI,.476,4.4,81,,2335,348,775,348,775,,,150,226,,,1016,229,,,,255,846,.449,.449,,.664
Tom Meschery,SEA,.439,4.4,80,,2294,394,818,394,818,,,196,248,,,666,157,,,,317,984,.482,.482,,.790
Rich Niemann,TOT,,4.4,69,,1484,287,606,287,606,0,0,143,194,171,392,569,89,,,141,229,717,.474,.474,,.737
Ron Williams,SFW,.366,4.4,80,,2435,452,1046,452,1046,,,277,337,,,190,424,,,,287,1181,.432,.432,,.822
