Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Karl Malone,UTA,.740,9.6,49,49,1832,393,797,393,796,0,1,378,480,107,356,463,201,62,28,162,134,1164,.493,.494,.000,.788
Shaquille O'Neal,LAL,.620,9.0,49,49,1705,510,885,510,884,0,1,269,498,187,338,525,114,36,82,122,155,1289,.576,.577,.000,.540
Tim Duncan,SAS,.740,8.7,50,50,1963,418,845,417,838,1,7,247,358,159,412,571,121,45,126,146,147,1084,.495,.498,.143,.690
David Robinson,SAS,.740,8.4,49,49,1554,268,527,268,526,0,1,239,363,148,344,492,103,69,119,108,143,775,.509,.510,.000,.658
Jason Kidd,PHO,.540,8.1,50,50,2060,310,698,265,575,45,123,181,239,87,252,339,539,114,19,150,108,846,.444,.461,.366,.757
Alonzo Mourning,MIA,.660,7.9,46,46,1753,324,634,324,632,0,2,276,423,166,341,507,74,34,180,139,161,924,.511,.513,.000,.652
Dikembe Mutombo,ATL,.620,7.9,50,50,1829,173,338,173,338,0,0,195,285,192,418,610,57,16,147,94,145,541,.512,.512,,.684
Grant Hill,DET,.580,7.3,50,50,1852,384,802,384,788,0,14,285,379,65,290,355,300,80,27,184,114,1053,.479,.487,.000,.752
Allen Iverson,PHI,.560,7.2,48,48,1990,435,1056,377,857,58,199,356,474,66,170,236,223,110,7,167,98,1284,.412,.440,.291,.751
Gary Payton,SEA,.500,7.2,50,50,2008,401,923,318,642,83,281,199,276,62,182,244,436,109,12,154,115,1084,.434,.495,.295,.721
Charles Barkley,HOU,.620,6.8,42,40,1526,240,502,236,477,4,25,192,267,167,349,516,192,43,13,100,89,676,.478,.495,.160,.719
Hakeem Olajuwon,HOU,.620,6.5,50,50,1784,373,725,369,712,4,13,195,272,106,372,478,88,82,123,139,160,945,.514,.518,.308,.717
Darrell Armstrong,ORL,.660,6.4,50,15,1502,230,522,161,333,69,189,161,178,53,127,180,335,108,4,158,90,690,.441,.483,.365,.904
Reggie Miller,IND,.660,6.4,50,50,1787,294,671,188,396,106,275,226,247,25,110,135,112,37,9,76,101,920,.438,.475,.385,.915
John Stockton,UTA,.740,6.4,50,50,1410,200,410,184,360,16,50,137,169,31,115,146,374,81,13,110,107,553,.488,.511,.320,.811
Shawn Kemp,CLE,.440,6.3,42,42,1475,277,575,276,573,1,2,307,389,131,257,388,101,48,45,127,159,862,.482,.482,.500,.789
Eddie Jones,TOT,,6.0,50,50,1881,260,595,212,453,48,142,212,271,50,144,194,186,125,58,93,128,780,.437,.468,.338,.782
