Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Neil Johnston,PHW,.625,13.9,70,,2594,499,1092,499,1092,,,549,685,,,872,225,,,,251,1547,.457,.457,,.801
Bob Pettit,STL,.458,13.8,72,,2794,646,1507,646,1507,,,557,757,,,1164,189,,,,202,1849,.429,.429,,.736
Paul Arizin,PHW,.625,12.2,72,,2724,617,1378,617,1378,,,507,626,,,539,189,,,,282,1741,.448,.448,,.810
Dolph Schayes,SYR,.486,11.8,72,,2517,465,1202,465,1202,,,542,632,,,891,200,,,,251,1472,.387,.387,,.858
Larry Foust,FTW,.514,11.1,72,,2024,367,821,367,821,,,432,555,,,648,127,,,,263,1166,.447,.447,,.778
Bill Sharman,BOS,.542,8.8,72,,2698,538,1229,538,1229,,,358,413,,,259,339,,,,197,1434,.438,.438,,.867
Chuck Share,STL,.458,8.6,72,,1975,315,733,315,733,,,346,498,,,774,131,,,,318,976,.430,.430,,.695
Clyde Lovellette,MNL,.458,8.1,71,,2518,594,1370,594,1370,,,338,469,,,992,164,,,,245,1526,.434,.434,,.721
Ed Macauley,BOS,.542,7.8,71,,2354,420,995,420,995,,,400,504,,,422,211,,,,158,1240,.422,.422,,.794
George Yardley,FTW,.514,7.5,71,,2353,434,1067,434,1067,,,365,492,,,686,159,,,,212,1233,.407,.407,,.742
Bob Houbregs,FTW,.514,6.9,70,,1535,247,575,247,575,,,283,383,,,414,159,,,,147,777,.430,.430,,.739
Bob Cousy,BOS,.542,6.8,72,,2767,440,1223,440,1223,,,476,564,,,492,642,,,,206,1356,.360,.360,,.844
Tom Gola,PHW,.625,6.5,68,,2346,244,592,244,592,,,244,333,,,616,404,,,,272,732,.412,.412,,.733
Jack Coleman,TOT,,6.4,75,,2738,390,946,390,946,,,177,249,,,688,294,,,,242,957,.412,.412,,.711
Kenny Sears,NYK,.486,6.2,70,,2069,319,728,319,728,,,258,324,,,616,114,,,,201,896,.438,.438,,.796
Maurice Stokes,ROC,.431,6.0,67,,2323,403,1137,403,1137,,,319,447,,,1094,328,,,,276,1125,.354,.354,,.714
Jack Twyman,ROC,.431,5.9,72,,2186,417,987,417,987,,,204,298,,,466,171,,,,239,1038,.422,.422,,.685
Harry Gallatin,NYK,.486,5.6,72,,2378,322,834,322,834,,,358,455,,,740,168,,,,220,1002,.386,.386,,.787
Ray Felix,NYK,.486,5.5,72,,1702,277,668,277,668,,,331,469,,,623,47,,,,293,885,.415,.415,,.706
Vern Mikkelsen,MNL,.458,5.4,72,,2100,317,821,317,821,,,328,408,,,608,173,,,,319,962,.386,.386,,.804
Dick Schnittker,MNL,.458,5.3,72,,1930,254,647,254,647,,,304,355,,,296,142,,,,253,812,.393,.393,,.856
Ed Fleming,ROC,.431,5.0,71,,2028,306,824,306,824,,,277,372,,,489,197,,,,178,889,.371,.371,,.745
Jack Stephens,STL,.458,4.8,72,,2219,248,643,248,643,,,247,357,,,377,207,,,,144,743,.386,.386,,.692
Bobby Wanzer,ROC,.431,4.8,72,,1980,245,651,245,651,,,259,360,,,272,225,,,,151,749,.376,.376,,.719
Slater Martin,MNL,.458,4.7,72,,2838,309,863,309,863,,,329,395,,,260,445,,,,202,947,.358,.358,,.833
Jack George,PHW,.625,4.6,72,,2840,352,940,352,940,,,296,391,,,313,457,,,,202,1000,.374,.374,,.757
Red Kerr,SYR,.486,4.6,72,,2114,377,935,377,935,,,207,316,,,607,84,,,,168,961,.403,.403,,.655
Mel Hutchins,FTW,.514,4.4,66,,2240,325,764,325,764,,,142,221,,,496,180,,,,166,792,.425,.425,,.643
Jack Nichols,BOS,.542,4.4,60,,1964,330,799,330,799,,,200,253,,,625,160,,,,228,860,.413,.413,,.791
Billy Kenville,SYR,.486,3.9,72,,1278,170,448,170,448,,,195,257,,,215,159,,,,132,535,.379,.379,,.759
George King,SYR,.486,3.8,72,,2343,284,763,284,763,,,176,275,,,250,410,,,,150,744,.372,.372,,.640
Monk Meineke,ROC,.431,3.7,69,,1248,154,414,154,414,,,181,232,,,316,102,,,,191,489,.372,.372,,.780
Art Spoelstra,ROC,.431,3.7,72,,1640,226,576,226,576,,,163,238,,,436,95,,,,248,615,.392,.392,,.685
Carl Braun,NYK,.486,3.6,72,,2316,396,1064,396,1064,,,320,382,,,259,298,,,,215,1112,.372,.372,,.838
Red Rocha,SYR,.486,3.6,72,,1883,250,692,250,692,,,220,281,,,416,131,,,,244,720,.361,.361,,.783
George Dempsey,PHW,.625,3.5,72,,1444,126,265,126,265,,,88,139,,,264,205,,,,146,340,.475,.475,,.633
Jim Baechtold,NYK,.486,3.2,70,,1738,268,695,268,695,,,233,291,,,220,163,,,,156,769,.386,.386,,.801
Andy Phillip,FTW,.514,2.9,70,,2078,148,405,148,405,,,112,199,,,257,410,,,,155,408,.365,.365,,.563
Whitey Skoog,MNL,.458,2.9,72,,2311,340,854,340,854,,,155,193,,,291,255,,,,232,835,.398,.398,,.803
Walter Dukes,NYK,.486,2.8,60,,1290,149,370,149,370,,,167,236,,,443,39,,,,211,465,.403,.403,,.708
Dick Hemric,BOS,.542,2.7,71,,1329,161,400,161,400,,,177,273,,,399,60,,,,142,499,.403,.403,,.648
Arnie Risen,BOS,.542,2.6,68,,1597,189,493,189,493,,,170,240,,,553,88,,,,300,548,.383,.383,,.708
Dick Farley,SYR,.486,2.5,72,,1429,168,451,168,451,,,143,207,,,165,151,,,,154,479,.373,.373,,.691
Earl Lloyd,SYR,.486,2.4,72,,1837,213,636,213,636,,,186,241,,,492,116,,,,267,612,.335,.335,,.772
Gene Shue,NYK,.486,2.4,72,,1750,240,625,240,625,,,181,237,,,212,179,,,,111,661,.384,.384,,.764
Paul Seymour,SYR,.486,2.3,57,,1826,227,670,227,670,,,188,233,,,152,276,,,,130,642,.339,.339,,.807
Lew Hitch,MNL,.458,2.2,69,,1129,94,235,94,235,,,100,132,,,283,77,,,,85,288,.400,.400,,.758
Nat Clifton,NYK,.486,2.1,64,,1537,213,541,213,541,,,135,191,,,386,151,,,,189,561,.394,.394,,.707
Ed Kalafat,MNL,.458,2.1,72,,1639,194,540,194,540,,,186,252,,,440,130,,,,236,574,.359,.359,,.738
Ed Conlin,SYR,.486,2.0,66,,1423,211,574,211,574,,,121,178,,,326,145,,,,121,543,.368,.368,,.680
Joe Graboski,PHW,.625,2.0,72,,2375,397,1075,397,1075,,,240,340,,,642,190,,,,272,1034,.369,.369,,.706
Odie Spears,FTW,.514,2.0,72,,1378,166,468,166,468,,,159,201,,,231,121,,,,191,491,.355,.355,,.791
Al Ferrari,STL,.458,1.9,68,,1611,191,534,191,534,,,164,236,,,186,163,,,,192,546,.358,.358,,.695
Corky Devlin,FTW,.514,1.8,69,,1535,200,541,200,541,,,146,192,,,171,138,,,,119,546,.370,.370,,.760
George Mikan,MNL,.458,1.6,37,,765,148,375,148,375,,,94,122,,,308,53,,,,153,390,.395,.395,,.770
Ernie Barrett,BOS,.542,1.5,72,,1451,207,533,207,533,,,93,118,,,243,174,,,,184,507,.388,.388,,.788
Dick Garmaker,MNL,.458,1.3,68,,870,138,373,138,373,,,112,139,,,132,104,,,,127,388,.370,.370,,.806
Dick McGuire,NYK,.486,1.3,62,,1685,152,438,152,438,,,121,193,,,220,362,,,,146,425,.347,.347,,.627
Ernie Beck,PHW,.625,1.1,67,,1007,136,351,136,351,,,76,106,,,196,79,,,,86,348,.387,.387,,.717
Chuck Cooper,TOT,,1.1,67,,1144,101,308,101,308,,,100,133,,,239,89,,,,140,302,.328,.328,,.752
Chuck Noble,FTW,.514,1.1,72,,2013,270,767,270,767,,,146,195,,,261,282,,,,253,686,.352,.352,,.749
Jim Tucker,SYR,.486,1.0,70,,895,101,290,101,290,,,66,83,,,232,38,,,,166,268,.348,.348,,.795
Bob Harrison,STL,.458,0.9,72,,2219,260,725,260,725,,,97,146,,,195,277,,,,246,617,.359,.359,,.664
Jim Loscutoff,BOS,.542,0.9,71,,1582,226,628,226,628,,,139,207,,,622,65,,,,213,591,.360,.360,,.671
Bob Peterson,NYK,.486,0.9,58,,779,121,303,121,303,,,68,104,,,223,44,,,,123,310,.399,.399,,.654
Walt Davis,PHW,.625,0.8,70,,1097,123,333,123,333,,,77,112,,,276,56,,,,230,323,.369,.369,,.688
Togo Palazzi,BOS,.542,0.8,63,,703,145,373,145,373,,,85,124,,,182,42,,,,87,375,.389,.389,,.685
Frank Selvy,STL,.458,0.6,17,,444,67,183,67,183,,,53,71,,,54,35,,,,38,187,.366,.366,,.746
Dick Atha,NYK,.486,0.5,25,,288,36,88,36,88,,,21,27,,,42,32,,,,39,93,.409,.409,,.778
Jackie Moore,PHW,.625,0.5,54,,402,50,129,50,129,,,32,53,,,117,26,,,,80,132,.388,.388,,.604
Red Morrison,BOS,.542,0.5,71,,910,89,240,89,240,,,44,89,,,345,53,,,,159,222,.371,.371,,.494
Bob Williams,MNL,.458,0.5,20,,173,21,46,21,46,,,24,45,,,54,7,,,,36,66,.457,.457,,.533
Alex Hannum,STL,.458,0.4,71,,1480,146,453,146,453,,,93,154,,,344,157,,,,271,385,.322,.322,,.604
Med Park,STL,.458,0.4,40,,424,53,152,53,152,,,44,70,,,94,40,,,,64,150,.349,.349,,.629
Richie Regan,ROC,.431,0.4,72,,1746,240,681,240,681,,,85,133,,,174,222,,,,179,565,.352,.352,,.639
Max Zaslofsky,FTW,.514,0.3,9,,182,29,81,29,81,,,30,35,,,16,16,,,,18,88,.358,.358,,.857
Don Bielke,FTW,.514,0.2,7,,38,5,9,5,9,,,4,7,,,9,1,,,,9,14,.556,.556,,.571
Bob Santini,NYK,.486,0.1,4,,23,5,10,5,10,,,1,2,,,3,1,,,,4,11,.500,.500,,.500
Connie Simmons,ROC,.431,0.1,68,,903,144,428,144,428,,,78,129,,,235,82,,,,142,366,.336,.336,,.605
Jesse Arnelle,FTW,.514,0.0,31,,409,52,164,52,164,,,43,69,,,170,18,,,,60,147,.317,.317,,.623
Ron Feiereisel,MNL,.458,0.0,10,,59,8,28,8,28,,,14,16,,,6,6,,,,9,30,.286,.286,,.875
Dick Ricketts,TOT,,0.0,68,,1943,235,752,235,752,,,138,195,,,490,206,,,,287,608,.313,.313,,.708
Red Davis,ROC,.431,-0.1,3,,16,0,6,0,6,,,2,2,,,4,1,,,,2,2,.000,.000,,1.000
Johnny Horan,TOT,,-0.1,19,,93,12,42,12,42,,,10,11,,,10,2,,,,21,34,.286,.286,,.909
Ernie Vandeweghe,NYK,.486,-0.1,5,,77,10,31,10,31,,,2,2,,,13,12,,,,15,22,.323,.323,,1.000
