Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Michael Jordan,CHI,.878,20.4,82,82,3090,916,1850,805,1590,111,260,548,657,148,395,543,352,180,42,197,195,2491,.495,.506,.427,.834
David Robinson,SAS,.720,18.3,82,82,3019,711,1378,708,1369,3,9,626,823,319,681,1000,247,111,271,190,262,2051,.516,.517,.333,.761
Karl Malone,UTA,.671,15.1,82,82,3113,789,1520,773,1480,16,40,512,708,175,629,804,345,138,56,199,245,2106,.519,.522,.400,.723
Anfernee Hardaway,ORL,.732,14.4,82,82,3015,623,1215,534,932,89,283,445,580,129,225,354,582,166,41,229,160,1780,.513,.573,.314,.767
John Stockton,UTA,.671,13.0,82,82,2915,440,818,345,593,95,225,234,282,54,172,226,916,140,15,246,207,1209,.538,.582,.422,.830
Terrell Brandon,CLE,.573,12.7,75,75,2570,510,1096,419,861,91,235,338,381,47,201,248,487,132,33,142,146,1449,.465,.487,.387,.887
Scottie Pippen,CHI,.878,12.3,77,77,2825,563,1216,413,815,150,401,220,324,152,344,496,452,133,57,207,198,1496,.463,.507,.374,.679
Grant Hill,DET,.561,11.7,80,80,3260,564,1221,559,1195,5,26,485,646,127,656,783,548,100,48,263,242,1618,.462,.468,.192,.751
Gary Payton,SEA,.780,11.5,81,81,3162,618,1276,520,977,98,299,229,306,104,235,339,608,231,19,260,221,1563,.484,.532,.328,.748
Anthony Mason,NYK,.573,11.3,82,82,3457,449,798,449,798,0,0,298,414,220,544,764,363,69,34,211,246,1196,.563,.563,,.720
Shawn Kemp,SEA,.780,11.2,79,76,2631,526,937,521,925,5,12,493,664,276,628,904,173,93,127,315,299,1550,.561,.563,.417,.742
Charles Barkley,PHO,.500,10.5,71,71,2632,580,1160,531,985,49,175,440,566,243,578,821,262,114,56,218,208,1649,.500,.539,.280,.777
Reggie Miller,IND,.634,10.3,76,76,2621,504,1066,336,656,168,410,430,498,38,176,214,253,77,13,189,175,1606,.473,.512,.410,.863
Jeff Hornacek,UTA,.671,10.2,82,59,2588,442,880,338,657,104,223,259,290,62,147,209,340,106,20,127,171,1247,.502,.514,.466,.893
Larry Johnson,CHH,.500,10.1,81,81,3274,583,1225,516,1042,67,183,427,564,249,434,683,355,55,43,182,173,1660,.476,.495,.366,.757
Toni Kukoc,CHI,.878,10.1,81,20,2103,386,787,299,571,87,216,206,267,115,208,323,287,64,28,114,150,1065,.490,.524,.403,.772
Alonzo Mourning,MIA,.512,9.9,70,70,2671,563,1076,554,1046,9,30,488,712,218,509,727,159,70,189,262,245,1623,.523,.530,.300,.685
Cedric Ceballos,LAL,.646,9.8,78,71,2628,638,1203,587,1019,51,184,329,409,215,321,536,119,94,22,167,144,1656,.530,.576,.277,.804
Hakeem Olajuwon,HOU,.585,9.7,72,72,2797,768,1494,765,1480,3,14,397,548,176,608,784,257,113,207,247,242,1936,.514,.517,.214,.724
Hersey Hawkins,SEA,.780,9.5,82,82,2823,443,936,297,556,146,380,249,285,86,211,297,218,149,14,164,172,1281,.473,.534,.384,.874
Mitch Richmond,SAC,.476,9.3,81,81,2946,611,1368,386,853,225,515,425,491,54,215,269,255,125,19,220,233,1872,.447,.453,.437,.866
Avery Johnson,SAS,.720,9.1,82,82,3084,438,887,432,856,6,31,189,262,37,169,206,789,119,21,195,179,1071,.494,.505,.194,.721
Mookie Blaylock,ATL,.561,9.0,81,81,2893,455,1123,224,500,231,623,127,170,110,222,332,478,212,17,188,151,1268,.405,.448,.371,.747
Dennis Scott,ORL,.732,8.8,82,82,3041,491,1117,224,489,267,628,182,222,63,246,309,243,90,29,122,169,1431,.440,.458,.425,.820
Grant Long,ATL,.561,8.4,82,82,3008,395,838,364,752,31,86,257,337,248,540,788,183,108,34,157,233,1078,.471,.484,.360,.763
Arvydas Sabonis,POR,.537,8.4,73,21,1735,394,723,355,619,39,104,231,305,147,441,588,130,64,78,154,211,1058,.545,.574,.375,.757
Vinny Del Negro,SAS,.720,8.3,82,82,2766,478,962,421,812,57,150,178,214,36,236,272,315,85,6,100,166,1191,.497,.518,.380,.832
Steve Kerr,CHI,.878,8.3,82,0,1919,244,482,122,245,122,237,78,84,25,85,110,192,63,2,42,109,688,.506,.498,.515,.929
Glen Rice,CHH,.500,8.3,79,79,3142,610,1296,439,893,171,403,319,381,86,292,378,232,91,19,163,217,1710,.471,.492,.424,.837
Elden Campbell,LAL,.646,8.2,82,82,2699,447,888,447,883,0,5,249,349,162,461,623,181,88,212,137,300,1143,.503,.506,.000,.713
Kevin Johnson,PHO,.500,8.2,56,55,2007,342,674,321,617,21,57,342,398,42,179,221,517,82,13,170,144,1047,.507,.520,.368,.859
Detlef Schrempf,SEA,.780,8.2,63,60,2200,360,740,287,561,73,179,287,370,73,255,328,276,56,8,146,179,1080,.486,.512,.408,.776
Michael Cage,CLE,.573,8.1,82,80,2631,220,396,220,395,0,1,50,92,288,441,729,53,87,79,54,215,490,.556,.557,.000,.543
Horace Grant,ORL,.732,8.0,63,62,2286,347,677,346,671,1,6,152,207,178,402,580,170,62,74,64,144,847,.513,.516,.167,.734
Gheorghe Muresan,WSB,.476,8.0,76,76,2242,466,798,466,797,0,1,172,278,248,480,728,56,52,172,143,297,1104,.584,.585,.000,.619
Clifford Robinson,POR,.537,8.0,78,76,2980,553,1306,375,835,178,471,360,542,123,320,443,190,86,68,194,248,1644,.423,.449,.378,.664
Steve Smith,ATL,.561,7.9,80,80,2856,494,1143,354,720,140,423,318,385,124,202,326,224,68,17,151,207,1446,.432,.492,.331,.826
Chris Mills,CLE,.573,7.8,80,80,3060,454,971,375,761,79,210,218,263,112,331,443,188,73,52,121,241,1205,.468,.493,.376,.829
Kenny Anderson,TOT,,7.7,69,64,2344,349,834,257,578,92,256,260,338,63,140,203,575,111,14,146,178,1050,.418,.445,.359,.769
Sean Elliott,SAS,.720,7.7,77,77,2901,525,1127,364,735,161,392,326,423,69,327,396,211,69,33,198,178,1537,.466,.495,.411,.771
Dikembe Mutombo,DEN,.427,7.6,74,74,2713,284,569,284,568,0,1,246,354,249,622,871,108,38,332,150,258,814,.499,.500,.000,.695
Otis Thorpe,DET,.561,7.6,82,82,2841,452,853,452,849,0,4,257,362,211,477,688,158,53,39,195,300,1161,.530,.532,.000,.710
Nick Anderson,ORL,.732,7.4,77,77,2717,400,904,232,474,168,430,166,240,92,323,415,279,121,46,141,135,1134,.442,.489,.391,.692
Brent Price,WSB,.476,7.4,81,50,2042,252,534,113,233,139,301,167,191,38,190,228,416,78,4,153,184,810,.472,.485,.462,.874
Tim Hardaway,TOT,,7.3,80,46,2534,419,992,281,613,138,379,241,305,35,194,229,640,132,17,235,201,1217,.422,.458,.364,.790
Mark Jackson,IND,.634,7.2,81,81,2643,296,626,232,477,64,149,150,191,66,241,307,635,100,5,201,153,806,.473,.486,.430,.785
Allan Houston,DET,.561,7.1,82,75,3072,564,1244,373,797,191,447,298,362,54,246,300,250,61,16,233,233,1617,.453,.468,.427,.823
Bobby Phills,CLE,.573,7.1,72,69,2530,386,826,293,615,93,211,186,240,62,199,261,271,102,27,126,192,1051,.467,.476,.441,.775
Rod Strickland,POR,.537,7.1,67,63,2526,471,1023,433,912,38,111,276,423,89,208,297,640,97,16,255,135,1256,.460,.475,.342,.652
B.J. Armstrong,GSW,.439,7.0,82,64,2262,340,727,242,520,98,207,234,279,22,162,184,401,68,6,128,147,1012,.468,.465,.473,.839
Shaquille O'Neal,ORL,.732,6.9,54,52,1946,592,1033,591,1031,1,2,249,511,182,414,596,155,34,115,155,193,1434,.573,.573,.500,.487
Sam Perkins,SEA,.780,6.9,82,20,2169,325,797,196,434,129,363,191,241,101,266,367,120,83,48,82,174,970,.408,.452,.355,.793
Patrick Ewing,NYK,.573,6.8,76,76,2783,678,1456,674,1428,4,28,351,461,157,649,806,160,68,184,221,247,1711,.466,.472,.143,.761
