Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Oscar Robertson,CIN,.600,17.0,75,,3421,807,1681,807,1681,,,665,793,,,674,861,,,,205,2279,.480,.480,,.839
Bill Russell,BOS,.775,16.9,78,,3466,429,980,429,980,,,244,426,,,1878,410,,,,204,1102,.438,.438,,.573
Jerry West,LAL,.613,16.7,74,,3066,822,1655,822,1655,,,648,789,,,447,364,,,,221,2292,.497,.497,,.821
Wilt Chamberlain,TOT,,15.1,73,,3301,1063,2083,1063,2083,,,408,880,,,1673,250,,,,146,2534,.510,.510,,.464
Sam Jones,BOS,.775,12.8,80,,2885,821,1818,821,1818,,,428,522,,,411,223,,,,176,2070,.452,.452,,.820
Walt Bellamy,BAL,.463,12.1,80,,3301,733,1441,733,1441,,,515,752,,,1166,191,,,,260,1981,.509,.509,,.685
Bailey Howell,BAL,.463,10.9,80,,2975,515,1040,515,1040,,,504,629,,,869,208,,,,345,1534,.495,.495,,.801
Zelmo Beaty,STL,.563,10.8,80,,2916,505,1047,505,1047,,,341,477,,,966,111,,,,328,1351,.482,.482,,.715
Terry Dischinger,DET,.388,10.3,80,,2698,568,1153,568,1153,,,320,424,,,479,198,,,,253,1456,.493,.493,,.755
Jerry Lucas,CIN,.600,9.9,66,,2864,558,1121,558,1121,,,298,366,,,1321,157,,,,214,1414,.498,.498,,.814
Lenny Wilkens,STL,.563,8.1,78,,2854,434,1048,434,1048,,,416,558,,,365,431,,,,283,1284,.414,.414,,.746
Tom Sanders,BOS,.775,7.5,80,,2459,374,871,374,871,,,193,259,,,661,92,,,,318,941,.429,.429,,.745
Rudy LaRusso,LAL,.613,7.3,77,,2588,381,827,381,827,,,321,415,,,725,198,,,,258,1083,.461,.461,,.773
Bob Pettit,STL,.563,7.1,50,,1754,396,923,396,923,,,332,405,,,621,128,,,,167,1124,.429,.429,,.820
K.C. Jones,BOS,.775,6.7,78,,2434,253,639,253,639,,,143,227,,,318,437,,,,263,649,.396,.396,,.630
Dave DeBusschere,DET,.388,6.6,79,,2769,508,1196,508,1196,,,306,437,,,874,253,,,,242,1322,.425,.425,,.700
Hal Greer,PHI,.500,6.6,70,,2600,539,1245,539,1245,,,335,413,,,355,313,,,,254,1413,.433,.433,,.811
Paul Neumann,TOT,,6.5,76,,2034,365,772,365,772,,,234,303,,,198,233,,,,218,964,.473,.473,,.772
Adrian Smith,CIN,.600,6.1,80,,2745,463,1016,463,1016,,,284,342,,,220,240,,,,199,1210,.456,.456,,.830
Nate Thurmond,SFW,.213,6.1,77,,3173,519,1240,519,1240,,,235,357,,,1395,157,,,,232,1273,.419,.419,,.658
Larry Costello,PHI,.500,5.7,64,,1967,309,695,309,695,,,243,277,,,169,275,,,,242,861,.445,.445,,.877
Richie Guerin,STL,.563,5.7,57,,1678,295,662,295,662,,,231,301,,,149,271,,,,193,821,.446,.446,,.767
Willis Reed,NYK,.388,5.5,80,,3042,629,1457,629,1457,,,302,407,,,1175,133,,,,339,1560,.432,.432,,.742
Bob Boozer,NYK,.388,5.3,80,,2139,424,963,424,963,,,288,375,,,604,108,,,,183,1136,.440,.440,,.768
Johnny Egan,NYK,.388,5.1,74,,1664,258,529,258,529,,,162,199,,,143,252,,,,139,678,.488,.488,,.814
Elgin Baylor,LAL,.613,4.9,74,,3056,763,1903,763,1903,,,483,610,,,950,280,,,,235,2009,.401,.401,,.792
Luke Jackson,PHI,.500,4.8,76,,2590,419,1013,419,1013,,,288,404,,,980,93,,,,251,1126,.414,.414,,.713
Cliff Hagan,STL,.563,4.7,77,,1739,393,901,393,901,,,214,268,,,276,136,,,,182,1000,.436,.436,,.799
Dave Gambee,PHI,.500,4.6,80,,1993,356,864,356,864,,,299,368,,,468,113,,,,277,1011,.412,.412,,.813
Wayne Embry,CIN,.600,4.5,74,,2243,352,772,352,772,,,239,371,,,741,92,,,,297,943,.456,.456,,.644
John Havlicek,BOS,.775,4.5,75,,2169,570,1420,570,1420,,,235,316,,,371,199,,,,200,1375,.401,.401,,.744
Tom Meschery,SFW,.213,4.1,79,,2408,361,917,361,917,,,278,370,,,655,106,,,,279,1000,.394,.394,,.751
Eddie Miles,DET,.388,4.0,76,,2074,439,994,439,994,,,166,223,,,258,157,,,,201,1044,.442,.442,,.744
