Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Karl Malone,UTA,.756,16.4,81,81,3030,780,1472,778,1466,2,6,628,825,189,645,834,316,96,70,247,237,2190,.530,.531,.333,.761
Michael Jordan,CHI,.756,15.8,82,82,3181,881,1893,851,1767,30,126,565,721,130,345,475,283,141,45,185,151,2357,.465,.482,.238,.784
David Robinson,SAS,.683,13.8,73,73,2457,544,1065,543,1061,1,4,485,660,239,536,775,199,64,192,202,204,1574,.511,.512,.250,.735
Tim Duncan,SAS,.683,12.8,82,82,3204,706,1287,706,1277,0,10,319,482,274,703,977,224,55,206,279,254,1731,.549,.553,.000,.662
Gary Payton,SEA,.744,12.5,82,82,3145,579,1278,445,881,134,397,279,375,77,299,376,679,185,18,229,195,1571,.453,.505,.338,.744
Reggie Miller,IND,.707,12.0,81,81,2795,516,1081,352,699,164,382,382,440,46,186,232,171,78,11,128,148,1578,.477,.504,.429,.868
Tim Hardaway,MIA,.671,11.7,81,81,3031,558,1296,403,854,155,442,257,329,48,251,299,672,136,16,224,200,1528,.431,.472,.351,.781
Dikembe Mutombo,ATL,.610,10.8,82,82,2917,399,743,399,743,0,0,303,452,276,656,932,82,34,277,168,254,1101,.537,.537,,.670
Vin Baker,SEA,.744,10.4,82,82,2944,631,1164,630,1157,1,7,311,526,286,370,656,152,91,86,174,278,1574,.542,.545,.143,.591
Detlef Schrempf,SEA,.744,10.4,78,78,2742,437,898,376,751,61,147,297,352,135,419,554,341,60,19,168,205,1232,.487,.501,.415,.844
Wesley Person,CLE,.573,10.3,82,82,3198,440,957,248,510,192,447,132,170,65,298,363,188,129,49,110,108,1204,.460,.486,.430,.776
Grant Hill,DET,.451,10.2,81,81,3294,615,1361,612,1340,3,21,479,647,93,530,623,551,143,53,285,196,1712,.452,.457,.143,.740
Shaquille O'Neal,LAL,.744,10.2,60,57,2175,670,1147,670,1147,0,0,359,681,208,473,681,142,39,144,175,193,1699,.584,.584,,.527
Steve Smith,ATL,.610,10.2,73,73,2857,489,1101,392,825,97,276,389,455,133,176,309,292,75,29,176,219,1464,.444,.475,.351,.855
Eddie Jones,LAL,.744,10.1,80,80,2910,486,1005,343,637,143,368,234,306,85,217,302,246,160,55,146,164,1349,.484,.538,.389,.765
Arvydas Sabonis,POR,.561,9.7,73,73,2333,407,826,377,711,30,115,323,405,149,580,729,218,65,80,190,267,1167,.493,.530,.261,.798
Kevin Garnett,MIN,.549,9.6,82,82,3222,635,1293,632,1277,3,16,245,332,222,564,786,348,139,150,192,224,1518,.491,.495,.188,.738
Jeff Hornacek,UTA,.756,9.5,80,80,2460,399,828,343,701,56,127,285,322,65,205,270,349,109,15,132,175,1139,.482,.489,.441,.885
Zydrunas Ilgauskas,CLE,.573,9.4,82,81,2379,454,876,453,872,1,4,230,302,279,444,723,71,52,135,146,288,1139,.518,.519,.250,.762
Antonio McDyess,PHO,.683,9.4,81,81,2441,497,927,497,925,0,2,231,329,206,407,613,106,100,135,142,292,1225,.536,.537,.000,.702
Anthony Mason,CHH,.622,9.3,81,80,3148,389,764,389,760,0,4,261,402,177,649,826,342,68,18,146,182,1039,.509,.512,.000,.649
Glen Rice,CHH,.622,9.3,82,82,3295,634,1386,504,1086,130,300,428,504,89,264,353,182,77,22,182,200,1826,.457,.464,.433,.849
Allen Iverson,PHI,.378,9.0,80,80,3150,649,1407,579,1172,70,235,390,535,86,210,296,494,176,25,244,200,1758,.461,.494,.298,.729
Charles Barkley,HOU,.500,8.6,68,41,2243,361,744,343,660,18,84,296,397,241,553,794,217,71,28,147,187,1036,.485,.520,.214,.746
Hersey Hawkins,SEA,.744,8.6,82,82,2597,280,636,155,335,125,301,177,204,71,263,334,221,148,17,102,153,862,.440,.463,.415,.868
Kerry Kittles,NJN,.524,8.4,77,76,2814,508,1154,398,891,110,263,202,250,132,230,362,176,132,37,106,152,1328,.440,.447,.418,.808
Brevin Knight,CLE,.573,8.4,80,76,2483,261,592,261,585,0,7,201,251,67,186,253,656,196,18,194,271,723,.441,.446,.000,.801
Jayson Williams,NJN,.524,8.4,65,65,2343,321,645,321,641,0,4,195,293,443,440,883,67,45,49,95,236,837,.498,.501,.000,.666
Sam Cassell,NJN,.524,8.3,75,72,2606,510,1156,495,1076,15,80,436,507,73,155,228,603,121,20,269,262,1471,.441,.460,.188,.860
Chris Webber,WAS,.512,8.3,71,71,2809,647,1341,582,1136,65,205,196,333,176,498,674,273,111,124,185,269,1555,.482,.512,.317,.589
Rod Strickland,WAS,.512,8.1,76,76,3020,490,1130,478,1082,12,48,357,492,112,293,405,801,126,25,266,182,1349,.434,.442,.250,.726
Jason Kidd,PHO,.683,8.0,82,82,3118,357,859,284,626,73,233,167,209,108,402,510,745,162,26,261,142,954,.416,.454,.313,.799
John Stockton,UTA,.756,8.0,64,64,1858,270,511,231,420,39,91,191,231,35,131,166,543,89,10,161,138,770,.528,.550,.429,.827
Mitch Richmond,SAC,.329,7.9,70,70,2569,543,1220,413,886,130,334,407,471,50,179,229,279,88,15,181,154,1623,.445,.466,.389,.864
Dennis Rodman,CHI,.756,7.8,80,66,2856,155,360,151,337,4,23,61,111,421,780,1201,230,47,18,147,238,375,.431,.448,.174,.550
Chris Mullin,IND,.707,7.6,82,82,2177,333,692,226,449,107,243,154,164,38,211,249,186,95,39,117,186,927,.481,.503,.440,.939
Bo Outlaw,ORL,.500,7.6,82,76,2953,301,543,300,539,1,4,180,313,255,382,637,216,107,181,175,260,783,.554,.557,.250,.575
Rasheed Wallace,POR,.561,7.6,77,77,2896,466,875,458,836,8,39,184,278,132,346,478,195,75,88,167,268,1124,.533,.548,.205,.662
P.J. Brown,MIA,.671,7.5,74,74,2362,278,590,278,590,0,0,151,197,235,400,635,103,66,98,97,264,707,.471,.471,,.766
Michael Finley,DAL,.244,7.5,82,82,3394,675,1505,588,1261,87,244,326,416,150,288,438,405,132,30,219,163,1763,.449,.466,.357,.784
Mark Jackson,IND,.707,7.5,82,82,2413,249,598,206,461,43,137,137,180,67,255,322,713,84,2,174,132,678,.416,.447,.314,.761
Christian Laettner,ATL,.610,7.5,74,49,2282,354,730,348,703,6,27,306,354,142,345,487,190,71,73,183,246,1020,.485,.495,.222,.864
Alonzo Mourning,MIA,.671,7.5,58,56,1939,403,732,403,732,0,0,309,465,193,365,558,52,40,130,179,208,1115,.551,.551,,.665
Antonio Davis,IND,.707,7.4,82,12,2191,254,528,254,525,0,3,277,398,192,368,560,61,45,72,103,234,785,.481,.484,.000,.696
Ron Harper,CHI,.756,7.2,82,82,2284,293,665,277,581,16,84,162,216,107,183,290,241,108,48,91,181,764,.441,.477,.190,.750
Dale Davis,IND,.707,7.1,78,78,2174,273,498,273,498,0,0,80,172,233,378,611,70,51,87,73,209,626,.548,.548,,.465
Horace Grant,ORL,.500,7.1,76,76,2803,393,857,393,850,0,7,135,199,228,390,618,172,81,79,88,180,921,.459,.462,.000,.678
Voshon Lenard,MIA,.671,7.1,81,81,2621,363,854,210,476,153,378,141,179,72,220,292,180,58,16,99,219,1020,.425,.441,.405,.788
