Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Lenny Wilkens,CLE,.390,9.5,75,,2973,572,1275,572,1275,,,394,476,,,346,628,,,,221,1538,.449,.449,,.828
Lou Hudson,ATL,.561,9.3,75,,3027,816,1710,816,1710,,,397,481,,,467,258,,,,197,2029,.477,.477,,.825
Jimmy Jones,UTS,,9.3,80,,2848,496,948,496,947,0,1,345,432,72,263,335,448,,,267,271,1337,.523,.524,.000,.799
Mel Daniels,INA,,9.2,81,,3103,587,1217,586,1213,1,4,322,446,348,899,1247,177,,157,275,315,1497,.482,.483,.250,.722
Zelmo Beaty,UTS,,9.0,82,,2804,521,1002,521,1001,0,1,306,381,261,540,801,125,,79,197,269,1348,.520,.520,.000,.803
Jim Eakins,VIR,,9.0,83,,2559,430,823,430,822,0,1,384,479,234,499,733,262,,131,233,287,1244,.522,.523,.000,.802
Willie Wise,UTS,,8.9,83,,3131,672,1404,669,1386,3,18,476,607,217,465,682,277,,,236,278,1823,.479,.483,.167,.784
Don Chaney,BOS,.829,8.7,79,,2488,414,859,414,859,,,210,267,,,449,221,,,,276,1038,.482,.482,,.787
Dick Van Arsdale,PHO,.463,8.7,81,,2979,532,1118,532,1118,,,426,496,,,326,268,,,,221,1490,.476,.476,,.859
Dave Bing,DET,.488,8.6,82,,3361,692,1545,692,1545,,,456,560,,,298,637,,,,229,1840,.448,.448,,.814
Oscar Robertson,MIL,.732,8.4,73,,2737,446,983,446,983,,,238,281,,,360,551,,,,167,1130,.454,.454,,.847
Jeff Mullins,GSW,.573,8.3,81,,3005,651,1321,651,1321,,,143,172,,,363,337,,,,201,1445,.493,.493,,.831
Curtis Rowe,DET,.488,8.3,81,,3009,547,1053,547,1053,,,210,327,,,760,172,,,,191,1304,.519,.519,,.642
Bob Dandridge,MIL,.732,8.1,73,,2852,638,1353,638,1353,,,198,251,,,600,207,,,,279,1474,.472,.472,,.789
Gail Goodrich,LAL,.732,8.1,76,,2697,750,1615,750,1615,,,314,374,,,263,332,,,,193,1814,.464,.464,,.840
Clifford Ray,CHI,.622,8.1,73,,2009,254,516,254,516,,,117,189,,,797,271,,,,232,625,.492,.492,,.619
Bob Kauffman,BUF,.256,7.9,77,,3049,535,1059,535,1059,,,280,359,,,855,396,,,,211,1350,.505,.505,,.780
Jerry Lucas,NYK,.695,7.8,71,,2001,312,608,312,608,,,80,100,,,510,317,,,,157,704,.513,.513,,.800
Earl Monroe,NYK,.695,7.8,75,,2370,496,1016,496,1016,,,171,208,,,245,288,,,,195,1163,.488,.488,,.822
Byron Beck,DNR,,7.7,77,,2303,466,879,464,872,2,7,158,198,203,334,537,107,,,126,267,1092,.530,.532,.286,.798
Norm Van Lier,CHI,.622,7.7,80,,2882,474,1064,474,1064,,,166,211,,,438,567,,,,269,1114,.445,.445,,.787
Lucius Allen,MIL,.732,7.6,80,,2693,547,1130,547,1130,,,143,200,,,279,426,,,,188,1237,.484,.484,,.715
Elvin Hayes,BAL,.634,7.6,81,,3347,713,1607,713,1607,,,291,434,,,1177,127,,,,232,1717,.444,.444,,.671
Pete Maravich,ATL,.561,7.6,79,,3089,789,1788,789,1788,,,485,606,,,346,546,,,,245,2063,.441,.441,,.800
Connie Hawkins,PHO,.463,7.5,75,,2768,441,920,441,920,,,322,404,,,641,304,,,,229,1204,.479,.479,,.797
Louie Dampier,KEN,,7.4,80,,3039,515,1143,461,988,54,155,262,334,55,158,213,521,,,188,216,1346,.451,.467,.348,.784
James Silas,DLC,,7.4,78,,2417,341,679,341,679,0,0,389,467,109,227,336,244,,,192,262,1071,.502,.502,,.833
Walt Bellamy,ATL,.561,7.1,74,,2802,455,901,455,901,,,283,526,,,964,179,,,,244,1193,.505,.505,,.538
Bill Bradley,NYK,.695,7.0,82,,2998,575,1252,575,1252,,,169,194,,,301,367,,,,273,1319,.459,.459,,.871
Tom Owens,CAR,,6.9,83,,2209,393,727,393,725,0,2,193,284,229,417,646,94,,,173,318,979,.541,.542,.000,.680
Rudy Tomjanovich,HOU,.402,6.9,81,,2972,655,1371,655,1371,,,250,335,,,938,178,,,,225,1560,.478,.478,,.746
Gene Moore,SDA,,6.8,83,,2481,400,804,396,793,4,11,180,260,324,550,874,152,,149,227,369,984,.498,.499,.364,.692
Neal Walk,PHO,.463,6.8,81,,3114,678,1455,678,1455,,,279,355,,,1006,287,,,,323,1635,.466,.466,,.786
Bill Bridges,TOT,,6.7,82,,2867,333,722,333,722,,,179,255,,,904,219,,,,296,845,.461,.461,,.702
Dave DeBusschere,NYK,.695,6.6,77,,2827,532,1224,532,1224,,,194,260,,,787,259,,,,215,1258,.435,.435,,.746
Charlie Scott,PHO,.463,6.5,81,,3062,806,1809,806,1809,,,436,556,,,342,495,,,,306,2048,.446,.446,,.784
George Thompson,MMT,,6.5,80,,2925,579,1269,559,1196,20,73,549,700,95,170,265,403,,,245,246,1727,.456,.467,.274,.784
Jim Fox,SEA,.317,6.4,74,,2439,316,613,316,613,,,214,265,,,827,176,,,,239,846,.515,.515,,.808
Jim McMillian,LAL,.732,6.4,81,,2953,655,1431,655,1431,,,223,264,,,447,221,,,,176,1533,.458,.458,,.845
Bob Love,CHI,.622,6.3,82,,3033,774,1794,774,1794,,,347,421,,,532,119,,,,240,1895,.431,.431,,.824
Jim Barnett,GSW,.573,6.1,82,,2215,394,844,394,844,,,183,217,,,255,301,,,,150,971,.467,.467,,.843
Roger Brown,INA,,6.1,72,,2177,332,700,290,582,42,118,203,247,111,237,348,204,,,120,181,909,.474,.498,.356,.822
Jack Marin,HOU,.402,6.1,81,,3019,624,1334,624,1334,,,248,292,,,499,291,,,,247,1496,.468,.468,,.849
Walter Simon,KEN,,6.1,83,,2403,432,897,429,880,3,17,143,191,122,273,395,336,,,156,271,1010,.482,.488,.176,.749
Jimmy Walker,HOU,.402,6.1,81,,3079,605,1301,605,1301,,,244,276,,,268,442,,,,207,1454,.465,.465,,.884
Jo Jo White,BOS,.829,6.1,82,,3250,717,1665,717,1665,,,178,228,,,414,498,,,,185,1612,.431,.431,,.781
Austin Carr,CLE,.390,5.9,82,,3097,702,1575,702,1575,,,281,342,,,369,279,,,,185,1685,.446,.446,,.822
Don Nelson,BOS,.829,5.8,72,,1425,309,649,309,649,,,159,188,,,315,102,,,,155,777,.476,.476,,.846
Mike Newlin,HOU,.402,5.8,82,,2658,534,1206,534,1206,,,327,369,,,340,409,,,,301,1395,.443,.443,,.886
Willis Reed,NYK,.695,5.8,69,,1876,334,705,334,705,,,92,124,,,590,126,,,,205,760,.474,.474,,.742
Archie Clark,BAL,.634,5.6,39,,1477,302,596,302,596,,,111,137,,,129,275,,,,111,715,.507,.507,,.810
Billy Paultz,NYA,,5.6,81,,2800,532,1027,532,1025,0,2,287,405,279,736,1015,189,,214,213,259,1351,.518,.519,.000,.709
Sidney Wicks,POR,.256,5.6,80,,3152,761,1684,761,1684,,,384,531,,,870,440,,,,253,1906,.452,.452,,.723
Phil Chenier,BAL,.634,5.5,71,,2776,602,1332,602,1332,,,194,244,,,288,301,,,,160,1398,.452,.452,,.795
George Irvine,VIR,,5.5,79,,2075,424,805,417,772,7,33,169,203,108,188,296,149,,,138,267,1024,.527,.540,.212,.833
Bill Keller,INA,,5.4,83,,2251,421,973,350,751,71,222,234,269,82,122,204,361,,,171,162,1147,.433,.466,.320,.870
Julius Keye,DNR,,5.3,83,,3016,163,375,160,367,3,8,130,233,275,617,892,180,,226,134,269,459,.435,.436,.375,.558
Geoff Petrie,POR,.256,5.3,79,,3134,836,1801,836,1801,,,298,383,,,273,350,,,,163,1970,.464,.464,,.778
Matt Guokas,KCO,.439,5.2,79,,2846,322,565,322,565,,,74,90,,,245,403,,,,190,718,.570,.570,,.822
Freddie Lewis,INA,,5.2,72,,2217,375,860,337,750,38,110,287,349,97,131,228,288,,,173,204,1075,.436,.449,.345,.822
Jon McGlocklin,MIL,.732,5.2,80,,1951,351,699,351,699,,,63,73,,,158,236,,,,119,765,.502,.502,,.863
Cazzie Russell,GSW,.573,5.2,80,,2429,541,1182,541,1182,,,172,199,,,350,187,,,,171,1254,.458,.458,,.864
Dennis Awtrey,TOT,,5.0,82,,1687,146,305,146,305,,,86,153,,,447,224,,,,234,378,.479,.479,,.562
Goo Kennedy,DLC,,5.0,70,,1809,365,664,365,664,0,0,148,232,167,323,490,75,,,113,275,878,.550,.550,,.638
Calvin Murphy,HOU,.402,5.0,77,,1697,381,820,381,820,,,239,269,,,149,262,,,,211,1001,.465,.465,,.888
Herm Gilliam,ATL,.561,4.9,76,,2741,471,1007,471,1007,,,123,150,,,399,482,,,,257,1065,.468,.468,,.820
Bob Netolicky,DLC,,4.9,84,,3409,650,1347,650,1343,0,4,269,404,338,513,851,239,,,214,166,1569,.483,.484,.000,.666
Gene Littles,CAR,,4.8,84,,2060,310,622,302,592,8,30,179,246,104,158,262,245,120,,125,198,807,.498,.510,.267,.728
Lloyd Neal,POR,.256,4.8,82,,2723,455,921,455,921,,,187,293,,,967,146,,,,305,1097,.494,.494,,.638
Curtis Perry,MIL,.732,4.8,67,,2094,265,575,265,575,,,83,126,,,644,123,,,,246,613,.461,.461,,.659
Bob Warren,TOT,,4.8,77,,1571,244,504,239,485,5,19,236,274,92,150,242,147,,,143,212,729,.484,.493,.263,.861
Otto Moore,HOU,.402,4.7,82,,2712,418,859,418,859,,,127,211,,,868,167,,,,239,963,.487,.487,,.602
Johnny Neumann,MMT,,4.6,79,,2787,605,1283,596,1232,9,51,329,423,146,164,310,470,,,345,304,1548,.472,.484,.176,.778
Al Smith,DNR,,4.5,83,,2343,315,767,298,677,17,90,272,352,68,146,214,477,,,261,295,919,.411,.440,.189,.773
Steve Jones,TOT,,4.4,80,,2129,430,883,417,852,13,31,200,247,56,168,224,119,,,150,220,1073,.487,.489,.419,.810
