Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Kareem Abdul-Jabbar,MIL,.732,21.9,76,,3254,982,1772,982,1772,,,328,460,,,1224,379,,,,208,2292,.554,.554,,.713
Artis Gilmore,KEN,,18.5,84,,3502,687,1228,686,1226,1,2,368,572,449,1027,1476,295,,259,286,302,1743,.559,.560,.500,.643
Wilt Chamberlain,LAL,.732,18.2,82,,3542,426,586,426,586,,,232,455,,,1526,365,,,,191,1084,.727,.727,,.510
Dan Issel,KEN,,15.8,84,,3531,902,1757,899,1742,3,15,485,635,329,593,922,220,,,216,255,2292,.513,.516,.200,.764
Tiny Archibald,KCO,.439,14.2,80,,3681,1028,2106,1028,2106,,,663,783,,,223,910,,,,207,2719,.488,.488,,.847
Walt Frazier,NYK,.695,13.0,78,,3181,681,1389,681,1389,,,286,350,,,570,461,,,,186,1648,.490,.490,,.817
John Havlicek,BOS,.829,12.1,80,,3367,766,1704,766,1704,,,370,431,,,567,529,,,,195,1902,.450,.450,,.858
Dave Cowens,BOS,.829,12.0,82,,3425,740,1637,740,1637,,,204,262,,,1329,333,,,,311,1684,.452,.452,,.779
Billy Cunningham,CAR,,11.9,84,,3248,771,1583,757,1534,14,49,472,598,240,772,1012,530,216,,381,309,2028,.487,.493,.286,.789
Paul Silas,BOS,.829,11.5,80,,2618,400,851,400,851,,,266,380,,,1039,251,,,,197,1066,.470,.470,,.700
George McGinnis,INA,,11.4,82,,3347,868,1755,860,1723,8,32,517,778,434,588,1022,205,160,,401,348,2261,.495,.499,.250,.665
Mike Riordan,BAL,.634,11.1,82,,3466,652,1278,652,1278,,,179,218,,,404,426,,,,216,1483,.510,.510,,.821
Chet Walker,CHI,.622,10.9,79,,2455,597,1248,597,1248,,,376,452,,,395,179,,,,166,1570,.478,.478,,.832
Warren Jabali,DNR,,10.7,82,,2738,441,974,405,834,36,140,480,596,129,295,424,539,175,,302,280,1398,.453,.486,.257,.805
Wes Unseld,BAL,.634,10.7,79,,3085,421,854,421,854,,,149,212,,,1260,347,,,,168,991,.493,.493,,.703
Bob Lanier,DET,.488,10.6,81,,3150,810,1654,810,1654,,,307,397,,,1205,260,,,,278,1927,.490,.490,,.773
Jerry West,LAL,.732,10.6,69,,2460,618,1291,618,1291,,,339,421,,,289,607,,,,138,1575,.479,.479,,.805
Mack Calvin,CAR,,10.4,84,,2228,478,944,467,916,11,28,500,582,97,118,215,301,,,247,219,1467,.506,.510,.393,.859
Rick Barry,GSW,.573,10.2,82,,3075,737,1630,737,1630,,,358,397,,,728,399,,,,245,1832,.452,.452,,.902
Spencer Haywood,SEA,.317,10.2,77,,3259,889,1868,889,1868,,,473,564,,,995,196,,,,213,2251,.476,.476,,.839
Dave Robisch,DNR,,10.1,83,,2647,521,1010,521,1009,0,1,309,409,248,496,744,170,,,134,271,1351,.516,.516,.000,.756
Chuck Williams,SDA,,10.0,83,,3074,488,1020,487,1013,1,7,493,623,71,158,229,582,,,231,275,1470,.478,.481,.143,.791
Nate Thurmond,GSW,.573,9.9,79,,3419,517,1159,517,1159,,,315,439,,,1349,280,,,,240,1349,.446,.446,,.718
Julius Erving,VIR,,9.8,71,,2993,894,1804,889,1780,5,24,475,612,262,605,867,298,181,127,326,197,2268,.496,.499,.208,.776
Ron Boone,UTS,,9.7,84,,2585,566,1136,556,1096,10,40,415,479,173,252,425,353,,,276,308,1557,.498,.507,.250,.866
