Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Fred Brown,SEA,.573,6.7,72,,1965,508,1042,508,1042,,,176,196,61,127,188,240,110,25,164,145,1192,.488,.488,,.898
Campy Russell,CLE,.524,6.6,72,,2520,523,1168,523,1168,,,352,469,154,304,458,278,88,12,206,193,1398,.448,.448,,.751
Truck Robinson,NOJ,.476,6.5,82,,3638,748,1683,748,1683,,,366,572,298,990,1288,171,73,79,301,265,1862,.444,.444,,.640
Jim Chones,CLE,.524,6.4,82,,2906,525,1113,525,1113,,,180,250,219,625,844,131,52,58,184,235,1230,.472,.472,,.720
Darryl Dawkins,PHI,.671,6.4,70,,1722,332,577,332,577,,,156,220,117,438,555,85,34,125,123,268,820,.575,.575,,.709
Rich Kelley,NOJ,.476,6.4,82,,2119,304,602,304,602,,,225,289,249,510,759,233,89,129,225,293,833,.505,.505,,.779
Gail Goodrich,NOJ,.476,6.3,81,,2553,520,1050,520,1050,,,264,332,75,102,177,388,82,22,205,186,1304,.495,.495,,.795
Phil Smith,GSW,.524,6.3,82,,2940,648,1373,648,1373,,,316,389,100,200,300,393,108,27,266,219,1612,.472,.472,,.812
Sonny Parker,GSW,.524,6.2,82,,2069,406,783,406,783,,,122,173,167,222,389,155,135,36,128,186,934,.519,.519,,.705
Steve Hawes,ATL,.500,6.1,75,,2325,387,854,387,854,,,175,214,180,510,690,190,78,57,148,230,949,.453,.453,,.818
Moses Malone,HOU,.341,6.1,59,,2107,413,828,413,828,,,318,443,380,506,886,31,48,76,220,179,1144,.499,.499,,.718
Don Buse,PHO,.598,6.0,82,,2547,287,626,287,626,,,112,136,59,190,249,391,185,14,124,144,686,.458,.458,,.824
World B. Free,PHI,.671,6.0,76,,2050,390,857,390,857,,,411,562,92,120,212,306,68,41,200,199,1191,.455,.455,,.731
Billy Knight,BUF,.329,6.0,53,,2155,457,926,457,926,,,301,372,126,257,383,161,82,13,167,137,1215,.494,.494,,.809
Tom Owens,POR,.707,6.0,82,,1714,313,639,313,639,,,206,278,195,346,541,160,33,37,152,263,832,.490,.490,,.741
Mike Bantom,IND,.378,5.9,82,,2775,502,1047,502,1047,,,254,342,184,426,610,238,100,50,218,333,1258,.479,.479,,.743
Bernard King,NJN,.293,5.9,79,,3092,798,1665,798,1665,,,313,462,265,486,751,193,122,36,311,302,1909,.479,.479,,.677
Lonnie Shelton,NYK,.524,5.9,82,,2319,508,988,508,988,,,203,276,204,376,580,195,109,112,228,350,1219,.514,.514,,.736
Dennis Johnson,SEA,.573,5.8,81,,2209,367,881,367,881,,,297,406,152,142,294,230,118,51,164,213,1031,.417,.417,,.732
Maurice Lucas,POR,.707,5.8,68,,2119,453,989,453,989,,,207,270,186,435,621,173,61,56,192,221,1113,.458,.458,,.767
Earl Monroe,NYK,.524,5.8,76,,2369,556,1123,556,1123,,,242,291,47,135,182,361,60,19,179,189,1354,.495,.495,,.832
Dave Twardzik,POR,.707,5.5,75,,1820,242,409,242,409,,,183,234,36,98,134,244,107,4,158,186,667,.592,.592,,.782
Jack Sikma,SEA,.573,5.4,82,,2238,342,752,342,752,,,192,247,196,482,678,134,68,40,186,300,876,.455,.455,,.777
Kermit Washington,TOT,,5.3,57,,1617,247,507,247,507,,,170,246,215,399,614,72,47,64,107,188,664,.487,.487,,.691
Lionel Hollins,POR,.707,5.2,81,,2741,531,1202,531,1202,,,223,300,81,196,277,380,157,29,241,268,1285,.442,.442,,.743
John Lucas,HOU,.341,5.2,82,,2933,412,947,412,947,,,193,250,51,204,255,768,160,9,213,208,1017,.435,.435,,.772
Foots Walker,CLE,.524,5.2,81,,2496,287,641,287,641,,,159,221,76,218,294,453,176,24,181,218,733,.448,.448,,.719
John Havlicek,BOS,.390,5.1,82,,2797,546,1217,546,1217,,,230,269,93,239,332,328,90,22,204,185,1322,.449,.449,,.855
Steve Mix,PHI,.671,5.1,82,,1819,291,560,291,560,,,175,220,96,201,297,174,87,3,131,158,757,.520,.520,,.795
Brian Winters,MIL,.537,5.1,80,,2751,674,1457,674,1457,,,246,293,87,163,250,393,124,27,236,239,1594,.463,.463,,.840
Dave Meyers,MIL,.537,5.0,80,,2416,432,938,432,938,,,314,435,144,393,537,241,86,46,213,240,1178,.461,.461,,.722
Tree Rollins,ATL,.500,5.0,80,,1795,253,520,253,520,,,104,148,179,373,552,79,57,218,121,326,610,.487,.487,,.703
Alvan Adams,PHO,.598,4.9,70,,1914,434,895,434,895,,,214,293,158,407,565,225,86,63,234,242,1082,.485,.485,,.730
Mitch Kupchak,WSB,.537,4.9,67,,1759,393,768,393,768,,,280,402,162,298,460,71,28,42,184,196,1066,.512,.512,,.697
Ricky Sobers,IND,.378,4.8,79,,3019,553,1221,553,1221,,,330,400,92,235,327,584,170,23,352,308,1436,.453,.453,,.825
Henry Bibby,PHI,.671,4.7,82,,2518,286,659,286,659,,,171,219,62,189,251,464,91,6,153,207,743,.434,.434,,.781
Walt Frazier,CLE,.524,4.6,51,,1664,336,714,336,714,,,153,180,54,155,209,209,77,13,113,124,825,.471,.471,,.850
M.L. Carr,DET,.463,4.5,79,,2556,390,857,390,857,,,200,271,202,355,557,185,147,27,210,243,980,.455,.455,,.738
James Edwards,TOT,,4.5,83,,2405,495,1093,495,1093,,,272,421,197,418,615,85,53,78,169,322,1262,.453,.453,,.646
Gar Heard,PHO,.598,4.5,80,,2099,265,625,265,625,,,90,147,166,486,652,132,129,101,120,213,620,.424,.424,,.612
Norm Nixon,LAL,.549,4.5,81,,2779,496,998,496,998,,,115,161,41,198,239,553,138,7,251,259,1107,.497,.497,,.714
Butch Beard,NYK,.524,4.4,79,,1979,308,614,308,614,,,129,160,76,188,264,339,117,3,154,201,745,.502,.502,,.806
Kevin Grevey,WSB,.537,4.4,81,,2121,505,1128,505,1128,,,243,308,124,166,290,155,61,17,159,203,1253,.448,.448,,.789
Wilbur Holland,CHI,.488,4.4,82,,2884,569,1285,569,1285,,,223,279,105,189,294,313,164,14,223,258,1361,.443,.443,,.799
Earl Tatum,TOT,,4.4,82,,2522,510,1087,510,1087,,,153,196,79,216,295,296,140,40,184,257,1173,.469,.469,,.781
Tom Burleson,KCK,.378,4.3,76,,1525,228,525,228,525,,,197,248,170,312,482,131,62,81,123,259,653,.434,.434,,.794
Johnny Davis,POR,.707,4.3,82,,2188,343,756,343,756,,,188,227,65,108,173,217,81,14,151,173,874,.454,.454,,.828
Aaron James,NOJ,.476,4.3,80,,2118,428,861,428,861,,,117,157,163,258,421,112,36,22,130,254,973,.497,.497,,.745
Sam Lacey,KCK,.378,4.3,77,,2131,265,590,265,590,,,134,187,155,487,642,300,120,108,186,264,664,.449,.449,,.717
Lloyd Neal,POR,.707,4.3,61,,1174,272,540,272,540,,,127,177,116,257,373,81,29,21,96,128,671,.504,.504,,.718
Otis Birdsong,KCK,.378,4.2,73,,1878,470,955,470,955,,,216,310,70,105,175,174,74,12,145,179,1156,.492,.492,,.697
Lou Hudson,LAL,.549,4.2,82,,2283,493,992,493,992,,,137,177,80,108,188,193,94,14,150,196,1123,.497,.497,,.774
Cedric Maxwell,BOS,.390,4.2,72,,1213,170,316,170,316,,,188,250,138,241,379,68,53,48,122,151,528,.538,.538,,.752
Kevin Porter,TOT,,4.2,82,,2813,495,1055,495,1055,,,244,320,53,161,214,837,123,15,360,283,1234,.469,.469,,.763
Sidney Wicks,BOS,.390,4.2,81,,2413,433,927,433,927,,,217,329,223,450,673,171,67,46,226,318,1083,.467,.467,,.660
Tom Abernethy,LAL,.549,4.1,73,,1317,201,404,201,404,,,91,111,105,160,265,101,55,22,50,122,493,.498,.498,,.820
Junior Bridgeman,MIL,.537,4.0,82,,1876,476,947,476,947,,,166,205,114,176,290,175,72,30,176,202,1118,.503,.503,,.810
Louie Dampier,SAS,.634,4.0,82,,2037,336,660,336,660,,,76,101,24,98,122,285,87,13,95,84,748,.509,.509,,.752
Alex English,MIL,.537,4.0,82,,1552,343,633,343,633,,,104,143,144,251,395,129,41,55,137,178,790,.542,.542,,.727
Robert Parish,GSW,.524,4.0,82,,1969,430,911,430,911,,,165,264,211,469,680,95,79,123,201,291,1025,.472,.472,,.625
Alvin Scott,PHO,.598,4.0,81,,1538,180,369,180,369,,,132,191,135,222,357,88,52,40,85,158,492,.488,.488,,.691
Tom McMillen,ATL,.500,3.9,68,,1683,280,568,280,568,,,116,145,151,265,416,84,33,16,109,233,676,.493,.493,,.800
John Mengelt,CHI,.488,3.9,81,,1767,325,675,325,675,,,184,238,41,88,129,232,51,4,124,169,834,.481,.481,,.773
Mark Olberding,SAS,.634,3.9,79,,1773,231,480,231,480,,,184,227,104,269,373,131,45,26,118,235,646,.481,.481,,.811
