Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Shane Battier,HOU,.634,9.0,82,82,2988,292,654,135,281,157,373,88,113,67,271,338,175,79,60,72,190,829,.446,.480,.421,.779
Josh Howard,DAL,.817,8.8,70,69,2455,493,1075,401,836,92,239,243,294,130,345,475,127,82,56,123,180,1321,.459,.480,.385,.827
Mehmet Okur,UTA,.622,8.8,80,80,2664,490,1061,361,725,129,336,296,387,160,419,579,156,36,38,125,257,1405,.462,.498,.384,.765
Chris Paul,NOK,.476,8.8,64,64,2353,381,871,331,728,50,143,292,357,54,226,280,569,118,3,161,154,1104,.437,.455,.350,.818
Dwyane Wade,MIA,.537,8.8,51,50,1931,472,962,451,883,21,79,432,535,51,188,239,384,107,62,216,117,1397,.491,.511,.266,.807
Ben Gordon,CHI,.598,8.6,82,51,2704,609,1338,454,963,155,375,380,440,35,223,258,296,64,17,249,252,1753,.455,.471,.413,.864
Tracy McGrady,HOU,.634,8.6,71,71,2539,638,1480,512,1099,126,381,345,488,56,322,378,458,92,36,213,136,1747,.431,.466,.331,.707
Leandro Barbosa,PHO,.744,8.2,80,18,2613,529,1111,339,673,190,438,196,232,22,192,214,317,96,15,146,210,1444,.476,.504,.434,.845
Ben Wallace,CHI,.598,8.2,77,77,2697,192,424,191,419,1,5,109,267,303,518,821,186,111,156,101,153,494,.453,.456,.200,.408
Richard Hamilton,DET,.646,8.1,75,75,2763,547,1170,503,1041,44,129,347,403,75,207,282,285,59,15,159,232,1485,.468,.483,.341,.861
Tayshaun Prince,DET,.646,8.0,82,82,3001,459,997,378,787,81,210,172,224,144,285,429,227,51,55,98,116,1171,.460,.480,.386,.768
Tyson Chandler,NOK,.476,7.9,73,73,2525,292,468,292,467,0,1,106,201,320,584,904,66,37,129,126,244,690,.624,.625,.000,.527
Andre Iguodala,PHI,.427,7.7,76,76,3062,443,991,395,836,48,155,452,551,77,357,434,432,152,33,261,200,1386,.447,.472,.310,.820
Gerald Wallace,CHA,.402,7.7,72,71,2640,478,952,439,832,39,120,309,447,142,376,518,185,144,69,160,209,1304,.502,.528,.325,.691
Marcus Camby,DEN,.549,7.6,70,70,2369,312,659,312,657,0,2,161,221,164,652,816,223,87,231,122,183,785,.473,.475,.000,.729
Rashard Lewis,SEA,.378,7.6,60,60,2348,463,1005,312,618,151,387,265,315,91,305,396,145,68,39,118,143,1342,.461,.505,.390,.841
Yao Ming,HOU,.634,7.4,48,48,1624,423,819,423,817,0,2,356,413,101,351,452,94,17,94,167,159,1202,.516,.518,.000,.862
Carmelo Anthony,DEN,.549,7.3,65,65,2486,691,1453,651,1304,40,149,459,568,143,248,391,249,77,23,234,203,1881,.476,.499,.268,.808
Deron Williams,UTA,.622,7.2,80,80,2950,494,1083,412,828,82,255,227,296,41,226,267,745,78,13,246,254,1297,.456,.498,.322,.767
Emeka Okafor,CHA,.402,7.1,67,65,2329,394,740,394,740,0,0,175,295,258,499,757,80,57,172,111,210,963,.532,.532,,.593
Corey Maggette,LAC,.488,7.0,75,31,2291,367,808,354,743,13,65,519,633,90,352,442,208,65,14,201,244,1266,.454,.476,.200,.820
Pau Gasol,MEM,.268,6.9,59,59,2133,462,858,459,847,3,11,299,400,149,432,581,201,29,126,162,137,1226,.538,.542,.273,.748
David Lee,NYK,.402,6.9,58,12,1731,240,400,240,400,0,0,141,173,196,406,602,104,48,23,92,155,621,.600,.600,,.815
Brent Barry,SAS,.707,6.8,75,28,1631,202,425,74,138,128,287,103,117,17,143,160,138,56,12,61,88,635,.475,.536,.446,.880
Antawn Jamison,WAS,.500,6.8,70,70,2662,512,1139,374,760,138,379,226,307,134,428,562,136,80,36,104,194,1388,.450,.492,.364,.736
Andris Biedrins,GSW,.512,6.7,82,63,2382,348,581,348,581,0,0,87,167,251,511,762,88,67,136,119,304,783,.599,.599,,.521
Metta World Peace,SAC,.402,6.7,70,65,2641,458,1040,365,780,93,260,307,415,102,352,454,235,149,43,146,205,1316,.440,.468,.358,.740
Rafer Alston,HOU,.634,6.6,82,82,3040,383,1020,191,491,192,529,130,177,29,253,282,444,129,10,170,195,1088,.375,.389,.363,.734
Zydrunas Ilgauskas,CLE,.610,6.6,78,78,2130,385,793,385,792,0,1,155,192,242,357,599,123,48,98,141,257,925,.485,.486,.000,.807
Al Jefferson,BOS,.293,6.6,69,60,2319,453,882,453,881,0,1,201,295,237,519,756,88,48,106,136,232,1107,.514,.514,.000,.681
Anderson Varejao,CLE,.610,6.6,81,6,1932,191,401,191,392,0,9,165,268,191,354,545,75,76,52,67,269,547,.476,.487,.000,.616
Drew Gooden,CLE,.610,6.5,80,80,2238,371,784,370,778,1,6,142,199,263,418,681,88,70,28,115,210,885,.473,.476,.167,.714
Danny Granger,IND,.427,6.5,82,57,2785,398,868,288,580,110,288,236,294,114,267,381,114,67,61,135,245,1142,.459,.497,.382,.803
Devin Harris,DAL,.817,6.5,80,61,2081,292,593,278,543,14,50,215,261,45,151,196,296,96,21,146,242,813,.492,.512,.280,.824
Anthony Parker,TOR,.573,6.5,73,73,2437,328,687,213,426,115,261,132,158,60,223,283,153,73,11,71,135,903,.477,.500,.441,.835
Erick Dampier,DAL,.817,6.4,76,73,1915,209,334,209,334,0,0,119,191,217,349,566,44,24,82,107,239,537,.626,.626,,.623
Baron Davis,GSW,.512,6.4,63,62,2221,452,1030,367,750,85,280,275,369,51,225,276,509,135,29,193,181,1264,.439,.489,.304,.745
Chuck Hayes,HOU,.634,6.4,78,43,1714,192,335,192,335,0,0,55,89,204,317,521,47,70,18,64,281,439,.573,.573,,.618
Ray Allen,SEA,.378,6.3,55,55,2219,505,1153,340,710,165,443,279,309,57,190,247,228,82,11,154,113,1454,.438,.479,.372,.903
Samuel Dalembert,PHI,.427,6.2,82,82,2535,356,658,356,656,0,2,167,224,239,494,733,64,47,159,161,287,879,.541,.543,.000,.746
Allen Iverson,TOT,,6.2,65,64,2761,581,1313,519,1116,62,197,485,610,23,170,193,468,123,13,268,95,1709,.442,.465,.315,.795
Rasheed Wallace,DET,.646,6.2,75,72,2419,357,843,253,547,104,296,108,137,90,453,543,127,75,118,94,225,926,.423,.463,.351,.788
Michael Redd,MIL,.341,6.1,53,53,2036,477,1025,360,719,117,306,345,416,42,154,196,124,63,9,122,78,1416,.465,.501,.382,.829
Antonio McDyess,DET,.646,6.0,82,3,1729,284,540,284,540,0,0,96,139,165,331,496,72,61,65,75,240,664,.526,.526,,.691
Chris Wilcox,SEA,.378,6.0,82,81,2586,433,819,433,813,0,6,240,351,178,451,629,82,70,38,127,248,1106,.529,.533,.000,.684
Stephon Marbury,NYK,.402,5.9,74,74,2748,395,952,272,607,123,345,297,386,36,177,213,403,71,10,179,185,1210,.415,.448,.357,.769
Andre Miller,TOT,,5.9,80,79,2966,424,909,419,874,5,35,222,283,97,255,352,625,110,10,222,184,1075,.466,.479,.143,.784
Raja Bell,PHO,.744,5.8,78,78,2917,410,950,205,454,205,496,118,152,48,203,251,196,50,22,83,233,1143,.432,.452,.413,.776
Ricky Davis,MIN,.390,5.7,81,81,3021,506,1089,383,779,123,310,239,285,54,261,315,385,80,23,210,189,1374,.465,.492,.397,.839
Luther Head,HOU,.634,5.7,80,10,2211,306,700,129,299,177,401,83,105,31,221,252,194,76,5,137,133,872,.437,.431,.441,.790
Mikki Moore,NJN,.500,5.7,79,55,2082,308,506,308,505,0,1,160,235,145,258,403,74,46,60,113,261,776,.609,.610,.000,.681
Zach Randolph,POR,.390,5.7,68,67,2425,600,1286,586,1238,14,48,394,481,199,489,688,147,53,15,215,184,1608,.467,.473,.292,.819
Josh Childress,ATL,.366,5.5,55,13,2024,261,518,235,441,26,77,167,210,123,217,340,127,58,36,80,118,715,.504,.533,.338,.795
Jose Calderon,TOR,.573,5.4,77,11,1614,263,505,238,430,25,75,117,143,21,113,134,387,63,5,110,136,668,.521,.553,.333,.818
Ruben Patterson,MIL,.341,5.4,81,53,2508,475,867,472,848,3,19,241,376,190,250,440,232,110,25,199,232,1194,.548,.557,.158,.641
Paul Pierce,BOS,.293,5.4,47,46,1740,373,850,266,575,107,275,320,402,39,238,277,194,48,13,152,122,1173,.439,.463,.389,.796
Caron Butler,WAS,.500,5.3,63,63,2474,451,975,433,903,18,72,283,328,147,320,467,233,134,17,181,188,1203,.463,.480,.250,.863
Nene Hilario,DEN,.549,5.3,64,42,1715,294,516,294,515,0,1,195,283,150,299,449,77,62,59,127,209,783,.570,.571,.000,.689
Dikembe Mutombo,HOU,.634,5.2,75,33,1289,85,153,85,153,0,0,60,87,164,324,488,13,22,76,38,156,230,.556,.556,,.690
James Posey,MIA,.537,5.2,71,19,1919,186,432,89,173,97,259,81,98,66,291,357,94,71,23,55,193,550,.431,.514,.375,.827
David West,NOK,.476,5.2,52,52,1900,377,792,369,767,8,25,187,227,126,298,424,114,42,38,98,143,949,.476,.481,.320,.824
Mike Dunleavy,TOT,,5.1,82,49,2580,384,850,314,626,70,224,211,269,84,347,431,228,84,22,149,203,1049,.452,.502,.313,.784
Udonis Haslem,MIA,.537,5.1,79,79,2483,353,717,353,713,0,4,138,203,188,466,654,97,49,26,110,236,844,.492,.495,.000,.680
Grant Hill,ORL,.488,5.1,65,64,2009,342,660,340,648,2,12,248,324,53,184,237,138,61,25,144,146,934,.518,.525,.167,.765
Joe Johnson,ATL,.366,5.1,57,57,2359,536,1139,417,827,119,312,235,314,53,186,239,249,60,11,176,115,1426,.471,.504,.381,.748
Chucky Atkins,MEM,.268,4.9,75,23,2064,310,715,194,409,116,306,252,311,18,121,139,346,50,4,127,136,988,.434,.474,.379,.810
Juwan Howard,HOU,.634,4.9,80,38,2123,309,665,309,665,0,0,155,188,138,332,470,131,29,8,112,205,773,.465,.465,,.824
Hedo Turkoglu,ORL,.488,4.9,73,73,2268,345,823,236,542,109,281,171,219,57,236,293,233,70,16,143,221,970,.419,.435,.388,.781
Chris Duhon,CHI,.598,4.8,78,30,1906,197,483,109,238,88,245,76,101,23,146,169,310,69,6,105,150,558,.408,.458,.359,.752
Jarrett Jack,POR,.390,4.8,79,79,2651,320,705,257,525,63,180,243,279,18,190,208,417,86,9,187,202,946,.454,.490,.350,.871
Mike Miller,MEM,.268,4.8,70,69,2740,465,1010,263,512,202,498,161,203,52,326,378,298,54,18,179,138,1293,.460,.514,.406,.793
Eduardo Najera,DEN,.549,4.8,75,36,1658,204,354,203,342,1,12,88,123,131,179,310,64,73,26,56,207,497,.576,.594,.083,.715
Zaza Pachulia,ATL,.366,4.8,72,47,2026,291,614,291,613,0,1,293,373,199,301,500,106,77,36,162,267,875,.474,.475,.000,.786
Brandon Roy,POR,.390,4.8,57,55,2015,349,765,294,619,55,146,202,241,58,192,250,230,67,10,116,139,955,.456,.475,.377,.838
Eddy Curry,NYK,.402,4.7,81,81,2849,585,1016,584,1015,1,1,405,659,195,376,571,68,34,40,295,265,1576,.576,.575,1.000,.615
Michael Finley,SAS,.707,4.7,82,16,1823,273,663,169,377,104,286,90,98,34,189,223,108,32,16,46,76,740,.412,.448,.364,.918
Matt Harpring,UTA,.622,4.7,77,2,1965,322,656,309,617,13,39,237,309,117,236,353,99,52,11,118,232,894,.491,.501,.333,.767
Paul Millsap,UTA,.622,4.7,82,1,1472,209,398,208,395,1,3,140,208,183,240,423,62,67,74,94,236,559,.525,.527,.333,.673
