Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Wilt Chamberlain,SFW,.388,20.9,80,,3806,1463,2770,1463,2770,,,660,1113,,,1946,275,,,,136,3586,.528,.528,,.593
Oscar Robertson,CIN,.525,16.8,80,,3521,825,1593,825,1593,,,614,758,,,835,758,,,,293,2264,.518,.518,,.810
Elgin Baylor,LAL,.663,14.4,80,,3370,1029,2273,1029,2273,,,661,790,,,1146,386,,,,226,2719,.453,.453,,.837
Bob Pettit,STL,.600,14.3,79,,3090,778,1746,778,1746,,,685,885,,,1191,245,,,,282,2241,.446,.446,,.774
Bailey Howell,DET,.425,14.0,79,,2971,637,1235,637,1235,,,519,650,,,910,232,,,,300,1793,.516,.516,,.798
Walt Bellamy,CHZ,.313,13.7,80,,3306,840,1595,840,1595,,,553,821,,,1309,233,,,,283,2233,.527,.527,,.674
Bill Russell,BOS,.725,13.5,78,,3500,511,1182,511,1182,,,287,517,,,1843,348,,,,189,1309,.432,.432,,.555
Sam Jones,BOS,.725,9.6,76,,2323,621,1305,621,1305,,,257,324,,,396,241,,,,162,1499,.476,.476,,.793
Terry Dischinger,CHZ,.313,9.2,57,,2294,525,1026,525,1026,,,402,522,,,458,175,,,,188,1452,.512,.512,,.770
Hal Greer,SYR,.600,8.2,80,,2631,600,1293,600,1293,,,362,434,,,457,275,,,,286,1562,.464,.464,,.834
Jerry West,LAL,.663,8.1,55,,2163,559,1213,559,1213,,,371,477,,,384,307,,,,150,1489,.461,.461,,.778
Dick Barnett,LAL,.663,8.0,80,,2544,547,1162,547,1162,,,343,421,,,242,224,,,,189,1437,.471,.471,,.815
Red Kerr,SYR,.600,7.7,80,,2561,507,1069,507,1069,,,241,320,,,1039,214,,,,208,1255,.474,.474,,.753
Jack Twyman,CIN,.525,7.3,80,,2623,641,1335,641,1335,,,304,375,,,598,214,,,,286,1586,.480,.480,,.811
Richie Guerin,NYK,.263,7.2,79,,2712,596,1380,596,1380,,,509,600,,,331,348,,,,228,1701,.432,.432,,.848
Tom Heinsohn,BOS,.725,6.8,76,,2004,550,1300,550,1300,,,340,407,,,569,95,,,,270,1440,.423,.423,,.835
Tom Sanders,BOS,.725,6.8,80,,2148,339,744,339,744,,,186,252,,,576,95,,,,262,864,.456,.456,,.738
Cliff Hagan,STL,.600,6.5,79,,1716,491,1055,491,1055,,,244,305,,,341,193,,,,211,1226,.465,.465,,.800
John Havlicek,BOS,.725,6.4,80,,2200,483,1085,483,1085,,,174,239,,,534,179,,,,189,1140,.445,.445,,.728
Larry Costello,SYR,.600,5.7,78,,2066,285,660,285,660,,,288,327,,,237,334,,,,263,858,.432,.432,,.881
Wayne Embry,CIN,.525,5.6,76,,2511,534,1165,534,1165,,,343,514,,,936,177,,,,286,1411,.458,.458,,.667
Rudy LaRusso,LAL,.663,5.4,75,,2505,321,761,321,761,,,282,393,,,747,187,,,,255,924,.422,.422,,.718
Chet Walker,SYR,.600,5.3,78,,1992,352,751,352,751,,,253,362,,,561,83,,,,220,957,.469,.469,,.699
Zelmo Beaty,STL,.600,5.2,80,,1918,297,677,297,677,,,220,307,,,665,85,,,,312,814,.439,.439,,.717
Bob Cousy,BOS,.725,5.2,76,,1975,392,988,392,988,,,219,298,,,193,515,,,,175,1003,.397,.397,,.735
Johnny Green,NYK,.263,5.1,80,,2553,582,1261,582,1261,,,280,439,,,964,152,,,,243,1444,.462,.462,,.638
John Barnhill,STL,.600,4.6,77,,2692,360,838,360,838,,,181,255,,,359,322,,,,168,901,.430,.430,,.710
Paul Neumann,SYR,.600,4.6,80,,1581,237,503,237,503,,,181,222,,,200,227,,,,221,655,.471,.471,,.815
Tom Gola,TOT,,4.4,73,,2670,363,791,363,791,,,170,219,,,517,298,,,,295,896,.459,.459,,.776
Dave Budd,NYK,.263,4.1,78,,1725,294,596,294,596,,,151,202,,,395,87,,,,204,739,.493,.493,,.748
Don Ohl,DET,.425,4.1,80,,2961,636,1450,636,1450,,,275,380,,,239,325,,,,234,1547,.439,.439,,.724
Lenny Wilkens,STL,.600,4.0,75,,2569,333,834,333,834,,,222,319,,,403,381,,,,256,888,.399,.399,,.696
Bob Boozer,CIN,.525,3.9,79,,2488,440,992,440,992,,,252,353,,,878,102,,,,299,1132,.444,.444,,.714
Lee Shaffer,SYR,.600,3.8,80,,2392,597,1393,597,1393,,,294,375,,,524,97,,,,249,1488,.429,.429,,.784
Kenny Sears,TOT,,3.7,77,,1141,161,304,161,304,,,131,168,,,206,95,,,,128,453,.530,.530,,.780
Dave DeBusschere,DET,.425,3.6,80,,2352,406,944,406,944,,,206,287,,,694,207,,,,247,1018,.430,.430,,.718
K.C. Jones,BOS,.725,3.6,79,,1945,230,591,230,591,,,112,177,,,263,317,,,,221,572,.389,.389,,.633
Frank Ramsey,BOS,.725,3.6,77,,1541,284,743,284,743,,,271,332,,,288,95,,,,259,839,.382,.382,,.816
Frank Selvy,LAL,.663,3.6,80,,2369,317,747,317,747,,,192,269,,,289,281,,,,149,826,.424,.424,,.714
Ray Scott,DET,.425,3.5,76,,2538,460,1110,460,1110,,,308,457,,,772,191,,,,263,1228,.414,.414,,.674
Al Attles,SFW,.388,3.4,71,,1876,301,630,301,630,,,133,206,,,205,184,,,,253,735,.478,.478,,.646
Adrian Smith,CIN,.525,3.4,79,,1522,241,544,241,544,,,223,275,,,174,141,,,,157,705,.443,.443,,.811
Chico Vaughn,STL,.600,3.4,77,,1845,295,708,295,708,,,188,261,,,258,252,,,,201,778,.417,.417,,.720
Dave Gambee,SYR,.600,3.3,60,,1234,235,537,235,537,,,199,238,,,289,48,,,,190,669,.438,.438,,.836
Len Chappell,SYR,.600,3.2,80,,1241,281,604,281,604,,,148,238,,,461,56,,,,171,710,.465,.465,,.622
Mike Farmer,STL,.600,3.2,80,,1724,239,562,239,562,,,117,139,,,369,143,,,,155,595,.425,.425,,.842
Bob Ferry,DET,.425,3.1,79,,2479,426,984,426,984,,,220,339,,,537,170,,,,246,1072,.433,.433,,.649
Tom Meschery,SFW,.388,3.0,64,,2245,397,935,397,935,,,228,313,,,624,104,,,,249,1022,.425,.425,,.728
Tom Hawkins,CIN,.525,2.9,79,,1721,299,635,299,635,,,147,241,,,543,100,,,,197,745,.471,.471,,.610
Jim Krebs,LAL,.663,2.8,79,,1913,272,627,272,627,,,115,154,,,502,87,,,,256,659,.434,.434,,.747
Jackie Moreland,DET,.425,2.5,78,,1516,271,622,271,622,,,145,214,,,449,114,,,,226,687,.436,.436,,.678
Guy Rodgers,SFW,.388,2.5,79,,3249,445,1150,445,1150,,,208,286,,,394,825,,,,296,1098,.387,.387,,.727
Dolph Schayes,SYR,.600,2.4,66,,1438,223,575,223,575,,,181,206,,,375,175,,,,177,627,.388,.388,,.879
Leroy Ellis,LAL,.663,2.3,80,,1628,222,530,222,530,,,133,202,,,518,46,,,,194,577,.419,.419,,.658
Charlie Hardnett,CHZ,.313,2.3,78,,1657,301,683,301,683,,,225,349,,,602,74,,,,225,827,.441,.441,,.645
Bill McGill,CHZ,.313,2.2,60,,590,181,353,181,353,,,80,119,,,161,38,,,,118,442,.513,.513,,.672
Al Butler,NYK,.263,2.1,74,,1488,297,676,297,676,,,144,187,,,170,156,,,,145,738,.439,.439,,.770
Don Nelson,CHZ,.313,2.1,62,,1071,129,293,129,293,,,161,221,,,279,72,,,,136,419,.440,.440,,.729
Hub Reed,CIN,.525,2.0,80,,1299,199,427,199,427,,,74,98,,,398,83,,,,261,472,.466,.466,,.755
Al Bianchi,SYR,.600,1.9,61,,1159,202,476,202,476,,,120,164,,,134,170,,,,165,524,.424,.424,,.732
Willie Naulls,TOT,,1.8,70,,1901,370,887,370,887,,,166,207,,,515,102,,,,205,906,.417,.417,,.802
Gene Wiley,LAL,.663,1.8,75,,1488,109,236,109,236,,,23,68,,,504,40,,,,180,241,.462,.462,,.338
Bevo Nordmann,TOT,,1.7,53,,1000,156,319,156,319,,,59,122,,,316,47,,,,156,371,.489,.489,,.484
Barney Cable,TOT,,1.6,61,,1203,173,380,173,380,,,62,96,,,238,83,,,,135,408,.455,.455,,.646
Si Green,CHZ,.313,1.6,73,,2648,322,783,322,783,,,209,306,,,335,422,,,,274,853,.411,.411,,.683
Clyde Lovellette,BOS,.725,1.6,61,,568,161,376,161,376,,,73,98,,,177,27,,,,137,395,.428,.428,,.745
