Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Willie Jones,DET,.425,1.3,79,,1470,305,730,305,730,,,118,164,,,233,188,,,,207,728,.418,.418,,.720
George Lee,SFW,.388,1.2,64,,1192,149,394,149,394,,,152,193,,,217,64,,,,113,450,.378,.378,,.788
Larry Staverman,CHZ,.313,1.2,33,,602,94,194,94,194,,,49,62,,,158,43,,,,94,237,.485,.485,,.790
Donnie Butcher,NYK,.263,1.1,68,,1193,172,424,172,424,,,131,194,,,180,138,,,,164,475,.406,.406,,.675
Dan Swartz,BOS,.725,1.0,39,,335,57,150,57,150,,,61,72,,,88,21,,,,92,175,.380,.380,,.847
Phil Jordon,STL,.600,0.7,73,,1420,211,527,211,527,,,56,101,,,319,103,,,,172,478,.400,.400,,.554
Gene Shue,NYK,.263,0.7,78,,2288,354,894,354,894,,,208,302,,,191,259,,,,171,916,.396,.396,,.689
Bill Bridges,STL,.600,0.6,27,,374,66,160,66,160,,,32,51,,,144,23,,,,58,164,.413,.413,,.627
Bucky Bockhorn,CIN,.525,0.5,80,,2612,375,954,375,954,,,183,242,,,322,261,,,,260,933,.393,.393,,.756
Johnny Cox,CHZ,.313,0.5,73,,1685,239,568,239,568,,,95,135,,,280,142,,,,149,573,.421,.421,,.704
Walter Dukes,DET,.425,0.5,62,,913,83,255,83,255,,,101,137,,,360,55,,,,183,267,.325,.325,,.737
Ben Warley,SYR,.600,0.5,26,,206,50,111,50,111,,,25,35,,,86,4,,,,42,125,.450,.450,,.714
Hot Rod Hundley,LAL,.663,0.4,65,,785,88,262,88,262,,,84,119,,,106,151,,,,81,260,.336,.336,,.706
Jim Loscutoff,BOS,.725,0.3,63,,607,94,251,94,251,,,22,42,,,157,25,,,,126,210,.375,.375,,.524
Porter Meriwether,SYR,.600,0.2,31,,268,48,122,48,122,,,23,33,,,29,43,,,,19,119,.393,.393,,.697
Gary Phillips,SFW,.388,0.2,75,,1801,256,643,256,643,,,97,152,,,225,137,,,,185,609,.398,.398,,.638
Cleveland Buckner,NYK,.263,0.1,6,,27,5,10,5,10,,,2,4,,,4,5,,,,6,12,.500,.500,,.500
Danny Doyle,DET,.425,0.1,4,,25,6,12,6,12,,,4,5,,,8,3,,,,4,16,.500,.500,,.800
Bob Duffy,STL,.600,0.1,42,,435,66,174,66,174,,,22,39,,,39,83,,,,42,154,.379,.379,,.564
Jack Foley,TOT,,0.1,11,,83,20,51,20,51,,,13,15,,,16,5,,,,8,53,.392,.392,,.867
Howie Montgomery,SFW,.388,0.1,20,,364,65,153,65,153,,,14,23,,,69,21,,,,35,144,.425,.425,,.609
Gene Tormohlen,STL,.600,0.1,7,,47,5,10,5,10,,,2,10,,,15,5,,,,11,12,.500,.500,,.200
Johnny Egan,DET,.425,0.0,46,,752,110,296,110,296,,,53,69,,,59,114,,,,70,273,.372,.372,,.768
Al Ferrari,CHZ,.313,0.0,18,,138,12,37,12,37,,,14,17,,,12,14,,,,21,38,.324,.324,,.824
Dave Gunther,SFW,.388,0.0,1,,5,1,2,1,2,,,0,0,,,3,3,,,,1,2,.500,.500,,
Ron Horn,LAL,.663,0.0,28,,289,27,82,27,82,,,20,29,,,71,10,,,,46,74,.329,.329,,.690
Joe Roberts,SYR,.600,0.0,33,,466,73,196,73,196,,,35,51,,,155,16,,,,66,181,.372,.372,,.686
Jeff Slade,CHZ,.313,0.0,3,,20,2,5,2,5,,,0,1,,,7,0,,,,3,4,.400,.400,,.000
Joe Buckhalter,CIN,.525,-0.1,2,,12,0,5,0,5,,,2,2,,,3,0,,,,1,2,.000,.000,,1.000
Gene Conley,NYK,.263,-0.1,70,,1544,254,651,254,651,,,122,186,,,469,70,,,,263,630,.390,.390,,.656
Dave Fedor,SFW,.388,-0.1,7,,27,3,10,3,10,,,0,1,,,6,1,,,,4,6,.300,.300,,.000
Maury King,CHZ,.313,-0.1,37,,954,94,241,94,241,,,28,34,,,102,142,,,,87,216,.390,.390,,.824
Fred LaCour,SFW,.388,-0.1,16,,171,28,73,28,73,,,9,16,,,24,19,,,,27,65,.384,.384,,.563
Ted Luckenbill,SFW,.388,-0.1,20,,201,26,68,26,68,,,9,20,,,56,8,,,,34,61,.382,.382,,.450
