Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
LeBron James,MIA,.805,19.3,76,76,2877,765,1354,662,1100,103,254,403,535,97,513,610,551,129,67,226,110,2036,.565,.602,.406,.753
Kevin Durant,OKC,.732,18.9,81,81,3119,731,1433,592,1099,139,334,679,750,46,594,640,374,116,105,280,143,2280,.510,.539,.416,.905
Chris Paul,LAC,.683,13.9,70,70,2335,412,856,336,624,76,232,286,323,53,209,262,678,169,10,159,143,1186,.481,.538,.328,.885
James Harden,HOU,.549,12.8,78,78,2985,585,1337,406,851,179,486,674,792,62,317,379,455,142,38,295,178,2023,.438,.477,.368,.851
Russell Westbrook,OKC,.732,11.6,82,82,2861,673,1535,576,1235,97,300,460,575,111,317,428,607,145,24,273,189,1903,.438,.466,.323,.800
Marc Gasol,MEM,.683,11.5,80,80,2796,429,869,428,855,1,14,268,316,184,438,622,318,80,139,157,255,1127,.494,.501,.071,.848
Stephen Curry,GSW,.573,11.2,78,78,2983,626,1388,354,788,272,600,262,291,59,255,314,539,126,12,240,198,1786,.451,.449,.453,.900
Kobe Bryant,LAL,.549,10.9,78,78,3013,738,1595,606,1188,132,407,525,626,66,367,433,469,106,25,287,173,2133,.463,.510,.324,.839
Deron Williams,BRK,.598,10.9,78,78,2842,495,1124,326,677,169,447,317,369,29,203,232,604,75,30,218,194,1476,.440,.482,.378,.859
Blake Griffin,LAC,.683,10.6,80,80,2598,577,1072,572,1044,5,28,281,426,186,476,662,299,97,50,185,231,1440,.538,.548,.179,.660
Mike Conley,MEM,.683,9.9,80,80,2757,414,940,308,647,106,293,234,282,43,182,225,487,174,24,189,171,1168,.440,.476,.362,.830
George Hill,IND,.605,9.7,76,76,2620,386,871,256,518,130,353,174,213,47,237,284,355,81,26,116,134,1076,.443,.494,.368,.817
Dwyane Wade,MIA,.805,9.6,69,69,2391,569,1093,552,1027,17,66,308,425,86,258,344,352,128,56,194,140,1463,.521,.537,.258,.725
Carmelo Anthony,NYK,.659,9.5,67,67,2482,669,1489,512,1075,157,414,425,512,134,326,460,171,52,32,175,205,1920,.449,.476,.379,.830
Serge Ibaka,OKC,.732,9.4,80,80,2486,446,778,426,721,20,57,143,191,222,395,617,43,28,242,125,213,1055,.573,.591,.351,.749
Tyson Chandler,NYK,.659,9.3,66,66,2164,255,400,255,400,0,0,179,258,269,434,703,62,42,75,87,188,689,.638,.638,,.694
Tony Parker,SAS,.707,9.3,66,66,2174,519,995,495,927,24,68,279,330,18,180,198,499,54,6,170,92,1341,.522,.534,.353,.845
David Lee,GSW,.573,9.1,79,79,2907,602,1160,602,1156,0,4,255,320,218,668,886,279,67,22,207,246,1459,.519,.521,.000,.797
David West,IND,.605,9.1,73,73,2435,502,1009,498,990,4,19,242,315,145,418,563,213,74,69,157,149,1250,.498,.503,.211,.768
Chris Bosh,MIA,.805,9.0,74,74,2454,485,907,464,833,21,74,241,302,131,370,501,123,66,101,128,168,1232,.535,.557,.284,.798
Paul George,IND,.605,9.0,79,79,2972,493,1176,323,707,170,469,221,274,88,515,603,327,143,51,233,227,1377,.419,.457,.362,.807
Brook Lopez,BRK,.598,9.0,74,74,2253,570,1094,570,1093,0,1,297,392,208,304,512,70,33,154,131,152,1437,.521,.522,.000,.758
Al Horford,ATL,.537,8.8,74,74,2756,576,1060,573,1054,3,6,134,208,195,562,757,240,78,78,147,163,1289,.543,.544,.500,.644
Tim Duncan,SAS,.707,8.3,69,69,2078,490,976,488,969,2,7,245,300,124,562,686,184,50,183,147,117,1227,.502,.504,.286,.817
Tiago Splitter,SAS,.707,8.2,81,58,1997,315,563,315,561,0,2,208,285,144,371,515,130,63,64,100,161,838,.560,.561,.000,.730
Zach Randolph,MEM,.683,7.9,76,75,2607,471,1024,469,1001,2,23,225,300,310,544,854,108,61,31,150,180,1169,.460,.469,.087,.750
Kenneth Faried,DEN,.695,7.8,80,80,2248,380,689,380,689,0,0,163,266,260,474,734,77,81,83,113,234,923,.552,.552,,.613
Al Jefferson,UTA,.524,7.7,78,78,2578,611,1236,609,1219,2,17,167,217,156,564,720,164,80,89,105,170,1391,.494,.500,.118,.770
Dwight Howard,LAL,.549,7.6,76,76,2722,470,813,469,807,1,6,355,721,251,694,945,108,84,186,225,291,1296,.578,.581,.167,.492
Paul Millsap,UTA,.524,7.6,78,78,2375,429,875,416,836,13,39,264,356,177,377,554,201,102,80,138,232,1135,.490,.498,.333,.742
Jose Calderon,TOT,,7.4,73,58,2160,312,635,182,353,130,282,72,80,20,156,176,518,58,8,126,99,826,.491,.516,.461,.900
