Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Michael Finley,DAL,.488,8.3,82,82,3464,748,1636,649,1389,99,247,260,317,122,396,518,438,109,32,196,171,1855,.457,.467,.401,.820
Paul Pierce,BOS,.427,8.2,73,72,2583,486,1099,390,819,96,280,359,450,83,313,396,221,152,62,178,237,1427,.442,.476,.343,.798
Dirk Nowitzki,DAL,.488,8.1,82,81,2938,515,1118,399,812,116,306,289,348,102,430,532,203,63,68,141,256,1435,.461,.491,.379,.830
Darrell Armstrong,ORL,.500,8.0,82,82,2590,484,1119,347,716,137,403,225,247,65,205,270,501,169,9,248,137,1330,.433,.485,.340,.911
Anfernee Hardaway,PHO,.646,7.8,60,60,2253,378,798,345,696,33,102,226,286,91,256,347,315,94,38,153,164,1015,.474,.496,.324,.790
Scottie Pippen,POR,.720,7.8,82,82,2749,388,860,302,597,86,263,160,223,114,399,513,406,117,41,208,208,1022,.451,.506,.327,.717
Jerome Williams,DET,.512,7.6,82,1,2102,257,456,257,453,0,3,175,284,277,512,789,68,95,21,105,196,689,.564,.567,.000,.616
Brent Barry,SEA,.549,7.5,80,74,2726,327,707,163,308,164,399,127,157,50,322,372,291,103,31,142,228,945,.463,.529,.411,.809
Elton Brand,CHI,.207,7.5,81,80,2999,630,1306,630,1304,0,2,367,536,348,462,810,155,66,132,228,259,1627,.482,.483,.000,.685
Stephon Marbury,NJN,.378,7.4,74,74,2881,569,1317,503,1084,66,233,436,536,61,179,240,622,112,15,270,195,1640,.432,.464,.283,.813
Rodney Rogers,PHO,.646,7.4,82,7,2286,428,881,313,619,115,262,159,249,138,309,447,170,94,47,163,290,1130,.486,.506,.439,.639
Kenny Anderson,BOS,.427,7.3,82,82,2593,434,986,349,766,85,220,196,253,55,170,225,420,139,8,130,230,1149,.440,.456,.386,.775
Jalen Rose,IND,.683,7.3,80,80,2978,563,1196,486,1000,77,196,254,307,42,345,387,320,84,49,188,234,1457,.471,.486,.393,.827
Jerry Stackhouse,DET,.512,7.3,82,82,3148,619,1447,536,1159,83,288,618,758,118,197,315,365,103,36,311,188,1939,.428,.462,.288,.815
Vlade Divac,SAC,.537,7.2,82,81,2374,384,764,377,738,7,26,230,333,174,482,656,244,103,103,190,251,1005,.503,.511,.269,.691
Dale Davis,IND,.683,7.1,74,72,2127,302,602,302,602,0,0,139,203,256,473,729,64,52,94,91,203,743,.502,.502,,.685
Arvydas Sabonis,POR,.720,7.1,66,61,1688,302,598,295,579,7,19,167,198,97,416,513,118,43,78,97,184,778,.505,.509,.368,.843
P.J. Brown,MIA,.634,6.9,80,80,2302,322,671,322,670,0,1,120,159,216,384,600,145,65,61,100,264,764,.480,.481,.000,.755
Allen Iverson,PHI,.598,6.9,70,70,2853,729,1733,640,1472,89,261,442,620,71,196,267,328,144,5,230,162,1989,.421,.435,.341,.713
Bo Outlaw,ORL,.500,6.8,82,55,2326,204,339,204,336,0,3,82,162,202,323,525,245,113,148,133,203,490,.602,.607,.000,.506
Mark Jackson,IND,.683,6.7,81,81,2190,246,570,157,349,89,221,79,98,63,233,296,650,76,10,174,111,660,.432,.450,.403,.806
Ruben Patterson,SEA,.549,6.7,81,74,2097,354,661,342,634,12,27,222,321,218,216,434,126,94,40,144,190,942,.536,.539,.444,.692
Tracy McGrady,TOR,.549,6.6,79,34,2462,459,1018,441,953,18,65,277,392,188,313,501,263,90,151,160,201,1213,.451,.463,.277,.707
Latrell Sprewell,NYK,.610,6.6,82,82,3276,568,1305,524,1178,44,127,344,397,49,300,349,332,109,22,226,184,1524,.435,.445,.346,.866
Derrick Coleman,CHH,.598,6.5,74,64,2347,446,979,395,838,51,141,296,377,124,508,632,175,34,130,173,195,1239,.456,.471,.362,.785
Jeff Hornacek,UTA,.671,6.5,77,77,2133,358,728,292,590,66,138,171,180,49,133,182,202,66,16,113,149,953,.492,.495,.478,.950
Steve Francis,HOU,.415,6.4,77,77,2776,497,1117,390,807,107,310,287,365,152,257,409,507,118,29,306,231,1388,.445,.483,.345,.786
Jamal Mashburn,MIA,.634,6.4,76,76,2828,515,1158,403,880,112,278,186,239,64,317,381,298,79,14,180,215,1328,.445,.458,.403,.778
Avery Johnson,SAS,.646,6.3,82,82,2571,402,850,401,841,1,9,114,155,33,125,158,491,76,18,140,150,919,.473,.477,.111,.735
Antonio McDyess,DEN,.427,6.2,81,81,2698,614,1211,614,1209,0,2,323,516,234,451,685,159,69,139,230,316,1551,.507,.508,.000,.626
Wally Szczerbiak,MIN,.610,6.2,73,53,2171,342,669,314,591,28,78,133,161,89,183,272,201,58,23,83,175,845,.511,.531,.359,.826
Antonio Davis,TOR,.549,6.1,79,78,2479,313,712,313,712,0,0,284,371,235,461,696,105,38,100,121,267,910,.440,.440,,.765
Dan Majerle,MIA,.634,6.1,69,69,2308,170,422,60,118,110,304,56,69,27,306,333,206,89,17,62,156,506,.403,.508,.362,.812
Eric Snow,PHI,.598,6.1,82,80,2866,257,597,246,552,11,45,126,177,42,219,261,624,140,8,162,243,651,.430,.446,.244,.712
Damon Stoudamire,POR,.720,6.1,78,78,2372,386,894,306,682,80,212,122,145,61,182,243,405,77,1,149,173,974,.432,.449,.377,.841
David Wesley,CHH,.598,6.1,82,82,2760,407,955,319,707,88,248,214,275,39,186,225,463,109,11,159,186,1116,.426,.451,.355,.778
Marcus Camby,NYK,.610,5.9,59,11,1548,226,471,225,469,1,2,148,221,174,287,461,49,43,116,72,204,601,.480,.480,.500,.670
Raef LaFrentz,DEN,.427,5.9,81,80,2435,392,879,332,696,60,183,162,236,170,471,641,97,42,180,96,292,1006,.446,.477,.328,.686
George Lynch,PHI,.598,5.8,75,75,2416,297,644,282,608,15,36,113,183,216,366,582,136,119,38,120,231,722,.461,.464,.417,.617
Tyrone Hill,PHI,.598,5.7,68,65,2155,318,656,318,655,0,1,179,259,220,405,625,52,64,27,124,243,815,.485,.485,.000,.691
Robert Horry,LAL,.817,5.7,76,0,1685,159,363,130,269,29,94,89,113,133,228,361,118,84,80,73,189,436,.438,.483,.309,.788
Mike Bibby,VAN,.268,5.6,82,82,3155,459,1031,382,819,77,212,195,250,73,233,306,665,132,15,247,171,1190,.445,.466,.363,.780
Lindsey Hunter,DET,.512,5.6,82,82,2919,379,892,211,503,168,389,117,154,35,215,250,327,129,22,145,216,1043,.425,.419,.432,.760
Terry Porter,SAS,.646,5.6,68,8,1613,207,463,117,256,90,207,137,170,24,167,191,221,50,9,100,79,641,.447,.457,.435,.806
Theo Ratliff,PHI,.598,5.6,57,56,1795,247,491,247,491,0,0,182,236,140,295,435,36,32,171,108,185,676,.503,.503,,.771
Ben Wallace,ORL,.500,5.6,81,81,1959,168,334,168,334,0,0,54,114,211,454,665,67,72,130,67,162,390,.503,.503,,.474
Elden Campbell,CHH,.598,5.5,78,77,2538,370,829,370,823,0,6,247,358,168,422,590,129,56,150,127,269,987,.446,.450,.000,.690
Michael Dickerson,VAN,.268,5.5,82,82,3103,554,1270,435,979,119,291,269,324,78,201,279,208,116,45,165,226,1496,.436,.444,.409,.830
Malik Sealy,MIN,.610,5.5,82,61,2392,371,780,361,745,10,35,177,218,119,233,352,197,76,19,110,197,929,.476,.485,.286,.812
Keith Van Horn,NJN,.378,5.5,80,80,2782,559,1257,475,1029,84,228,333,393,200,476,676,158,64,60,245,258,1535,.445,.462,.368,.847
Charlie Ward,NYK,.610,5.5,72,69,1986,189,447,87,183,102,264,48,58,22,206,228,300,95,16,102,176,528,.423,.475,.386,.828
Austin Croshere,IND,.683,5.4,81,14,1885,288,653,225,479,63,174,196,231,135,381,516,89,44,60,121,203,835,.441,.470,.362,.848
Andre Miller,CLE,.390,5.3,82,36,2093,339,755,329,706,10,49,226,292,85,195,280,476,84,17,166,194,914,.449,.466,.204,.774
Horace Grant,SEA,.549,5.2,76,76,2688,266,599,266,595,0,4,80,111,167,424,591,188,55,60,61,192,612,.444,.447,.000,.721
Tom Gugliotta,PHO,.646,5.2,54,54,1767,310,645,309,637,1,8,117,151,141,284,425,124,80,31,106,152,738,.481,.485,.125,.775
Cuttino Mobley,HOU,.415,5.2,81,8,2496,437,1016,333,724,104,292,299,353,59,229,288,208,87,32,186,171,1277,.430,.460,.356,.847
Mitch Richmond,WAS,.354,5.2,74,69,2397,447,1049,354,808,93,241,298,340,37,176,213,185,110,13,154,191,1285,.426,.438,.386,.876
Detlef Schrempf,POR,.720,5.2,77,6,1662,187,433,166,381,21,52,179,215,79,253,332,197,37,17,100,182,574,.432,.436,.404,.833
Kurt Thomas,NYK,.610,5.2,80,21,1971,270,535,269,532,1,3,100,128,144,361,505,82,51,42,105,278,641,.505,.506,.333,.781
Travis Best,IND,.683,5.1,82,0,1691,271,561,236,468,35,93,156,190,16,126,142,272,76,5,107,204,733,.483,.504,.376,.821
Shawn Bradley,DAL,.488,5.1,77,54,1901,266,555,265,550,1,5,114,149,160,337,497,60,71,190,74,260,647,.479,.482,.200,.765
Doug Christie,TOR,.549,5.1,73,73,2264,311,764,212,489,99,275,182,216,63,222,285,321,102,43,144,167,903,.407,.434,.360,.843
Larry Johnson,NYK,.610,5.1,70,68,2281,282,652,224,478,58,174,128,167,87,293,380,175,42,7,94,205,750,.433,.469,.333,.766
Christian Laettner,DET,.512,5.1,82,82,2443,379,801,372,777,7,24,237,292,175,378,553,186,83,45,186,326,1002,.473,.479,.292,.812
Scot Pollard,SAC,.537,5.1,76,5,1336,149,283,149,283,0,0,114,159,168,236,404,43,55,59,50,213,412,.527,.527,,.717
Clarence Weatherspoon,MIA,.634,5.1,78,2,1615,215,419,215,419,0,0,135,183,128,321,449,93,51,49,100,165,565,.513,.513,,.738
A.C. Green,LAL,.817,5.0,82,82,1929,173,387,172,383,1,4,66,95,160,326,486,80,53,18,53,127,413,.447,.449,.250,.695
Antoine Walker,BOS,.427,5.0,82,82,3003,648,1506,575,1221,73,285,311,445,199,453,652,305,117,32,259,263,1680,.430,.471,.256,.699
Shandon Anderson,HOU,.415,4.9,82,82,2700,368,778,289,553,79,225,194,253,91,293,384,239,96,32,194,182,1009,.473,.523,.351,.767
Ervin Johnson,MIL,.512,4.9,80,74,2129,144,279,144,278,0,1,95,157,233,415,648,44,81,127,80,298,383,.516,.518,.000,.605
Erick Strickland,DAL,.488,4.9,68,67,2025,316,730,243,544,73,186,162,195,69,254,323,211,105,13,102,190,867,.433,.447,.392,.831
Bob Sura,CLE,.390,4.9,73,45,2216,356,815,234,483,122,332,175,251,50,238,288,284,91,19,148,201,1009,.437,.484,.367,.697
Nick Van Exel,DEN,.427,4.9,79,79,2950,473,1213,340,812,133,401,196,240,34,277,311,714,68,11,221,148,1275,.390,.419,.332,.817
