Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
LeBron James,MIA,.697,14.5,62,62,2326,621,1169,567,1020,54,149,387,502,94,398,492,387,115,50,213,96,1683,.531,.556,.362,.771
Chris Paul,LAC,.606,12.7,60,60,2181,425,890,346,677,79,213,260,302,42,171,213,543,152,4,124,138,1189,.478,.511,.371,.861
Kevin Durant,OKC,.712,12.2,66,66,2546,643,1297,510,953,133,344,431,501,40,487,527,231,88,77,248,133,1850,.496,.535,.387,.860
Kevin Love,MIN,.394,10.0,55,55,2145,474,1059,369,777,105,282,379,460,226,508,734,111,47,28,128,152,1432,.448,.475,.372,.824
Tyson Chandler,NYK,.545,9.5,62,62,2061,241,355,241,353,0,2,217,315,212,400,612,56,56,89,102,186,699,.679,.683,.000,.689
James Harden,OKC,.712,9.3,62,2,1946,309,629,195,337,114,292,312,369,30,222,252,229,62,15,137,150,1044,.491,.579,.390,.846
Blake Griffin,LAC,.606,9.2,66,66,2392,561,1022,559,1006,2,16,244,468,218,499,717,210,54,48,150,216,1368,.549,.556,.125,.521
Joakim Noah,CHI,.758,9.0,64,64,1945,249,490,249,489,0,1,154,206,242,387,629,160,41,92,92,162,652,.508,.509,.000,.748
Ryan Anderson,ORL,.561,8.9,61,61,1964,332,757,166,335,166,422,150,171,224,247,471,54,50,26,57,146,980,.439,.496,.393,.877
Pau Gasol,LAL,.621,8.3,65,65,2430,459,917,452,890,7,27,204,261,183,495,678,237,37,88,142,127,1129,.501,.508,.259,.782
Marc Gasol,MEM,.621,8.2,65,65,2370,357,740,356,728,1,12,237,317,120,459,579,204,62,121,121,201,952,.482,.489,.083,.748
Andrew Bynum,LAL,.621,8.0,60,60,2112,444,796,443,791,1,5,234,338,192,517,709,85,27,116,152,104,1123,.558,.560,.200,.692
Russell Westbrook,OKC,.712,7.9,66,66,2331,578,1266,516,1070,62,196,340,413,96,205,301,362,112,21,239,147,1558,.457,.482,.316,.823
Paul Millsap,UTA,.545,7.8,64,62,2100,426,861,419,830,7,31,202,255,180,383,563,150,118,52,112,222,1061,.495,.505,.226,.792
Dwight Howard,ORL,.561,7.7,54,54,2070,416,726,416,719,0,7,281,572,200,585,785,104,81,116,175,159,1113,.573,.579,.000,.491
Dwyane Wade,MIA,.697,7.7,49,49,1625,416,837,401,781,15,56,235,297,73,164,237,225,82,63,129,110,1082,.497,.513,.268,.791
Carlos Boozer,CHI,.758,7.6,66,66,1948,448,842,448,841,0,1,95,137,114,450,564,125,63,24,115,168,991,.532,.533,.000,.693
Marcin Gortat,PHO,.500,7.6,66,66,2114,427,769,427,767,0,2,163,251,185,474,659,59,48,99,90,142,1017,.555,.557,.000,.649
Dirk Nowitzki,DAL,.545,7.6,62,62,2079,473,1034,395,822,78,212,318,355,46,372,418,136,42,30,117,129,1342,.457,.481,.368,.896
Al Jefferson,UTA,.545,7.5,61,61,2075,516,1048,515,1044,1,4,137,177,133,452,585,134,47,101,62,155,1170,.492,.493,.250,.774
Andre Iguodala,PHI,.530,7.3,62,62,2209,287,632,211,439,76,193,121,196,56,325,381,339,107,30,115,92,771,.454,.481,.394,.617
Tony Parker,SAS,.758,7.1,60,60,1923,427,890,413,829,14,61,227,284,22,149,171,463,57,5,153,75,1095,.480,.498,.230,.799
LaMarcus Aldridge,POR,.424,7.0,55,55,1994,483,943,481,932,2,11,223,274,150,292,442,134,51,45,111,153,1191,.512,.516,.182,.814
Greg Monroe,DET,.379,7.0,66,66,2082,407,781,407,780,0,1,201,272,239,398,637,152,83,46,161,180,1015,.521,.522,.000,.739
Paul Pierce,BOS,.591,7.0,61,61,2075,394,890,294,617,100,273,293,344,37,280,317,274,70,26,173,147,1181,.443,.476,.366,.852
Chris Bosh,MIA,.697,6.9,57,57,2007,393,807,383,772,10,35,229,279,94,358,452,103,51,45,117,128,1025,.487,.496,.286,.821
Kevin Garnett,BOS,.591,6.9,60,60,1864,391,777,388,768,3,9,162,189,66,428,494,175,56,61,107,141,947,.503,.505,.333,.857
Ty Lawson,DEN,.576,6.9,61,61,2124,374,767,301,567,73,200,178,216,54,173,227,401,82,6,149,94,999,.488,.531,.365,.824
Josh Smith,ATL,.606,6.8,66,66,2329,504,1101,476,992,28,109,203,322,136,496,632,257,93,115,164,172,1239,.458,.480,.257,.630
Danny Granger,IND,.636,6.7,62,62,2062,391,941,268,618,123,323,254,291,79,228,307,109,62,40,110,144,1159,.416,.434,.381,.873
Mike Conley,MEM,.621,6.4,62,61,2174,296,684,236,525,60,159,136,158,22,134,156,404,136,11,125,133,788,.433,.450,.377,.861
Ersan Ilyasova,MIL,.470,6.4,60,41,1655,294,597,243,485,51,112,143,183,196,333,529,71,42,44,76,133,782,.492,.501,.455,.781
Joe Johnson,ATL,.606,6.4,60,60,2127,423,931,298,609,125,322,158,186,53,168,221,232,48,13,116,75,1129,.454,.489,.388,.849
Thaddeus Young,PHI,.530,6.3,63,1,1755,348,687,347,683,1,4,111,144,137,188,325,74,64,41,55,127,808,.507,.508,.250,.771
Carmelo Anthony,NYK,.545,6.2,55,55,1876,441,1025,373,822,68,203,295,367,88,256,344,200,62,24,144,156,1245,.430,.454,.335,.804
Kobe Bryant,LAL,.621,6.2,58,58,2232,574,1336,487,1049,87,287,381,451,66,247,313,264,69,18,204,105,1616,.430,.464,.303,.845
Roy Hibbert,IND,.636,6.2,65,65,1937,332,668,332,667,0,1,170,239,213,359,572,108,32,128,128,195,834,.497,.498,.000,.711
Serge Ibaka,OKC,.712,6.2,66,66,1792,262,490,261,487,1,3,78,118,193,305,498,28,33,241,79,179,603,.535,.536,.333,.661
Elton Brand,PHI,.530,6.1,60,60,1732,287,581,287,580,0,1,85,116,145,284,429,97,58,97,65,176,659,.494,.495,.000,.733
Lou Williams,PHI,.530,6.1,64,0,1682,318,782,235,553,83,229,237,292,30,125,155,221,53,18,71,90,956,.407,.425,.362,.812
Rudy Gay,MEM,.621,6.0,65,65,2422,485,1067,431,894,54,173,208,263,130,287,417,147,95,55,161,138,1232,.455,.482,.312,.791
Paul George,IND,.636,6.0,66,66,1958,281,639,191,405,90,234,146,182,56,314,370,158,108,38,117,191,798,.440,.472,.385,.802
Derrick Rose,CHI,.758,6.0,39,39,1375,302,695,248,522,54,173,194,239,26,105,131,307,35,28,119,52,852,.435,.475,.312,.812
Jeff Teague,ATL,.606,6.0,66,66,2183,320,672,269,523,51,149,140,185,21,138,159,321,106,37,134,145,831,.476,.514,.342,.757
Tim Duncan,SAS,.758,5.9,58,58,1634,361,733,361,729,0,4,173,249,110,410,520,132,38,88,97,98,895,.492,.495,.000,.695
Steve Nash,PHO,.500,5.9,62,62,1961,295,555,240,414,55,141,127,142,26,160,186,664,38,8,229,53,772,.532,.580,.390,.894
David West,IND,.636,5.9,66,66,1925,349,716,347,707,2,9,142,176,118,315,433,140,52,46,93,160,842,.487,.491,.222,.807
Luol Deng,CHI,.758,5.8,54,54,2129,311,755,232,540,79,215,127,165,77,273,350,157,56,36,96,81,828,.412,.430,.367,.770
DeAndre Jordan,LAC,.606,5.6,66,66,1798,206,326,206,325,0,1,74,141,202,344,546,17,30,134,74,189,486,.632,.634,.000,.525
Brandon Jennings,MIL,.470,5.5,66,66,2331,469,1121,340,733,129,388,193,239,49,177,226,365,104,22,146,114,1260,.418,.464,.332,.808
Kawhi Leonard,SAS,.758,5.5,64,39,1534,199,404,158,295,41,109,68,88,104,223,327,70,85,24,44,88,507,.493,.536,.376,.773
Arron Afflalo,DEN,.576,5.3,62,62,2086,329,699,241,478,88,221,197,247,40,157,197,149,36,13,85,134,943,.471,.504,.398,.798
Kris Humphries,NJN,.333,5.3,62,62,2162,323,671,323,671,0,0,209,278,233,448,681,90,50,74,119,173,855,.481,.481,,.752
Kyle Korver,CHI,.758,5.3,65,7,1469,178,412,60,141,118,271,55,66,26,133,159,112,36,15,53,110,529,.432,.426,.435,.833
J.J. Redick,ORL,.561,5.2,65,22,1765,248,584,136,316,112,268,143,157,18,132,150,164,27,6,68,92,751,.425,.430,.418,.911
Jose Calderon,TOR,.348,5.1,53,53,1799,218,477,159,318,59,159,60,68,19,141,160,468,47,3,104,94,555,.457,.500,.371,.882
Goran Dragic,HOU,.515,5.1,66,28,1752,277,600,209,398,68,202,153,190,53,115,168,351,85,10,157,166,775,.462,.525,.337,.805
Jared Dudley,PHO,.500,5.1,65,60,2020,312,643,232,434,80,209,119,164,95,206,301,112,49,19,72,107,823,.485,.535,.383,.726
David Lee,GSW,.348,5.0,57,57,2121,464,922,464,917,0,5,219,280,171,374,545,162,54,22,149,179,1147,.503,.506,.000,.782
Zaza Pachulia,ATL,.606,5.0,58,44,1640,169,339,169,339,0,0,117,158,154,303,457,79,55,29,81,172,455,.499,.499,,.741
Gordon Hayward,UTA,.545,4.9,66,58,2015,267,586,212,427,55,159,193,232,59,171,230,207,53,41,109,106,782,.456,.496,.346,.832
Kyle Lowry,HOU,.515,4.9,47,38,1510,210,513,131,302,79,211,171,198,37,176,213,310,73,14,130,133,670,.409,.434,.374,.864
Rajon Rondo,BOS,.591,4.9,53,53,1957,256,572,246,530,10,42,108,181,62,195,257,620,95,3,193,99,630,.448,.464,.238,.597
Marvin Williams,ATL,.606,4.9,57,37,1500,203,470,145,321,58,149,115,146,76,218,294,71,47,18,39,84,579,.432,.452,.389,.788
Nicolas Batum,POR,.424,4.8,59,34,1791,289,641,182,367,107,274,133,159,81,190,271,84,57,60,90,105,818,.451,.496,.391,.836
Wesley Matthews,POR,.424,4.8,66,53,2228,314,763,185,426,129,337,147,171,56,168,224,113,96,15,73,148,904,.412,.434,.383,.860
