Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
LeBron James,MIA,.707,15.6,79,79,3063,758,1485,666,1206,92,279,503,663,80,510,590,554,124,50,284,163,2111,.510,.552,.330,.759
Pau Gasol,LAL,.695,14.7,82,82,3037,593,1120,592,1117,1,3,354,430,268,568,836,273,48,130,142,203,1541,.529,.530,.333,.823
Dwight Howard,ORL,.634,14.4,78,78,2935,619,1044,619,1037,0,7,546,916,309,789,1098,107,107,186,279,258,1784,.593,.597,.000,.596
Chris Paul,NOH,.561,13.9,80,80,2880,430,928,359,745,71,183,337,384,38,289,327,782,188,5,177,196,1268,.463,.482,.388,.878
Derrick Rose,CHI,.756,13.1,81,81,3026,711,1597,583,1212,128,385,476,555,81,249,330,623,85,51,278,136,2026,.445,.481,.332,.858
Dwyane Wade,MIA,.707,12.8,76,76,2823,692,1384,629,1178,63,206,494,652,123,362,485,346,111,87,237,197,1941,.500,.534,.306,.758
Kevin Durant,OKC,.671,12.0,78,78,3038,711,1538,566,1124,145,414,594,675,57,476,533,214,88,76,218,159,2161,.462,.504,.350,.880
Paul Pierce,BOS,.683,11.6,80,80,2774,507,1021,396,724,111,297,386,449,34,396,430,260,80,51,171,231,1511,.497,.547,.374,.860
Kevin Love,MIN,.207,11.4,73,73,2611,482,1026,394,815,88,211,424,499,330,782,1112,184,45,28,155,148,1476,.470,.483,.417,.850
LaMarcus Aldridge,POR,.585,11.1,81,81,3211,707,1415,703,1392,4,23,351,444,278,431,709,170,82,94,153,220,1769,.500,.505,.174,.791
Dirk Nowitzki,DAL,.695,11.1,73,73,2504,610,1179,544,1011,66,168,395,443,50,463,513,190,38,47,137,172,1681,.517,.538,.393,.892
Zach Randolph,MEM,.561,10.5,75,74,2724,598,1188,590,1145,8,43,300,396,326,588,914,163,63,25,151,175,1504,.503,.515,.186,.758
Chris Bosh,MIA,.707,10.3,77,77,2795,524,1056,518,1031,6,25,384,471,141,500,641,144,59,49,138,172,1438,.496,.502,.240,.815
Kobe Bryant,LAL,.695,10.3,82,82,2779,740,1639,625,1283,115,356,483,583,83,336,419,388,99,12,243,172,2078,.451,.487,.323,.828
Al Horford,ATL,.537,10.1,77,77,2704,513,921,511,917,2,4,150,188,182,536,718,266,59,80,119,193,1178,.557,.557,.500,.798
Lamar Odom,LAL,.695,10.1,82,35,2639,473,893,405,715,68,178,166,246,175,535,710,249,47,61,139,200,1180,.530,.566,.382,.675
Ray Allen,BOS,.683,10.0,80,80,2890,480,978,312,600,168,378,193,219,51,223,274,219,77,16,117,147,1321,.491,.520,.444,.881
Luol Deng,CHI,.756,9.9,82,82,3208,531,1155,416,822,115,333,253,336,116,360,476,230,78,48,156,162,1430,.460,.506,.345,.753
Manu Ginobili,SAS,.744,9.9,80,79,2426,441,1018,287,577,154,441,357,410,42,253,295,393,123,28,174,163,1393,.433,.497,.349,.871
Blake Griffin,LAC,.390,9.8,82,82,3112,696,1376,689,1352,7,24,446,695,270,719,989,312,63,45,223,252,1845,.506,.510,.292,.642
Nene Hilario,DEN,.610,9.6,75,75,2291,402,654,401,649,1,5,286,402,145,426,571,149,84,73,134,238,1091,.615,.618,.200,.711
Kevin Martin,HOU,.524,9.5,80,80,2603,553,1267,377,808,176,459,594,669,28,230,258,198,80,15,184,155,1876,.436,.467,.383,.888
Elton Brand,PHI,.500,9.4,81,81,2809,502,981,502,980,0,1,213,273,237,439,676,120,92,106,101,244,1217,.512,.512,.000,.780
Tyson Chandler,DAL,.695,9.4,74,74,2059,266,407,266,407,0,0,216,295,206,486,692,32,36,80,88,240,748,.654,.654,,.732
Russell Westbrook,OKC,.671,9.4,82,82,2847,614,1390,580,1287,34,103,531,631,121,258,379,670,155,30,316,207,1793,.442,.451,.330,.842
Kevin Garnett,BOS,.683,9.0,71,71,2220,434,822,433,817,1,5,187,217,83,548,631,171,95,57,115,148,1056,.528,.530,.200,.862
Tony Parker,SAS,.744,8.2,78,78,2528,555,1069,530,999,25,70,233,303,30,208,238,513,90,3,200,135,1368,.519,.531,.357,.769
Chauncey Billups,TOT,,8.0,72,72,2310,339,794,193,431,146,363,384,419,25,165,190,387,71,14,177,146,1208,.427,.448,.402,.916
Amar'e Stoudemire,NYK,.512,8.0,78,78,2870,744,1482,734,1459,10,23,473,597,198,438,636,202,71,150,250,274,1971,.502,.503,.435,.792
Carmelo Anthony,TOT,,7.9,77,77,2751,684,1503,589,1252,95,251,507,605,118,445,563,221,68,46,206,224,1970,.455,.470,.378,.838
Marc Gasol,MEM,.561,7.9,81,81,2586,364,691,361,684,3,7,220,294,154,415,569,200,74,136,146,265,951,.527,.528,.429,.748
Steve Nash,PHO,.488,7.9,75,75,2497,399,811,318,606,81,205,227,249,40,220,260,855,48,4,265,87,1106,.492,.525,.395,.912
Al Jefferson,UTA,.476,7.8,82,82,2940,654,1319,654,1319,0,0,220,289,235,559,794,149,46,153,105,238,1528,.496,.496,,.761
David West,NOH,.561,7.8,70,70,2451,528,1040,526,1031,2,9,264,327,155,374,529,164,67,62,142,202,1322,.508,.510,.222,.807
Tim Duncan,SAS,.744,7.7,76,76,2156,419,838,419,834,0,4,184,257,169,509,678,203,50,146,122,119,1022,.500,.502,.000,.716
Paul Millsap,UTA,.476,7.7,76,76,2605,525,988,516,965,9,23,256,338,164,415,579,187,103,69,145,272,1315,.531,.535,.391,.757
Serge Ibaka,OKC,.671,7.6,82,44,2216,335,617,335,616,0,1,138,184,214,408,622,22,31,198,71,267,808,.543,.544,.000,.750
Deron Williams,TOT,,7.3,65,65,2465,428,975,323,658,105,317,348,412,40,220,260,667,79,15,230,190,1309,.439,.491,.331,.845
Wesley Matthews,POR,.585,7.2,82,69,2758,440,979,286,601,154,378,266,315,48,210,258,164,102,9,138,195,1300,.449,.476,.407,.844
Beno Udrih,SAC,.293,7.2,79,64,2734,412,824,347,642,65,182,197,228,41,224,265,386,94,9,141,181,1086,.500,.540,.357,.864
James Harden,OKC,.671,7.1,82,5,2189,298,684,185,360,113,324,289,343,42,213,255,176,92,24,106,207,998,.436,.514,.349,.843
Kyle Lowry,HOU,.524,7.0,75,71,2563,345,809,216,466,129,343,192,251,89,220,309,500,102,23,158,207,1011,.426,.464,.376,.765
Andre Miller,POR,.585,7.0,81,81,2650,388,844,384,807,4,37,249,292,97,205,302,566,114,12,197,171,1029,.460,.476,.108,.853
Danny Granger,IND,.451,6.9,79,79,2763,535,1260,378,853,157,407,395,466,87,338,425,203,89,62,206,213,1622,.425,.443,.386,.848
Jason Richardson,TOT,,6.9,80,80,2715,472,1056,283,577,189,479,116,159,67,264,331,147,93,13,95,162,1249,.447,.490,.395,.730
Hedo Turkoglu,TOT,,6.8,81,72,2540,322,722,195,412,127,310,106,156,45,311,356,343,72,34,132,247,877,.446,.473,.410,.679
Andre Iguodala,PHI,.500,6.7,67,67,2469,338,759,277,578,61,181,208,300,61,326,387,422,101,38,138,109,945,.445,.479,.337,.693
Ty Lawson,DEN,.610,6.7,80,31,2103,346,688,277,517,69,171,172,225,67,142,209,377,80,4,137,133,933,.503,.536,.404,.764
Joakim Noah,CHI,.756,6.7,48,48,1576,211,402,211,401,0,1,139,188,182,316,498,107,48,72,90,156,561,.525,.526,.000,.739
Nicolas Batum,POR,.585,6.6,80,67,2522,367,807,249,465,118,342,138,164,109,252,361,123,68,49,83,194,990,.455,.535,.345,.841
Andrew Bynum,LAL,.695,6.6,54,47,1500,237,413,237,413,0,0,138,209,170,338,508,73,19,106,74,140,612,.574,.574,,.660
Mike Conley,MEM,.561,6.6,81,81,2872,423,953,343,736,80,217,181,247,32,215,247,528,144,18,176,182,1107,.444,.466,.369,.733
Stephen Curry,GSW,.439,6.6,74,74,2489,505,1053,354,711,151,342,212,227,52,234,286,432,109,20,226,233,1373,.480,.498,.442,.934
Greg Monroe,DET,.366,6.6,80,48,2222,303,550,303,549,0,1,145,233,248,353,601,105,93,45,81,196,751,.551,.552,.000,.622
Jameer Nelson,ORL,.634,6.6,76,76,2319,374,838,255,541,119,297,130,162,37,189,226,456,75,3,194,209,997,.446,.471,.401,.802
Rajon Rondo,BOS,.683,6.6,68,68,2527,318,670,308,627,10,43,75,132,87,210,297,760,153,11,234,120,721,.475,.491,.233,.568
Emeka Okafor,NOH,.561,6.5,72,72,2287,300,524,300,523,0,1,145,258,230,454,684,42,40,127,119,230,745,.573,.574,.000,.562
Ryan Anderson,ORL,.634,6.4,64,14,1424,226,525,92,184,134,341,95,117,129,226,355,52,30,38,49,137,681,.430,.500,.393,.812
Marcin Gortat,TOT,,6.4,80,14,2032,338,603,337,599,1,4,140,193,148,483,631,70,36,91,81,188,817,.561,.563,.250,.725
Jason Kidd,DAL,.695,6.4,80,80,2653,215,596,82,205,133,391,67,77,35,316,351,655,134,29,179,119,630,.361,.400,.340,.870
Josh Smith,ATL,.537,6.4,77,77,2645,497,1041,446,887,51,154,229,316,134,523,657,255,99,120,197,217,1274,.477,.503,.331,.725
Brandon Bass,ORL,.634,6.3,76,51,1980,332,645,332,643,0,2,190,233,134,290,424,57,27,52,97,159,854,.515,.516,.000,.815
Chuck Hayes,HOU,.524,6.3,74,63,2079,244,463,244,461,0,2,94,142,219,380,599,202,79,49,86,200,582,.527,.529,.000,.662
Brook Lopez,NJN,.293,6.3,82,82,2889,644,1309,644,1308,0,1,385,489,197,291,488,129,47,120,176,240,1673,.492,.492,.000,.787
Arron Afflalo,DEN,.610,6.2,69,69,2324,312,627,207,379,105,248,138,163,45,206,251,168,34,31,71,153,867,.498,.546,.423,.847
D.J. Augustin,CHA,.415,6.2,82,82,2757,399,958,288,625,111,333,269,297,38,187,225,498,54,3,155,152,1178,.416,.461,.333,.906
Gerald Wallace,TOT,,6.2,71,63,2693,386,851,324,665,62,186,279,374,111,458,569,173,105,63,152,183,1113,.454,.487,.333,.746
Thaddeus Young,PHI,.500,6.2,82,1,2135,458,847,452,825,6,22,123,174,153,281,434,82,90,26,99,170,1045,.541,.548,.273,.707
Danilo Gallinari,TOT,,6.1,62,60,2104,265,640,162,347,103,293,337,391,59,246,305,104,51,27,83,144,970,.414,.467,.352,.862
George Hill,SAS,.744,6.1,76,5,2148,287,633,210,429,77,204,233,270,24,175,199,193,66,21,99,153,884,.453,.490,.377,.863
Monta Ellis,GSW,.439,6.0,80,80,3227,726,1611,589,1232,137,379,340,431,44,237,281,450,168,23,252,203,1929,.451,.478,.361,.789
David Lee,GSW,.439,6.0,73,73,2634,496,978,495,975,1,3,210,267,217,497,714,233,74,31,170,211,1203,.507,.508,.333,.787
Richard Jefferson,SAS,.744,5.9,81,81,2459,304,642,169,335,135,307,148,195,54,256,310,107,38,34,93,164,891,.474,.504,.440,.759
Carlos Boozer,CHI,.756,5.8,59,59,1882,431,845,431,845,0,0,171,244,130,435,565,145,45,18,149,186,1033,.510,.510,,.701
Dorell Wright,GSW,.439,5.8,82,82,3147,485,1146,291,630,194,516,180,228,88,343,431,242,124,63,133,171,1344,.423,.462,.376,.789
Jrue Holiday,PHI,.500,5.7,82,82,2901,446,999,365,777,81,222,172,209,68,264,332,531,120,29,218,203,1145,.446,.470,.365,.823
Jared Dudley,PHO,.488,5.6,82,15,2140,300,629,195,376,105,253,162,218,111,207,318,108,87,20,77,139,867,.477,.519,.415,.743
Amir Johnson,TOR,.268,5.6,72,54,1853,281,495,281,494,0,1,126,160,189,272,461,81,53,88,69,263,688,.568,.569,.000,.788
Shawn Marion,DAL,.695,5.6,80,27,2253,434,834,429,801,5,33,126,164,168,383,551,110,68,50,130,144,999,.520,.536,.152,.768
Rudy Gay,MEM,.561,5.5,54,54,2152,409,869,352,725,57,144,194,241,82,254,336,153,91,58,135,131,1069,.471,.486,.396,.805
Luis Scola,HOU,.524,5.5,74,74,2412,569,1129,569,1126,0,3,214,290,147,459,606,185,48,44,147,227,1352,.504,.505,.000,.738
Andrew Bogut,MIL,.427,5.4,65,65,2297,367,742,367,738,0,4,96,217,199,521,720,131,47,168,125,217,830,.495,.497,.000,.442
Ronnie Brewer,CHI,.756,5.4,81,1,1781,205,427,199,400,6,27,87,133,55,207,262,140,106,22,55,82,503,.480,.498,.222,.654
Raymond Felton,TOT,,5.4,75,54,2737,427,1005,311,676,116,329,194,241,48,221,269,625,125,11,221,150,1164,.425,.460,.353,.805
Kris Humphries,NJN,.293,5.4,74,44,2061,307,583,307,582,0,1,127,191,225,546,771,84,33,80,103,168,741,.527,.527,.000,.665
Landry Fields,NYK,.512,5.3,82,81,2541,299,602,213,383,86,219,113,147,105,416,521,155,80,17,107,114,797,.497,.556,.393,.769
Eric Gordon,LAC,.390,5.3,56,56,2112,427,949,321,658,106,291,287,348,45,119,164,244,71,18,151,115,1247,.450,.488,.364,.825
JaVale McGee,WAS,.280,5.3,79,75,2193,332,604,332,601,0,3,134,230,223,411,634,38,41,193,102,232,798,.550,.552,.000,.583
Jason Terry,DAL,.695,5.3,82,10,2564,492,1091,365,740,127,351,182,214,24,129,153,334,93,13,167,140,1293,.451,.493,.362,.850
Taj Gibson,CHI,.756,5.2,80,19,1742,234,502,233,494,1,8,100,148,162,296,458,58,39,106,71,203,569,.466,.472,.125,.676
DeAndre Jordan,LAC,.390,5.2,80,66,2047,234,341,234,340,0,1,98,217,207,368,575,42,41,142,101,255,566,.686,.688,.000,.452
Shane Battier,TOT,,5.1,82,59,2375,229,509,127,242,102,267,64,93,90,283,373,185,69,81,79,158,624,.450,.525,.382,.688
Kyle Korver,CHI,.756,5.1,82,0,1649,242,557,122,268,120,289,77,87,12,138,150,124,35,20,60,156,681,.434,.455,.415,.885
Jodie Meeks,PHI,.500,5.1,74,64,2062,242,570,104,222,138,348,152,170,21,150,171,78,63,4,60,97,774,.425,.468,.397,.894
Lou Williams,PHI,.500,5.1,75,0,1747,323,795,235,542,88,253,293,356,32,117,149,252,47,17,102,128,1027,.406,.434,.348,.823
J.R. Smith,DEN,.610,5.0,79,6,1968,341,784,217,466,124,318,163,221,45,277,322,175,92,16,100,173,969,.435,.466,.390,.738
Rodney Stuckey,DET,.366,5.0,70,54,2183,363,827,337,737,26,90,330,381,70,146,216,361,76,10,155,177,1082,.439,.457,.289,.866
Glen Davis,BOS,.683,4.9,78,13,2298,359,801,357,786,2,15,195,265,101,324,425,92,78,30,85,231,915,.448,.454,.133,.736
Josh McRoberts,IND,.451,4.9,72,51,1597,211,386,188,326,23,60,88,119,109,273,382,150,47,57,93,165,533,.547,.577,.383,.739
DeJuan Blair,SAS,.744,4.8,81,65,1734,292,583,292,581,0,2,90,137,215,350,565,77,95,42,113,213,674,.501,.503,.000,.657
