Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Dave Greenwood,CHI,.549,7.1,82,,2710,481,989,481,987,0,2,217,290,243,481,724,218,77,124,192,282,1179,.486,.487,.000,.748
Brian Taylor,SDC,.439,7.1,80,,2312,310,591,266,476,44,115,146,185,58,93,151,440,118,23,111,212,810,.525,.559,.383,.789
James Edwards,IND,.537,7.0,81,,2375,511,1004,511,1001,0,3,244,347,191,380,571,212,32,128,164,304,1266,.509,.510,.000,.703
Dan Roundfield,ATL,.378,7.0,63,,2128,426,808,426,807,0,1,256,355,231,403,634,161,76,119,178,258,1108,.527,.528,.000,.721
James Silas,SAS,.634,7.0,75,,2055,476,997,476,995,0,2,374,440,44,187,231,285,51,12,159,129,1326,.477,.478,.000,.850
Tiny Archibald,BOS,.756,6.9,80,72,2820,382,766,382,757,0,9,342,419,36,140,176,618,75,18,265,201,1106,.499,.505,.000,.816
Greg Ballard,WSB,.476,6.9,82,,2610,549,1186,542,1154,7,32,166,196,167,413,580,195,118,39,117,194,1271,.463,.470,.219,.847
Eddie Johnson,ATL,.378,6.9,75,,2693,573,1136,567,1116,6,20,279,356,60,119,179,407,126,11,197,188,1431,.504,.508,.300,.784
Micheal Ray Richardson,NYK,.610,6.9,79,,3175,523,1116,500,1014,23,102,224,338,173,372,545,627,232,35,302,258,1293,.469,.493,.225,.663
Bob Lanier,MIL,.732,6.8,67,,1753,376,716,375,715,1,1,208,277,128,285,413,179,73,81,139,184,961,.525,.524,1.000,.751
Kermit Washington,POR,.549,6.8,73,,2120,325,571,325,570,0,1,181,288,236,450,686,149,85,86,144,258,831,.569,.570,.000,.628
Junior Bridgeman,MIL,.732,6.7,77,,2215,537,1102,534,1081,3,21,213,241,78,211,289,234,88,28,150,182,1290,.487,.494,.143,.884
Mark Olberding,SAS,.634,6.6,82,,2408,348,685,347,678,1,7,315,380,146,325,471,277,75,31,202,307,1012,.508,.512,.143,.829
Magic Johnson,LAL,.659,6.4,37,,1371,312,587,309,570,3,17,171,225,101,219,320,317,127,27,143,100,798,.532,.542,.176,.760
Kevin Porter,WSB,.476,6.4,81,,2577,446,859,443,847,3,12,191,247,35,89,124,734,110,10,251,257,1086,.519,.523,.250,.773
David Thompson,DEN,.451,6.4,77,,2620,734,1451,724,1412,10,39,489,615,107,180,287,231,53,60,250,231,1967,.506,.513,.256,.795
Terry Tyler,DET,.256,6.4,82,,2549,476,895,476,887,0,8,148,250,198,369,567,136,112,180,163,215,1100,.532,.537,.000,.592
Darryl Dawkins,PHI,.756,6.3,76,,2088,423,697,423,697,0,0,219,304,106,439,545,109,38,112,220,316,1065,.607,.607,,.720
Mike Newlin,NJN,.293,6.1,79,,2911,632,1272,622,1242,10,30,414,466,78,141,219,299,87,9,248,237,1688,.497,.501,.333,.888
Larry Smith,GSW,.476,6.1,82,,2578,304,594,304,594,0,0,177,301,433,561,994,93,70,63,146,316,785,.512,.512,,.588
Mike Mitchell,CLE,.341,6.0,82,,3194,853,1791,849,1782,4,9,302,385,215,287,502,139,63,52,175,199,2012,.476,.476,.444,.784
Vinnie Johnson,SEA,.415,5.9,81,,2311,419,785,418,780,1,5,214,270,193,173,366,341,78,20,216,198,1053,.534,.536,.200,.793
Kenny Carr,CLE,.341,5.8,81,,2615,469,918,469,914,0,4,292,409,260,575,835,192,76,42,231,296,1230,.511,.513,.000,.714
Kevin Grevey,WSB,.476,5.8,75,,2616,500,1103,455,967,45,136,244,290,67,152,219,300,68,17,144,161,1289,.453,.471,.331,.841
Joe Barry Carroll,GSW,.476,5.7,82,,2919,616,1254,616,1252,0,2,315,440,274,485,759,117,50,121,243,313,1547,.491,.492,.000,.716
Johnny Davis,IND,.537,5.7,76,,2536,426,917,422,884,4,33,238,299,56,114,170,480,95,14,167,179,1094,.465,.477,.121,.796
Steve Hawes,ATL,.378,5.7,74,,2309,333,637,332,633,1,4,222,278,165,396,561,168,73,32,161,289,889,.523,.524,.250,.799
Caldwell Jones,PHI,.756,5.5,81,,2639,218,485,218,485,0,0,148,193,200,613,813,122,53,134,168,271,584,.449,.449,,.767
Steve Mix,PHI,.756,5.5,72,,1327,288,575,288,572,0,3,200,240,105,159,264,114,59,18,88,107,776,.501,.503,.000,.833
Norm Nixon,LAL,.659,5.5,79,,2962,576,1210,574,1198,2,12,196,252,64,168,232,696,146,11,285,226,1350,.476,.479,.167,.778
Jim Spanarkel,DAL,.183,5.5,82,,2317,404,866,403,856,1,10,375,423,142,155,297,232,117,20,172,230,1184,.467,.471,.100,.887
Wes Unseld,WSB,.476,5.5,63,,2032,225,429,223,425,2,4,55,86,207,466,673,170,52,36,97,171,507,.524,.525,.500,.640
Quinn Buckner,MIL,.732,5.4,82,,2384,471,956,470,950,1,6,149,203,88,210,298,384,197,3,236,271,1092,.493,.495,.167,.734
John Drew,ATL,.378,5.4,67,,2075,500,1096,500,1089,0,7,454,577,145,238,383,79,98,15,194,264,1454,.456,.459,.000,.787
Bill Laimbeer,CLE,.341,5.4,81,,2460,337,670,337,670,0,0,117,153,266,427,693,216,56,78,132,332,791,.503,.503,,.765
Calvin Murphy,HOU,.488,5.4,76,,2014,528,1074,524,1057,4,17,206,215,33,54,87,222,111,6,129,209,1266,.492,.496,.235,.958
Ben Poquette,UTA,.341,5.4,82,,2808,324,614,321,608,3,6,126,162,160,469,629,161,67,174,122,342,777,.528,.528,.500,.778
Purvis Short,GSW,.476,5.4,79,,2309,549,1157,546,1140,3,17,168,205,151,240,391,249,78,19,143,244,1269,.475,.479,.176,.820
Mickey Johnson,MIL,.732,5.3,82,,2118,379,846,376,828,3,18,262,332,183,362,545,286,94,71,230,256,1023,.448,.454,.167,.789
Mychal Thompson,POR,.549,5.3,79,,2790,569,1151,569,1150,0,1,207,323,223,463,686,284,62,170,241,260,1345,.494,.495,.000,.641
Fred Brown,SEA,.415,5.2,78,,1986,505,1035,482,971,23,64,173,208,53,122,175,233,88,13,131,141,1206,.488,.496,.359,.832
Phil Ford,KCK,.488,5.2,66,,2287,424,887,413,851,11,36,294,354,26,102,128,580,99,6,241,190,1153,.478,.485,.306,.831
Mitch Kupchak,WSB,.476,5.2,82,,1934,392,747,392,746,0,1,240,340,198,371,569,62,36,26,161,195,1024,.525,.525,.000,.706
Dave Corzine,SAS,.634,5.1,82,,1960,366,747,366,744,0,3,125,175,228,408,636,117,42,99,131,212,857,.490,.492,.000,.714
Elvin Hayes,WSB,.476,5.1,81,,2931,584,1296,584,1286,0,10,271,439,235,554,789,98,68,171,189,300,1439,.451,.454,.000,.617
Sly Williams,NYK,.610,5.1,67,,1976,349,708,347,700,2,8,185,268,159,257,416,180,116,18,141,199,885,.493,.496,.250,.690
Michael Cooper,LAL,.659,5.0,81,,2625,321,654,317,635,4,19,117,149,121,215,336,332,133,78,164,249,763,.491,.499,.211,.785
James Bailey,SEA,.415,4.9,82,,2539,444,889,443,887,1,2,256,361,192,415,607,98,74,143,219,332,1145,.499,.499,.500,.709
Michael Brooks,SDC,.439,4.9,82,,2479,488,1018,488,1012,0,6,226,320,210,232,442,208,99,31,163,234,1202,.479,.482,.000,.706
Paul Griffin,SAS,.634,4.9,82,,1930,166,325,166,325,0,0,170,253,184,321,505,249,77,38,132,207,502,.511,.511,,.672
Tom Owens,POR,.549,4.8,79,,1843,322,630,322,626,0,4,191,250,165,291,456,140,36,47,130,273,835,.511,.514,.000,.764
Phil Smith,SDC,.439,4.8,76,,2378,519,1057,515,1039,4,18,237,313,49,107,156,372,84,18,176,231,1279,.491,.496,.222,.757
Jim Chones,LAL,.659,4.7,82,,2562,378,751,378,747,0,4,126,193,180,477,657,153,39,96,159,324,882,.503,.506,.000,.653
Kevin McHale,BOS,.756,4.7,82,1,1645,355,666,355,664,0,2,108,159,155,204,359,55,27,151,110,260,818,.533,.535,.000,.679
Scott Wedman,KCK,.488,4.7,81,,2902,685,1437,660,1360,25,77,140,204,128,305,433,226,97,46,161,294,1535,.477,.485,.325,.686
Jeff Cook,PHO,.695,4.5,79,,2192,286,616,286,611,0,5,100,155,170,297,467,201,82,54,146,236,672,.464,.468,.000,.645
Phil Hubbard,DET,.256,4.5,80,,2289,433,880,432,877,1,3,294,426,236,350,586,150,80,20,229,317,1161,.492,.493,.333,.690
George Johnson,SAS,.634,4.5,82,,1935,164,347,164,347,0,0,80,109,215,387,602,92,47,278,110,273,408,.473,.473,,.734
Kyle Macy,PHO,.695,4.5,82,,1469,272,532,260,481,12,51,107,119,44,88,132,160,76,5,95,120,663,.511,.541,.235,.899
Mike Bantom,IND,.537,4.4,76,,2375,431,882,431,876,0,6,199,281,150,277,427,240,80,85,197,284,1061,.489,.492,.000,.708
Mike Glenn,NYK,.610,4.4,82,,1506,285,511,281,500,4,11,98,110,27,61,88,108,72,5,62,126,672,.558,.562,.364,.891
Bob Gross,POR,.549,4.4,82,,1934,253,479,253,470,0,9,135,159,126,202,328,251,90,67,151,238,641,.528,.538,.000,.849
Rich Kelley,PHO,.695,4.3,81,,1686,196,387,196,385,0,2,175,231,131,310,441,282,79,63,209,210,567,.506,.509,.000,.758
Louis Orr,IND,.537,4.3,82,,1787,348,709,348,703,0,6,163,202,172,189,361,132,55,25,123,153,859,.491,.495,.000,.807
Campy Russell,NYK,.610,4.3,79,,2865,508,1095,500,1069,8,26,268,343,109,244,353,257,99,8,212,248,1292,.464,.468,.308,.781
Alvin Scott,PHO,.695,4.3,82,,1423,173,348,172,342,1,6,97,127,101,167,268,114,60,70,77,124,444,.497,.503,.167,.764
Brad Davis,DAL,.183,4.2,56,,1686,230,410,227,393,3,17,163,204,29,122,151,385,52,11,123,156,626,.561,.578,.176,.799
Calvin Natt,POR,.549,4.2,74,,2111,395,794,391,786,4,8,200,283,149,282,431,159,73,18,163,188,994,.497,.497,.500,.707
