Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
David Robinson,SAS,.756,17.5,81,81,3074,788,1487,782,1467,6,20,656,847,234,643,877,236,134,262,233,230,2238,.530,.533,.300,.774
Shaquille O'Neal,ORL,.695,14.0,79,79,2923,930,1594,930,1589,0,5,455,854,328,573,901,214,73,192,204,258,2315,.583,.585,.000,.533
John Stockton,UTA,.732,13.9,82,82,2867,429,791,327,564,102,227,246,306,57,194,251,1011,194,22,267,215,1206,.542,.580,.449,.804
Karl Malone,UTA,.732,13.8,82,82,3126,830,1548,819,1507,11,41,516,695,156,715,871,285,129,85,236,269,2187,.536,.543,.268,.742
Detlef Schrempf,SEA,.695,12.9,82,82,2886,521,997,428,816,93,181,437,521,135,373,508,310,93,35,176,252,1572,.523,.525,.514,.839
Dana Barros,PHI,.293,12.7,82,82,3318,571,1165,374,740,197,425,347,386,27,247,274,619,149,4,242,159,1686,.490,.505,.464,.899
Scottie Pippen,CHI,.573,11.8,79,79,3014,634,1320,525,1004,109,316,315,440,175,464,639,409,232,89,271,238,1692,.480,.523,.345,.716
Clyde Drexler,TOT,,11.7,76,75,2728,571,1238,424,830,147,408,364,442,152,328,480,362,136,45,186,206,1653,.461,.511,.360,.824
Gary Payton,SEA,.695,11.7,82,82,3015,685,1345,615,1113,70,232,249,348,108,173,281,583,204,13,201,206,1689,.509,.553,.302,.716
Reggie Miller,IND,.634,11.4,81,81,2665,505,1092,310,622,195,470,383,427,30,180,210,242,98,16,151,157,1588,.462,.498,.415,.897
Anfernee Hardaway,ORL,.695,10.7,77,77,2901,585,1142,498,893,87,249,356,463,139,197,336,551,130,26,258,158,1613,.512,.558,.349,.769
Hakeem Olajuwon,HOU,.573,10.7,72,72,2853,798,1545,795,1529,3,16,406,537,172,603,775,255,133,242,237,250,2005,.517,.520,.188,.756
Charles Barkley,PHO,.720,10.6,68,66,2382,554,1141,480,922,74,219,379,507,203,553,756,276,110,45,150,201,1561,.486,.521,.338,.748
Shawn Kemp,SEA,.695,10.6,82,79,2679,545,997,543,990,2,7,438,585,318,575,893,149,102,122,259,337,1530,.547,.548,.286,.749
Jeff Hornacek,UTA,.732,10.1,81,81,2696,482,937,393,718,89,219,284,322,53,157,210,347,129,17,145,181,1337,.514,.547,.406,.882
Toni Kukoc,CHI,.573,10.0,81,55,2584,487,967,425,769,62,198,235,314,155,285,440,372,102,16,165,163,1271,.504,.553,.313,.748
Glen Rice,MIA,.390,10.0,82,82,3014,667,1403,482,952,185,451,312,365,99,279,378,192,112,14,153,203,1831,.475,.506,.410,.855
Patrick Ewing,NYK,.671,9.6,79,79,2920,730,1452,724,1431,6,21,420,560,157,710,867,212,68,159,256,272,1886,.503,.506,.286,.750
Vlade Divac,LAL,.585,9.5,80,80,2807,485,957,475,904,10,53,297,382,261,568,829,329,109,174,205,305,1277,.507,.525,.189,.777
Horace Grant,ORL,.695,9.5,74,74,2693,401,707,401,699,0,8,146,211,223,492,715,173,76,88,85,203,948,.567,.574,.000,.692
Mookie Blaylock,ATL,.512,9.4,80,80,3069,509,1198,310,643,199,555,156,214,117,276,393,616,200,26,242,164,1373,.425,.482,.359,.729
Alonzo Mourning,CHH,.610,9.4,77,77,2941,571,1101,560,1067,11,34,490,644,200,561,761,111,49,225,241,275,1643,.519,.525,.324,.761
Sean Elliott,SAS,.756,8.7,81,81,2858,502,1072,366,739,136,333,326,404,63,224,287,206,78,38,151,216,1466,.468,.495,.408,.807
Hersey Hawkins,CHH,.610,8.7,82,82,2731,390,809,259,511,131,298,261,301,60,254,314,262,122,18,150,178,1172,.482,.507,.440,.867
Dikembe Mutombo,DEN,.500,8.7,82,82,3100,349,628,349,628,0,0,248,379,319,710,1029,113,40,321,192,284,946,.556,.556,,.654
Clifford Robinson,POR,.537,8.7,75,73,2725,597,1320,455,937,142,383,265,382,152,271,423,198,79,82,158,240,1601,.452,.486,.371,.694
Muggsy Bogues,CHH,.610,8.6,78,78,2629,348,730,342,700,6,30,160,180,51,206,257,675,103,0,132,151,862,.477,.489,.200,.889
