Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Jim McMillian,LAL,.841,7.8,80,,3050,642,1331,642,1331,,,219,277,,,522,209,,,,209,1503,.482,.482,,.791
Jim McDaniels,TOT,,7.7,70,,2407,710,1399,710,1399,0,0,245,342,249,565,896,106,,,167,277,1665,.508,.508,,.716
Norm Van Lier,TOT,,7.7,79,,2415,334,761,334,761,,,237,300,,,357,542,,,,239,905,.439,.439,,.790
Lucius Allen,MIL,.768,7.6,80,,2316,441,874,441,874,,,198,259,,,254,333,,,,214,1080,.505,.505,,.764
Bob Love,CHI,.695,7.5,79,,3108,819,1854,819,1854,,,399,509,,,518,125,,,,235,2037,.442,.442,,.784
Tom Boerwinkle,CHI,.695,7.4,80,,2022,219,500,219,500,,,118,180,,,897,281,,,,253,556,.438,.438,,.656
Jim Eakins,VIR,,7.4,84,,2718,371,764,371,764,0,0,288,377,290,517,807,181,,,189,298,1030,.486,.486,,.764
Wil Jones,MMP,,7.4,84,,3098,506,1078,504,1062,2,16,240,320,371,505,876,154,,,160,322,1254,.469,.475,.125,.750
Stu Lantz,HOU,.415,7.4,81,,3097,557,1279,557,1279,,,387,462,,,345,337,,,,211,1501,.435,.435,,.838
Charlie Scott,TOT,,7.4,79,,3238,1033,2305,1004,2195,29,110,542,675,174,200,397,373,,,340,280,2637,.448,.457,.264,.803
Elvin Hayes,HOU,.415,7.3,82,,3461,832,1918,832,1918,,,399,615,,,1197,270,,,,233,2063,.434,.434,,.649
Warren Jabali,FLO,,7.3,81,,3313,569,1304,467,1019,102,285,375,496,167,489,656,495,,,332,298,1615,.436,.458,.358,.756
Cazzie Russell,GSW,.622,7.3,79,,2902,689,1514,689,1514,,,315,378,,,428,248,,,,176,1693,.455,.455,,.833
Ralph Simpson,DNR,,7.2,84,,3006,920,2000,917,1978,3,22,457,568,171,227,398,258,,,266,244,2300,.460,.464,.136,.805
Jerry Sloan,CHI,.695,7.2,82,,3035,535,1206,535,1206,,,258,391,,,691,211,,,,309,1328,.444,.444,,.660
Neal Walk,PHO,.598,7.1,81,,2142,506,1057,506,1057,,,256,344,,,665,151,,,,295,1268,.479,.479,,.744
Clem Haskins,PHO,.598,6.8,79,,2453,509,1054,509,1054,,,220,258,,,270,290,,,,194,1238,.483,.483,,.853
Glen Combs,UTS,,6.7,84,,2906,483,1109,380,855,103,254,319,380,52,163,215,306,,,191,255,1388,.436,.444,.406,.839
Red Robbins,UTS,,6.7,78,,2567,379,752,350,681,29,71,167,201,216,495,711,124,,,86,171,954,.504,.514,.408,.831
George Thompson,PTC,,6.7,70,,2904,696,1448,655,1316,41,132,455,584,155,198,353,257,,,217,201,1888,.481,.498,.311,.779
Bill Bridges,TOT,,6.5,78,,2756,379,779,379,779,,,222,316,,,1051,198,,,,269,980,.487,.487,,.703
Don Chaney,BOS,.683,6.3,79,,2275,373,786,373,786,,,197,255,,,395,202,,,,295,943,.475,.475,,.773
Dale Schlueter,POR,.220,6.3,81,,2693,353,672,353,672,,,241,326,,,860,285,,,,277,947,.525,.525,,.739
Trooper Washington,NYA,,6.3,80,,2510,387,678,387,678,0,0,107,166,281,469,750,161,,,188,291,881,.571,.571,,.645
Freddie Lewis,INA,,6.2,77,,2714,405,947,374,847,31,100,341,396,134,193,327,362,,,194,230,1182,.428,.442,.310,.861
Larry Miller,CAR,,6.2,83,,3199,562,1228,550,1181,12,47,393,497,177,222,399,235,,,191,232,1529,.458,.466,.255,.791
Clyde Lee,GSW,.622,6.1,78,,2674,256,544,256,544,,,120,222,,,1132,85,,,,244,632,.471,.471,,.541
Stan McKenzie,POR,.220,6.1,82,,2036,410,834,410,834,,,315,379,,,272,148,,,,240,1135,.492,.492,,.831
Butch Beard,CLE,.280,5.9,68,,2434,394,849,394,849,,,260,342,,,276,456,,,,213,1048,.464,.464,,.760
George Lehmann,TOT,,5.9,53,,1921,303,663,232,464,71,199,169,192,23,75,98,411,,,210,155,846,.457,.500,.357,.880
Rich Jones,DLC,,5.8,82,,2932,475,1053,461,1006,14,47,212,279,199,497,696,222,,,152,298,1176,.451,.458,.298,.760
Jon McGlocklin,MIL,.768,5.8,80,,2213,374,733,374,733,,,109,126,,,181,231,,,,146,857,.510,.510,,.865
Ron Williams,GSW,.622,5.8,80,,1932,291,614,291,614,,,195,234,,,147,308,,,,232,777,.474,.474,,.833
Byron Beck,DNR,,5.7,66,,1816,337,669,337,666,0,3,140,166,171,357,528,136,,,96,213,814,.504,.506,.000,.843
Warren Davis,TOT,,5.7,86,,2331,337,701,337,699,0,2,207,299,250,443,693,180,,,187,279,881,.481,.482,.000,.692
Goo Kennedy,DLC,,5.7,65,,1453,234,406,234,406,0,0,88,133,167,318,485,65,,,75,262,556,.576,.576,,.662
Bob Netolicky,INA,,5.6,83,,2905,522,1090,518,1071,4,19,202,279,264,500,764,83,,,166,185,1250,.479,.484,.211,.724
Bob Weiss,CHI,.695,5.6,82,,2450,358,832,358,832,,,212,254,,,170,377,,,,212,928,.430,.430,,.835
Jimmy Walker,DET,.317,5.5,78,,3083,634,1386,634,1386,,,397,480,,,231,315,,,,198,1665,.457,.457,,.827
Bill Bradley,NYK,.585,5.4,78,,2780,504,1085,504,1085,,,169,199,,,250,315,,,,254,1177,.465,.465,,.849
Gerald Govan,MMP,,5.4,83,,3414,277,719,277,719,0,0,162,230,310,872,1182,348,,,241,260,716,.385,.385,,.704
Steve Jones,DLC,,5.4,84,,3091,572,1343,546,1265,26,78,367,422,74,243,317,237,,,205,268,1537,.426,.432,.333,.870
Cincinnatus Powell,KEN,,5.4,65,,2288,430,907,426,894,4,13,185,256,158,342,500,237,,,178,219,1049,.474,.477,.308,.723
Jo Jo White,BOS,.683,5.4,79,,3261,770,1788,770,1788,,,285,343,,,446,416,,,,227,1825,.431,.431,,.831
Johnny Green,CIN,.366,5.3,82,,1914,331,582,331,582,,,141,250,,,560,120,,,,238,803,.569,.569,,.564
George McGinnis,INA,,5.3,73,,2179,465,999,459,961,6,38,298,462,290,421,711,137,,,256,260,1234,.465,.478,.158,.645
Dave Robisch,DNR,,5.2,84,,2420,505,1138,505,1133,0,5,294,419,287,517,804,201,,,113,251,1304,.444,.446,.000,.702
Larry Brown,DNR,,5.0,76,,2012,243,556,238,531,5,25,198,244,53,113,166,549,,,217,207,689,.437,.448,.200,.811
Billy Paultz,NYA,,5.0,83,,2824,498,1021,498,1018,0,3,207,299,263,772,1035,128,,,214,298,1203,.488,.489,.000,.692
Dave DeBusschere,NYK,.585,4.8,80,,3072,520,1218,520,1218,,,193,265,,,901,291,,,,219,1233,.427,.427,,.728
John Johnson,CLE,.280,4.6,82,,3041,557,1286,557,1286,,,277,353,,,631,415,,,,268,1391,.433,.433,,.785
Rick Mount,INA,,4.6,78,,2126,420,949,363,769,57,180,216,261,48,107,155,230,,,142,233,1113,.443,.472,.317,.828
Greg Smith,TOT,,4.5,82,,2256,309,671,309,671,,,111,168,,,483,222,,,,259,729,.461,.461,,.661
